batch_id,tijd_min,inlet_temp_C,exhaust_temp_C,bed_temp_C,spray_rate_gmin,pan_snelheid_RPM,exhaust_humidity_pct,drukval_mbar,gewichtstoename_pct,kern_gewicht_mg,coating_conc_pct,afwijking_temp,afwijking_spray,batch_kwaliteit
COAT-011,11,47.9,35.5,41.7,4.34,11.9,43.8,3.4,0.255,359.6,15.1,1.54,0.658,grensgeval
COAT-011,12,48.7,36.2,42.4,4.1,11.9,41.1,3.5,0.292,359.6,15.1,1.92,0.904,grensgeval
COAT-011,13,48.9,35.9,42.6,4.42,11.9,44.1,3.6,0.346,359.6,15.1,1.78,0.575,grensgeval
COAT-011,14,49.1,37.1,43.0,4.28,12.3,41.8,3.7,0.39,359.6,15.1,1.55,0.717,grensgeval
COAT-011,15,49.3,36.0,42.7,4.37,11.7,42.4,3.6,0.452,359.6,15.1,1.43,0.635,grensgeval
COAT-011,16,50.2,37.1,44.1,4.02,12.4,41.3,3.4,0.527,359.6,15.1,1.96,0.983,grensgeval
COAT-011,17,50.0,37.6,43.7,4.21,11.9,42.9,3.6,0.545,359.6,15.1,1.37,0.787,grensgeval
COAT-011,18,50.5,38.5,44.2,4.41,11.9,42.7,3.6,0.559,359.6,15.1,1.58,0.593,grensgeval
COAT-011,19,51.1,38.7,44.9,4.16,12.2,43.4,3.5,0.631,359.6,15.1,1.89,0.836,grensgeval
COAT-011,20,51.2,39.6,45.2,4.17,11.9,43.1,3.4,0.708,359.6,15.1,1.76,0.828,grensgeval
COAT-011,21,52.0,39.5,45.4,4.21,12.0,41.6,3.6,0.714,359.6,15.1,2.22,0.793,grensgeval
COAT-011,22,51.1,38.8,45.4,4.11,11.7,43.1,3.4,0.779,359.6,15.1,1.1,0.894,grensgeval
COAT-011,23,52.1,39.6,45.9,4.2,12.0,42.1,3.7,0.788,359.6,15.1,1.87,0.797,grensgeval
COAT-011,24,52.5,40.2,46.6,4.19,12.1,42.3,3.6,0.88,359.6,15.1,1.99,0.807,grensgeval
COAT-011,25,52.5,40.2,46.2,4.31,11.9,42.9,3.6,0.887,359.6,15.1,1.76,0.689,grensgeval
COAT-011,26,52.2,39.7,46.1,4.23,12.0,42.6,3.6,0.922,359.6,15.1,1.31,0.773,grensgeval
COAT-011,27,52.8,40.2,45.2,4.38,11.7,44.4,3.7,0.94,359.6,15.1,1.65,0.619,grensgeval
COAT-011,28,53.2,41.4,47.1,4.12,12.0,41.4,3.8,0.986,359.6,15.1,1.87,0.883,grensgeval
COAT-011,29,53.2,40.5,47.1,4.22,12.3,43.5,3.7,1.023,359.6,15.1,1.69,0.778,grensgeval
COAT-011,30,53.2,40.6,46.9,4.39,12.1,42.8,3.6,1.089,359.6,15.1,1.56,0.612,grensgeval
COAT-011,31,53.6,41.2,47.1,4.3,11.9,42.4,3.6,1.126,359.6,15.1,1.79,0.702,grensgeval
COAT-011,32,53.3,41.1,46.5,4.32,12.2,42.6,3.7,1.202,359.6,15.1,1.32,0.683,grensgeval
COAT-011,33,53.7,41.4,47.7,4.02,11.9,43.0,3.7,1.231,359.6,15.1,1.6,0.983,grensgeval
COAT-011,34,53.1,40.6,46.9,4.06,12.4,40.9,3.7,1.273,359.6,15.1,0.83,0.943,grensgeval
COAT-011,35,54.0,42.3,48.5,4.26,11.9,44.1,3.8,1.328,359.6,15.1,1.62,0.736,grensgeval
COAT-011,36,54.6,41.9,47.9,4.39,12.0,44.1,3.9,1.365,359.6,15.1,2.08,0.607,grensgeval
COAT-011,37,54.6,42.6,48.3,4.13,11.8,41.6,3.7,1.416,359.6,15.1,1.91,0.866,grensgeval
COAT-011,38,54.4,41.9,48.2,4.27,11.9,43.2,3.9,1.451,359.6,15.1,1.62,0.731,grensgeval
COAT-011,39,54.4,42.8,48.7,4.22,12.2,42.7,4.0,1.497,359.6,15.1,1.51,0.782,grensgeval
COAT-011,40,54.7,42.5,49.0,4.32,11.8,42.8,3.7,1.531,359.6,15.1,1.69,0.683,grensgeval
COAT-011,41,54.6,41.5,48.1,4.26,12.1,43.1,3.9,1.567,359.6,15.1,1.52,0.74,grensgeval
COAT-011,42,55.0,42.9,48.6,4.07,12.1,41.3,3.8,1.619,359.6,15.1,1.84,0.926,grensgeval
COAT-011,43,54.8,42.3,48.8,4.3,12.0,41.0,3.9,1.7,359.6,15.1,1.54,0.7,grensgeval
COAT-011,44,55.2,43.2,49.6,4.31,11.9,42.7,3.7,1.752,359.6,15.1,1.87,0.693,grensgeval
COAT-011,45,55.1,42.5,48.9,4.42,12.0,43.5,3.9,1.761,359.6,15.1,1.69,0.578,grensgeval
COAT-011,46,55.3,43.4,49.1,4.25,11.7,42.5,3.9,1.825,359.6,15.1,1.84,0.75,grensgeval
COAT-011,47,55.1,42.3,48.5,4.35,12.1,42.7,3.8,1.904,359.6,15.1,1.55,0.648,grensgeval
COAT-011,48,55.4,42.5,48.9,4.05,12.3,42.1,4.0,1.948,359.6,15.1,1.77,0.952,grensgeval
COAT-011,49,55.1,42.5,48.7,4.24,11.9,42.5,3.8,1.978,359.6,15.1,1.43,0.761,grensgeval
COAT-011,50,55.5,42.4,48.4,4.29,11.9,43.1,3.9,1.948,359.6,15.1,1.68,0.713,grensgeval
COAT-011,51,55.6,42.1,48.8,4.32,11.6,41.3,4.0,2.026,359.6,15.1,1.82,0.685,grensgeval
COAT-011,52,56.0,43.3,50.3,4.32,11.9,43.1,3.9,2.071,359.6,15.1,2.16,0.676,grensgeval
COAT-011,53,55.6,42.8,49.0,4.12,11.7,40.9,4.0,2.13,359.6,15.1,1.62,0.876,grensgeval
COAT-011,54,55.7,43.6,49.5,4.33,12.2,41.7,4.1,2.119,359.6,15.1,1.69,0.666,grensgeval
COAT-011,55,56.0,42.8,49.7,4.18,11.9,41.9,4.1,2.205,359.6,15.1,1.98,0.819,grensgeval
COAT-011,56,55.7,43.9,49.8,4.35,11.9,41.4,3.8,2.258,359.6,15.1,1.66,0.652,grensgeval
COAT-011,57,56.0,43.6,49.9,4.31,11.8,43.2,4.0,2.273,359.6,15.1,1.9,0.686,grensgeval
COAT-011,58,55.8,42.5,48.9,4.2,12.4,43.5,4.1,2.388,359.6,15.1,1.67,0.796,grensgeval
COAT-011,59,55.6,43.6,49.9,4.3,11.8,43.8,4.0,2.353,359.6,15.1,1.39,0.7,grensgeval
COAT-011,60,56.0,43.9,50.3,4.29,11.8,42.4,4.0,2.457,359.6,15.1,1.78,0.715,grensgeval
COAT-011,61,56.2,43.6,50.3,4.18,12.1,43.5,3.9,2.508,359.6,15.1,1.87,0.823,grensgeval
COAT-011,62,55.9,43.7,50.0,4.35,12.1,42.0,4.0,2.539,359.6,15.1,1.56,0.652,grensgeval
COAT-011,63,56.3,43.7,50.3,4.33,11.9,44.0,4.0,2.565,359.6,15.1,1.96,0.675,grensgeval
COAT-011,64,56.1,43.9,50.6,4.37,12.0,43.3,4.1,2.592,359.6,15.1,1.72,0.627,grensgeval
COAT-011,65,56.5,44.3,50.6,4.52,11.9,43.5,4.2,2.653,359.6,15.1,2.09,0.484,grensgeval
COAT-011,66,56.1,43.0,49.6,4.25,11.8,42.8,4.1,2.759,359.6,15.1,1.61,0.748,grensgeval
COAT-011,67,56.4,44.1,50.2,4.35,11.7,41.7,4.1,2.73,359.6,15.1,1.95,0.652,grensgeval
COAT-011,68,56.6,44.0,50.5,4.19,12.1,41.8,4.3,2.815,359.6,15.1,2.12,0.813,grensgeval
COAT-011,69,56.6,43.5,50.2,4.15,12.0,42.4,3.9,2.85,359.6,15.1,2.06,0.846,grensgeval
COAT-011,70,56.6,44.3,50.5,4.17,12.0,43.9,4.0,2.873,359.6,15.1,2.04,0.828,grensgeval
COAT-011,71,56.4,43.5,49.9,4.36,11.8,42.8,4.1,2.923,359.6,15.1,1.81,0.643,grensgeval
COAT-011,72,56.6,44.5,50.4,4.16,11.6,42.4,4.2,3.013,359.6,15.1,2.02,0.84,grensgeval
COAT-011,73,55.9,44.3,50.2,4.12,12.0,42.3,4.2,3.048,359.6,15.1,1.33,0.88,grensgeval
COAT-011,74,55.8,43.6,49.7,4.11,12.0,43.9,4.2,3.075,359.6,15.1,1.21,0.892,grensgeval
COAT-011,75,56.6,44.3,50.3,4.17,12.1,43.6,4.1,3.06,359.6,15.1,1.97,0.833,grensgeval
COAT-011,76,55.9,43.0,49.8,4.36,11.7,43.0,4.2,3.126,359.6,15.1,1.23,0.642,grensgeval
COAT-011,77,57.0,44.9,51.4,4.33,12.2,43.5,4.0,3.17,359.6,15.1,2.37,0.674,grensgeval
COAT-011,78,56.8,44.3,50.5,4.3,12.1,44.9,4.3,3.232,359.6,15.1,2.15,0.697,grensgeval
COAT-011,79,56.3,44.3,50.7,4.21,11.6,42.9,4.0,3.265,359.6,15.1,1.62,0.79,grensgeval
COAT-011,80,56.6,44.0,50.1,4.21,11.8,42.7,4.1,3.329,359.6,15.1,1.87,0.788,grensgeval
COAT-011,81,56.4,44.0,50.3,4.44,12.2,41.9,4.3,3.396,359.6,15.1,1.65,0.559,grensgeval
COAT-011,82,56.6,44.6,51.0,4.13,12.5,43.5,4.4,3.437,359.6,15.1,1.89,0.869,grensgeval
COAT-011,83,57.0,44.4,50.5,4.25,11.7,41.9,4.1,3.443,359.6,15.1,2.27,0.754,grensgeval
COAT-011,84,56.6,43.6,50.1,4.41,11.7,43.8,4.3,3.52,359.6,15.1,1.83,0.595,grensgeval
COAT-011,85,56.9,44.8,50.9,4.26,11.8,41.2,4.3,3.548,359.6,15.1,2.07,0.736,grensgeval
COAT-011,86,56.5,43.6,50.3,4.21,11.7,43.1,4.2,3.609,359.6,15.1,1.74,0.79,grensgeval
COAT-011,87,56.5,44.6,50.8,4.29,11.7,44.5,4.3,3.65,359.6,15.1,1.74,0.712,grensgeval
COAT-011,88,56.6,43.2,49.6,4.38,12.1,43.2,4.4,3.689,359.6,15.1,1.76,0.616,grensgeval
COAT-011,89,56.8,44.4,50.3,4.34,12.0,43.6,4.4,3.706,359.6,15.1,1.94,0.66,grensgeval
COAT-011,90,56.9,44.8,50.2,4.34,12.0,42.3,4.3,3.753,359.6,15.1,2.07,0.657,grensgeval
COAT-011,91,56.5,43.8,50.3,4.44,12.2,42.6,4.4,3.83,359.6,15.1,1.69,0.561,grensgeval
COAT-011,92,56.7,44.3,50.6,4.31,11.9,42.4,4.4,3.893,359.6,15.1,1.84,0.688,grensgeval
COAT-011,93,56.9,44.7,50.5,4.19,12.1,42.8,4.3,3.917,359.6,15.1,2.0,0.814,grensgeval
COAT-011,94,56.4,44.3,50.1,4.44,12.1,44.2,4.5,3.958,359.6,15.1,1.58,0.56,grensgeval
COAT-011,95,57.0,43.9,50.1,4.41,12.0,44.6,4.4,3.986,359.6,15.1,2.09,0.588,grensgeval
COAT-011,96,56.4,44.0,50.1,4.22,12.0,42.2,4.2,4.058,359.6,15.1,1.57,0.778,grensgeval
COAT-011,97,56.9,44.3,50.4,4.24,11.8,42.1,4.6,4.122,359.6,15.1,2.05,0.756,grensgeval
COAT-011,98,56.6,44.3,50.2,4.21,11.9,43.4,4.5,4.135,359.6,15.1,1.75,0.792,grensgeval
COAT-011,99,56.8,44.2,49.7,4.22,11.8,44.1,4.4,4.136,359.6,15.1,1.94,0.782,grensgeval
COAT-011,100,56.6,44.3,50.1,4.39,12.0,42.5,4.5,4.208,359.6,15.1,1.66,0.612,grensgeval
COAT-011,101,56.9,44.6,50.4,4.38,11.8,42.9,4.6,4.243,359.6,15.1,1.95,0.623,grensgeval
COAT-011,102,56.7,44.1,50.5,4.13,11.9,42.1,4.3,4.287,359.6,15.1,1.8,0.87,grensgeval
COAT-011,103,56.2,43.2,49.8,4.2,12.1,42.6,4.3,4.335,359.6,15.1,1.3,0.8,grensgeval
COAT-011,104,56.7,45.1,51.4,4.28,11.8,40.5,4.6,4.388,359.6,15.1,1.82,0.716,grensgeval
COAT-011,105,57.1,45.0,51.5,4.3,11.8,43.1,4.5,4.462,359.6,15.1,2.17,0.701,grensgeval
COAT-011,106,56.4,43.5,50.1,4.35,12.0,42.8,4.4,4.449,359.6,15.1,1.46,0.654,grensgeval
COAT-011,107,56.8,45.1,51.2,4.33,11.8,42.7,4.5,4.514,359.6,15.1,1.91,0.672,grensgeval
COAT-011,108,56.6,44.7,51.3,4.15,12.1,42.8,4.3,4.53,359.6,15.1,1.71,0.853,grensgeval
COAT-011,109,56.0,43.7,49.4,4.22,12.0,42.5,4.5,4.608,359.6,15.1,1.03,0.776,grensgeval
COAT-011,110,56.8,43.3,49.9,4.5,12.2,45.3,4.6,4.659,359.6,15.1,1.83,0.496,grensgeval
COAT-011,111,57.1,44.1,50.6,4.29,11.8,44.2,4.4,4.755,359.6,15.1,2.12,0.708,grensgeval
COAT-011,112,56.7,44.5,50.5,4.5,12.2,43.0,4.6,4.759,359.6,15.1,1.78,0.502,grensgeval
COAT-011,113,56.6,44.6,49.8,4.16,12.0,43.4,4.6,4.82,359.6,15.1,1.62,0.845,grensgeval
COAT-011,114,56.4,44.4,50.1,4.24,12.3,43.1,4.7,4.835,359.6,15.1,1.46,0.757,grensgeval
COAT-011,115,57.0,44.1,50.3,4.35,12.2,43.7,4.8,4.925,359.6,15.1,2.01,0.646,grensgeval
COAT-011,116,57.0,43.7,50.5,4.27,5.1,43.2,4.7,4.924,359.6,15.1,2.04,0.728,grensgeval
COAT-011,117,56.9,44.6,50.8,4.35,5.1,43.2,4.7,4.999,359.6,15.1,1.95,0.646,grensgeval
COAT-011,118,56.2,44.7,50.5,4.16,4.8,42.2,4.8,5.015,359.6,15.1,1.28,0.845,grensgeval
COAT-011,119,57.0,44.0,51.0,4.42,5.3,45.1,4.6,5.073,359.6,15.1,2.03,0.576,grensgeval
COAT-012,0,40.3,29.8,34.6,0.15,5.0,31.4,2.9,0.012,352.5,14.9,0.35,0.151,goed
COAT-012,1,41.6,31.8,36.7,0.61,5.0,32.1,3.1,0.012,352.5,14.9,0.83,0.112,goed
COAT-012,2,41.7,31.3,36.3,1.03,4.8,32.3,3.1,0.018,352.5,14.9,0.31,0.029,goed
COAT-012,3,42.1,31.7,36.7,1.64,4.7,35.6,3.3,0.047,352.5,14.9,0.03,0.138,goed
COAT-012,4,43.5,31.7,37.1,1.87,5.1,35.8,3.3,0.091,352.5,14.9,0.76,0.129,goed
COAT-012,5,44.2,32.1,38.4,2.54,12.1,38.9,3.4,0.071,352.5,14.9,0.91,0.041,goed
COAT-012,6,45.0,32.5,39.1,3.17,12.2,38.5,3.6,0.083,352.5,14.9,1.09,0.168,goed
COAT-012,7,45.1,33.1,38.9,3.58,11.9,41.0,3.6,0.151,352.5,14.9,0.67,0.084,goed
COAT-012,8,45.6,33.0,39.0,4.14,12.1,41.9,3.5,0.16,352.5,14.9,0.64,0.138,goed
COAT-012,9,45.8,33.4,39.3,4.59,11.6,44.2,3.5,0.194,352.5,14.9,0.33,0.094,goed
COAT-012,10,46.4,33.5,39.8,5.02,11.8,45.2,3.7,0.294,352.5,14.9,0.48,0.019,goed
COAT-012,11,47.0,34.0,40.6,5.27,12.2,44.5,3.5,0.351,352.5,14.9,0.62,0.266,goed
COAT-012,12,47.1,34.3,41.0,4.85,12.1,46.4,3.6,0.368,352.5,14.9,0.3,0.153,goed
COAT-012,13,47.7,34.7,41.2,5.11,11.9,46.2,3.8,0.416,352.5,14.9,0.53,0.112,goed
COAT-012,14,48.6,36.2,41.8,5.09,11.9,45.5,3.6,0.474,352.5,14.9,1.02,0.089,goed
COAT-012,15,49.1,36.2,42.1,5.04,11.9,44.7,3.6,0.519,352.5,14.9,1.18,0.037,goed
COAT-012,16,48.8,36.5,42.4,5.05,12.2,47.7,3.6,0.562,352.5,14.9,0.5,0.052,goed
COAT-012,17,49.2,35.5,42.5,5.13,11.7,45.6,3.6,0.663,352.5,14.9,0.61,0.126,goed
COAT-012,18,49.5,35.9,42.5,5.15,12.1,44.9,3.6,0.693,352.5,14.9,0.57,0.154,goed
COAT-012,19,49.6,36.2,43.1,5.16,12.2,46.6,3.7,0.702,352.5,14.9,0.39,0.158,goed
COAT-012,20,50.4,37.7,44.1,4.87,12.0,44.5,3.9,0.775,352.5,14.9,0.87,0.133,goed
COAT-012,21,51.1,38.2,44.5,5.05,12.0,47.5,3.6,0.915,352.5,14.9,1.32,0.051,goed
COAT-012,22,50.4,38.0,44.5,5.12,11.8,45.6,3.5,0.89,352.5,14.9,0.43,0.123,goed
COAT-012,23,51.1,38.1,44.2,5.23,12.1,44.8,3.9,0.99,352.5,14.9,0.85,0.229,goed
COAT-012,24,51.8,39.1,45.1,4.99,11.8,43.3,3.8,1.041,352.5,14.9,1.29,0.01,goed
COAT-012,25,52.0,39.5,45.3,4.99,12.3,44.6,3.7,1.083,352.5,14.9,1.26,0.01,goed
COAT-012,26,51.3,38.7,45.6,5.05,12.3,44.2,3.8,1.126,352.5,14.9,0.42,0.049,goed
COAT-012,27,51.7,38.4,45.0,4.92,12.3,44.6,3.8,1.199,352.5,14.9,0.57,0.081,goed
COAT-012,28,52.4,39.9,45.9,5.22,12.2,45.1,3.8,1.212,352.5,14.9,1.12,0.221,goed
COAT-012,29,52.6,39.7,46.2,4.98,12.0,44.8,3.9,1.277,352.5,14.9,1.15,0.016,goed
COAT-012,30,52.1,39.2,45.9,4.98,12.1,42.4,3.5,1.304,352.5,14.9,0.46,0.023,goed
COAT-012,31,52.7,40.1,46.5,5.15,12.2,45.7,3.7,1.344,352.5,14.9,0.9,0.149,goed
COAT-012,32,52.9,40.8,47.1,4.93,12.1,45.1,3.7,1.446,352.5,14.9,0.89,0.069,goed
COAT-012,33,53.1,39.9,46.7,5.12,12.0,45.3,3.6,1.525,352.5,14.9,0.99,0.12,goed
COAT-012,34,52.7,39.7,46.0,5.07,11.7,46.2,3.8,1.483,352.5,14.9,0.48,0.072,goed
COAT-012,35,52.8,39.3,46.0,5.12,12.1,44.2,3.7,1.595,352.5,14.9,0.42,0.117,goed
COAT-012,36,53.5,41.1,47.6,5.04,12.2,45.2,3.9,1.639,352.5,14.9,1.01,0.044,goed
COAT-012,37,53.2,39.1,45.8,5.12,11.9,44.4,4.1,1.699,352.5,14.9,0.61,0.12,goed
COAT-012,38,53.3,39.6,46.3,5.14,11.7,45.4,4.0,1.736,352.5,14.9,0.59,0.142,goed
COAT-012,39,53.8,40.0,46.9,5.17,11.8,46.1,3.9,1.775,352.5,14.9,0.95,0.168,goed
COAT-012,40,54.2,41.7,47.3,5.0,12.1,45.3,4.0,1.844,352.5,14.9,1.19,0.003,goed
COAT-012,41,54.2,41.5,47.6,5.08,12.1,44.9,3.9,1.918,352.5,14.9,1.09,0.08,goed
COAT-012,42,53.7,39.9,46.8,4.98,12.1,44.6,3.9,1.975,352.5,14.9,0.49,0.023,goed
COAT-012,43,54.0,41.8,47.3,5.09,11.9,45.5,4.0,2.034,352.5,14.9,0.75,0.087,goed
COAT-012,44,54.7,42.9,48.8,4.97,12.2,45.5,3.8,2.061,352.5,14.9,1.32,0.033,goed
COAT-012,45,54.7,41.7,48.8,5.0,12.4,45.4,4.0,2.128,352.5,14.9,1.29,0.002,goed
COAT-012,46,54.2,41.1,46.9,5.19,12.0,48.6,4.2,2.15,352.5,14.9,0.73,0.189,goed
COAT-012,47,54.0,41.6,48.3,5.01,12.4,46.9,3.9,2.226,352.5,14.9,0.48,0.01,goed
COAT-012,48,55.1,42.8,49.1,5.0,11.7,45.9,3.9,2.306,352.5,14.9,1.49,0.002,goed
COAT-012,49,55.0,40.6,47.3,5.07,11.8,44.1,4.1,2.325,352.5,14.9,1.3,0.069,goed
COAT-012,50,54.3,40.9,47.3,4.97,12.1,47.1,3.7,2.366,352.5,14.9,0.52,0.03,goed
COAT-012,51,54.7,41.9,48.2,5.05,11.7,44.6,4.2,2.405,352.5,14.9,0.88,0.054,goed
COAT-012,52,54.3,41.3,48.0,5.26,11.5,46.3,4.0,2.447,352.5,14.9,0.38,0.262,goed
COAT-012,53,54.2,41.5,47.8,5.0,11.9,45.9,4.0,2.528,352.5,14.9,0.27,0.005,goed
COAT-012,54,54.4,41.9,48.5,4.89,11.7,45.4,4.1,2.608,352.5,14.9,0.4,0.105,goed
COAT-012,55,55.3,42.7,48.9,5.08,11.8,45.1,3.9,2.614,352.5,14.9,1.3,0.084,goed
COAT-012,56,54.7,41.8,48.1,5.02,11.8,43.7,4.0,2.688,352.5,14.9,0.6,0.02,goed
COAT-012,57,55.4,42.7,48.9,4.9,12.2,44.0,4.0,2.751,352.5,14.9,1.26,0.1,goed
COAT-012,58,55.2,42.5,48.9,4.95,12.3,44.4,4.3,2.753,352.5,14.9,1.01,0.055,goed
COAT-012,59,55.2,41.6,48.3,5.12,12.2,46.6,4.3,2.866,352.5,14.9,0.95,0.121,goed
COAT-012,60,54.7,41.6,48.2,5.07,12.3,46.1,3.8,2.879,352.5,14.9,0.46,0.067,goed
COAT-012,61,55.7,43.0,49.3,5.17,12.2,45.9,4.2,2.982,352.5,14.9,1.37,0.167,goed
COAT-012,62,55.1,42.2,49.0,5.02,12.4,43.9,4.1,3.016,352.5,14.9,0.78,0.024,goed
COAT-012,63,55.1,41.9,48.2,5.13,11.7,46.0,4.2,3.092,352.5,14.9,0.74,0.13,goed
COAT-012,64,54.8,42.1,48.2,4.95,12.1,46.4,4.2,3.132,352.5,14.9,0.44,0.046,goed
COAT-012,65,55.3,42.0,48.3,4.97,12.1,44.9,4.1,3.175,352.5,14.9,0.87,0.029,goed
COAT-012,66,55.3,43.0,48.9,5.04,11.9,44.8,4.1,3.235,352.5,14.9,0.82,0.04,goed
COAT-012,67,55.0,42.6,49.3,5.23,12.0,47.5,4.3,3.312,352.5,14.9,0.5,0.234,goed
COAT-012,68,55.2,42.4,48.6,5.09,11.9,44.7,4.1,3.352,352.5,14.9,0.73,0.092,goed
COAT-012,69,55.7,43.0,49.6,5.1,12.4,44.3,4.1,3.387,352.5,14.9,1.13,0.099,goed
COAT-012,70,55.7,42.6,49.4,4.97,12.3,43.9,4.1,3.454,352.5,14.9,1.15,0.035,goed
COAT-012,71,54.7,41.9,48.6,5.14,12.0,46.1,4.3,3.432,352.5,14.9,0.13,0.136,goed
COAT-012,72,55.3,41.9,48.2,5.1,12.0,43.5,4.2,3.554,352.5,14.9,0.73,0.097,goed
COAT-012,73,55.4,41.8,48.3,4.86,11.8,43.6,4.2,3.573,352.5,14.9,0.83,0.137,goed
COAT-012,74,55.6,42.0,48.6,5.01,11.9,46.3,4.3,3.665,352.5,14.9,0.94,0.008,goed
COAT-012,75,55.6,41.3,48.9,4.93,11.9,44.7,4.3,3.693,352.5,14.9,0.93,0.069,goed
COAT-012,76,55.1,42.8,49.0,5.27,11.9,44.8,4.3,3.733,352.5,14.9,0.48,0.27,goed
COAT-012,77,55.6,42.9,49.0,4.93,12.4,43.5,4.2,3.83,352.5,14.9,0.96,0.068,goed
COAT-012,78,55.6,42.8,49.6,4.98,11.9,44.9,4.2,3.832,352.5,14.9,0.88,0.019,goed
COAT-012,79,55.1,41.8,48.6,4.98,11.8,44.2,4.3,3.902,352.5,14.9,0.39,0.016,goed
COAT-012,80,55.4,42.9,48.9,5.14,12.0,42.5,4.5,3.922,352.5,14.9,0.68,0.136,goed
COAT-012,81,55.2,43.3,48.6,4.96,11.8,44.3,4.2,3.968,352.5,14.9,0.5,0.036,goed
COAT-012,82,55.5,41.7,49.2,4.96,12.0,44.3,4.4,4.085,352.5,14.9,0.74,0.04,goed
COAT-012,83,55.5,42.4,48.5,5.04,12.0,45.9,4.4,4.136,352.5,14.9,0.78,0.04,goed
COAT-012,84,55.5,42.7,49.0,4.96,11.9,45.7,4.5,4.179,352.5,14.9,0.73,0.036,goed
COAT-012,85,55.7,42.8,49.2,5.06,12.1,45.6,4.2,4.19,352.5,14.9,0.9,0.064,goed
COAT-012,86,55.3,42.7,48.5,5.2,12.0,44.9,4.5,4.326,352.5,14.9,0.5,0.197,goed
COAT-012,87,55.5,42.2,49.4,4.97,11.9,44.3,4.3,4.352,352.5,14.9,0.67,0.03,goed
COAT-012,88,55.4,42.0,48.7,5.07,11.9,44.4,4.5,4.381,352.5,14.9,0.58,0.066,goed
COAT-012,89,55.8,42.4,49.3,4.92,11.6,43.4,4.4,4.465,352.5,14.9,1.01,0.083,goed
COAT-012,90,55.8,42.4,49.3,5.14,11.5,45.8,4.5,4.511,352.5,14.9,0.92,0.143,goed
COAT-012,91,55.1,42.0,48.6,5.03,11.8,44.3,4.4,4.537,352.5,14.9,0.23,0.027,goed
COAT-012,92,55.2,42.4,48.4,5.27,12.0,43.6,4.4,4.609,352.5,14.9,0.39,0.272,goed
COAT-012,93,55.5,43.4,49.2,4.94,11.6,46.6,4.5,4.648,352.5,14.9,0.67,0.064,goed
COAT-012,94,55.4,41.9,48.2,4.89,12.3,45.2,4.3,4.664,352.5,14.9,0.52,0.112,goed
COAT-012,95,55.4,42.6,49.1,5.05,11.6,45.2,4.4,4.773,352.5,14.9,0.55,0.05,goed
COAT-012,96,55.4,42.1,49.1,5.06,11.9,47.5,4.4,4.765,352.5,14.9,0.52,0.06,goed
COAT-012,97,55.5,42.4,49.3,5.06,12.0,46.9,4.6,4.827,352.5,14.9,0.62,0.061,goed
COAT-012,98,55.8,43.6,49.8,5.07,11.9,44.1,4.6,4.9,352.5,14.9,0.92,0.066,goed
COAT-012,99,55.5,42.0,49.3,5.2,12.2,44.9,4.4,4.945,352.5,14.9,0.58,0.199,goed
COAT-012,100,55.0,42.4,48.7,5.11,12.1,44.5,4.7,4.991,352.5,14.9,0.1,0.108,goed
COAT-012,101,55.7,42.3,48.7,5.09,12.1,44.4,4.5,5.047,352.5,14.9,0.83,0.093,goed
COAT-012,102,55.8,42.6,49.0,5.07,12.2,46.0,4.5,5.169,352.5,14.9,0.85,0.071,goed
COAT-012,103,55.9,43.4,49.8,5.06,11.9,43.6,4.7,5.199,352.5,14.9,1.03,0.059,goed
COAT-012,104,55.8,42.4,49.1,4.95,12.3,46.2,4.5,5.273,352.5,14.9,0.89,0.054,goed
COAT-012,105,55.9,43.2,49.7,5.13,12.2,45.7,4.5,5.296,352.5,14.9,1.01,0.134,goed
COAT-012,106,55.7,43.2,49.3,4.93,4.9,42.6,4.3,5.299,352.5,14.9,0.78,0.069,goed
COAT-012,107,55.6,42.6,49.2,5.08,5.0,44.9,4.5,5.38,352.5,14.9,0.67,0.075,goed
COAT-012,108,56.0,43.1,49.8,5.06,5.0,45.2,4.6,5.474,352.5,14.9,1.05,0.06,goed
COAT-012,109,55.0,42.7,49.0,5.05,4.9,45.0,4.6,5.494,352.5,14.9,0.08,0.049,goed
COAT-012,110,55.7,43.1,49.3,5.09,4.7,44.5,4.7,5.522,352.5,14.9,0.79,0.087,goed
COAT-012,111,55.4,41.9,48.7,5.09,5.3,46.4,4.6,5.603,352.5,14.9,0.46,0.093,goed
COAT-012,112,55.7,43.1,49.7,5.05,5.3,46.9,4.7,5.673,352.5,14.9,0.79,0.048,goed
COAT-012,113,56.0,42.3,49.1,5.13,4.8,44.4,4.9,5.683,352.5,14.9,1.1,0.135,goed
COAT-012,114,55.1,42.3,48.7,4.93,4.9,45.3,4.5,5.75,352.5,14.9,0.16,0.069,goed
COAT-012,115,55.7,43.5,49.5,5.21,4.9,46.8,4.8,5.746,352.5,14.9,0.76,0.21,goed
COAT-012,116,55.9,43.2,49.4,5.1,4.7,45.3,4.6,5.781,352.5,14.9,0.9,0.1,goed
COAT-012,117,55.6,42.0,49.0,4.97,4.9,45.5,4.6,5.765,352.5,14.9,0.6,0.027,goed
COAT-012,118,55.7,42.9,48.6,5.07,5.1,44.2,4.5,5.792,352.5,14.9,0.79,0.068,goed
COAT-012,119,55.8,43.1,49.5,4.88,5.0,42.9,4.7,5.762,352.5,14.9,0.79,0.122,goed
