alarm_id,timestamp,tag,prioriteit,type,status,duur_sec,is_nuisance,in_alarm_flood,operator_actie,dag_type,shift
7226,2025-02-21 01:29:07,FAL-302,medium,debiet,acknowledged,3,1,0,geen,werkdag,nacht
7158,2025-02-21 01:34:54,TAH-101,hoog,temperatuur,acknowledged,883,0,0,actie_genomen,werkdag,nacht
7228,2025-02-21 01:42:57,FAL-302,medium,debiet,teruggekeerd,34,1,0,acknowledge,werkdag,nacht
7314,2025-02-21 01:46:55,CA-801,laag,communicatie,teruggekeerd,133,1,0,actie_genomen,werkdag,nacht
7260,2025-02-21 01:55:56,XA-502,laag,equipment,actief,327,1,0,acknowledge,werkdag,nacht
7286,2025-02-21 01:57:35,AAL-601,medium,analyse,acknowledged,209,0,0,suppress,werkdag,nacht
7265,2025-02-21 02:13:20,XA-502,laag,equipment,acknowledged,44,1,0,acknowledge,werkdag,nacht
7183,2025-02-21 02:16:29,PAL-201,medium,druk,acknowledged,1011,0,0,geen,werkdag,nacht
7227,2025-02-21 02:19:06,FAL-302,medium,debiet,acknowledged,102,1,0,acknowledge,werkdag,nacht
7284,2025-02-21 02:22:24,AAH-601,medium,analyse,teruggekeerd,978,0,0,geen,werkdag,nacht
7235,2025-02-21 02:24:43,FAL-302,medium,debiet,acknowledged,60,1,0,actie_genomen,werkdag,nacht
7262,2025-02-21 02:28:01,XA-502,laag,equipment,actief,203,1,0,actie_genomen,werkdag,nacht
7279,2025-02-21 02:32:13,XA-502,laag,equipment,acknowledged,83,1,0,acknowledge,werkdag,nacht
7332,2025-02-21 02:37:12,CA-801,laag,communicatie,acknowledged,193,1,0,actie_genomen,werkdag,nacht
7259,2025-02-21 02:39:07,XA-502,laag,equipment,actief,652,1,0,actie_genomen,werkdag,nacht
7211,2025-02-21 02:44:53,FAH-301,medium,debiet,acknowledged,42,0,0,geen,werkdag,nacht
7276,2025-02-21 02:54:45,XA-502,laag,equipment,acknowledged,843,1,0,actie_genomen,werkdag,nacht
7223,2025-02-21 02:57:40,FAL-302,medium,debiet,actief,170,1,0,suppress,werkdag,nacht
7204,2025-02-21 02:57:54,PAH-202,laag,druk,acknowledged,204,1,0,geen,werkdag,nacht
7264,2025-02-21 03:08:22,XA-502,laag,equipment,teruggekeerd,435,1,0,actie_genomen,werkdag,nacht
7198,2025-02-21 03:33:41,PAH-202,laag,druk,actief,113,1,0,acknowledge,werkdag,nacht
7303,2025-02-21 03:39:51,CA-801,laag,communicatie,actief,1127,1,0,acknowledge,werkdag,nacht
7220,2025-02-21 03:40:18,FAL-302,medium,debiet,actief,358,1,0,actie_genomen,werkdag,nacht
7207,2025-02-21 03:44:07,PAH-202,laag,druk,teruggekeerd,136,1,0,actie_genomen,werkdag,nacht
7238,2025-02-21 03:45:39,LAH-401,hoog,niveau,acknowledged,414,0,0,acknowledge,werkdag,nacht
7173,2025-02-21 04:04:47,TAH-102,medium,temperatuur,teruggekeerd,205,1,0,acknowledge,werkdag,nacht
7217,2025-02-21 04:12:12,FAL-302,medium,debiet,actief,126,1,0,actie_genomen,werkdag,nacht
7189,2025-02-21 04:27:33,PAH-202,laag,druk,actief,129,1,0,actie_genomen,werkdag,nacht
7271,2025-02-21 04:36:23,XA-502,laag,equipment,teruggekeerd,781,1,0,actie_genomen,werkdag,nacht
7322,2025-02-21 04:37:59,CA-801,laag,communicatie,teruggekeerd,5,1,0,geen,werkdag,nacht
7209,2025-02-21 04:38:50,FAH-301,medium,debiet,acknowledged,336,0,0,actie_genomen,werkdag,nacht
7300,2025-02-21 04:39:29,CA-801,laag,communicatie,acknowledged,125,1,0,geen,werkdag,nacht
7201,2025-02-21 04:52:02,PAH-202,laag,druk,acknowledged,246,1,0,actie_genomen,werkdag,nacht
7316,2025-02-21 05:11:55,CA-801,laag,communicatie,actief,238,1,0,acknowledge,werkdag,nacht
7210,2025-02-21 05:14:27,FAH-301,medium,debiet,teruggekeerd,14,0,0,geen,werkdag,nacht
7277,2025-02-21 05:24:22,XA-502,laag,equipment,acknowledged,296,1,0,acknowledge,werkdag,nacht
7206,2025-02-21 05:29:20,PAH-202,laag,druk,actief,549,1,0,geen,werkdag,nacht
7203,2025-02-21 05:36:36,PAH-202,laag,druk,teruggekeerd,454,1,0,acknowledge,werkdag,nacht
7298,2025-02-21 05:47:53,CA-801,laag,communicatie,acknowledged,414,1,0,actie_genomen,werkdag,nacht
7304,2025-02-21 06:00:14,CA-801,laag,communicatie,actief,343,1,0,geen,werkdag,dag
7160,2025-02-21 06:01:51,TAH-101,hoog,temperatuur,acknowledged,113,0,0,acknowledge,werkdag,dag
7202,2025-02-21 06:05:28,PAH-202,laag,druk,acknowledged,222,1,0,suppress,werkdag,dag
7224,2025-02-21 06:05:36,FAL-302,medium,debiet,acknowledged,111,1,0,acknowledge,werkdag,dag
7240,2025-02-21 06:09:01,LAL-401,hoog,niveau,teruggekeerd,484,0,0,actie_genomen,werkdag,dag
7308,2025-02-21 06:17:31,CA-801,laag,communicatie,actief,462,1,0,acknowledge,werkdag,dag
7195,2025-02-21 06:22:09,PAH-202,laag,druk,acknowledged,1494,1,0,actie_genomen,werkdag,dag
7232,2025-02-21 06:39:25,FAL-302,medium,debiet,teruggekeerd,29,1,0,suppress,werkdag,dag
7327,2025-02-21 06:40:59,CA-801,laag,communicatie,teruggekeerd,640,1,0,actie_genomen,werkdag,dag
7302,2025-02-21 06:41:51,CA-801,laag,communicatie,acknowledged,95,1,0,suppress,werkdag,dag
7249,2025-02-21 06:43:59,XA-501,medium,equipment,teruggekeerd,429,0,0,geen,werkdag,dag
7278,2025-02-21 06:54:30,XA-502,laag,equipment,teruggekeerd,35,1,0,acknowledge,werkdag,dag
7301,2025-02-21 07:05:11,CA-801,laag,communicatie,teruggekeerd,9,1,0,acknowledge,werkdag,dag
7297,2025-02-21 07:21:27,CA-801,laag,communicatie,teruggekeerd,421,1,0,suppress,werkdag,dag
7234,2025-02-21 07:23:09,FAL-302,medium,debiet,actief,848,1,0,acknowledge,werkdag,dag
7287,2025-02-21 07:33:13,AAL-601,medium,analyse,actief,32,0,0,geen,werkdag,dag
7269,2025-02-21 07:41:56,XA-502,laag,equipment,acknowledged,800,1,0,actie_genomen,werkdag,dag
7270,2025-02-21 07:46:17,XA-502,laag,equipment,acknowledged,151,1,0,geen,werkdag,dag
7187,2025-02-21 08:05:40,PAH-202,laag,druk,teruggekeerd,286,1,0,acknowledge,werkdag,dag
7254,2025-02-21 08:33:02,XA-502,laag,equipment,actief,82,1,0,actie_genomen,werkdag,dag
7167,2025-02-21 08:41:56,TAH-102,medium,temperatuur,teruggekeerd,165,1,0,acknowledge,werkdag,dag
7231,2025-02-21 09:02:58,FAL-302,medium,debiet,actief,79,1,0,actie_genomen,werkdag,dag
7215,2025-02-21 09:11:39,FAL-302,medium,debiet,acknowledged,291,1,0,acknowledge,werkdag,dag
7311,2025-02-21 09:12:02,CA-801,laag,communicatie,teruggekeerd,38,1,0,geen,werkdag,dag
7255,2025-02-21 09:13:10,XA-502,laag,equipment,acknowledged,309,1,0,acknowledge,werkdag,dag
7163,2025-02-21 09:18:29,TAH-102,medium,temperatuur,actief,677,1,0,geen,werkdag,dag
7248,2025-02-21 09:27:24,XA-501,medium,equipment,teruggekeerd,615,0,0,actie_genomen,werkdag,dag
7245,2025-02-21 09:40:43,LAL-401,hoog,niveau,acknowledged,127,0,0,actie_genomen,werkdag,dag
7188,2025-02-21 09:44:59,PAH-202,laag,druk,actief,844,1,0,actie_genomen,werkdag,dag
7166,2025-02-21 09:50:35,TAH-102,medium,temperatuur,actief,266,1,0,geen,werkdag,dag
7172,2025-02-21 09:54:48,TAH-102,medium,temperatuur,actief,111,1,0,actie_genomen,werkdag,dag
7326,2025-02-21 10:10:32,CA-801,laag,communicatie,actief,259,1,0,acknowledge,werkdag,dag
7237,2025-02-21 10:14:16,LAH-401,hoog,niveau,teruggekeerd,817,0,0,geen,werkdag,dag
7161,2025-02-21 10:19:58,TAH-101,hoog,temperatuur,actief,191,0,0,actie_genomen,werkdag,dag
7178,2025-02-21 10:25:59,TAH-102,medium,temperatuur,actief,69,1,0,actie_genomen,werkdag,dag
7177,2025-02-21 10:33:51,TAH-102,medium,temperatuur,teruggekeerd,449,1,0,actie_genomen,werkdag,dag
7268,2025-02-21 10:35:08,XA-502,laag,equipment,teruggekeerd,185,1,0,actie_genomen,werkdag,dag
7168,2025-02-21 10:50:23,TAH-102,medium,temperatuur,actief,972,1,0,geen,werkdag,dag
7218,2025-02-21 11:06:52,FAL-302,medium,debiet,acknowledged,99,1,0,geen,werkdag,dag
7330,2025-02-21 11:20:29,CA-801,laag,communicatie,actief,719,1,0,actie_genomen,werkdag,dag
7179,2025-02-21 11:31:24,TAH-102,medium,temperatuur,teruggekeerd,159,1,0,geen,werkdag,dag
7272,2025-02-21 11:39:32,XA-502,laag,equipment,actief,195,1,0,actie_genomen,werkdag,dag
7246,2025-02-21 11:47:47,XA-501,medium,equipment,acknowledged,1462,0,0,geen,werkdag,dag
7321,2025-02-21 11:59:09,CA-801,laag,communicatie,acknowledged,32,1,0,actie_genomen,werkdag,dag
7296,2025-02-21 12:12:32,CA-801,laag,communicatie,teruggekeerd,147,1,0,acknowledge,werkdag,dag
7309,2025-02-21 12:25:37,CA-801,laag,communicatie,acknowledged,1036,1,0,acknowledge,werkdag,dag
7205,2025-02-21 12:31:05,PAH-202,laag,druk,acknowledged,31,1,0,acknowledge,werkdag,dag
7236,2025-02-21 12:34:10,LAH-401,hoog,niveau,actief,175,0,0,acknowledge,werkdag,dag
7274,2025-02-21 12:44:43,XA-502,laag,equipment,acknowledged,210,1,0,acknowledge,werkdag,dag
7243,2025-02-21 12:56:07,LAL-401,hoog,niveau,acknowledged,799,0,0,acknowledge,werkdag,dag
7289,2025-02-21 13:01:50,CA-801,laag,communicatie,acknowledged,39,1,0,actie_genomen,werkdag,dag
7306,2025-02-21 13:08:37,CA-801,laag,communicatie,actief,1430,1,0,actie_genomen,werkdag,dag
7159,2025-02-21 13:30:20,TAH-101,hoog,temperatuur,acknowledged,90,0,0,suppress,werkdag,dag
7318,2025-02-21 13:31:38,CA-801,laag,communicatie,actief,304,1,0,acknowledge,werkdag,dag
7194,2025-02-21 13:32:14,PAH-202,laag,druk,acknowledged,3,1,0,geen,werkdag,dag
7315,2025-02-21 13:52:52,CA-801,laag,communicatie,acknowledged,70,1,0,actie_genomen,werkdag,dag
7283,2025-02-21 13:56:41,XA-502,laag,equipment,actief,40,1,0,actie_genomen,werkdag,dag
7256,2025-02-21 13:58:57,XA-502,laag,equipment,actief,232,1,0,suppress,werkdag,dag
7174,2025-02-21 14:10:18,TAH-102,medium,temperatuur,acknowledged,591,1,0,actie_genomen,werkdag,avond
7221,2025-02-21 14:26:05,FAL-302,medium,debiet,acknowledged,298,1,0,suppress,werkdag,avond
7197,2025-02-21 14:26:54,PAH-202,laag,druk,actief,134,1,0,actie_genomen,werkdag,avond
7292,2025-02-21 14:36:33,CA-801,laag,communicatie,actief,214,1,0,acknowledge,werkdag,avond
7219,2025-02-21 14:39:41,FAL-302,medium,debiet,actief,51,1,0,suppress,werkdag,avond
7305,2025-02-21 14:46:20,CA-801,laag,communicatie,teruggekeerd,11,1,0,geen,werkdag,avond
7329,2025-02-21 14:46:43,CA-801,laag,communicatie,actief,313,1,0,acknowledge,werkdag,avond
7293,2025-02-21 14:53:18,CA-801,laag,communicatie,acknowledged,69,1,0,acknowledge,werkdag,avond
7331,2025-02-21 14:54:43,CA-801,laag,communicatie,acknowledged,10,1,0,actie_genomen,werkdag,avond
7280,2025-02-21 14:59:53,XA-502,laag,equipment,actief,423,1,0,suppress,werkdag,avond
7266,2025-02-21 15:00:57,XA-502,laag,equipment,actief,484,1,0,suppress,werkdag,avond
7184,2025-02-21 15:03:22,PAL-201,medium,druk,teruggekeerd,376,0,0,actie_genomen,werkdag,avond
7164,2025-02-21 15:08:14,TAH-102,medium,temperatuur,actief,210,1,0,geen,werkdag,avond
7290,2025-02-21 15:10:14,CA-801,laag,communicatie,actief,601,1,0,actie_genomen,werkdag,avond
7282,2025-02-21 15:13:13,XA-502,laag,equipment,acknowledged,205,1,0,acknowledge,werkdag,avond
7169,2025-02-21 15:27:35,TAH-102,medium,temperatuur,teruggekeerd,54,1,0,actie_genomen,werkdag,avond
7200,2025-02-21 16:00:52,PAH-202,laag,druk,acknowledged,114,1,0,acknowledge,werkdag,avond
7225,2025-02-21 16:18:29,FAL-302,medium,debiet,acknowledged,320,1,0,actie_genomen,werkdag,avond
7196,2025-02-21 16:25:05,PAH-202,laag,druk,acknowledged,277,1,0,geen,werkdag,avond
7288,2025-02-21 16:34:00,CA-801,laag,communicatie,acknowledged,29,1,0,suppress,werkdag,avond
7180,2025-02-21 16:35:38,PAH-201,hoog,druk,acknowledged,26,0,0,acknowledge,werkdag,avond
7317,2025-02-21 16:39:23,CA-801,laag,communicatie,actief,671,1,0,acknowledge,werkdag,avond
7324,2025-02-21 16:47:29,CA-801,laag,communicatie,teruggekeerd,237,1,0,geen,werkdag,avond
7239,2025-02-21 17:03:17,LAH-401,hoog,niveau,actief,122,0,0,geen,werkdag,avond
7186,2025-02-21 17:17:56,PAH-202,laag,druk,actief,280,1,0,actie_genomen,werkdag,avond
7192,2025-02-21 17:22:38,PAH-202,laag,druk,teruggekeerd,386,1,0,geen,werkdag,avond
7216,2025-02-21 17:42:14,FAL-302,medium,debiet,actief,96,1,0,actie_genomen,werkdag,avond
7328,2025-02-21 17:42:16,CA-801,laag,communicatie,actief,828,1,0,acknowledge,werkdag,avond
7299,2025-02-21 17:42:20,CA-801,laag,communicatie,actief,594,1,0,actie_genomen,werkdag,avond
7191,2025-02-21 18:11:10,PAH-202,laag,druk,actief,174,1,0,actie_genomen,werkdag,avond
7320,2025-02-21 18:14:26,CA-801,laag,communicatie,acknowledged,83,1,0,acknowledge,werkdag,avond
7247,2025-02-21 18:20:45,XA-501,medium,equipment,teruggekeerd,1115,0,0,actie_genomen,werkdag,avond
7281,2025-02-21 18:43:09,XA-502,laag,equipment,acknowledged,393,1,0,actie_genomen,werkdag,avond
7222,2025-02-21 18:43:29,FAL-302,medium,debiet,teruggekeerd,306,1,0,geen,werkdag,avond
7170,2025-02-21 18:44:04,TAH-102,medium,temperatuur,actief,1373,1,0,acknowledge,werkdag,avond
7233,2025-02-21 18:54:09,FAL-302,medium,debiet,teruggekeerd,470,1,0,suppress,werkdag,avond
7208,2025-02-21 19:01:23,FAL-301,hoog,debiet,teruggekeerd,346,0,0,geen,werkdag,avond
7325,2025-02-21 19:06:26,CA-801,laag,communicatie,acknowledged,399,1,0,geen,werkdag,avond
7229,2025-02-21 19:08:31,FAL-302,medium,debiet,acknowledged,198,1,0,acknowledge,werkdag,avond
7267,2025-02-21 19:14:50,XA-502,laag,equipment,acknowledged,12,1,0,acknowledge,werkdag,avond
7258,2025-02-21 19:19:26,XA-502,laag,equipment,acknowledged,201,1,0,geen,werkdag,avond
7312,2025-02-21 19:21:05,CA-801,laag,communicatie,actief,157,1,0,geen,werkdag,avond
7213,2025-02-21 19:24:07,FAL-302,medium,debiet,acknowledged,29,1,0,actie_genomen,werkdag,avond
7193,2025-02-21 19:28:06,PAH-202,laag,druk,teruggekeerd,169,1,0,actie_genomen,werkdag,avond
7182,2025-02-21 19:34:35,PAH-201,hoog,druk,actief,625,0,0,actie_genomen,werkdag,avond
7307,2025-02-21 19:46:20,CA-801,laag,communicatie,teruggekeerd,906,1,0,actie_genomen,werkdag,avond
7251,2025-02-21 19:49:01,XA-501,medium,equipment,acknowledged,229,0,0,acknowledge,werkdag,avond
7162,2025-02-21 19:51:07,TAH-102,medium,temperatuur,actief,742,1,0,geen,werkdag,avond
7241,2025-02-21 20:05:03,LAL-401,hoog,niveau,acknowledged,1287,0,0,actie_genomen,werkdag,avond
7171,2025-02-21 20:23:34,TAH-102,medium,temperatuur,actief,236,1,0,acknowledge,werkdag,avond
7242,2025-02-21 20:31:02,LAL-401,hoog,niveau,acknowledged,540,0,0,actie_genomen,werkdag,avond
7252,2025-02-21 20:42:07,XA-501,medium,equipment,acknowledged,310,0,0,geen,werkdag,avond
7257,2025-02-21 20:46:44,XA-502,laag,equipment,actief,405,1,0,acknowledge,werkdag,avond
7295,2025-02-21 21:00:54,CA-801,laag,communicatie,acknowledged,24,1,0,actie_genomen,werkdag,avond
7165,2025-02-21 21:08:56,TAH-102,medium,temperatuur,acknowledged,68,1,0,suppress,werkdag,avond
7230,2025-02-21 22:02:43,FAL-302,medium,debiet,acknowledged,177,1,0,actie_genomen,werkdag,nacht
7253,2025-02-21 22:02:53,XA-501,medium,equipment,acknowledged,249,0,0,geen,werkdag,nacht
7244,2025-02-21 22:02:56,LAL-401,hoog,niveau,acknowledged,117,0,0,acknowledge,werkdag,nacht
7190,2025-02-21 22:10:32,PAH-202,laag,druk,actief,60,1,0,actie_genomen,werkdag,nacht
7181,2025-02-21 22:10:32,PAH-201,hoog,druk,acknowledged,112,0,0,acknowledge,werkdag,nacht
7176,2025-02-21 22:15:14,TAH-102,medium,temperatuur,teruggekeerd,43,1,0,actie_genomen,werkdag,nacht
7291,2025-02-21 22:26:29,CA-801,laag,communicatie,acknowledged,344,1,0,actie_genomen,werkdag,nacht
7263,2025-02-21 22:28:21,XA-502,laag,equipment,teruggekeerd,97,1,0,acknowledge,werkdag,nacht
7212,2025-02-21 22:30:38,FAH-301,medium,debiet,teruggekeerd,1033,0,0,acknowledge,werkdag,nacht
7285,2025-02-21 22:36:57,AAL-601,medium,analyse,acknowledged,35,0,0,suppress,werkdag,nacht
7310,2025-02-21 22:40:47,CA-801,laag,communicatie,acknowledged,506,1,0,geen,werkdag,nacht
7273,2025-02-21 22:41:26,XA-502,laag,equipment,actief,803,1,0,acknowledge,werkdag,nacht
7214,2025-02-21 23:13:30,FAL-302,medium,debiet,acknowledged,607,1,0,acknowledge,werkdag,nacht
7333,2025-02-21 23:36:15,CA-801,laag,communicatie,acknowledged,464,1,0,suppress,werkdag,nacht
7199,2025-02-21 23:55:48,PAH-202,laag,druk,actief,72,1,0,suppress,werkdag,nacht
7323,2025-02-21 23:56:54,CA-801,laag,communicatie,acknowledged,1109,1,0,geen,werkdag,nacht
7428,2025-02-22 00:22:23,CA-801,laag,communicatie,acknowledged,86,1,0,acknowledge,weekend,nacht
7338,2025-02-22 00:32:34,TAH-102,medium,temperatuur,acknowledged,414,1,0,acknowledge,weekend,nacht
7349,2025-02-22 01:09:48,PAH-202,laag,druk,acknowledged,93,1,0,actie_genomen,weekend,nacht
7352,2025-02-22 01:26:25,PAH-202,laag,druk,acknowledged,173,1,0,actie_genomen,weekend,nacht
7365,2025-02-22 01:28:36,FAH-301,medium,debiet,actief,270,0,0,actie_genomen,weekend,nacht
7362,2025-02-22 01:30:45,PAH-202,laag,druk,actief,360,1,0,acknowledge,weekend,nacht
7376,2025-02-22 01:59:41,FAL-302,medium,debiet,acknowledged,62,1,0,acknowledge,weekend,nacht
7366,2025-02-22 02:04:13,FAH-301,medium,debiet,actief,900,0,0,actie_genomen,weekend,nacht
7374,2025-02-22 02:09:16,FAL-302,medium,debiet,acknowledged,201,1,0,geen,weekend,nacht
7377,2025-02-22 02:41:14,FAL-302,medium,debiet,actief,203,1,0,geen,weekend,nacht
7430,2025-02-22 02:49:11,CA-801,laag,communicatie,actief,123,1,0,actie_genomen,weekend,nacht
7410,2025-02-22 02:55:28,CA-801,laag,communicatie,teruggekeerd,9,1,0,geen,weekend,nacht
7412,2025-02-22 02:58:12,CA-801,laag,communicatie,acknowledged,177,1,0,actie_genomen,weekend,nacht
7378,2025-02-22 03:33:44,FAL-302,medium,debiet,acknowledged,142,1,0,geen,weekend,nacht
7363,2025-02-22 03:40:14,PAH-202,laag,druk,teruggekeerd,208,1,0,acknowledge,weekend,nacht
7425,2025-02-22 04:04:48,CA-801,laag,communicatie,teruggekeerd,525,1,0,acknowledge,weekend,nacht
7419,2025-02-22 04:06:27,CA-801,laag,communicatie,acknowledged,184,1,0,geen,weekend,nacht
7360,2025-02-22 05:14:25,PAH-202,laag,druk,teruggekeerd,97,1,0,suppress,weekend,nacht
7409,2025-02-22 05:24:49,AAL-601,medium,analyse,acknowledged,288,0,0,geen,weekend,nacht
7353,2025-02-22 05:27:42,PAH-202,laag,druk,acknowledged,415,1,0,actie_genomen,weekend,nacht
7356,2025-02-22 05:35:07,PAH-202,laag,druk,actief,1,1,0,acknowledge,weekend,nacht
7382,2025-02-22 05:35:14,FAL-302,medium,debiet,acknowledged,113,1,0,actie_genomen,weekend,nacht
7401,2025-02-22 05:37:38,XA-502,laag,equipment,acknowledged,898,1,0,actie_genomen,weekend,nacht
7334,2025-02-22 05:41:01,TAH-101,hoog,temperatuur,acknowledged,177,0,0,acknowledge,weekend,nacht
7388,2025-02-22 05:56:01,LAH-401,hoog,niveau,teruggekeerd,500,0,0,suppress,weekend,nacht
7348,2025-02-22 05:56:03,PAH-202,laag,druk,acknowledged,149,1,0,suppress,weekend,nacht
7423,2025-02-22 06:08:02,CA-801,laag,communicatie,acknowledged,23,1,0,acknowledge,weekend,dag
7345,2025-02-22 06:19:37,PAH-201,hoog,druk,actief,101,0,0,actie_genomen,weekend,dag
7404,2025-02-22 06:21:51,XA-502,laag,equipment,acknowledged,107,1,0,acknowledge,weekend,dag
7375,2025-02-22 06:34:22,FAL-302,medium,debiet,actief,994,1,0,acknowledge,weekend,dag
7393,2025-02-22 06:36:51,XA-502,laag,equipment,actief,85,1,0,acknowledge,weekend,dag
7411,2025-02-22 06:59:33,CA-801,laag,communicatie,teruggekeerd,4,1,0,geen,weekend,dag
7433,2025-02-22 07:01:05,CA-801,laag,communicatie,actief,67,1,0,geen,weekend,dag
7402,2025-02-22 07:05:46,XA-502,laag,equipment,acknowledged,825,1,0,actie_genomen,weekend,dag
7416,2025-02-22 07:08:51,CA-801,laag,communicatie,acknowledged,1266,1,0,acknowledge,weekend,dag
7340,2025-02-22 07:18:56,TAH-102,medium,temperatuur,acknowledged,537,1,0,actie_genomen,weekend,dag
7403,2025-02-22 08:33:02,XA-502,laag,equipment,teruggekeerd,134,1,0,acknowledge,weekend,dag
7426,2025-02-22 08:41:10,CA-801,laag,communicatie,actief,335,1,0,acknowledge,weekend,dag
7434,2025-02-22 08:50:31,CA-801,laag,communicatie,acknowledged,54,1,0,geen,weekend,dag
7394,2025-02-22 09:20:17,XA-502,laag,equipment,actief,61,1,0,suppress,weekend,dag
7367,2025-02-22 09:23:08,FAH-301,medium,debiet,acknowledged,380,0,0,actie_genomen,weekend,dag
7342,2025-02-22 09:50:04,TAH-102,medium,temperatuur,acknowledged,77,1,0,acknowledge,weekend,dag
7407,2025-02-22 09:58:54,AAH-601,medium,analyse,teruggekeerd,2248,0,0,acknowledge,weekend,dag
7395,2025-02-22 09:59:58,XA-502,laag,equipment,actief,158,1,0,actie_genomen,weekend,dag
7417,2025-02-22 10:14:30,CA-801,laag,communicatie,actief,381,1,0,geen,weekend,dag
7354,2025-02-22 10:43:01,PAH-202,laag,druk,acknowledged,460,1,0,geen,weekend,dag
7408,2025-02-22 11:17:21,AAH-601,medium,analyse,acknowledged,153,0,0,actie_genomen,weekend,dag
7351,2025-02-22 11:24:35,PAH-202,laag,druk,acknowledged,71,1,0,suppress,weekend,dag
7372,2025-02-22 11:49:49,FAL-302,medium,debiet,teruggekeerd,132,1,0,actie_genomen,weekend,dag
7421,2025-02-22 11:58:03,CA-801,laag,communicatie,acknowledged,17,1,0,geen,weekend,dag
7424,2025-02-22 12:03:08,CA-801,laag,communicatie,teruggekeerd,12,1,0,geen,weekend,dag
7400,2025-02-22 13:06:32,XA-502,laag,equipment,acknowledged,1112,1,0,acknowledge,weekend,dag
7392,2025-02-22 13:11:32,XA-502,laag,equipment,acknowledged,479,1,0,geen,weekend,dag
7337,2025-02-22 13:14:36,TAH-102,medium,temperatuur,actief,596,1,0,actie_genomen,weekend,dag
7346,2025-02-22 13:28:55,PAH-201,hoog,druk,acknowledged,261,0,0,geen,weekend,dag
7361,2025-02-22 13:36:35,PAH-202,laag,druk,acknowledged,105,1,0,acknowledge,weekend,dag
7373,2025-02-22 13:48:04,FAL-302,medium,debiet,actief,34,1,0,acknowledge,weekend,dag
7350,2025-02-22 14:16:04,PAH-202,laag,druk,actief,17,1,0,acknowledge,weekend,avond
7384,2025-02-22 14:36:17,FAL-302,medium,debiet,actief,78,1,0,acknowledge,weekend,avond
7391,2025-02-22 14:37:01,XA-502,laag,equipment,acknowledged,30,1,0,actie_genomen,weekend,avond
7414,2025-02-22 14:50:29,CA-801,laag,communicatie,actief,398,1,0,actie_genomen,weekend,avond
7422,2025-02-22 15:08:00,CA-801,laag,communicatie,acknowledged,7,1,0,acknowledge,weekend,avond
7386,2025-02-22 15:10:36,FAL-302,medium,debiet,acknowledged,218,1,0,geen,weekend,avond
7399,2025-02-22 15:18:38,XA-502,laag,equipment,actief,380,1,0,acknowledge,weekend,avond
7390,2025-02-22 15:22:17,XA-501,medium,equipment,acknowledged,288,0,0,geen,weekend,avond
7343,2025-02-22 15:25:37,TAH-102,medium,temperatuur,teruggekeerd,270,1,0,actie_genomen,weekend,avond
7341,2025-02-22 15:50:50,TAH-102,medium,temperatuur,acknowledged,33,1,0,acknowledge,weekend,avond
7357,2025-02-22 15:58:29,PAH-202,laag,druk,teruggekeerd,276,1,0,suppress,weekend,avond
7435,2025-02-22 16:02:40,CA-801,laag,communicatie,actief,226,1,0,acknowledge,weekend,avond
7344,2025-02-22 16:26:24,PAH-201,hoog,druk,acknowledged,214,0,0,acknowledge,weekend,avond
7413,2025-02-22 16:36:59,CA-801,laag,communicatie,acknowledged,266,1,0,acknowledge,weekend,avond
7339,2025-02-22 16:53:57,TAH-102,medium,temperatuur,teruggekeerd,867,1,0,acknowledge,weekend,avond
7398,2025-02-22 17:08:21,XA-502,laag,equipment,acknowledged,21,1,0,suppress,weekend,avond
7380,2025-02-22 17:17:16,FAL-302,medium,debiet,acknowledged,250,1,0,actie_genomen,weekend,avond
7389,2025-02-22 17:26:07,LAL-401,hoog,niveau,acknowledged,665,0,0,suppress,weekend,avond
7427,2025-02-22 17:26:15,CA-801,laag,communicatie,acknowledged,205,1,0,suppress,weekend,avond
7432,2025-02-22 17:39:37,CA-801,laag,communicatie,actief,491,1,0,acknowledge,weekend,avond
7359,2025-02-22 17:42:58,PAH-202,laag,druk,actief,121,1,0,suppress,weekend,avond
7383,2025-02-22 17:45:56,FAL-302,medium,debiet,acknowledged,551,1,0,actie_genomen,weekend,avond
7396,2025-02-22 17:57:51,XA-502,laag,equipment,teruggekeerd,59,1,0,acknowledge,weekend,avond
7347,2025-02-22 18:05:04,PAH-201,hoog,druk,acknowledged,1071,0,0,suppress,weekend,avond
7418,2025-02-22 18:39:05,CA-801,laag,communicatie,acknowledged,463,1,0,geen,weekend,avond
7368,2025-02-22 18:47:52,FAH-301,medium,debiet,acknowledged,879,0,0,actie_genomen,weekend,avond
7415,2025-02-22 18:55:07,CA-801,laag,communicatie,acknowledged,611,1,0,actie_genomen,weekend,avond
7379,2025-02-22 19:09:52,FAL-302,medium,debiet,teruggekeerd,442,1,0,actie_genomen,weekend,avond
7371,2025-02-22 19:37:08,FAL-302,medium,debiet,actief,253,1,0,acknowledge,weekend,avond
7369,2025-02-22 19:41:26,FAL-302,medium,debiet,acknowledged,622,1,0,actie_genomen,weekend,avond
7381,2025-02-22 19:42:22,FAL-302,medium,debiet,acknowledged,214,1,0,actie_genomen,weekend,avond
7431,2025-02-22 19:53:05,CA-801,laag,communicatie,actief,205,1,0,acknowledge,weekend,avond
7405,2025-02-22 19:55:34,XA-502,laag,equipment,acknowledged,3,1,0,acknowledge,weekend,avond
