timestamp,API_voeding_kgh,excipient_voeding_kgh,glijmiddel_voeding_kgh,totaal_debiet_kgh,menger_snelheid_RPM,menger_torque_Nm,menger_temp_C,verblijftijd_sec,API_fractie,RSD_pct,NIR_RSD_pct,spec_conform,verstoring
2025-03-01 07:03:10,5.077,45.04,0.517,50.63,250,7.71,27.0,123,0.10028,1.2,1.44,1,normaal
2025-03-01 07:03:20,4.999,44.64,0.502,50.14,250,7.69,27.0,125,0.0997,1.2,0.6,1,normaal
2025-03-01 07:03:30,5.089,45.18,0.508,50.77,249,7.65,27.0,123,0.10022,1.07,1.14,1,normaal
2025-03-01 07:03:40,5.058,45.31,0.494,50.86,251,7.56,27.0,120,0.09945,1.02,1.14,1,normaal
2025-03-01 07:03:50,5.068,45.0,0.51,50.57,251,7.74,27.0,121,0.10022,0.96,0.88,1,normaal
2025-03-01 07:04:00,4.991,44.92,0.497,50.41,249,7.91,27.0,121,0.099,0.95,1.36,1,normaal
2025-03-01 07:04:10,5.009,45.12,0.505,50.64,248,7.79,27.0,117,0.09892,0.92,0.55,1,normaal
2025-03-01 07:04:20,5.002,44.86,0.485,50.35,251,7.54,27.1,116,0.09935,0.86,1.19,1,normaal
2025-03-01 07:04:30,5.047,45.32,0.486,50.85,250,7.62,27.0,122,0.09924,0.78,0.66,1,normaal
2025-03-01 07:04:40,5.12,45.08,0.499,50.7,251,7.75,27.1,124,0.10099,0.82,0.37,1,normaal
2025-03-01 07:04:50,5.05,44.61,0.487,50.15,249,7.82,27.0,120,0.10071,0.84,0.86,1,normaal
2025-03-01 07:05:00,4.998,45.16,0.5,50.66,250,7.75,27.0,120,0.09865,0.83,0.55,1,normaal
2025-03-01 07:05:10,5.111,44.66,0.515,50.29,249,7.54,27.0,120,0.10163,0.91,1.16,1,normaal
2025-03-01 07:05:20,4.97,44.81,0.488,50.27,249,7.71,27.0,124,0.09888,0.92,0.87,1,normaal
2025-03-01 07:05:30,5.029,45.08,0.489,50.6,250,7.73,27.0,129,0.09938,0.87,0.88,1,normaal
2025-03-01 07:05:40,4.93,44.88,0.498,50.31,249,7.64,27.0,113,0.09798,0.92,1.04,1,normaal
2025-03-01 07:05:50,5.031,44.84,0.511,50.38,252,7.84,27.1,121,0.09986,0.92,0.87,1,normaal
2025-03-01 07:06:00,5.045,44.46,0.485,49.99,252,7.68,27.1,125,0.10092,0.92,0.81,1,normaal
2025-03-01 07:06:10,5.043,45.09,0.492,50.63,249,7.82,27.0,114,0.09961,0.82,0.83,1,normaal
2025-03-01 07:06:20,5.103,44.97,0.49,50.56,250,7.67,27.0,122,0.10093,0.85,1.52,1,normaal
2025-03-01 07:06:30,5.151,44.25,0.492,49.89,251,7.62,27.0,117,0.10324,1.07,0.8,1,normaal
2025-03-01 07:06:40,5.038,44.62,0.507,50.17,253,7.6,27.1,116,0.10043,1.07,0.92,1,normaal
2025-03-01 07:06:50,5.009,45.5,0.503,51.01,250,7.55,27.0,125,0.09821,1.11,0.67,1,normaal
2025-03-01 07:07:00,5.035,44.74,0.507,50.28,250,7.54,27.0,116,0.10013,1.09,1.09,1,normaal
2025-03-01 07:07:10,5.121,44.7,0.486,50.3,250,7.7,27.0,116,0.10179,1.14,0.98,1,normaal
2025-03-01 07:07:20,5.019,45.15,0.487,50.65,248,7.85,27.0,111,0.09908,1.15,1.47,1,normaal
2025-03-01 07:07:30,4.993,45.07,0.497,50.56,250,7.71,27.0,122,0.09875,1.16,1.08,1,normaal
2025-03-01 07:07:40,5.031,45.21,0.505,50.75,251,7.71,27.1,122,0.09913,1.16,1.23,1,normaal
2025-03-01 07:07:50,5.141,45.48,0.503,51.12,249,7.7,27.0,121,0.10057,1.15,1.58,1,normaal
2025-03-01 07:08:00,4.99,45.09,0.504,50.58,250,7.76,27.0,125,0.09866,1.17,1.45,1,normaal
2025-03-01 07:08:10,4.982,45.06,0.515,50.56,251,7.8,27.0,128,0.09854,1.2,1.08,1,normaal
2025-03-01 07:08:20,5.043,44.87,0.515,50.43,250,7.85,27.0,115,0.1,1.2,1.72,1,normaal
2025-03-01 07:08:30,5.079,45.09,0.506,50.67,251,7.83,27.0,123,0.10023,1.2,1.08,1,normaal
2025-03-01 07:08:40,5.154,45.05,0.5,50.7,252,7.57,27.1,120,0.10165,1.24,1.36,1,normaal
2025-03-01 07:08:50,5.176,44.85,0.498,50.52,252,7.67,27.1,120,0.10246,1.33,1.1,1,normaal
2025-03-01 07:09:00,5.06,44.89,0.49,50.44,251,7.58,27.0,127,0.10032,1.32,0.71,1,normaal
2025-03-01 07:09:10,5.069,45.03,0.496,50.6,251,7.8,27.0,123,0.10019,1.3,1.33,1,normaal
2025-03-01 07:09:20,5.072,45.06,0.504,50.64,249,7.73,27.0,127,0.10016,1.29,1.01,1,normaal
2025-03-01 07:09:30,5.142,44.99,0.5,50.63,249,7.59,27.0,118,0.10155,1.31,1.87,1,normaal
2025-03-01 07:09:40,5.073,45.64,0.498,51.21,250,7.86,27.0,111,0.09907,1.31,1.01,1,normaal
2025-03-01 07:09:50,5.052,45.26,0.507,50.82,251,7.85,27.0,122,0.09942,1.31,0.91,1,normaal
2025-03-01 07:10:00,5.124,44.96,0.501,50.59,250,7.87,27.0,119,0.10129,1.31,1.08,1,normaal
2025-03-01 07:10:10,5.134,45.0,0.498,50.63,249,7.51,27.0,121,0.10139,1.3,1.37,1,normaal
2025-03-01 07:10:20,5.086,44.98,0.498,50.56,250,7.8,27.0,119,0.10059,1.28,1.38,1,normaal
2025-03-01 07:10:30,5.083,45.3,0.496,50.88,248,7.61,27.0,119,0.0999,1.27,1.25,1,normaal
2025-03-01 07:10:40,5.033,44.94,0.507,50.48,251,7.63,27.0,119,0.09971,1.2,1.59,1,normaal
2025-03-01 07:10:50,4.963,45.25,0.508,50.72,249,7.62,27.0,131,0.09785,1.28,1.41,1,normaal
2025-03-01 07:11:00,5.055,44.12,0.527,49.7,249,7.73,27.0,114,0.10171,1.3,0.91,1,normaal
2025-03-01 07:11:10,5.033,44.85,0.498,50.38,251,7.58,27.0,113,0.09991,1.3,0.96,1,normaal
2025-03-01 07:11:20,5.15,45.12,0.51,50.78,249,7.84,27.0,120,0.10142,1.31,1.57,1,normaal
2025-03-01 07:11:30,5.103,44.85,0.509,50.46,250,7.67,27.0,124,0.10114,1.2,0.6,1,normaal
2025-03-01 07:11:40,5.112,44.82,0.502,50.43,251,7.65,27.0,121,0.10137,1.21,1.34,1,normaal
2025-03-01 07:11:50,5.134,45.18,0.512,50.83,248,7.86,27.0,127,0.101,1.16,1.7,1,normaal
2025-03-01 07:12:00,5.13,45.29,0.512,50.93,250,7.71,27.0,123,0.10074,1.16,1.2,1,normaal
2025-03-01 07:12:10,5.079,45.88,0.488,51.45,249,7.67,27.0,116,0.09873,1.16,0.93,1,normaal
2025-03-01 07:12:20,5.094,45.59,0.484,51.17,249,7.75,27.0,119,0.09956,1.15,1.01,1,normaal
2025-03-01 07:12:30,5.05,45.11,0.51,50.67,250,7.77,27.0,122,0.09968,1.12,1.0,1,normaal
2025-03-01 07:12:40,5.106,44.91,0.507,50.52,250,7.63,27.0,120,0.10107,1.11,1.12,1,normaal
2025-03-01 07:12:50,4.966,45.32,0.515,50.8,248,7.84,27.0,115,0.09775,1.21,1.1,1,normaal
2025-03-01 07:13:00,5.159,45.05,0.49,50.7,251,7.73,27.0,121,0.10176,1.2,0.56,1,normaal
2025-03-01 07:13:10,5.102,45.35,0.504,50.96,249,7.67,27.0,118,0.10012,1.15,0.86,1,normaal
2025-03-01 07:13:20,5.155,45.16,0.49,50.8,249,7.6,27.0,122,0.10147,1.16,1.37,1,normaal
2025-03-01 07:13:30,5.079,45.13,0.501,50.71,250,7.64,27.0,121,0.10015,1.16,1.06,1,normaal
2025-03-01 07:13:40,5.105,45.21,0.513,50.83,250,7.62,27.0,118,0.10043,1.14,1.22,1,normaal
2025-03-01 07:13:50,5.11,44.57,0.501,50.18,251,7.75,27.0,122,0.10183,1.11,1.19,1,normaal
2025-03-01 07:14:00,5.127,44.86,0.519,50.5,248,7.52,27.0,116,0.10153,1.13,0.79,1,normaal
2025-03-01 07:14:10,5.068,45.14,0.511,50.72,251,7.81,27.1,116,0.09993,1.13,1.01,1,normaal
2025-03-01 07:14:20,5.003,44.65,0.493,50.14,251,7.6,27.0,121,0.09978,1.13,1.25,1,normaal
2025-03-01 07:14:30,5.125,44.93,0.5,50.55,251,7.78,27.0,116,0.10139,1.13,1.37,1,normaal
2025-03-01 07:14:40,5.167,44.69,0.498,50.35,249,7.53,27.0,113,0.10261,1.17,1.52,1,normaal
2025-03-01 07:14:50,5.144,44.98,0.498,50.63,250,7.54,27.0,120,0.10161,1.17,1.16,1,normaal
2025-03-01 07:15:00,5.088,45.15,0.489,50.72,250,7.77,27.0,120,0.1003,1.16,1.22,1,normaal
2025-03-01 07:15:10,5.187,45.06,0.489,50.74,251,7.65,27.0,119,0.10222,1.19,1.3,1,normaal
2025-03-01 07:15:20,5.153,44.68,0.478,50.32,250,7.55,27.0,121,0.10242,1.24,1.77,1,normaal
2025-03-01 07:15:30,5.041,44.68,0.509,50.23,251,7.73,27.1,121,0.10036,1.23,0.73,1,normaal
2025-03-01 07:15:40,5.12,44.97,0.505,50.59,249,7.67,27.0,120,0.1012,1.22,1.05,1,normaal
2025-03-01 07:15:50,5.088,44.92,0.509,50.52,248,7.61,27.0,124,0.10072,1.1,1.4,1,normaal
2025-03-01 07:16:00,5.149,44.81,0.505,50.46,250,7.77,27.0,115,0.10203,1.11,1.08,1,normaal
2025-03-01 07:16:10,5.086,45.62,0.497,51.2,250,7.61,27.0,124,0.09932,1.13,0.81,1,normaal
2025-03-01 07:16:20,5.098,44.19,0.5,49.79,250,7.88,27.0,123,0.10241,1.16,1.36,1,normaal
2025-03-01 07:16:30,5.116,45.32,0.48,50.92,250,7.77,27.0,117,0.10047,1.16,1.12,1,normaal
2025-03-01 07:16:40,5.194,44.85,0.499,50.54,251,7.68,27.0,121,0.10277,1.22,1.71,1,normaal
2025-03-01 07:16:50,5.164,45.06,0.501,50.73,250,7.85,27.0,125,0.10181,1.23,0.96,1,normaal
2025-03-01 07:17:00,5.081,45.2,0.499,50.78,250,7.65,27.0,107,0.10004,1.24,1.32,1,normaal
2025-03-01 07:17:10,4.973,44.83,0.489,50.29,250,7.63,27.0,117,0.09889,1.23,1.36,1,normaal
2025-03-01 07:17:20,5.078,45.43,0.492,51.0,249,7.69,27.0,125,0.09956,1.23,1.05,1,normaal
2025-03-01 07:17:30,5.067,44.66,0.483,50.21,251,7.63,27.1,131,0.10092,1.21,1.45,1,normaal
2025-03-01 07:17:40,5.049,45.53,0.497,51.07,251,7.64,27.1,124,0.09886,1.26,1.39,1,normaal
2025-03-01 07:17:50,5.187,44.82,0.498,50.51,250,7.73,27.0,124,0.1027,1.17,0.9,1,normaal
2025-03-01 07:18:00,5.103,44.89,0.522,50.51,249,7.71,27.0,121,0.10102,1.16,1.27,1,normaal
2025-03-01 07:18:10,5.074,45.33,0.485,50.89,249,7.61,27.0,122,0.0997,1.17,1.48,1,normaal
2025-03-01 07:18:20,5.1,44.81,0.496,50.4,251,7.83,27.1,115,0.10119,1.17,1.43,1,normaal
2025-03-01 07:18:30,5.207,45.1,0.488,50.79,249,7.6,27.0,127,0.10251,1.19,1.17,1,normaal
2025-03-01 07:18:40,5.055,44.77,0.5,50.32,249,7.7,27.0,120,0.10046,1.19,0.76,1,normaal
2025-03-01 07:18:50,5.081,44.75,0.51,50.34,250,7.72,27.0,118,0.10094,1.18,1.23,1,normaal
2025-03-01 07:19:00,5.016,44.99,0.503,50.51,250,7.62,27.0,114,0.09932,1.22,1.34,1,normaal
2025-03-01 07:19:10,5.044,44.72,0.492,50.25,250,7.64,27.0,112,0.10038,1.21,1.4,1,normaal
2025-03-01 07:19:20,5.063,44.58,0.5,50.14,251,7.74,27.0,121,0.10098,1.19,1.28,1,normaal
2025-03-01 07:19:30,5.051,44.91,0.504,50.46,250,7.71,27.0,127,0.10009,1.19,1.16,1,normaal
2025-03-01 07:19:40,5.035,45.05,0.512,50.6,251,7.74,27.0,119,0.09951,1.18,0.96,1,normaal
2025-03-01 07:19:50,5.08,44.56,0.51,50.15,249,7.78,27.0,122,0.1013,1.17,1.51,1,normaal
2025-03-01 07:20:00,5.152,44.95,0.501,50.6,250,7.9,27.0,113,0.10182,1.18,1.48,1,normaal
2025-03-01 07:20:10,5.1,45.13,0.501,50.73,249,7.73,27.0,119,0.10052,1.15,0.92,1,normaal
2025-03-01 07:20:20,5.099,44.93,0.51,50.54,250,7.51,27.0,126,0.10089,1.11,1.07,1,normaal
2025-03-01 07:20:30,5.119,45.17,0.492,50.78,250,7.53,27.0,113,0.1008,1.11,0.96,1,normaal
2025-03-01 07:20:40,5.09,44.62,0.495,50.2,251,7.85,27.0,130,0.10139,1.11,0.78,1,normaal
2025-03-01 07:20:50,5.131,45.18,0.508,50.82,249,7.66,27.0,120,0.10097,1.11,0.96,1,normaal
2025-03-01 07:21:00,5.089,44.87,0.517,50.47,248,7.56,27.0,125,0.10084,1.09,1.0,1,normaal
2025-03-01 07:21:10,5.033,44.45,0.487,49.97,250,7.59,27.0,126,0.10073,1.05,1.16,1,normaal
2025-03-01 07:21:20,5.031,44.88,0.505,50.42,250,7.76,27.0,120,0.09979,1.02,0.9,1,normaal
2025-03-01 07:21:30,5.1,45.34,0.498,50.94,250,7.78,27.0,118,0.10012,1.03,0.83,1,normaal
2025-03-01 07:21:40,5.136,45.06,0.492,50.69,251,7.85,27.1,120,0.10134,0.96,1.04,1,normaal
2025-03-01 07:21:50,5.152,44.91,0.502,50.57,249,7.63,27.0,121,0.10189,0.96,0.76,1,normaal
2025-03-01 07:22:00,5.043,45.02,0.507,50.57,251,7.78,27.1,124,0.09971,0.97,1.33,1,normaal
2025-03-01 07:22:10,5.06,44.61,0.497,50.17,250,7.6,27.0,119,0.10086,0.91,0.99,1,normaal
2025-03-01 07:22:20,5.071,45.29,0.479,50.84,251,7.7,27.0,117,0.09974,0.9,0.49,1,normaal
2025-03-01 07:22:30,5.114,45.27,0.515,50.9,249,7.58,27.0,117,0.10049,0.9,0.86,1,normaal
2025-03-01 07:22:40,5.03,45.19,0.498,50.72,252,7.82,27.1,119,0.09917,0.88,1.21,1,normaal
2025-03-01 07:22:50,5.038,44.51,0.508,50.06,251,7.62,27.1,123,0.10065,0.8,0.94,1,normaal
2025-03-01 07:23:00,5.017,44.37,0.501,49.89,251,7.71,27.0,118,0.10057,0.79,0.3,1,normaal
2025-03-01 07:23:10,5.013,44.61,0.486,50.11,248,7.72,27.0,121,0.10005,0.78,0.6,1,normaal
2025-03-01 07:23:20,4.995,45.01,0.509,50.52,250,7.78,27.0,123,0.09887,0.84,1.02,1,normaal
2025-03-01 07:23:30,5.05,44.99,0.486,50.53,251,7.78,27.0,109,0.09994,0.76,0.44,1,normaal
2025-03-01 07:23:40,5.07,44.75,0.492,50.32,250,7.5,27.0,116,0.10076,0.76,0.71,1,normaal
2025-03-01 07:23:50,5.071,44.96,0.504,50.53,250,7.86,27.0,122,0.10036,0.76,0.88,1,normaal
2025-03-01 07:24:00,5.029,45.37,0.52,50.92,249,7.73,27.0,121,0.09876,0.79,0.64,1,normaal
2025-03-01 07:24:10,4.903,44.51,0.508,49.92,251,7.57,27.0,124,0.09821,0.89,0.43,1,normaal
2025-03-01 07:24:20,5.042,44.69,0.5,50.23,250,7.5,27.0,123,0.10038,0.88,0.84,1,normaal
2025-03-01 07:24:30,5.083,44.66,0.491,50.23,249,7.82,27.0,111,0.1012,0.9,0.98,1,normaal
2025-03-01 07:24:40,5.118,45.27,0.509,50.89,250,7.61,27.0,118,0.10057,0.88,1.29,1,normaal
2025-03-01 07:24:50,5.106,45.05,0.503,50.66,250,7.56,27.0,116,0.10078,0.87,0.82,1,normaal
2025-03-01 07:25:00,5.114,45.38,0.515,51.01,251,7.77,27.0,122,0.10026,0.83,0.93,1,normaal
2025-03-01 07:25:10,5.088,44.78,0.493,50.36,250,7.84,27.0,122,0.10103,0.83,0.53,1,normaal
2025-03-01 07:25:20,5.054,44.23,0.509,49.79,252,7.62,27.1,116,0.10149,0.85,0.78,1,normaal
2025-03-01 07:25:30,5.054,45.01,0.488,50.56,249,7.79,27.0,128,0.09996,0.85,0.3,1,normaal
2025-03-01 07:25:40,5.014,44.63,0.504,50.15,249,7.87,27.0,115,0.09998,0.83,0.53,1,normaal
2025-03-01 07:25:50,5.094,45.28,0.493,50.87,251,7.74,27.0,125,0.10014,0.82,0.87,1,normaal
2025-03-01 07:26:00,5.024,44.74,0.495,50.26,250,7.73,27.0,125,0.09997,0.82,0.77,1,normaal
2025-03-01 07:26:10,5.058,45.65,0.505,51.21,250,7.6,27.0,120,0.09877,0.86,0.63,1,normaal
2025-03-01 07:26:20,4.99,45.01,0.494,50.49,249,7.78,27.0,124,0.09883,0.89,0.54,1,normaal
2025-03-01 07:26:30,5.047,44.97,0.487,50.51,249,7.68,27.0,130,0.09992,0.89,1.06,1,normaal
2025-03-01 07:26:40,5.134,44.59,0.492,50.22,250,7.64,27.0,121,0.10223,0.95,1.29,1,normaal
2025-03-01 07:26:50,5.041,45.33,0.512,50.89,250,7.69,27.0,118,0.09906,0.91,0.38,1,normaal
2025-03-01 07:27:00,5.068,44.56,0.503,50.14,251,7.66,27.0,124,0.10109,0.93,1.34,1,normaal
2025-03-01 07:27:10,5.028,45.47,0.516,51.01,251,7.45,27.0,128,0.09856,0.96,1.34,1,normaal
2025-03-01 07:27:20,5.068,45.18,0.498,50.75,250,7.72,27.0,128,0.09986,0.96,0.59,1,normaal
2025-03-01 07:27:30,4.992,44.67,0.494,50.16,249,7.77,27.0,117,0.09952,0.96,0.57,1,normaal
2025-03-01 07:27:40,4.958,44.69,0.48,50.13,252,7.67,27.1,121,0.0989,0.97,0.86,1,normaal
2025-03-01 07:27:50,5.055,45.2,0.491,50.74,249,7.58,27.0,122,0.09963,0.97,1.01,1,normaal
2025-03-01 07:28:00,5.005,45.18,0.496,50.68,251,7.84,27.0,124,0.09876,0.99,0.93,1,normaal
2025-03-01 07:28:10,4.937,44.65,0.497,50.09,250,7.67,27.0,112,0.09856,1.02,1.08,1,normaal
2025-03-01 07:28:20,5.04,44.69,0.49,50.22,251,7.52,27.1,122,0.10036,1.0,1.53,1,normaal
2025-03-01 07:28:30,4.916,44.83,0.493,50.24,249,7.63,27.0,119,0.09786,1.07,1.07,1,normaal
2025-03-01 07:28:40,5.096,44.76,0.506,50.36,249,7.68,27.0,119,0.10118,1.09,1.02,1,normaal
2025-03-01 07:28:50,5.052,44.84,0.497,50.39,252,7.69,27.1,113,0.10026,1.09,1.2,1,normaal
2025-03-01 07:29:00,5.011,44.83,0.515,50.36,249,7.74,27.0,123,0.09951,1.07,1.43,1,normaal
2025-03-01 07:29:10,5.0,44.44,0.499,49.94,250,7.71,27.0,119,0.10013,1.02,1.45,1,normaal
2025-03-01 07:29:20,5.033,45.05,0.503,50.59,248,7.66,27.0,119,0.09949,1.02,0.89,1,normaal
2025-03-01 07:29:30,5.031,45.33,0.482,50.84,251,7.76,27.0,120,0.09896,1.0,1.32,1,normaal
2025-03-01 07:29:40,5.006,44.95,0.499,50.45,250,7.78,27.0,112,0.09923,1.0,1.17,1,normaal
2025-03-01 07:29:50,5.049,44.94,0.508,50.5,251,7.65,27.0,128,0.09999,0.98,0.76,1,normaal
2025-03-01 07:30:00,5.014,45.49,0.5,51.0,249,7.44,27.0,120,0.09832,1.02,1.21,1,normaal
2025-03-01 07:30:10,4.933,45.18,0.491,50.6,250,7.75,27.0,121,0.09748,1.06,0.42,1,normaal
2025-03-01 07:30:20,5.011,44.72,0.484,50.22,248,7.67,27.0,114,0.0998,1.0,0.9,1,normaal
2025-03-01 07:30:30,4.927,45.2,0.498,50.63,250,7.73,27.0,121,0.09732,1.08,1.33,1,normaal
2025-03-01 07:30:40,5.0,44.99,0.488,50.48,249,7.71,27.0,112,0.09905,1.08,1.21,1,normaal
2025-03-01 07:30:50,5.034,45.05,0.491,50.57,251,7.52,27.0,118,0.09954,1.07,1.07,1,normaal
2025-03-01 07:31:00,5.068,45.27,0.506,50.84,251,7.69,27.0,124,0.09968,1.06,0.97,1,normaal
2025-03-01 07:31:10,4.948,45.35,0.502,50.81,249,7.75,27.0,114,0.0974,1.12,1.67,1,normaal
2025-03-01 07:31:20,5.037,44.81,0.493,50.34,251,7.65,27.0,118,0.10006,1.12,1.57,1,normaal
2025-03-01 07:31:30,5.059,44.92,0.497,50.48,251,7.84,27.0,121,0.10023,1.13,1.31,1,normaal
2025-03-01 07:31:40,5.014,45.11,0.482,50.61,249,7.79,27.0,113,0.09907,0.99,1.42,1,normaal
2025-03-01 07:31:50,4.982,44.69,0.498,50.17,250,7.45,27.0,120,0.0993,0.99,1.1,1,normaal
2025-03-01 07:32:00,4.971,44.95,0.486,50.4,248,7.69,27.0,118,0.09862,0.94,0.67,1,normaal
2025-03-01 07:32:10,4.986,45.63,0.489,51.11,249,7.6,27.0,118,0.09756,0.98,0.91,1,normaal
2025-03-01 07:32:20,5.005,44.91,0.501,50.42,249,7.88,27.0,115,0.09927,0.97,0.4,1,normaal
2025-03-01 07:32:30,5.023,44.96,0.506,50.49,250,7.66,27.0,115,0.09948,0.97,1.01,1,normaal
2025-03-01 07:32:40,5.028,44.66,0.515,50.2,250,7.71,27.0,119,0.10016,0.99,0.94,1,normaal
2025-03-01 07:32:50,4.958,44.55,0.5,50.01,249,7.62,27.0,121,0.09914,0.99,1.54,1,normaal
2025-03-01 07:33:00,4.904,45.13,0.497,50.53,250,7.66,27.0,124,0.09705,1.06,1.06,1,normaal
2025-03-01 07:33:10,4.959,44.78,0.51,50.25,251,7.71,27.0,124,0.09869,1.06,1.16,1,normaal
2025-03-01 07:33:20,4.962,45.08,0.505,50.55,250,7.57,27.0,124,0.09816,1.05,1.22,1,normaal
2025-03-01 07:33:30,4.911,45.28,0.516,50.71,249,7.66,27.0,122,0.09685,1.1,1.72,1,normaal
2025-03-01 07:33:40,4.933,45.3,0.498,50.73,249,7.66,27.0,125,0.09723,1.07,1.08,1,normaal
2025-03-01 07:33:50,4.915,44.97,0.481,50.36,250,7.47,27.0,126,0.09759,1.06,1.28,1,normaal
2025-03-01 07:34:00,4.958,44.98,0.485,50.42,250,7.72,27.0,117,0.09833,1.06,0.81,1,normaal
2025-03-01 07:34:10,4.857,45.17,0.527,50.55,251,7.71,27.0,123,0.09608,1.14,1.1,1,normaal
2025-03-01 07:34:20,4.979,44.67,0.485,50.13,251,7.75,27.0,121,0.09932,1.13,0.96,1,normaal
2025-03-01 07:34:30,4.928,45.13,0.504,50.56,250,7.88,27.0,122,0.09746,1.15,1.28,1,normaal
2025-03-01 07:34:40,4.937,45.3,0.499,50.74,248,7.6,27.0,124,0.0973,1.17,0.9,1,normaal
2025-03-01 07:34:50,4.919,45.05,0.507,50.48,250,7.89,27.0,122,0.09745,1.15,1.27,1,normaal
2025-03-01 07:35:00,4.969,45.05,0.506,50.53,251,7.73,27.0,123,0.09834,1.15,1.55,1,normaal
2025-03-01 07:35:10,4.942,44.33,0.49,49.76,250,7.7,27.0,112,0.09931,1.15,0.93,1,normaal
2025-03-01 07:35:20,4.971,44.81,0.502,50.28,251,7.75,27.0,125,0.09886,1.12,1.07,1,normaal
2025-03-01 07:35:30,4.94,44.58,0.512,50.03,251,7.74,27.0,122,0.09874,1.1,0.86,1,normaal
2025-03-01 07:35:40,4.972,44.51,0.496,49.98,249,7.64,27.0,119,0.09948,1.11,1.04,1,normaal
2025-03-01 07:35:50,4.962,45.2,0.486,50.65,250,7.58,27.0,111,0.09796,1.1,0.78,1,normaal
2025-03-01 07:36:00,5.093,45.43,0.491,51.01,252,7.6,27.1,116,0.09983,1.1,1.18,1,normaal
2025-03-01 07:36:10,4.933,45.06,0.481,50.47,248,7.7,27.0,117,0.09772,1.09,1.01,1,normaal
2025-03-01 07:36:20,5.05,44.48,0.507,50.04,248,7.89,27.0,124,0.10092,1.15,0.9,1,normaal
2025-03-01 07:36:30,4.888,44.82,0.497,50.2,250,7.73,27.0,115,0.09737,1.12,1.19,1,normaal
2025-03-01 07:36:40,4.882,44.62,0.482,49.98,249,7.78,27.0,125,0.09768,1.12,0.88,1,normaal
2025-03-01 07:36:50,4.975,44.94,0.517,50.43,248,7.65,27.0,122,0.09865,1.11,1.58,1,normaal
2025-03-01 07:37:00,4.964,44.2,0.5,49.67,250,7.57,27.0,119,0.09995,1.14,1.49,1,normaal
2025-03-01 07:37:10,4.983,44.84,0.48,50.3,250,7.61,27.0,119,0.09907,1.14,0.95,1,normaal
2025-03-01 07:37:20,4.938,44.54,0.497,49.97,252,7.72,27.1,118,0.09881,1.13,0.74,1,normaal
2025-03-01 07:37:30,4.916,45.14,0.492,50.55,249,7.81,27.0,117,0.09726,1.13,1.03,1,normaal
2025-03-01 07:37:40,4.908,45.01,0.476,50.39,251,7.59,27.0,124,0.09741,1.09,0.72,1,normaal
2025-03-01 07:37:50,4.956,44.98,0.489,50.42,251,7.71,27.0,120,0.09829,1.08,1.1,1,normaal
2025-03-01 07:38:00,4.996,44.83,0.503,50.33,250,7.7,27.0,119,0.09927,1.07,1.1,1,normaal
2025-03-01 07:38:10,4.906,45.33,0.496,50.73,249,7.77,27.0,118,0.09671,1.11,1.81,1,normaal
2025-03-01 07:38:20,4.938,45.38,0.506,50.83,247,7.6,27.0,120,0.09716,1.13,0.97,1,normaal
2025-03-01 07:38:30,5.006,44.93,0.496,50.43,250,7.6,27.0,120,0.09927,1.11,0.44,1,normaal
2025-03-01 07:38:40,4.894,45.28,0.508,50.68,250,7.8,27.0,116,0.09655,1.14,0.97,1,normaal
2025-03-01 07:38:50,4.874,44.79,0.501,50.16,250,7.77,27.0,113,0.09716,1.15,0.84,1,normaal
2025-03-01 07:39:00,4.884,44.72,0.507,50.11,249,7.8,27.0,114,0.09746,1.16,1.05,1,normaal
2025-03-01 07:39:10,4.932,45.24,0.503,50.67,250,7.83,27.0,124,0.09734,1.1,1.92,1,normaal
2025-03-01 07:39:20,4.889,44.78,0.511,50.18,248,7.66,27.0,121,0.09743,1.09,0.63,1,normaal
2025-03-01 07:39:30,4.831,45.35,0.498,50.68,250,7.77,27.0,115,0.09534,1.21,0.72,1,normaal
2025-03-01 07:39:40,4.904,44.75,0.502,50.16,250,7.64,27.0,121,0.09777,1.2,0.48,1,normaal
2025-03-01 07:39:50,4.894,44.91,0.494,50.3,249,7.85,27.0,126,0.0973,1.2,1.21,1,normaal
2025-03-01 07:40:00,4.907,45.01,0.518,50.44,248,7.63,27.0,117,0.09729,1.21,1.25,1,normaal
2025-03-01 07:40:10,4.939,45.25,0.504,50.7,249,7.79,27.0,118,0.09742,1.2,1.31,1,normaal
2025-03-01 07:40:20,4.96,44.84,0.508,50.31,250,7.73,27.0,124,0.09858,1.19,1.11,1,normaal
2025-03-01 07:40:30,4.867,45.24,0.502,50.61,249,7.77,27.0,120,0.09617,1.23,1.93,1,normaal
2025-03-01 07:40:40,4.844,44.72,0.495,50.06,253,7.77,27.1,107,0.09676,1.22,1.19,1,normaal
2025-03-01 07:40:50,4.863,45.13,0.486,50.48,248,7.5,27.0,113,0.09634,1.25,0.89,1,normaal
2025-03-01 07:41:00,4.915,44.77,0.515,50.2,250,7.61,27.0,120,0.09791,1.19,1.39,1,normaal
2025-03-01 07:41:10,4.924,45.21,0.506,50.64,249,7.73,27.0,123,0.09723,1.19,1.15,1,normaal
2025-03-01 07:41:20,4.907,45.02,0.504,50.43,250,7.77,27.0,124,0.09729,1.03,1.07,1,normaal
2025-03-01 07:41:30,4.914,45.15,0.502,50.56,250,7.82,27.0,120,0.09719,1.03,1.38,1,normaal
