sample_id,kamer,positie,onderhoudscyclus,temp_zone1_C,temp_zone2_C,temp_zone3_C,druk_mbar,gasflow_1_sccm,gasflow_2_sccm,vermogen_W,procestijd_min,kamer_vochtigheid_pct,substraat_temp_C,inline_dikte_nm,inline_reflectantie,lab_dikte_nm,lab_uniformiteit_pct,lab_stress_MPa,lab_gemeten
VM-00650,Chamber_A,center,40,201.6,211.9,211.8,5.18,101.9,53.1,495,71.1,2.51,186.0,101.9,0.5182,,,,0
VM-00651,Chamber_C,center,12,198.7,204.6,221.5,4.7,97.4,50.0,522,64.9,1.8,183.8,95.0,0.4905,,,,0
VM-00652,Chamber_A,edge,36,198.5,210.6,220.1,5.09,95.4,45.6,519,101.5,1.32,182.4,106.5,0.5191,,,,0
VM-00653,Chamber_C,center,34,195.0,215.4,228.2,5.27,97.2,52.1,530,73.3,1.99,176.2,99.6,0.5106,101.36,92.9,71.3,1
VM-00654,Chamber_A,corner,3,193.5,216.0,227.5,4.97,97.8,46.8,512,88.9,2.28,176.1,99.4,0.5198,,,,0
VM-00655,Chamber_A,center,36,200.0,211.3,219.3,5.19,93.9,48.9,499,93.5,2.49,174.7,97.5,0.5039,,,,0
VM-00656,Chamber_C,edge,37,206.6,200.4,221.5,5.13,102.9,53.3,494,100.8,1.31,178.5,98.0,0.497,,,,0
VM-00657,Chamber_C,edge,20,199.7,209.6,217.4,4.42,108.6,54.3,515,49.4,0.98,180.6,103.0,0.5059,,,,0
VM-00658,Chamber_B,center,24,197.4,201.9,229.0,5.07,100.6,48.6,500,57.5,2.22,180.3,93.4,0.4852,,,,0
VM-00659,Chamber_C,edge,25,202.4,211.6,216.7,4.62,105.1,54.1,484,95.2,1.59,185.6,91.5,0.5033,,,,0
VM-00660,Chamber_C,center,40,199.0,212.5,210.7,4.87,99.5,50.7,487,76.9,1.63,181.3,90.5,0.5086,,,,0
VM-00661,Chamber_A,edge,15,199.7,208.9,223.2,4.56,108.0,48.9,498,54.0,2.27,177.9,90.3,0.5033,,,,0
VM-00662,Chamber_B,edge,49,201.7,213.4,223.3,4.56,90.5,50.3,461,36.4,1.8,181.9,101.8,0.509,,,,0
VM-00663,Chamber_A,edge,2,195.3,214.4,219.7,4.34,93.6,50.4,491,43.4,2.89,178.9,105.4,0.5004,,,,0
VM-00664,Chamber_A,edge,44,197.2,218.2,221.3,5.4,105.6,53.4,487,32.5,2.0,177.4,96.8,0.504,,,,0
VM-00665,Chamber_A,edge,24,199.4,210.6,226.5,5.08,96.2,48.5,512,37.6,2.27,182.6,96.1,0.4861,,,,0
VM-00666,Chamber_C,center,21,203.0,214.5,213.3,5.15,96.1,48.2,518,41.4,1.65,178.6,93.4,0.5026,,,,0
VM-00667,Chamber_C,center,43,200.9,205.5,221.9,5.53,103.2,47.0,469,55.2,1.46,178.8,95.2,0.5046,,,,0
VM-00668,Chamber_C,edge,22,202.9,206.2,220.8,4.85,96.4,52.9,502,54.0,2.39,184.8,98.9,0.5011,,,,0
VM-00669,Chamber_C,center,19,205.0,201.2,219.8,4.83,105.0,53.9,486,95.2,1.93,181.6,96.6,0.4916,,,,0
VM-00670,Chamber_B,center,38,206.1,209.4,222.5,4.78,97.4,48.7,473,68.4,2.58,181.9,101.1,0.5028,,,,0
VM-00671,Chamber_C,corner,17,197.6,218.7,218.9,5.21,96.3,50.2,496,56.3,2.01,180.4,102.0,0.5108,,,,0
VM-00672,Chamber_B,center,3,190.8,216.3,222.7,4.58,97.0,48.7,464,111.6,1.91,181.4,98.8,0.519,,,,0
VM-00673,Chamber_C,center,14,201.3,212.5,220.4,5.03,103.6,46.1,530,71.6,2.53,177.6,87.7,0.5135,,,,0
VM-00674,Chamber_C,center,46,200.8,211.3,224.6,5.1,99.0,51.6,511,53.3,2.93,181.2,109.2,0.5072,,,,0
VM-00675,Chamber_A,edge,23,200.5,211.1,215.4,5.37,90.5,46.3,502,43.2,2.2,187.0,98.0,0.4977,,,,0
VM-00676,Chamber_A,edge,26,213.4,209.1,219.3,4.88,94.5,46.9,491,64.0,0.75,180.9,90.3,0.4844,98.99,95.3,45.0,1
VM-00677,Chamber_C,edge,38,199.6,218.2,219.8,5.08,100.8,47.6,496,92.5,2.86,181.7,106.8,0.5305,,,,0
VM-00678,Chamber_C,edge,44,199.6,213.7,218.4,5.38,95.9,48.6,485,92.2,2.16,175.7,106.8,0.4993,,,,0
VM-00679,Chamber_A,edge,32,201.5,212.9,219.1,4.9,98.9,51.6,502,33.9,1.24,181.8,99.2,0.5024,,,,0
VM-00680,Chamber_C,center,39,196.3,214.8,220.2,4.77,107.6,48.2,469,111.7,2.39,183.9,100.8,0.5156,,,,0
VM-00681,Chamber_B,edge,17,197.8,210.6,221.5,4.81,105.4,51.8,511,76.1,2.19,180.8,94.4,0.5053,,,,0
VM-00682,Chamber_A,edge,2,211.5,201.3,212.8,5.16,99.5,45.7,510,113.4,2.28,177.8,97.8,0.4883,,,,0
VM-00683,Chamber_A,edge,4,187.5,204.7,214.9,4.92,102.9,46.5,526,36.0,1.97,183.9,94.0,0.4958,,,,0
VM-00684,Chamber_B,edge,29,196.1,209.6,218.1,5.03,104.8,47.3,479,100.7,2.82,178.9,109.7,0.4901,,,,0
VM-00685,Chamber_C,corner,20,197.4,210.1,226.6,4.43,105.9,55.3,494,116.4,2.22,178.4,95.5,0.5158,,,,0
VM-00686,Chamber_C,corner,36,189.8,215.8,213.4,5.68,97.0,47.5,493,90.2,2.64,182.0,98.0,0.5053,100.48,90.1,59.3,1
VM-00687,Chamber_C,center,7,199.4,211.1,216.4,4.51,99.2,48.3,499,35.2,2.17,178.2,91.1,0.4828,,,,0
VM-00688,Chamber_A,corner,47,202.7,210.8,210.2,4.85,105.1,49.3,485,72.1,1.6,177.0,93.5,0.4988,,,,0
VM-00689,Chamber_A,center,5,207.8,206.7,208.1,5.53,96.9,46.2,508,43.9,2.33,178.9,101.4,0.487,,,,0
VM-00690,Chamber_B,corner,20,197.3,214.4,226.6,5.13,97.8,52.7,501,107.4,1.81,178.4,111.1,0.5096,,,,0
VM-00691,Chamber_C,edge,19,194.4,208.4,225.4,4.67,93.8,49.1,516,87.2,1.87,184.9,108.1,0.5092,,,,0
VM-00692,Chamber_C,center,48,206.2,206.2,227.7,4.41,105.1,47.9,498,87.8,2.02,178.8,95.7,0.5026,,,,0
VM-00693,Chamber_B,center,14,206.6,217.5,216.9,5.12,102.2,49.9,481,96.2,2.26,183.9,112.2,0.4927,,,,0
VM-00694,Chamber_A,edge,29,204.9,213.9,214.6,5.22,98.2,43.5,522,49.1,2.61,181.2,96.8,0.4986,,,,0
VM-00695,Chamber_C,corner,42,201.8,201.3,216.0,5.02,96.9,47.4,517,114.1,1.33,179.0,99.9,0.4949,97.94,91.3,29.7,1
VM-00696,Chamber_B,edge,47,196.1,214.4,214.9,5.16,102.3,53.1,506,44.3,2.06,177.2,112.0,0.4927,,,,0
VM-00697,Chamber_C,edge,25,194.2,212.7,219.9,4.76,95.1,52.0,530,70.3,2.19,175.0,95.5,0.5053,,,,0
VM-00698,Chamber_C,center,49,211.1,205.6,215.5,5.3,95.7,50.1,504,45.5,1.79,179.4,96.1,0.4929,,,,0
VM-00699,Chamber_B,corner,39,196.4,213.1,214.9,4.83,96.9,50.1,452,77.0,2.08,182.5,110.8,0.4818,,,,0
VM-00700,Chamber_B,center,7,201.2,210.6,220.7,5.31,105.9,49.2,514,112.2,1.77,175.3,107.9,0.4958,105.6,93.8,62.3,1
VM-00701,Chamber_C,edge,27,200.4,212.2,221.9,4.85,95.8,47.3,535,81.2,2.26,180.3,99.2,0.4978,,,,0
VM-00702,Chamber_C,center,30,202.4,208.2,222.6,5.04,96.4,54.1,487,64.4,1.52,180.0,100.1,0.5082,,,,0
VM-00703,Chamber_B,edge,8,205.3,204.8,227.3,4.72,94.5,56.2,536,55.4,1.97,179.2,99.3,0.4927,,,,0
VM-00704,Chamber_B,edge,34,202.8,212.4,220.0,4.74,95.6,54.5,491,50.8,2.03,178.5,92.1,0.4946,102.56,91.9,51.4,1
VM-00705,Chamber_A,center,16,200.1,199.4,223.1,4.7,100.7,46.9,520,40.7,2.18,175.2,96.5,0.4964,,,,0
VM-00706,Chamber_B,edge,11,191.6,211.6,218.6,5.15,98.3,45.5,497,67.1,1.21,181.0,109.2,0.4997,,,,0
VM-00707,Chamber_C,edge,39,203.3,203.4,223.2,4.83,99.9,56.4,521,107.1,2.69,182.6,100.4,0.5019,,,,0
VM-00708,Chamber_A,edge,48,197.5,207.6,213.5,4.64,106.1,54.5,511,66.9,1.99,180.6,95.4,0.5049,,,,0
VM-00709,Chamber_C,center,19,208.2,215.4,219.3,4.99,100.7,48.8,528,36.8,1.24,178.9,104.8,0.5155,,,,0
VM-00710,Chamber_B,center,3,199.4,210.7,217.6,5.17,95.3,52.2,523,67.7,2.36,171.9,106.5,0.5039,102.32,94.0,66.7,1
VM-00711,Chamber_C,edge,40,207.7,214.1,222.2,5.1,93.7,48.4,497,100.9,2.14,177.5,109.8,0.5159,,,,0
VM-00712,Chamber_B,edge,39,205.1,209.2,213.4,5.59,97.5,53.3,500,90.1,1.83,178.6,110.0,0.5094,,,,0
VM-00713,Chamber_B,center,26,196.9,209.6,227.7,5.35,87.4,46.3,483,99.3,2.06,180.4,101.5,0.4857,,,,0
VM-00714,Chamber_C,edge,23,199.6,224.0,211.5,5.07,100.9,51.0,487,111.1,1.03,179.4,109.6,0.5072,,,,0
VM-00715,Chamber_B,corner,37,192.9,219.3,219.0,5.04,87.8,51.4,480,79.9,1.81,181.2,99.1,0.5236,,,,0
VM-00716,Chamber_B,edge,37,197.1,210.9,219.7,4.71,105.3,47.4,519,119.6,2.61,181.7,101.0,0.514,,,,0
VM-00717,Chamber_C,corner,11,198.3,216.5,223.7,5.45,99.8,47.0,521,118.9,1.48,181.9,112.6,0.5053,,,,0
VM-00718,Chamber_B,center,49,195.1,204.2,220.2,5.07,99.2,50.9,524,63.5,2.18,174.5,97.6,0.4901,,,,0
VM-00719,Chamber_C,edge,28,195.1,207.3,216.3,5.28,109.3,50.6,526,68.8,1.79,182.1,90.8,0.5022,96.76,94.6,38.8,1
VM-00720,Chamber_C,center,41,205.1,201.3,221.2,5.31,98.9,46.5,513,68.1,1.75,180.8,99.6,0.4808,,,,0
VM-00721,Chamber_B,edge,11,201.4,202.5,224.2,4.88,101.4,50.1,533,38.3,1.84,175.8,93.9,0.4894,,,,0
VM-00722,Chamber_A,edge,12,196.2,210.9,213.7,4.98,104.4,46.7,473,53.1,1.95,176.4,97.2,0.5009,100.41,92.9,60.1,1
VM-00723,Chamber_C,corner,3,202.3,210.7,220.2,5.4,107.7,39.1,518,34.3,2.34,176.7,101.0,0.5159,,,,0
VM-00724,Chamber_C,center,9,198.4,209.1,217.4,4.81,102.8,50.3,476,55.6,1.8,183.6,94.5,0.501,,,,0
VM-00725,Chamber_C,corner,17,202.4,215.9,215.9,4.64,101.7,47.3,486,116.1,1.68,179.9,106.9,0.5121,,,,0
VM-00726,Chamber_A,corner,32,196.1,211.7,213.7,5.08,101.9,48.6,514,53.2,1.38,181.8,92.6,0.4968,,,,0
VM-00727,Chamber_A,edge,31,195.5,215.5,223.1,5.36,98.1,45.2,481,103.9,1.29,174.8,109.7,0.5199,,,,0
VM-00728,Chamber_B,edge,47,207.0,198.9,226.7,5.06,97.8,55.6,508,65.3,2.16,180.5,90.6,0.4893,,,,0
VM-00729,Chamber_B,center,36,198.1,212.7,221.6,5.41,96.2,57.3,515,61.8,1.98,177.1,107.7,0.5084,,,,0
VM-00730,Chamber_C,corner,40,198.1,209.5,206.9,4.92,101.6,50.0,511,116.3,1.97,179.3,109.6,0.5166,,,,0
VM-00731,Chamber_B,edge,13,198.8,211.2,224.5,5.23,100.6,47.4,531,83.3,2.55,185.3,96.4,0.5046,,,,0
VM-00732,Chamber_B,edge,23,202.6,207.1,219.6,4.58,91.7,48.7,483,88.4,3.06,181.6,101.6,0.5142,,,,0
VM-00733,Chamber_A,center,44,200.5,210.3,214.0,4.68,97.9,47.8,511,86.3,1.82,182.0,108.9,0.4831,,,,0
VM-00734,Chamber_C,corner,47,204.8,210.3,218.3,5.14,100.1,49.8,518,99.7,1.97,179.4,98.9,0.4977,,,,0
VM-00735,Chamber_A,corner,41,196.4,213.6,220.0,5.41,101.3,49.4,507,91.5,2.24,177.9,106.4,0.5064,,,,0
VM-00736,Chamber_B,center,44,201.9,208.9,225.7,4.55,100.2,50.7,521,40.1,2.46,180.7,106.5,0.5083,,,,0
VM-00737,Chamber_B,edge,13,200.8,215.0,227.0,4.69,93.6,51.4,493,76.1,1.85,178.0,101.1,0.4977,,,,0
VM-00738,Chamber_A,edge,7,201.6,218.0,213.5,4.54,104.1,48.2,493,77.9,1.43,179.0,108.0,0.504,,,,0
VM-00739,Chamber_C,edge,17,208.3,210.7,218.4,4.39,101.0,45.9,483,114.1,1.86,180.8,102.9,0.5176,,,,0
VM-00740,Chamber_C,center,30,200.3,213.4,213.0,4.54,105.1,49.7,470,95.6,1.23,176.1,100.7,0.5115,,,,0
VM-00741,Chamber_B,corner,4,205.7,211.3,212.3,5.15,102.9,49.4,502,82.7,2.87,177.8,101.0,0.488,,,,0
VM-00742,Chamber_C,center,31,201.3,210.6,230.3,4.79,101.5,50.9,511,96.3,1.84,179.5,105.5,0.4947,,,,0
VM-00743,Chamber_B,edge,43,199.3,211.0,215.6,5.57,102.6,50.6,496,67.6,2.55,183.5,108.3,0.5039,,,,0
VM-00744,Chamber_C,edge,24,198.8,212.3,219.0,4.89,94.0,50.0,489,62.0,2.56,180.0,97.5,0.4994,,,,0
VM-00745,Chamber_B,center,30,195.8,208.2,215.0,5.1,101.2,49.3,531,109.5,1.74,179.7,105.4,0.4973,,,,0
VM-00746,Chamber_B,edge,37,208.8,212.9,226.0,5.16,107.3,52.2,537,97.7,0.94,180.0,103.8,0.4994,,,,0
VM-00747,Chamber_A,edge,48,207.4,215.7,224.8,5.32,90.9,45.1,485,38.5,2.19,175.8,108.2,0.4928,,,,0
VM-00748,Chamber_B,edge,6,206.4,212.0,223.5,4.92,98.7,53.8,509,112.1,1.31,176.0,98.1,0.5052,,,,0
VM-00749,Chamber_A,center,32,198.1,206.1,230.4,5.26,95.7,53.0,492,46.0,2.14,175.0,93.2,0.4702,,,,0
VM-00750,Chamber_B,corner,21,200.5,216.5,222.0,5.41,95.9,41.1,478,51.2,3.31,176.4,107.9,0.4959,,,,0
VM-00751,Chamber_C,center,47,202.0,201.9,216.0,4.91,100.5,50.6,485,40.5,2.16,179.9,89.6,0.4799,,,,0
VM-00752,Chamber_C,center,49,197.6,209.7,218.4,4.92,93.5,52.9,471,62.4,2.36,176.5,106.8,0.4814,,,,0
VM-00753,Chamber_C,edge,20,199.2,207.8,216.9,5.15,95.9,46.5,529,109.2,2.38,178.3,95.0,0.5081,,,,0
VM-00754,Chamber_A,corner,23,199.6,209.9,224.4,5.29,104.2,52.2,481,44.3,2.46,177.1,98.7,0.4891,,,,0
VM-00755,Chamber_B,edge,26,199.0,208.1,217.2,4.47,100.2,47.6,500,45.9,2.16,177.2,103.3,0.4898,,,,0
VM-00756,Chamber_C,center,15,202.5,224.0,224.4,5.13,97.4,57.1,510,103.2,2.13,177.2,100.4,0.524,,,,0
VM-00757,Chamber_A,edge,47,198.3,202.5,225.1,5.38,95.1,46.5,468,46.2,2.01,178.6,91.0,0.4916,,,,0
VM-00758,Chamber_B,edge,46,199.0,221.9,220.7,4.77,106.2,50.5,529,92.6,1.83,181.9,114.4,0.5337,,,,0
VM-00759,Chamber_B,edge,36,206.7,210.5,215.4,4.27,96.1,49.4,485,56.7,1.9,175.1,107.8,0.4964,,,,0
VM-00760,Chamber_C,center,36,210.5,209.8,222.6,4.74,99.9,59.1,541,114.4,2.2,182.9,102.7,0.5038,,,,0
VM-00761,Chamber_A,edge,37,204.5,212.9,221.0,4.78,99.2,46.8,501,34.8,2.12,178.0,90.6,0.5103,,,,0
VM-00762,Chamber_A,center,36,203.5,206.5,219.8,4.53,96.5,49.5,507,51.0,1.63,183.7,100.3,0.4678,,,,0
VM-00763,Chamber_C,corner,24,197.0,207.4,218.6,5.1,100.2,51.7,500,99.9,2.15,180.1,102.8,0.5149,,,,0
VM-00764,Chamber_A,corner,16,193.7,213.2,212.6,5.36,105.8,51.5,533,108.0,2.11,179.7,109.4,0.5041,,,,0
VM-00765,Chamber_B,corner,23,207.3,221.0,220.5,5.0,97.4,52.0,509,45.4,2.88,180.4,102.7,0.4993,,,,0
VM-00766,Chamber_B,edge,36,202.7,206.1,217.8,5.33,95.5,51.7,508,46.6,2.57,181.7,97.4,0.5039,,,,0
VM-00767,Chamber_A,corner,32,203.4,209.6,218.1,5.04,101.7,47.6,486,69.6,1.46,183.4,98.1,0.5102,,,,0
VM-00768,Chamber_B,corner,48,193.1,203.7,209.9,4.83,100.9,48.7,495,102.1,1.6,179.0,91.8,0.4897,,,,0
VM-00769,Chamber_B,center,10,194.9,207.7,219.6,5.38,90.7,46.8,455,93.8,2.21,181.0,107.8,0.5005,,,,0
VM-00770,Chamber_C,edge,4,201.0,220.7,221.5,5.23,87.2,50.5,527,75.5,2.78,177.0,103.8,0.5006,,,,0
VM-00771,Chamber_B,edge,9,198.0,212.4,223.0,4.4,96.0,50.0,537,98.0,1.5,180.4,89.8,0.5164,,,,0
VM-00772,Chamber_C,edge,25,201.5,202.3,216.3,4.77,100.7,44.4,487,71.5,2.66,183.9,91.0,0.468,,,,0
VM-00773,Chamber_C,center,46,200.4,209.1,217.8,4.95,101.2,47.8,459,56.9,2.33,191.0,93.2,0.5089,,,,0
VM-00774,Chamber_B,center,15,203.5,201.6,216.4,4.81,97.8,50.1,500,54.5,2.14,178.9,91.8,0.506,,,,0
VM-00775,Chamber_B,edge,30,203.8,202.3,228.7,4.81,99.4,48.5,519,34.7,2.35,177.1,88.2,0.4945,,,,0
VM-00776,Chamber_C,edge,43,212.9,206.0,220.6,4.97,104.2,54.0,510,75.2,1.5,182.4,94.8,0.4952,,,,0
VM-00777,Chamber_A,center,18,193.7,208.2,215.5,4.75,101.4,54.8,511,86.9,1.75,180.5,100.0,0.4979,,,,0
VM-00778,Chamber_C,center,11,198.1,204.7,222.5,5.18,100.1,53.1,527,92.4,1.57,178.3,101.6,0.5074,,,,0
VM-00779,Chamber_C,edge,22,188.1,210.5,214.6,5.01,104.3,52.1,479,100.1,1.36,186.5,100.9,0.5194,,,,0
VM-00780,Chamber_A,center,46,199.3,206.2,229.4,5.41,99.8,48.2,521,68.9,1.44,176.2,100.0,0.4967,,,,0
VM-00781,Chamber_A,center,47,193.4,210.0,221.6,5.67,108.4,50.9,493,110.7,2.34,176.7,95.1,0.5123,,,,0
VM-00782,Chamber_B,center,23,196.8,198.9,221.6,4.45,99.2,44.1,495,80.0,2.61,177.3,94.9,0.4902,,,,0
VM-00783,Chamber_B,center,5,197.6,216.2,216.7,5.16,107.7,48.9,499,68.6,2.6,180.9,101.9,0.5047,,,,0
VM-00784,Chamber_C,edge,18,197.8,207.3,230.2,5.11,105.8,49.8,502,90.4,1.65,187.2,97.6,0.4993,,,,0
VM-00785,Chamber_C,edge,35,195.8,209.3,216.3,5.16,93.9,56.4,501,106.1,1.6,181.5,106.0,0.503,101.25,94.5,47.5,1
VM-00786,Chamber_B,edge,34,197.8,207.7,220.5,5.26,107.8,48.7,501,52.1,1.99,180.6,96.2,0.4949,,,,0
VM-00787,Chamber_A,edge,19,196.8,205.5,223.7,4.7,104.3,51.6,513,98.4,2.19,179.4,95.4,0.4903,,,,0
VM-00788,Chamber_C,edge,24,197.3,218.3,211.4,5.1,103.5,48.9,503,95.4,1.89,176.0,96.8,0.4939,,,,0
VM-00789,Chamber_B,edge,23,196.4,209.2,221.0,4.8,89.0,48.4,516,103.4,2.13,185.4,90.0,0.4948,,,,0
VM-00790,Chamber_A,edge,34,198.7,209.8,219.4,5.3,103.9,50.8,478,106.9,1.17,177.0,96.0,0.511,,,,0
VM-00791,Chamber_A,corner,26,194.6,205.1,218.2,5.3,111.5,53.1,523,66.5,1.96,180.9,107.7,0.4975,,,,0
VM-00792,Chamber_A,edge,35,201.7,212.5,210.3,5.29,109.5,49.2,538,50.0,2.56,184.5,104.2,0.4869,,,,0
VM-00793,Chamber_A,edge,35,199.9,208.5,210.4,5.35,106.8,47.9,502,47.6,1.55,179.7,96.7,0.5181,,,,0
VM-00794,Chamber_C,edge,46,201.5,203.2,228.6,4.87,99.8,53.2,508,109.3,2.94,177.2,99.4,0.4966,,,,0
VM-00795,Chamber_A,edge,34,195.3,218.2,217.8,5.16,105.6,47.4,497,117.9,1.79,185.0,107.4,0.5001,,,,0
VM-00796,Chamber_B,edge,47,199.8,209.7,223.7,5.27,93.4,48.8,540,64.0,2.96,184.7,106.9,0.5135,,,,0
VM-00797,Chamber_B,edge,2,203.1,212.9,219.6,5.18,94.5,49.6,505,101.7,1.68,176.5,103.0,0.51,,,,0
VM-00798,Chamber_A,corner,40,196.4,207.0,219.1,4.78,99.7,44.7,508,43.7,2.05,182.9,99.9,0.4983,,,,0
VM-00799,Chamber_C,corner,10,196.4,207.1,222.2,4.84,98.4,54.1,510,53.5,1.19,180.4,100.2,0.4765,,,,0
VM-00800,Chamber_B,center,29,205.2,206.1,214.8,5.18,98.9,49.6,517,40.8,2.31,180.7,97.1,0.4824,,,,0
VM-00801,Chamber_B,edge,21,193.1,208.3,218.6,4.68,97.4,49.0,492,109.8,1.37,179.4,97.1,0.5015,,,,0
VM-00802,Chamber_B,center,18,208.7,215.9,214.3,5.22,108.9,46.8,500,66.4,3.12,183.5,107.8,0.5165,,,,0
VM-00803,Chamber_C,edge,12,201.4,196.7,224.1,4.53,93.8,54.0,492,50.7,1.94,179.6,91.5,0.4926,,,,0
VM-00804,Chamber_B,edge,22,191.3,208.9,224.4,5.18,103.1,49.4,514,104.5,1.75,180.2,104.6,0.5241,,,,0
VM-00805,Chamber_A,edge,49,199.7,213.8,211.1,5.36,91.8,48.2,494,95.8,1.61,179.0,95.5,0.4807,,,,0
VM-00806,Chamber_C,edge,35,203.4,214.5,223.4,4.75,96.0,50.4,502,83.2,2.96,180.8,102.3,0.4816,,,,0
VM-00807,Chamber_B,corner,17,196.6,213.1,236.6,5.27,111.4,49.6,504,30.0,1.29,177.1,99.9,0.4843,100.91,91.3,64.7,1
VM-00808,Chamber_C,center,43,203.4,206.8,221.1,5.18,98.1,49.0,489,86.8,2.35,182.7,109.7,0.504,,,,0
VM-00809,Chamber_B,corner,30,197.3,214.3,218.3,5.26,101.1,54.2,483,54.2,2.38,184.6,105.3,0.5157,,,,0
VM-00810,Chamber_C,center,4,191.0,210.1,220.5,5.1,103.0,44.1,502,73.6,1.8,178.1,107.0,0.4978,,,,0
VM-00811,Chamber_A,edge,31,201.1,206.1,222.9,4.55,93.7,48.9,535,51.1,2.12,180.5,95.9,0.4855,,,,0
VM-00812,Chamber_A,edge,44,194.7,208.5,224.6,4.83,99.4,48.6,461,68.4,1.69,182.7,99.3,0.5181,,,,0
VM-00813,Chamber_B,edge,48,209.1,210.4,224.0,4.88,104.5,42.6,506,86.6,0.96,176.3,99.2,0.507,,,,0
VM-00814,Chamber_B,center,1,201.9,200.7,218.6,5.21,99.9,46.2,503,56.0,1.76,183.4,87.1,0.479,94.85,93.2,29.6,1
VM-00815,Chamber_B,edge,41,200.6,210.4,220.3,4.47,105.4,51.2,489,62.3,2.05,178.8,100.5,0.5237,,,,0
VM-00816,Chamber_B,edge,10,192.0,213.6,215.5,4.91,106.9,43.9,486,51.7,2.65,179.3,92.6,0.4919,,,,0
VM-00817,Chamber_C,center,2,202.4,217.1,228.8,4.62,99.1,50.2,521,76.7,2.3,185.0,102.4,0.5127,,,,0
VM-00818,Chamber_A,edge,15,200.7,212.3,226.7,4.97,106.0,49.3,482,70.8,3.33,181.7,103.4,0.4759,,,,0
VM-00819,Chamber_C,edge,28,207.7,215.6,224.5,4.94,109.4,46.6,500,104.0,1.27,178.0,111.6,0.5036,,,,0
VM-00820,Chamber_C,center,4,197.9,209.6,220.2,4.59,96.0,47.6,476,69.1,2.49,181.4,88.4,0.4974,,,,0
VM-00821,Chamber_C,edge,7,208.8,210.5,224.0,5.32,94.7,47.1,495,75.3,2.97,180.0,109.3,0.5061,,,,0
VM-00822,Chamber_A,edge,36,198.0,212.1,221.8,5.02,98.6,47.6,505,117.0,2.15,178.5,105.9,0.5123,,,,0
VM-00823,Chamber_A,edge,40,192.4,195.7,222.2,4.42,88.0,47.7,513,112.6,2.66,183.7,94.9,0.4819,,,,0
VM-00824,Chamber_A,center,44,205.5,214.9,230.4,5.04,106.6,51.4,448,57.3,2.43,181.9,108.4,0.5165,,,,0
VM-00825,Chamber_B,corner,27,200.2,209.0,218.3,4.78,106.2,50.6,509,91.4,1.15,174.7,105.2,0.5092,,,,0
VM-00826,Chamber_B,center,4,201.9,212.5,219.6,4.83,96.2,50.3,526,83.8,2.12,174.3,98.8,0.5048,,,,0
VM-00827,Chamber_A,edge,48,200.8,203.6,218.2,4.52,99.3,47.6,520,87.1,1.97,176.1,95.8,0.4826,,,,0
VM-00828,Chamber_A,center,2,195.2,211.1,226.8,5.36,97.9,47.6,484,32.2,1.55,184.0,102.1,0.5063,,,,0
VM-00829,Chamber_C,edge,29,206.5,214.9,224.8,5.28,107.5,42.1,517,31.5,2.61,177.2,101.4,0.5132,,,,0
VM-00830,Chamber_B,edge,23,192.6,209.9,221.7,5.19,98.9,50.6,500,104.6,1.95,184.8,102.1,0.4817,,,,0
VM-00831,Chamber_A,center,33,192.1,211.3,214.7,5.03,109.1,51.5,496,79.5,2.61,179.4,106.8,0.5199,,,,0
VM-00832,Chamber_B,edge,36,191.2,214.5,215.9,4.45,102.1,47.8,495,77.2,2.37,181.2,108.9,0.4975,,,,0
VM-00833,Chamber_C,corner,25,204.3,199.4,216.5,4.91,101.9,47.0,469,90.4,1.25,183.3,103.0,0.4866,,,,0
VM-00834,Chamber_C,edge,42,203.0,206.7,228.5,4.51,102.8,46.6,510,87.2,2.37,184.7,98.7,0.4972,,,,0
VM-00835,Chamber_A,edge,19,196.5,219.6,221.9,5.31,106.7,51.9,508,69.3,1.87,184.7,94.7,0.509,,,,0
VM-00836,Chamber_C,center,17,200.3,217.3,229.2,5.37,96.9,52.9,476,96.6,2.62,183.8,98.8,0.5025,,,,0
VM-00837,Chamber_C,center,33,191.4,211.1,216.2,4.82,100.8,53.3,483,58.5,2.11,179.5,105.1,0.5082,,,,0
VM-00838,Chamber_B,corner,18,204.6,203.4,214.9,4.9,92.1,49.6,461,115.5,2.1,183.3,107.2,0.4941,,,,0
VM-00839,Chamber_B,corner,49,201.3,208.4,224.7,5.15,105.9,51.9,499,39.2,1.31,181.6,92.4,0.4971,,,,0
VM-00840,Chamber_B,corner,27,199.4,201.3,225.9,5.19,97.4,51.7,494,61.6,1.78,181.4,104.7,0.4943,,,,0
VM-00841,Chamber_C,center,15,203.1,209.7,220.0,4.71,101.7,50.6,493,113.0,2.4,180.4,110.5,0.5216,,,,0
VM-00842,Chamber_B,center,5,204.7,207.7,221.3,4.36,102.9,53.1,507,95.7,1.95,179.9,102.4,0.5035,,,,0
VM-00843,Chamber_C,edge,11,202.8,214.8,224.2,4.67,96.8,49.2,485,91.7,1.96,183.0,105.6,0.5159,,,,0
VM-00844,Chamber_A,center,47,203.2,210.0,219.9,5.09,101.7,54.5,503,57.5,2.19,177.1,101.3,0.4807,,,,0
VM-00845,Chamber_B,edge,29,195.1,212.4,222.9,4.69,89.8,51.8,478,94.1,0.56,185.3,99.6,0.5074,,,,0
VM-00846,Chamber_A,center,41,205.2,217.0,209.2,5.02,100.1,51.7,515,54.6,1.92,172.5,105.0,0.4948,105.48,94.7,69.6,1
