timestamp,dag,temp_sp_C,temp_actueel_C,pH_sp,pH_actueel,DO_sp_pct,DO_actueel_pct,viable_celdichtheid_celmL,totale_celdichtheid_celmL,viabiliteit_pct,glucose_mmolL,glutamine_mmolL,lactaat_mmolL,ammonium_mmolL,osmolaliteit_mOsmkg,titer_gL,perfusiesnelheid_VVD,bleed_rate_VVD,lucht_sparge_Lmin,O2_sparge_Lmin,CO2_sparge_Lmin,turbiditeit_AU,filter_druk_bar,cultuur_fase,event
2025-01-27 05:00:00,12.21,37.0,37.01,7.0,7.181,40.0,32.4,73640395,207800122,35.6,24.82,3.97,0.3,0.109,291,0.053,1.716,0.3357,0.195,0.38,0.0062,7.93,0.255,afsterving,pH_excursie
2025-01-27 06:00:00,12.25,37.0,36.93,7.0,7.067,40.0,33.3,73735584,208284871,35.9,24.82,4.2,-0.05,0.055,289,0.059,1.713,0.3367,0.192,0.334,0.0119,7.92,0.258,afsterving,normaal
2025-01-27 07:00:00,12.29,37.0,37.06,7.0,7.066,40.0,33.4,73837337,208811229,35.0,24.64,3.92,-0.05,0.042,292,0.052,1.734,0.3468,0.185,0.34,0.0024,7.95,0.262,afsterving,normaal
2025-01-27 08:00:00,12.33,37.0,36.99,7.0,7.09,40.0,33.6,73895440,209317407,35.8,24.76,3.94,0.06,-0.01,294,0.04,1.714,0.3348,0.196,0.335,0.0079,7.9,0.263,afsterving,normaal
2025-01-27 09:00:00,12.38,37.0,37.09,7.0,7.122,40.0,31.6,73881455,209781488,34.7,25.12,4.13,0.34,0.014,289,0.043,1.711,0.3362,0.197,0.414,0.0087,7.9,0.269,afsterving,normaal
2025-01-27 10:00:00,12.42,37.0,36.97,7.0,7.064,40.0,32.2,73960013,210257507,34.7,24.89,4.06,0.0,0.018,292,0.038,1.712,0.3291,0.195,0.381,0.0175,7.86,0.246,afsterving,normaal
2025-01-27 11:00:00,12.46,37.0,37.02,7.0,7.106,40.0,32.9,74120501,210698818,34.3,25.04,3.96,0.44,0.083,293,0.034,1.731,0.3352,0.191,0.36,0.0092,7.92,0.246,afsterving,normaal
2025-01-27 12:00:00,12.5,37.0,36.98,7.0,7.102,40.0,32.6,74163799,211058974,35.8,24.63,3.96,0.23,0.108,288,0.014,1.76,0.346,0.198,0.363,0.0125,7.76,0.261,afsterving,normaal
2025-01-27 13:00:00,12.54,37.0,37.02,7.0,7.073,40.0,33.3,74325128,211526989,35.5,24.88,3.87,0.13,0.053,291,0.02,1.739,0.3405,0.198,0.335,0.0118,7.83,0.27,afsterving,normaal
2025-01-27 14:00:00,12.58,37.0,36.94,7.0,7.109,40.0,33.0,74388436,211963259,35.2,24.17,3.94,0.11,0.087,295,0.029,1.749,0.3517,0.201,0.348,0.0199,7.83,0.268,afsterving,normaal
2025-01-27 15:00:00,12.62,37.0,36.95,7.0,7.079,40.0,32.4,74418900,212390097,34.9,24.81,4.14,0.3,0.163,292,0.036,1.745,0.3433,0.205,0.363,0.0046,7.98,0.268,afsterving,normaal
2025-01-27 16:00:00,12.67,37.0,37.01,7.0,7.051,40.0,32.1,74560376,212867995,35.7,24.63,3.96,0.33,0.063,289,0.023,1.744,0.3514,0.203,0.396,0.0067,7.91,0.25,afsterving,normaal
2025-01-27 17:00:00,12.71,37.0,36.99,7.0,7.111,40.0,33.3,74571145,213307268,35.2,25.05,4.02,-0.1,0.106,289,0.025,1.738,0.3476,0.191,0.338,0.014,7.94,0.264,afsterving,normaal
2025-01-27 18:00:00,12.75,37.0,36.99,7.0,7.09,40.0,32.5,74674855,213738455,35.8,24.88,3.95,0.43,-0.036,291,0.024,1.771,0.3412,0.199,0.365,0.0173,8.04,0.268,afsterving,normaal
2025-01-27 19:00:00,12.79,37.0,36.96,7.0,7.042,40.0,32.2,74750280,214190710,35.2,24.6,3.96,-0.11,0.11,288,0.019,1.744,0.3417,0.197,0.372,0.0129,8.1,0.266,afsterving,normaal
2025-01-27 20:00:00,12.83,37.0,37.0,7.0,7.033,40.0,33.5,74860453,214621779,35.5,23.88,3.91,0.17,0.021,286,0.01,1.75,0.347,0.204,0.328,0.0109,7.98,0.27,afsterving,normaal
2025-01-27 21:00:00,12.88,37.0,37.01,7.0,7.031,40.0,31.8,74965737,215081955,34.3,24.56,4.03,0.26,-0.004,287,0.013,1.775,0.3503,0.195,0.399,0.0011,7.98,0.255,afsterving,normaal
2025-01-27 22:00:00,12.92,37.0,36.96,7.0,7.006,40.0,30.8,74947887,215518263,35.1,25.27,3.98,0.23,-0.029,291,0.035,1.73,0.3506,0.198,0.46,-0.0004,7.96,0.28,afsterving,normaal
2025-01-27 23:00:00,12.96,37.0,37.01,7.0,6.998,40.0,31.1,75030945,215917933,34.2,24.52,3.85,0.23,-0.029,291,0.02,1.776,0.3381,0.205,0.458,-0.0104,7.96,0.282,afsterving,normaal
2025-01-28 00:00:00,13.0,37.0,36.92,7.0,7.042,40.0,32.8,75133233,216333263,34.7,24.47,3.96,0.05,0.108,289,0.031,1.748,0.3513,0.199,0.374,0.0054,8.01,0.274,afsterving,normaal
2025-01-28 01:00:00,13.04,37.0,37.08,7.0,7.004,40.0,32.0,75187143,216698790,35.5,25.19,3.97,0.09,0.02,292,0.023,1.761,0.3509,0.203,0.395,-0.0078,7.87,0.262,afsterving,normaal
2025-01-28 02:00:00,13.08,37.0,36.93,7.0,6.967,40.0,32.6,75342081,217095141,35.6,25.21,3.99,0.19,0.001,290,0.032,1.75,0.3546,0.199,0.36,0.0025,7.99,0.283,afsterving,normaal
2025-01-28 03:00:00,13.12,37.0,37.03,7.0,7.0,40.0,32.9,75384479,217473806,34.6,24.59,3.98,0.47,0.049,295,0.013,1.751,0.3536,0.207,0.347,-0.0068,8.01,0.269,afsterving,normaal
2025-01-28 04:00:00,13.17,37.0,36.92,7.0,6.925,40.0,33.0,75381614,217884560,35.3,25.05,3.89,-0.03,0.048,287,0.016,1.761,0.3571,0.199,0.35,0.0047,7.93,0.271,afsterving,normaal
2025-01-28 05:00:00,13.21,37.0,36.93,7.0,6.96,40.0,32.7,75455664,218249777,34.3,24.8,4.2,0.36,0.045,292,0.007,1.735,0.3629,0.198,0.375,0.0033,8.03,0.275,afsterving,normaal
2025-01-28 06:00:00,13.25,37.0,37.02,7.0,6.944,40.0,31.7,75540698,218636178,35.1,24.46,3.9,0.06,0.045,291,0.009,1.769,0.3519,0.2,0.411,-0.0004,8.06,0.257,afsterving,normaal
2025-01-28 07:00:00,13.29,37.0,37.05,7.0,6.908,40.0,32.2,75598713,218998414,35.2,24.41,3.92,0.1,0.065,294,0.003,1.747,0.3653,0.205,0.395,0.0059,8.14,0.276,afsterving,normaal
2025-01-28 08:00:00,13.33,37.0,37.06,7.0,6.908,40.0,32.5,75636832,219366763,33.9,24.67,3.94,-0.06,-0.012,290,0.0,1.742,0.3548,0.204,0.364,0.0045,7.9,0.285,afsterving,normaal
2025-01-28 09:00:00,13.38,37.0,36.96,7.0,6.902,40.0,32.5,75664908,219705712,33.9,24.69,3.96,0.44,0.053,289,0.009,1.777,0.3485,0.199,0.367,-0.0038,7.86,0.262,afsterving,normaal
2025-01-28 10:00:00,13.42,37.0,36.98,7.0,6.921,40.0,30.4,75607432,220018819,34.7,25.25,3.92,0.12,-0.001,285,0.0,1.756,0.3608,0.205,0.479,-0.0027,7.95,0.268,afsterving,normaal
2025-01-28 11:00:00,13.46,37.0,37.0,7.0,6.893,40.0,31.7,75620568,220383772,35.1,24.57,3.96,0.31,0.087,294,0.003,1.792,0.3539,0.199,0.419,0.0005,8.14,0.259,afsterving,normaal
2025-01-28 12:00:00,13.5,37.0,37.09,7.0,6.899,40.0,33.1,75696740,220732410,33.6,25.03,3.96,0.0,0.09,289,0.0,1.715,0.3621,0.209,0.355,0.0008,8.26,0.273,afsterving,normaal
2025-01-28 13:00:00,13.54,37.0,37.03,7.0,6.906,40.0,33.1,75796218,221054301,34.8,24.84,3.86,0.14,0.051,290,0.018,1.783,0.3582,0.201,0.345,0.003,8.0,0.267,afsterving,normaal
2025-01-28 14:00:00,13.58,37.0,37.07,7.0,6.889,40.0,31.5,75788653,221418512,34.9,24.81,3.96,0.39,-0.015,288,0.02,1.768,0.3498,0.2,0.406,-0.0079,8.05,0.264,afsterving,normaal
2025-01-28 15:00:00,13.62,37.0,37.02,7.0,6.919,40.0,31.5,75835410,221771397,34.1,24.74,4.01,0.33,0.018,289,0.013,1.743,0.356,0.197,0.428,0.0072,7.96,0.266,afsterving,normaal
2025-01-28 16:00:00,13.67,37.0,37.0,7.0,6.913,40.0,33.8,75858480,222068686,34.4,24.88,3.9,-0.04,0.045,292,0.0,1.776,0.3653,0.198,0.317,0.0023,8.04,0.269,afsterving,normaal
2025-01-28 17:00:00,13.71,37.0,36.93,7.0,6.949,40.0,33.2,75942861,222393553,34.2,24.63,4.03,0.34,0.11,289,0.002,1.758,0.3603,0.197,0.335,0.003,7.89,0.269,afsterving,normaal
2025-01-28 18:00:00,13.75,37.0,36.99,7.0,6.971,40.0,31.5,75969832,222684859,35.1,24.37,3.84,0.27,-0.006,289,0.011,1.796,0.3625,0.201,0.426,0.0051,8.19,0.269,afsterving,normaal
2025-01-28 19:00:00,13.79,37.0,36.96,7.0,6.924,40.0,32.9,76033568,223006297,34.0,24.92,4.05,0.17,0.036,292,0.024,1.778,0.3681,0.2,0.355,-0.0016,8.24,0.262,afsterving,normaal
2025-01-28 20:00:00,13.83,37.0,36.95,7.0,6.899,40.0,30.5,76021260,223337393,32.9,24.79,3.96,0.53,-0.023,293,0.023,1.75,0.3599,0.208,0.494,0.0022,8.07,0.269,afsterving,normaal
2025-01-28 21:00:00,13.88,37.0,36.98,7.0,6.949,40.0,31.1,76043891,223674909,34.3,24.9,4.1,0.05,0.066,290,0.011,1.742,0.3594,0.21,0.443,0.0021,8.1,0.25,afsterving,normaal
2025-01-28 22:00:00,13.92,37.0,36.89,7.0,6.963,40.0,32.5,76029022,224030997,34.6,25.22,3.94,0.28,0.041,292,0.013,1.745,0.3667,0.2,0.37,0.001,8.01,0.269,afsterving,normaal
2025-01-28 23:00:00,13.96,37.0,37.09,7.0,6.971,40.0,32.2,75998866,224334209,33.9,24.36,4.11,0.3,-0.0,288,0.01,1.777,0.3561,0.21,0.38,-0.0095,8.02,0.26,afsterving,normaal
2025-01-29 00:00:00,14.0,37.0,36.97,7.0,6.983,40.0,33.2,76057206,224629711,33.4,24.59,4.02,0.18,0.072,286,0.009,1.773,0.376,0.203,0.344,0.0035,8.35,0.271,afsterving,normaal
2025-01-29 01:00:00,14.04,37.0,37.01,7.0,6.996,40.0,32.3,76106869,224909207,34.2,25.41,3.94,0.14,0.104,292,0.013,1.779,0.3578,0.209,0.401,0.0023,8.31,0.281,afsterving,normaal
2025-01-29 02:00:00,14.08,37.0,37.04,7.0,7.044,40.0,32.9,76127297,225209988,33.7,25.18,3.92,0.32,-0.011,295,0.027,1.769,0.3578,0.201,0.34,0.0044,8.02,0.283,afsterving,normaal
2025-01-29 03:00:00,14.12,37.0,36.95,7.0,7.024,40.0,33.1,76210321,225577999,34.2,24.57,4.07,0.28,0.021,289,0.019,1.767,0.3703,0.21,0.332,0.0075,8.12,0.268,afsterving,normaal
2025-01-29 04:00:00,14.17,37.0,37.1,7.0,7.081,40.0,32.7,76180335,225864006,34.8,24.32,3.79,-0.08,0.015,285,0.024,1.771,0.366,0.21,0.371,0.0113,8.18,0.264,afsterving,normaal
2025-01-29 05:00:00,14.21,37.0,36.95,7.0,7.088,40.0,34.0,76199464,226192818,34.0,25.17,3.93,0.26,0.084,289,0.033,1.771,0.3591,0.208,0.314,-0.0007,7.97,0.274,afsterving,normaal
2025-01-29 06:00:00,14.25,37.0,36.92,7.0,7.052,40.0,32.8,76212417,226507405,34.6,24.78,4.02,0.34,0.017,288,0.026,1.745,0.367,0.205,0.356,0.012,8.17,0.249,afsterving,normaal
2025-01-29 07:00:00,14.29,37.0,37.06,7.0,7.088,40.0,32.7,76222475,226878693,33.8,24.51,4.04,0.17,-0.03,292,0.021,1.763,0.3565,0.208,0.362,0.0112,8.15,0.286,afsterving,normaal
2025-01-29 08:00:00,14.33,37.0,37.06,7.0,7.097,40.0,30.8,76271682,227163932,33.0,25.32,3.93,0.29,0.036,285,0.024,1.789,0.3677,0.199,0.452,0.0038,8.11,0.291,afsterving,normaal
2025-01-29 09:00:00,14.38,37.0,37.1,7.0,7.09,40.0,32.0,76384083,227497303,32.9,24.98,3.95,0.12,-0.076,288,0.028,1.764,0.3619,0.206,0.38,0.0008,8.03,0.26,afsterving,normaal
2025-01-29 10:00:00,14.42,37.0,37.03,7.0,7.082,40.0,32.7,76425726,227801120,33.0,24.61,3.91,0.14,0.034,292,0.035,1.741,0.3595,0.208,0.365,0.0055,8.27,0.27,afsterving,normaal
2025-01-29 11:00:00,14.46,37.0,36.96,7.0,7.06,40.0,33.5,76439632,228114806,33.7,24.58,3.91,-0.12,0.006,291,0.025,1.789,0.3664,0.203,0.312,0.0028,8.25,0.252,afsterving,normaal
2025-01-29 12:00:00,14.5,37.0,37.02,7.0,7.162,40.0,34.7,76458172,228422579,33.4,24.66,3.98,0.17,0.006,284,0.026,1.765,0.3631,0.197,0.263,0.0157,8.25,0.29,afsterving,normaal
2025-01-29 13:00:00,14.54,37.0,37.04,7.0,7.12,40.0,32.6,76456108,228724869,33.1,24.63,3.89,0.72,-0.09,294,0.029,1.793,0.3538,0.195,0.37,0.0145,8.08,0.271,afsterving,normaal
2025-01-29 14:00:00,14.58,37.0,36.93,7.0,7.108,40.0,33.8,76449181,228986443,33.2,24.89,4.02,-0.24,0.013,297,0.032,1.751,0.3665,0.207,0.321,0.0089,8.13,0.293,afsterving,normaal
2025-01-29 15:00:00,14.62,37.0,36.97,7.0,7.092,40.0,30.9,76434040,229302837,33.6,24.82,3.9,-0.31,0.034,289,0.037,1.764,0.3567,0.203,0.462,0.006,8.2,0.261,afsterving,normaal
2025-01-29 16:00:00,14.67,37.0,36.91,7.0,7.097,40.0,30.5,76419165,229652848,33.9,24.94,3.99,0.18,0.006,290,0.048,1.781,0.3634,0.201,0.479,0.0033,8.43,0.268,afsterving,normaal
2025-01-29 17:00:00,14.71,37.0,36.98,7.0,7.109,40.0,33.1,76388031,229925687,33.8,25.07,3.94,0.06,-0.008,286,0.045,1.764,0.3607,0.207,0.35,0.0069,8.19,0.269,afsterving,normaal
2025-01-29 18:00:00,14.75,37.0,37.02,7.0,7.049,40.0,31.1,76508035,230201399,33.4,24.51,3.73,0.07,0.167,290,0.052,1.779,0.364,0.196,0.437,-0.0001,8.12,0.267,afsterving,normaal
2025-01-29 19:00:00,14.79,37.0,36.97,7.0,7.019,40.0,31.8,76511811,230487791,33.8,24.4,3.87,0.19,0.068,289,0.057,1.779,0.3693,0.205,0.416,-0.0071,8.09,0.272,afsterving,normaal
2025-01-29 20:00:00,14.83,37.0,37.01,7.0,7.035,40.0,33.2,76549239,230797767,32.6,24.7,4.11,0.07,0.073,293,0.063,1.787,0.3664,0.208,0.323,-0.0026,8.24,0.254,afsterving,normaal
2025-01-29 21:00:00,14.88,37.0,36.93,7.0,7.004,40.0,31.6,76553074,231065567,32.8,24.53,3.78,0.59,0.113,292,0.068,1.753,0.3586,0.198,0.406,-0.001,8.33,0.282,afsterving,normaal
2025-01-29 22:00:00,14.92,37.0,36.92,7.0,7.01,40.0,31.1,76580679,231388515,34.0,24.75,3.93,0.04,0.037,295,0.065,1.785,0.3661,0.205,0.446,0.0012,8.15,0.287,afsterving,normaal
2025-01-29 23:00:00,14.96,37.0,37.02,7.0,7.03,40.0,32.6,76584007,231739828,32.7,24.82,4.15,0.46,0.052,291,0.071,1.765,0.363,0.199,0.391,0.0106,8.16,0.259,afsterving,normaal
2025-01-30 00:00:00,15.0,37.0,37.05,7.0,6.976,40.0,33.2,76565442,231992379,32.9,24.43,3.93,0.11,-0.153,288,0.069,1.795,0.3768,0.203,0.34,0.0093,8.15,0.263,afsterving,normaal
2025-01-30 01:00:00,15.04,37.0,36.96,7.0,6.992,40.0,32.2,76580663,232275177,34.0,25.01,4.03,0.29,0.02,291,0.07,1.772,0.3589,0.205,0.412,-0.0021,8.04,0.253,afsterving,normaal
2025-01-30 02:00:00,15.08,37.0,36.91,7.0,6.98,40.0,33.1,76562575,232627152,32.7,24.78,3.95,0.16,0.037,294,0.093,1.761,0.358,0.205,0.332,0.0093,8.23,0.285,afsterving,normaal
2025-01-30 03:00:00,15.12,37.0,37.01,7.0,6.935,40.0,33.4,76714864,232916788,33.1,25.11,3.94,0.45,0.065,293,0.091,1.816,0.3633,0.195,0.319,-0.0082,8.22,0.277,afsterving,normaal
2025-01-30 04:00:00,15.17,37.0,36.98,7.0,6.967,40.0,33.8,76758835,233194306,33.4,25.03,3.99,0.48,0.132,294,0.098,1.775,0.3704,0.207,0.305,0.0119,8.2,0.287,afsterving,normaal
2025-01-30 05:00:00,15.21,37.0,36.91,7.0,6.94,40.0,32.3,76774482,233491801,32.8,24.35,3.91,-0.13,0.097,293,0.086,1.767,0.3618,0.202,0.409,0.0005,8.33,0.276,afsterving,normaal
2025-01-30 06:00:00,15.25,37.0,36.94,7.0,6.883,40.0,32.7,76821063,233746511,32.1,24.51,3.99,0.07,0.023,285,0.089,1.79,0.3594,0.203,0.34,-0.0017,8.43,0.273,afsterving,normaal
2025-01-30 07:00:00,15.29,37.0,37.17,7.0,6.917,40.0,33.4,76919314,234039240,33.0,24.97,3.91,0.26,0.012,286,0.075,1.766,0.374,0.196,0.339,0.0081,8.25,0.276,afsterving,normaal
2025-01-30 08:00:00,15.33,37.0,37.06,7.0,6.883,40.0,32.3,76942424,234319467,33.1,24.62,3.86,0.16,0.027,295,0.081,1.801,0.3706,0.218,0.379,-0.0084,7.97,0.264,afsterving,normaal
2025-01-30 09:00:00,15.38,37.0,37.06,7.0,6.908,40.0,31.4,76914141,234656342,32.5,24.7,3.95,0.09,-0.022,294,0.097,1.754,0.372,0.198,0.424,-0.0068,8.19,0.287,afsterving,normaal
2025-01-30 10:00:00,15.42,37.0,36.92,7.0,6.925,40.0,32.6,76887280,234879272,32.2,24.9,3.99,0.31,-0.023,288,0.096,1.801,0.3729,0.196,0.367,0.0032,8.2,0.29,afsterving,normaal
2025-01-30 11:00:00,15.46,37.0,37.04,7.0,6.909,40.0,34.6,76927906,235117245,33.1,24.42,3.93,0.34,0.019,286,0.089,1.792,0.3669,0.192,0.251,0.0001,8.22,0.275,afsterving,normaal
2025-01-30 12:00:00,15.5,37.0,36.97,7.0,6.91,40.0,32.3,76857141,235371569,32.2,25.11,3.89,0.17,0.108,290,0.082,1.823,0.3719,0.203,0.388,0.0071,8.1,0.28,afsterving,normaal
2025-01-30 13:00:00,15.54,37.0,37.1,7.0,6.875,40.0,34.4,76873285,235606020,33.0,25.17,3.97,0.34,-0.059,290,0.081,1.774,0.3659,0.21,0.282,0.0096,8.17,0.263,afsterving,normaal
2025-01-30 14:00:00,15.58,37.0,36.9,7.0,6.926,40.0,31.2,76871936,235856289,33.1,24.94,4.03,-0.03,0.056,287,0.06,1.792,0.3588,0.202,0.451,-0.0022,8.37,0.287,afsterving,normaal
2025-01-30 15:00:00,15.62,37.0,37.0,7.0,6.885,40.0,31.6,76941781,236093446,31.7,24.55,4.13,0.41,-0.021,289,0.062,1.805,0.3687,0.203,0.425,-0.0046,8.41,0.285,afsterving,normaal
2025-01-30 16:00:00,15.67,37.0,37.04,7.0,6.929,40.0,32.8,77005567,236355955,33.3,24.48,3.87,0.2,0.015,288,0.068,1.784,0.3665,0.203,0.368,-0.0089,8.07,0.279,afsterving,normaal
2025-01-30 17:00:00,15.71,37.0,36.87,7.0,6.889,40.0,32.9,77048251,236654397,33.2,24.86,4.06,0.24,-0.036,289,0.093,1.819,0.3699,0.209,0.357,-0.0105,8.19,0.291,afsterving,normaal
2025-01-30 18:00:00,15.75,37.0,37.03,7.0,6.958,40.0,32.1,77053027,236929981,33.0,24.88,3.97,0.21,0.048,295,0.086,1.8,0.3692,0.193,0.406,0.0101,8.21,0.277,afsterving,normaal
2025-01-30 19:00:00,15.79,37.0,37.02,7.0,6.939,40.0,32.9,77042738,237165806,31.8,24.66,3.96,0.09,0.083,288,0.075,1.771,0.3679,0.207,0.363,0.0002,8.23,0.275,afsterving,normaal
2025-01-30 20:00:00,15.83,37.0,37.08,7.0,6.936,40.0,31.9,77035876,237426771,33.3,24.86,4.19,0.49,0.004,291,0.064,1.814,0.3649,0.209,0.399,0.0041,8.21,0.271,afsterving,normaal
2025-01-30 21:00:00,15.88,37.0,36.97,7.0,6.943,40.0,31.4,77019006,237673079,32.5,25.14,4.05,0.25,0.003,296,0.051,1.777,0.3641,0.208,0.435,0.0068,8.25,0.29,afsterving,normaal
2025-01-30 22:00:00,15.92,37.0,36.96,7.0,7.001,40.0,34.1,77023891,237950860,32.6,25.41,3.89,0.21,0.072,291,0.037,1.772,0.3708,0.209,0.29,-0.0015,8.05,0.276,afsterving,normaal
2025-01-30 23:00:00,15.96,37.0,37.02,7.0,6.944,40.0,32.7,77008354,238224799,32.2,24.9,3.76,0.08,0.001,288,0.029,1.762,0.3672,0.207,0.351,0.0005,8.25,0.295,afsterving,normaal
2025-01-31 00:00:00,16.0,37.0,37.03,7.0,7.035,40.0,31.4,77052874,238531770,32.7,25.12,4.01,0.37,0.026,293,0.035,1.822,0.3643,0.204,0.431,0.0049,8.1,0.266,afsterving,normaal
2025-01-31 01:00:00,16.04,37.0,37.05,7.0,7.03,40.0,31.8,77004267,238795057,31.4,24.53,3.93,0.34,0.019,287,0.051,1.806,0.3683,0.205,0.399,0.0054,8.15,0.282,afsterving,normaal
2025-01-31 02:00:00,16.08,37.0,37.07,7.0,7.008,40.0,33.0,77047242,239095973,32.0,25.01,3.86,-0.12,-0.036,292,0.05,1.788,0.3693,0.201,0.346,0.0054,8.3,0.26,afsterving,normaal
2025-01-31 03:00:00,16.12,37.0,36.99,7.0,7.049,40.0,30.9,77023517,239425821,31.9,24.56,4.01,0.58,-0.024,291,0.055,1.797,0.3767,0.2,0.476,-0.0035,8.27,0.277,afsterving,normaal
2025-01-31 04:00:00,16.17,37.0,37.09,7.0,7.057,40.0,32.9,77068736,239722911,32.9,25.09,4.08,0.08,0.044,290,0.041,1.794,0.3674,0.203,0.343,0.0077,8.32,0.272,afsterving,normaal
2025-01-31 05:00:00,16.21,37.0,37.05,7.0,7.086,40.0,31.0,77050233,239921382,31.8,24.56,3.89,0.22,0.053,290,0.031,1.779,0.3623,0.201,0.449,0.001,8.29,0.282,afsterving,normaal
2025-01-31 06:00:00,16.25,37.0,37.09,7.0,7.106,40.0,31.5,77034792,240209501,32.5,24.6,4.06,0.33,0.035,289,0.016,1.794,0.3781,0.208,0.427,0.004,8.06,0.288,afsterving,normaal
2025-01-31 07:00:00,16.29,37.0,37.11,7.0,7.067,40.0,33.6,77063866,240431885,31.8,24.62,3.81,0.29,0.053,285,0.021,1.766,0.3735,0.204,0.301,0.0136,8.0,0.283,afsterving,normaal
2025-01-31 08:00:00,16.33,37.0,37.05,7.0,7.095,40.0,33.8,77066311,240674160,32.5,24.79,4.02,0.31,0.027,292,0.018,1.803,0.3655,0.203,0.303,0.0094,8.29,0.275,afsterving,normaal
2025-01-31 09:00:00,16.38,37.0,37.15,7.0,7.118,40.0,33.9,76955204,240951279,32.3,24.44,3.9,-0.02,0.044,297,0.0,1.829,0.3709,0.202,0.303,0.0168,8.2,0.284,afsterving,normaal
2025-01-31 10:00:00,16.42,37.0,36.9,7.0,7.085,40.0,31.8,76852427,241193985,32.0,25.09,3.94,0.09,0.008,286,0.0,1.759,0.3661,0.212,0.405,0.0092,8.03,0.283,afsterving,normaal
2025-01-31 11:00:00,16.46,37.0,37.01,7.0,7.101,40.0,32.1,76803217,241448452,30.6,24.51,4.07,0.61,0.017,291,0.0,1.781,0.354,0.2,0.419,0.0093,8.14,0.308,afsterving,normaal
2025-01-31 12:00:00,16.5,37.0,37.08,7.0,7.052,40.0,32.2,76893373,241701165,32.0,25.03,4.05,0.11,0.078,287,0.009,1.732,0.3724,0.209,0.378,0.0022,8.19,0.272,afsterving,normaal
2025-01-31 13:00:00,16.54,37.0,37.02,7.0,7.106,40.0,30.0,76910623,241975772,31.7,24.93,3.95,0.1,0.071,287,0.009,1.796,0.3686,0.203,0.508,0.007,8.14,0.28,afsterving,normaal
2025-01-31 14:00:00,16.58,37.0,36.93,7.0,7.068,40.0,34.0,76889119,242274403,31.2,24.95,3.95,0.47,-0.075,287,0.018,1.764,0.3786,0.202,0.298,0.0084,8.23,0.276,afsterving,normaal
2025-01-31 15:00:00,16.62,37.0,37.0,7.0,7.073,40.0,33.1,76864734,242528761,30.9,24.38,3.92,0.04,0.004,292,0.027,1.824,0.3661,0.205,0.344,0.0069,8.2,0.284,afsterving,normaal
2025-01-31 16:00:00,16.67,37.0,37.02,7.0,7.114,40.0,32.6,76903098,242849326,31.2,24.51,4.12,0.13,0.024,289,0.031,1.777,0.3667,0.213,0.357,0.0091,8.12,0.276,afsterving,normaal
2025-01-31 17:00:00,16.71,37.0,37.02,7.0,7.094,40.0,31.7,76996121,243086314,32.6,24.63,3.99,0.42,-0.017,291,0.042,1.808,0.3673,0.201,0.412,0.0019,8.17,0.287,afsterving,normaal
2025-01-31 18:00:00,16.75,37.0,36.96,7.0,7.078,40.0,33.5,77013283,243330910,31.4,24.6,4.04,0.25,0.006,292,0.032,1.816,0.3687,0.199,0.318,-0.0001,8.23,0.29,afsterving,normaal
2025-01-31 19:00:00,16.79,37.0,37.01,7.0,7.043,40.0,31.4,77001940,243577398,32.4,24.5,3.8,0.3,0.006,288,0.033,1.799,0.3618,0.21,0.439,0.0074,8.27,0.292,afsterving,normaal
2025-01-31 20:00:00,16.83,37.0,36.98,7.0,7.021,40.0,33.4,77069068,243838524,31.9,24.42,3.98,-0.03,-0.046,285,0.035,1.78,0.3626,0.201,0.336,0.0,8.12,0.28,afsterving,normaal
2025-01-31 21:00:00,16.88,37.0,37.06,7.0,7.041,40.0,31.5,77079026,244109963,31.1,25.1,3.93,0.09,-0.013,293,0.019,1.754,0.374,0.201,0.421,0.0077,8.07,0.293,afsterving,normaal
2025-01-31 22:00:00,16.92,37.0,36.98,7.0,7.05,40.0,33.6,77017973,244394408,31.7,25.15,3.93,0.22,0.005,296,0.017,1.792,0.3786,0.208,0.318,-0.0027,8.15,0.3,afsterving,normaal
2025-01-31 23:00:00,16.96,37.0,37.03,7.0,7.015,40.0,31.1,77013589,244745656,32.2,24.91,4.04,0.02,-0.048,292,0.024,1.803,0.3721,0.198,0.446,-0.0012,8.22,0.284,afsterving,normaal
2025-02-01 00:00:00,17.0,37.0,37.03,7.0,6.987,40.0,32.8,77034592,244997038,32.1,24.73,4.0,-0.06,-0.015,290,0.02,1.809,0.374,0.202,0.351,-0.0036,8.07,0.301,afsterving,normaal
2025-02-01 01:00:00,17.04,37.0,36.99,7.0,6.986,40.0,33.2,77081432,245249061,30.3,25.03,4.11,0.43,-0.007,293,0.046,1.816,0.3681,0.207,0.342,0.001,8.23,0.292,afsterving,normaal
2025-02-01 02:00:00,17.08,37.0,37.06,7.0,6.967,40.0,33.1,77036093,245461034,31.5,24.6,4.03,0.23,0.003,290,0.033,1.789,0.3766,0.214,0.34,0.0079,8.24,0.289,afsterving,normaal
2025-02-01 03:00:00,17.12,37.0,37.04,7.0,6.959,40.0,31.4,77020801,245680514,31.1,25.09,3.88,0.54,-0.042,293,0.032,1.768,0.3695,0.204,0.419,0.0006,8.07,0.273,afsterving,normaal
2025-02-01 04:00:00,17.17,37.0,37.02,7.0,6.983,40.0,33.2,77162828,245963324,31.4,24.38,4.01,0.26,0.013,289,0.041,1.812,0.3596,0.206,0.333,0.0024,8.14,0.292,afsterving,normaal
