loop_tag,loop_type,tuning_kwaliteit,tijd_sec,setpoint,proceswaarde,regeluitgang_pct,afwijking,abs_afwijking
TIC-101,temperatuur,goed,4035,157.5,158.635,50.47,-1.1347,1.1347
TIC-101,temperatuur,goed,4040,157.5,158.624,51.23,-1.1237,1.1237
TIC-101,temperatuur,goed,4045,157.5,156.825,52.13,0.6755,0.6755
TIC-101,temperatuur,goed,4050,157.5,157.48,52.49,0.0202,0.0202
TIC-101,temperatuur,goed,4055,157.5,157.077,52.78,0.4229,0.4229
TIC-101,temperatuur,goed,4060,157.5,156.717,52.52,0.7832,0.7832
TIC-101,temperatuur,goed,4065,157.5,156.232,53.12,1.2681,1.2681
TIC-101,temperatuur,goed,4070,157.5,156.076,53.72,1.4238,1.4238
TIC-101,temperatuur,goed,4075,157.5,157.04,52.59,0.4596,0.4596
TIC-101,temperatuur,goed,4080,157.5,157.298,51.85,0.2024,0.2024
TIC-101,temperatuur,goed,4085,157.5,158.012,51.8,-0.512,0.512
TIC-101,temperatuur,goed,4090,157.5,158.519,51.08,-1.0193,1.0193
TIC-101,temperatuur,goed,4095,157.5,159.342,50.75,-1.8415,1.8415
TIC-101,temperatuur,goed,4100,157.5,159.299,50.24,-1.7991,1.7991
TIC-101,temperatuur,goed,4105,157.5,159.522,49.76,-2.0224,2.0224
TIC-101,temperatuur,goed,4110,157.5,160.193,49.23,-2.6928,2.6928
TIC-101,temperatuur,goed,4115,157.5,160.189,48.57,-2.6892,2.6892
TIC-101,temperatuur,goed,4120,157.5,160.352,48.52,-2.8524,2.8524
TIC-101,temperatuur,goed,4125,157.5,161.412,47.56,-3.9123,3.9123
TIC-101,temperatuur,goed,4130,157.5,161.034,47.31,-3.5343,3.5343
TIC-101,temperatuur,goed,4135,157.5,160.062,48.5,-2.5621,2.5621
TIC-101,temperatuur,goed,4140,157.5,158.805,48.79,-1.305,1.305
TIC-101,temperatuur,goed,4145,157.5,158.039,50.21,-0.5387,0.5387
TIC-101,temperatuur,goed,4150,157.5,157.452,50.79,0.0479,0.0479
TIC-101,temperatuur,goed,4155,157.5,157.142,51.02,0.3583,0.3583
TIC-101,temperatuur,goed,4160,157.5,156.792,51.77,0.708,0.708
TIC-101,temperatuur,goed,4165,157.5,155.558,53.06,1.9417,1.9417
TIC-101,temperatuur,goed,4170,157.5,155.188,53.14,2.3118,2.3118
TIC-101,temperatuur,goed,4175,157.5,155.159,53.35,2.3411,2.3411
TIC-101,temperatuur,goed,4180,157.5,154.126,54.67,3.3744,3.3744
TIC-101,temperatuur,goed,4185,157.5,154.289,54.87,3.2111,3.2111
TIC-101,temperatuur,goed,4190,157.5,155.051,54.07,2.4489,2.4489
TIC-101,temperatuur,goed,4195,157.5,156.39,53.28,1.1103,1.1103
TIC-101,temperatuur,goed,4200,157.5,156.223,52.83,1.2769,1.2769
TIC-101,temperatuur,goed,4205,157.5,156.927,52.63,0.5726,0.5726
TIC-101,temperatuur,goed,4210,157.5,157.117,52.56,0.3828,0.3828
TIC-101,temperatuur,goed,4215,157.5,156.832,52.72,0.6677,0.6677
TIC-101,temperatuur,goed,4220,157.5,157.395,52.37,0.1052,0.1052
TIC-101,temperatuur,goed,4225,157.5,157.196,52.08,0.3042,0.3042
TIC-101,temperatuur,goed,4230,157.5,157.407,51.72,0.0933,0.0933
TIC-101,temperatuur,goed,4235,157.5,156.517,52.88,0.9833,0.9833
TIC-101,temperatuur,goed,4240,157.5,156.525,53.07,0.975,0.975
TIC-101,temperatuur,goed,4245,157.5,156.999,52.56,0.5011,0.5011
TIC-101,temperatuur,goed,4250,157.5,157.366,52.5,0.1345,0.1345
TIC-101,temperatuur,goed,4255,157.5,156.565,52.7,0.9347,0.9347
TIC-101,temperatuur,goed,4260,157.5,156.67,53.13,0.8296,0.8296
TIC-101,temperatuur,goed,4265,157.5,156.653,53.34,0.8468,0.8468
TIC-101,temperatuur,goed,4270,157.5,156.622,52.84,0.8782,0.8782
TIC-101,temperatuur,goed,4275,157.5,156.413,52.93,1.0873,1.0873
TIC-101,temperatuur,goed,4280,157.5,156.875,52.77,0.6252,0.6252
TIC-101,temperatuur,goed,4285,157.5,156.87,52.9,0.6305,0.6305
TIC-101,temperatuur,goed,4290,157.5,157.075,52.17,0.4245,0.4245
TIC-101,temperatuur,goed,4295,157.5,157.533,52.52,-0.0332,0.0332
TIC-101,temperatuur,goed,4300,157.5,158.22,51.55,-0.7198,0.7198
TIC-101,temperatuur,goed,4305,157.5,157.24,52.28,0.2595,0.2595
TIC-101,temperatuur,goed,4310,157.5,157.585,52.03,-0.0852,0.0852
TIC-101,temperatuur,goed,4315,157.5,157.023,52.81,0.4769,0.4769
TIC-101,temperatuur,goed,4320,157.5,158.684,51.75,-1.1837,1.1837
TIC-101,temperatuur,goed,4325,157.5,157.506,51.97,-0.0063,0.0063
TIC-101,temperatuur,goed,4330,157.5,158.518,51.29,-1.0176,1.0176
TIC-101,temperatuur,goed,4335,157.5,158.206,51.88,-0.7057,0.7057
TIC-101,temperatuur,goed,4340,157.5,158.093,51.86,-0.5931,0.5931
TIC-101,temperatuur,goed,4345,157.5,157.418,52.13,0.0824,0.0824
TIC-101,temperatuur,goed,4350,157.5,157.469,51.91,0.0313,0.0313
TIC-101,temperatuur,goed,4355,157.5,157.539,52.01,-0.0389,0.0389
TIC-101,temperatuur,goed,4360,157.5,158.034,51.76,-0.5343,0.5343
TIC-101,temperatuur,goed,4365,157.5,156.045,53.17,1.4549,1.4549
TIC-101,temperatuur,goed,4370,157.5,156.087,53.88,1.413,1.413
TIC-101,temperatuur,goed,4375,157.5,156.665,53.29,0.8352,0.8352
TIC-101,temperatuur,goed,4380,157.5,157.793,52.69,-0.2926,0.2926
TIC-101,temperatuur,goed,4385,157.5,157.612,52.53,-0.1116,0.1116
TIC-101,temperatuur,goed,4390,157.5,157.531,51.9,-0.0312,0.0312
TIC-101,temperatuur,goed,4395,157.5,157.155,52.13,0.3451,0.3451
TIC-101,temperatuur,goed,4400,157.5,157.426,52.91,0.0741,0.0741
TIC-101,temperatuur,goed,4405,157.5,156.594,53.01,0.9057,0.9057
TIC-101,temperatuur,goed,4410,157.5,156.67,52.81,0.8305,0.8305
TIC-101,temperatuur,goed,4415,157.5,157.945,51.88,-0.4451,0.4451
TIC-101,temperatuur,goed,4420,157.5,158.47,51.44,-0.9697,0.9697
TIC-101,temperatuur,goed,4425,157.5,158.351,51.42,-0.8508,0.8508
TIC-101,temperatuur,goed,4430,157.5,158.551,51.2,-1.0508,1.0508
TIC-101,temperatuur,goed,4435,157.5,158.763,51.0,-1.2632,1.2632
TIC-101,temperatuur,goed,4440,157.5,158.776,50.4,-1.2762,1.2762
TIC-101,temperatuur,goed,4445,157.5,159.634,49.75,-2.1342,2.1342
TIC-101,temperatuur,goed,4450,157.5,159.15,50.07,-1.6498,1.6498
TIC-101,temperatuur,goed,4455,157.5,159.113,49.84,-1.6134,1.6134
TIC-101,temperatuur,goed,4460,157.5,159.443,49.8,-1.9433,1.9433
TIC-101,temperatuur,goed,4465,157.5,158.624,50.53,-1.1243,1.1243
TIC-101,temperatuur,goed,4470,157.5,159.004,50.46,-1.5041,1.5041
TIC-101,temperatuur,goed,4475,157.5,158.652,50.25,-1.1516,1.1516
TIC-101,temperatuur,goed,4480,157.5,158.294,50.44,-0.7938,0.7938
TIC-101,temperatuur,goed,4485,157.5,158.957,50.08,-1.4574,1.4574
TIC-101,temperatuur,goed,4490,157.5,158.003,50.98,-0.5031,0.5031
TIC-101,temperatuur,goed,4495,157.5,157.094,51.75,0.406,0.406
TIC-101,temperatuur,goed,4500,157.5,156.972,52.27,0.5275,0.5275
TIC-101,temperatuur,goed,4505,157.5,157.573,51.4,-0.0726,0.0726
TIC-101,temperatuur,goed,4510,157.5,158.614,50.7,-1.1139,1.1139
TIC-101,temperatuur,goed,4515,157.5,157.252,51.35,0.2475,0.2475
TIC-101,temperatuur,goed,4520,157.5,157.071,51.98,0.4294,0.4294
TIC-101,temperatuur,goed,4525,157.5,157.645,51.0,-0.1447,0.1447
TIC-101,temperatuur,goed,4530,157.5,158.595,50.77,-1.0952,1.0952
TIC-101,temperatuur,goed,4535,157.5,158.541,50.37,-1.0414,1.0414
TIC-101,temperatuur,goed,4540,157.5,158.431,49.93,-0.9306,0.9306
TIC-101,temperatuur,goed,4545,157.5,157.375,51.03,0.1252,0.1252
TIC-101,temperatuur,goed,4550,157.5,157.18,51.4,0.3198,0.3198
TIC-101,temperatuur,goed,4555,157.5,156.657,51.87,0.8429,0.8429
TIC-101,temperatuur,goed,4560,157.5,156.401,52.82,1.0992,1.0992
TIC-101,temperatuur,goed,4565,157.5,156.599,52.21,0.9007,0.9007
TIC-101,temperatuur,goed,4570,157.5,158.028,52.05,-0.5278,0.5278
TIC-101,temperatuur,goed,4575,157.5,158.668,50.43,-1.1684,1.1684
TIC-101,temperatuur,goed,4580,157.5,159.186,49.89,-1.686,1.686
TIC-101,temperatuur,goed,4585,157.5,159.014,50.29,-1.5136,1.5136
TIC-101,temperatuur,goed,4590,157.5,159.028,49.39,-1.5281,1.5281
TIC-101,temperatuur,goed,4595,157.5,159.697,48.91,-2.1972,2.1972
TIC-101,temperatuur,goed,4600,157.5,158.974,49.46,-1.4741,1.4741
TIC-101,temperatuur,goed,4605,157.5,158.431,50.14,-0.9308,0.9308
TIC-101,temperatuur,goed,4610,157.5,158.044,50.17,-0.5438,0.5438
TIC-101,temperatuur,goed,4615,157.5,157.442,50.66,0.0579,0.0579
TIC-101,temperatuur,goed,4620,157.5,158.236,49.96,-0.7361,0.7361
TIC-101,temperatuur,goed,4625,157.5,158.592,49.77,-1.0918,1.0918
TIC-101,temperatuur,goed,4630,157.5,159.072,49.4,-1.5719,1.5719
TIC-101,temperatuur,goed,4635,157.5,158.549,49.62,-1.0487,1.0487
TIC-101,temperatuur,goed,4640,157.5,157.166,50.69,0.3342,0.3342
TIC-101,temperatuur,goed,4645,157.5,156.503,51.24,0.997,0.997
TIC-101,temperatuur,goed,4650,157.5,157.227,51.32,0.2726,0.2726
TIC-101,temperatuur,goed,4655,157.5,158.535,49.73,-1.0351,1.0351
TIC-101,temperatuur,goed,4660,157.5,157.515,51.02,-0.0146,0.0146
TIC-101,temperatuur,goed,4665,157.5,156.869,50.8,0.6311,0.6311
TIC-101,temperatuur,goed,4670,157.5,157.224,50.62,0.2764,0.2764
TIC-101,temperatuur,goed,4675,157.5,156.763,51.67,0.7367,0.7367
TIC-101,temperatuur,goed,4680,157.5,156.314,51.72,1.186,1.186
TIC-101,temperatuur,goed,4685,157.5,156.207,51.99,1.293,1.293
TIC-101,temperatuur,goed,4690,157.5,155.711,52.78,1.7886,1.7886
TIC-101,temperatuur,goed,4695,157.5,155.557,52.97,1.9433,1.9433
TIC-101,temperatuur,goed,4700,157.5,156.686,51.57,0.8144,0.8144
TIC-101,temperatuur,goed,4705,157.5,156.902,51.88,0.5976,0.5976
TIC-101,temperatuur,goed,4710,157.5,157.227,51.6,0.2733,0.2733
TIC-101,temperatuur,goed,4715,157.5,157.238,51.36,0.2623,0.2623
TIC-101,temperatuur,goed,4720,157.5,156.544,51.9,0.9557,0.9557
TIC-101,temperatuur,goed,4725,157.5,157.157,51.79,0.343,0.343
TIC-101,temperatuur,goed,4730,157.5,157.831,51.35,-0.3315,0.3315
TIC-101,temperatuur,goed,4735,157.5,159.164,49.71,-1.6639,1.6639
TIC-101,temperatuur,goed,4740,157.5,158.824,50.27,-1.3242,1.3242
TIC-101,temperatuur,goed,4745,157.5,158.554,49.94,-1.0543,1.0543
TIC-101,temperatuur,goed,4750,157.5,158.156,50.73,-0.6563,0.6563
TIC-101,temperatuur,goed,4755,157.5,158.952,49.99,-1.4516,1.4516
TIC-101,temperatuur,goed,4760,157.5,158.846,50.12,-1.3459,1.3459
TIC-101,temperatuur,goed,4765,157.5,157.33,50.33,0.17,0.17
TIC-101,temperatuur,goed,4770,157.5,158.685,50.26,-1.1847,1.1847
TIC-101,temperatuur,goed,4775,157.5,157.859,50.11,-0.3589,0.3589
TIC-101,temperatuur,goed,4780,157.5,157.907,50.43,-0.4068,0.4068
TIC-101,temperatuur,goed,4785,157.5,157.595,50.77,-0.0948,0.0948
TIC-101,temperatuur,goed,4790,157.5,158.661,49.68,-1.161,1.161
TIC-101,temperatuur,goed,4795,157.5,159.107,49.11,-1.6065,1.6065
TIC-101,temperatuur,goed,4800,157.5,157.878,49.56,-0.3776,0.3776
TIC-101,temperatuur,goed,4805,157.5,157.622,50.4,-0.1225,0.1225
TIC-101,temperatuur,goed,4810,157.5,158.178,50.51,-0.6784,0.6784
TIC-101,temperatuur,goed,4815,157.5,157.128,50.59,0.3716,0.3716
TIC-101,temperatuur,goed,4820,157.5,157.67,50.48,-0.1704,0.1704
TIC-101,temperatuur,goed,4825,157.5,157.181,50.51,0.3189,0.3189
TIC-101,temperatuur,goed,4830,157.5,158.11,50.05,-0.6104,0.6104
TIC-101,temperatuur,goed,4835,157.5,157.331,50.59,0.1692,0.1692
TIC-101,temperatuur,goed,4840,157.5,156.097,51.99,1.4032,1.4032
TIC-101,temperatuur,goed,4845,157.5,156.273,52.53,1.2266,1.2266
TIC-101,temperatuur,goed,4850,157.5,156.554,51.84,0.9457,0.9457
TIC-101,temperatuur,goed,4855,157.5,156.765,51.66,0.7348,0.7348
TIC-101,temperatuur,goed,4860,157.5,157.119,51.55,0.3806,0.3806
TIC-101,temperatuur,goed,4865,157.5,157.169,51.38,0.3313,0.3313
TIC-101,temperatuur,goed,4870,157.5,157.882,50.51,-0.3822,0.3822
TIC-101,temperatuur,goed,4875,157.5,158.454,50.41,-0.9543,0.9543
TIC-101,temperatuur,goed,4880,157.5,158.754,49.98,-1.2538,1.2538
TIC-101,temperatuur,goed,4885,157.5,157.622,50.7,-0.1222,0.1222
TIC-101,temperatuur,goed,4890,157.5,157.383,51.07,0.1168,0.1168
TIC-101,temperatuur,goed,4895,157.5,157.768,50.85,-0.2677,0.2677
TIC-101,temperatuur,goed,4900,157.5,157.839,49.61,-0.3391,0.3391
TIC-101,temperatuur,goed,4905,157.5,157.25,50.27,0.2498,0.2498
TIC-101,temperatuur,goed,4910,157.5,158.171,49.84,-0.6706,0.6706
TIC-101,temperatuur,goed,4915,157.5,158.008,50.13,-0.5081,0.5081
TIC-101,temperatuur,goed,4920,157.5,157.798,50.07,-0.2982,0.2982
TIC-101,temperatuur,goed,4925,157.5,158.301,50.43,-0.8011,0.8011
TIC-101,temperatuur,goed,4930,157.5,158.735,49.69,-1.2354,1.2354
TIC-101,temperatuur,goed,4935,157.5,158.095,50.1,-0.5948,0.5948
TIC-101,temperatuur,goed,4940,157.5,156.949,50.7,0.5506,0.5506
TIC-101,temperatuur,goed,4945,157.5,156.823,51.42,0.6773,0.6773
TIC-101,temperatuur,goed,4950,157.5,156.539,51.42,0.9613,0.9613
TIC-101,temperatuur,goed,4955,157.5,157.174,50.38,0.3265,0.3265
TIC-101,temperatuur,goed,4960,157.5,156.077,51.61,1.4234,1.4234
TIC-101,temperatuur,goed,4965,157.5,155.829,52.23,1.6708,1.6708
TIC-101,temperatuur,goed,4970,157.5,155.989,52.26,1.5109,1.5109
TIC-101,temperatuur,goed,4975,157.5,155.34,53.21,2.1596,2.1596
TIC-101,temperatuur,goed,4980,157.5,154.549,53.7,2.9506,2.9506
TIC-101,temperatuur,goed,4985,157.5,153.721,54.85,3.7791,3.7791
TIC-101,temperatuur,goed,4990,157.5,155.428,53.88,2.0723,2.0723
TIC-101,temperatuur,goed,4995,157.5,156.83,52.26,0.67,0.67
TIC-101,temperatuur,goed,5000,157.5,156.765,52.04,0.7352,0.7352
TIC-101,temperatuur,goed,5005,157.5,156.682,52.49,0.8179,0.8179
TIC-101,temperatuur,goed,5010,157.5,157.291,52.49,0.2086,0.2086
TIC-101,temperatuur,goed,5015,157.5,156.73,52.37,0.7705,0.7705
TIC-101,temperatuur,goed,5020,157.5,156.941,52.67,0.5591,0.5591
TIC-101,temperatuur,goed,5025,157.5,156.934,52.27,0.5664,0.5664
TIC-101,temperatuur,goed,5030,157.5,156.876,52.25,0.624,0.624
TIC-101,temperatuur,goed,5035,157.5,157.02,52.49,0.4799,0.4799
TIC-101,temperatuur,goed,5040,157.5,157.797,51.28,-0.2966,0.2966
TIC-101,temperatuur,goed,5045,157.5,158.274,50.55,-0.7741,0.7741
TIC-101,temperatuur,goed,5050,157.5,158.181,51.1,-0.6813,0.6813
TIC-101,temperatuur,goed,5055,157.5,158.406,50.55,-0.9062,0.9062
TIC-101,temperatuur,goed,5060,157.5,158.454,50.74,-0.9538,0.9538
TIC-101,temperatuur,goed,5065,157.5,158.6,50.47,-1.1,1.1
TIC-101,temperatuur,goed,5070,157.5,158.794,50.37,-1.2943,1.2943
TIC-101,temperatuur,goed,5075,157.5,158.573,50.26,-1.0732,1.0732
TIC-101,temperatuur,goed,5080,157.5,158.797,50.14,-1.2973,1.2973
TIC-101,temperatuur,goed,5085,157.5,159.447,49.28,-1.9474,1.9474
TIC-101,temperatuur,goed,5090,157.5,160.225,48.45,-2.7254,2.7254
TIC-101,temperatuur,goed,5095,157.5,158.57,49.3,-1.0701,1.0701
TIC-101,temperatuur,goed,5100,157.5,159.177,49.38,-1.6769,1.6769
TIC-101,temperatuur,goed,5105,157.5,159.067,49.6,-1.5674,1.5674
TIC-101,temperatuur,goed,5110,157.5,159.365,49.33,-1.8647,1.8647
TIC-101,temperatuur,goed,5115,157.5,159.504,48.31,-2.0044,2.0044
TIC-101,temperatuur,goed,5120,157.5,158.767,48.82,-1.2671,1.2671
TIC-101,temperatuur,goed,5125,157.5,158.007,50.07,-0.5073,0.5073
TIC-101,temperatuur,goed,5130,157.5,158.589,49.72,-1.0887,1.0887
TIC-101,temperatuur,goed,5135,157.5,158.046,49.91,-0.546,0.546
TIC-101,temperatuur,goed,5140,157.5,159.101,48.81,-1.6013,1.6013
TIC-101,temperatuur,goed,5145,157.5,158.006,49.3,-0.5062,0.5062
TIC-101,temperatuur,goed,5150,157.5,158.13,49.72,-0.6298,0.6298
TIC-101,temperatuur,goed,5155,157.5,158.399,49.86,-0.8988,0.8988
TIC-101,temperatuur,goed,5160,157.5,157.381,49.84,0.1189,0.1189
TIC-101,temperatuur,goed,5165,157.5,157.733,50.37,-0.2334,0.2334
TIC-101,temperatuur,goed,5170,157.5,158.217,49.16,-0.7166,0.7166
TIC-101,temperatuur,goed,5175,157.5,158.526,49.36,-1.0255,1.0255
TIC-101,temperatuur,goed,5180,157.5,158.706,48.8,-1.206,1.206
TIC-101,temperatuur,goed,5185,157.5,159.82,48.21,-2.3198,2.3198
TIC-101,temperatuur,goed,5190,157.5,159.829,47.47,-2.3291,2.3291
TIC-101,temperatuur,goed,5195,157.5,159.584,47.3,-2.0843,2.0843
TIC-101,temperatuur,goed,5200,157.5,159.127,47.99,-1.6274,1.6274
TIC-101,temperatuur,goed,5205,157.5,158.687,48.19,-1.1872,1.1872
TIC-101,temperatuur,goed,5210,157.5,158.56,48.71,-1.0597,1.0597
TIC-101,temperatuur,goed,5215,157.5,156.968,49.9,0.5321,0.5321
TIC-101,temperatuur,goed,5220,157.5,158.345,48.82,-0.8453,0.8453
TIC-101,temperatuur,goed,5225,157.5,156.945,50.52,0.5551,0.5551
TIC-101,temperatuur,goed,5230,157.5,156.908,50.08,0.5921,0.5921
TIC-101,temperatuur,goed,5235,157.5,156.781,50.9,0.719,0.719
TIC-101,temperatuur,goed,5240,157.5,156.665,50.87,0.8346,0.8346
TIC-101,temperatuur,goed,5245,157.5,156.605,50.92,0.8947,0.8947
TIC-101,temperatuur,goed,5250,157.5,156.238,51.1,1.2616,1.2616
TIC-101,temperatuur,goed,5255,157.5,156.077,51.52,1.4225,1.4225
TIC-101,temperatuur,goed,5260,157.5,156.179,51.81,1.3215,1.3215
TIC-101,temperatuur,goed,5265,157.5,156.502,50.99,0.9978,0.9978
TIC-101,temperatuur,goed,5270,157.5,156.078,51.31,1.4222,1.4222
TIC-101,temperatuur,goed,5275,157.5,156.334,50.97,1.1661,1.1661
TIC-101,temperatuur,goed,5280,157.5,156.417,51.51,1.083,1.083
TIC-101,temperatuur,goed,5285,157.5,156.498,51.28,1.0017,1.0017
TIC-101,temperatuur,goed,5290,157.5,157.029,51.21,0.471,0.471
TIC-101,temperatuur,goed,5295,157.5,156.305,51.84,1.1947,1.1947
TIC-101,temperatuur,goed,5300,157.5,156.928,50.83,0.5722,0.5722
TIC-101,temperatuur,goed,5305,157.5,156.521,51.22,0.9788,0.9788
TIC-101,temperatuur,goed,5310,157.5,156.641,51.37,0.8591,0.8591
TIC-101,temperatuur,goed,5315,157.5,156.526,51.76,0.974,0.974
TIC-101,temperatuur,goed,5320,157.5,155.973,51.84,1.5267,1.5267
TIC-101,temperatuur,goed,5325,157.5,155.992,51.83,1.508,1.508
TIC-101,temperatuur,goed,5330,157.5,157.21,51.54,0.2898,0.2898
TIC-101,temperatuur,goed,5335,157.5,158.208,50.61,-0.7081,0.7081
TIC-101,temperatuur,goed,5340,157.5,157.897,50.0,-0.3974,0.3974
TIC-101,temperatuur,goed,5345,157.5,157.284,50.71,0.216,0.216
TIC-101,temperatuur,goed,5350,157.5,157.203,51.03,0.2969,0.2969
TIC-101,temperatuur,goed,5355,157.5,157.231,50.82,0.2693,0.2693
TIC-101,temperatuur,goed,5360,157.5,156.649,50.8,0.8512,0.8512
TIC-101,temperatuur,goed,5365,157.5,157.226,51.67,0.2739,0.2739
TIC-101,temperatuur,goed,5370,157.5,156.679,51.48,0.8206,0.8206
TIC-101,temperatuur,goed,5375,157.5,157.036,51.86,0.4638,0.4638
TIC-101,temperatuur,goed,5380,157.5,157.457,51.33,0.0433,0.0433
TIC-101,temperatuur,goed,5385,157.5,157.387,51.3,0.1131,0.1131
TIC-101,temperatuur,goed,5390,157.5,157.943,50.67,-0.4431,0.4431
TIC-101,temperatuur,goed,5395,157.5,157.661,50.91,-0.1606,0.1606
TIC-101,temperatuur,goed,5400,157.5,156.233,52.2,1.2672,1.2672
TIC-101,temperatuur,goed,5405,157.5,156.892,52.23,0.6075,0.6075
TIC-101,temperatuur,goed,5410,157.5,156.299,51.83,1.2008,1.2008
TIC-101,temperatuur,goed,5415,157.5,156.077,52.2,1.4231,1.4231
TIC-101,temperatuur,goed,5420,157.5,155.331,53.14,2.1694,2.1694
TIC-101,temperatuur,goed,5425,157.5,155.612,52.61,1.8877,1.8877
TIC-101,temperatuur,goed,5430,157.5,155.525,53.21,1.9752,1.9752
TIC-101,temperatuur,goed,5435,157.5,155.793,53.27,1.7072,1.7072
TIC-101,temperatuur,goed,5440,157.5,156.353,52.77,1.1472,1.1472
TIC-101,temperatuur,goed,5445,157.5,156.595,52.03,0.9045,0.9045
TIC-101,temperatuur,goed,5450,157.5,155.761,53.73,1.7394,1.7394
TIC-101,temperatuur,goed,5455,157.5,157.445,51.97,0.0552,0.0552
TIC-101,temperatuur,goed,5460,157.5,157.08,51.75,0.4199,0.4199
TIC-101,temperatuur,goed,5465,157.5,157.251,52.05,0.2493,0.2493
TIC-101,temperatuur,goed,5470,157.5,156.677,52.51,0.8231,0.8231
TIC-101,temperatuur,goed,5475,157.5,156.532,52.51,0.9676,0.9676
TIC-101,temperatuur,goed,5480,157.5,156.356,52.62,1.1436,1.1436
TIC-101,temperatuur,goed,5485,157.5,156.929,52.62,0.5711,0.5711
TIC-101,temperatuur,goed,5490,157.5,155.705,53.41,1.7949,1.7949
TIC-101,temperatuur,goed,5495,157.5,156.273,53.34,1.2268,1.2268
TIC-101,temperatuur,goed,5500,157.5,157.119,52.42,0.3808,0.3808
TIC-101,temperatuur,goed,5505,157.5,157.325,52.39,0.1748,0.1748
TIC-101,temperatuur,goed,5510,157.5,157.059,52.67,0.4415,0.4415
TIC-101,temperatuur,goed,5515,157.5,158.427,51.25,-0.9267,0.9267
TIC-101,temperatuur,goed,5520,157.5,157.635,51.58,-0.1352,0.1352
TIC-101,temperatuur,goed,5525,157.5,158.08,51.21,-0.5797,0.5797
TIC-101,temperatuur,goed,5530,157.5,157.278,52.31,0.2224,0.2224
TIC-101,temperatuur,goed,5535,157.5,156.12,53.08,1.3803,1.3803
TIC-101,temperatuur,goed,5540,157.5,156.25,53.2,1.2499,1.2499
TIC-101,temperatuur,goed,5545,157.5,156.922,52.68,0.5778,0.5778
TIC-101,temperatuur,goed,5550,157.5,157.046,52.06,0.4537,0.4537
TIC-101,temperatuur,goed,5555,157.5,156.807,52.86,0.6934,0.6934
TIC-101,temperatuur,goed,5560,157.5,156.521,53.23,0.979,0.979
TIC-101,temperatuur,goed,5565,157.5,156.653,53.06,0.8471,0.8471
TIC-101,temperatuur,goed,5570,157.5,157.398,52.6,0.1021,0.1021
TIC-101,temperatuur,goed,5575,157.5,158.332,51.8,-0.8323,0.8323
TIC-101,temperatuur,goed,5580,157.5,157.709,51.6,-0.2085,0.2085
TIC-101,temperatuur,goed,5585,157.5,156.332,53.17,1.168,1.168
TIC-101,temperatuur,goed,5590,157.5,155.958,53.84,1.5419,1.5419
TIC-101,temperatuur,goed,5595,157.5,156.408,53.86,1.0923,1.0923
TIC-101,temperatuur,goed,5600,157.5,155.952,54.08,1.5481,1.5481
TIC-101,temperatuur,goed,5605,157.5,155.964,54.25,1.5357,1.5357
TIC-101,temperatuur,goed,5610,157.5,155.981,54.3,1.5185,1.5185
TIC-101,temperatuur,goed,5615,157.5,155.619,54.51,1.8807,1.8807
TIC-101,temperatuur,goed,5620,157.5,156.259,54.61,1.2411,1.2411
TIC-101,temperatuur,goed,5625,157.5,155.683,54.77,1.8175,1.8175
TIC-101,temperatuur,goed,5630,157.5,156.456,54.06,1.0438,1.0438
TIC-101,temperatuur,goed,5635,157.5,156.925,53.94,0.5748,0.5748
TIC-101,temperatuur,goed,5640,157.5,156.979,53.55,0.5207,0.5207
TIC-101,temperatuur,goed,5645,157.5,156.45,54.22,1.05,1.05
TIC-101,temperatuur,goed,5650,157.5,156.933,53.96,0.5669,0.5669
TIC-101,temperatuur,goed,5655,157.5,157.643,52.89,-0.1435,0.1435
TIC-101,temperatuur,goed,5660,157.5,157.079,53.17,0.421,0.421
TIC-101,temperatuur,goed,5665,157.5,157.57,53.55,-0.0701,0.0701
TIC-101,temperatuur,goed,5670,157.5,157.391,53.36,0.1086,0.1086
TIC-101,temperatuur,goed,5675,157.5,158.352,52.94,-0.8525,0.8525
TIC-101,temperatuur,goed,5680,157.5,159.335,51.2,-1.8353,1.8353
TIC-101,temperatuur,goed,5685,157.5,158.695,51.36,-1.1949,1.1949
TIC-101,temperatuur,goed,5690,157.5,159.051,51.5,-1.5511,1.5511
TIC-101,temperatuur,goed,5695,157.5,159.022,51.16,-1.5215,1.5215
TIC-101,temperatuur,goed,5700,157.5,159.379,50.87,-1.8785,1.8785
TIC-101,temperatuur,goed,5705,157.5,158.878,51.99,-1.3784,1.3784
TIC-101,temperatuur,goed,5710,157.5,158.621,51.86,-1.1207,1.1207
TIC-101,temperatuur,goed,5715,157.5,158.459,51.18,-0.9591,0.9591
TIC-101,temperatuur,goed,5720,157.5,158.124,51.59,-0.6239,0.6239
TIC-101,temperatuur,goed,5725,157.5,158.003,52.44,-0.5034,0.5034
TIC-101,temperatuur,goed,5730,157.5,158.341,51.68,-0.8411,0.8411
TIC-101,temperatuur,goed,5735,157.5,158.282,51.45,-0.7823,0.7823
TIC-101,temperatuur,goed,5740,157.5,158.79,51.54,-1.2898,1.2898
TIC-101,temperatuur,goed,5745,157.5,158.297,51.74,-0.7967,0.7967
TIC-101,temperatuur,goed,5750,157.5,157.648,52.38,-0.1485,0.1485
TIC-101,temperatuur,goed,5755,157.5,157.825,51.86,-0.325,0.325
