episode,stap,policy,setpoint_C,state_temp_C,state_conc_molL,state_coolant_C,state_error_C,state_verstoring,action_coolant_adj,reward_tracking,reward_energie,reward_constraint,reward_totaal,cumulatief_reward,next_temp_C,next_conc_molL,next_coolant_C,done
22,5,PID_conservatief,155,125.03,1.0338,22.8,29.97,0.154,3.0,-6.916,-0.033,0,-6.949,-27.01,120.42,1.0355,22.9,0
22,6,PID_conservatief,155,120.42,1.0355,22.9,34.58,0.018,3.0,-7.833,-0.033,-10,-17.866,-44.88,115.83,1.0372,22.8,0
22,7,PID_conservatief,155,115.83,1.0372,22.8,39.17,0.436,3.0,-8.625,-0.033,-10,-18.658,-63.54,111.87,1.039,22.8,0
22,8,PID_conservatief,155,111.87,1.039,22.8,43.13,-0.268,3.0,-9.589,-0.033,-10,-19.622,-83.16,107.05,1.0407,22.8,1
23,0,PID_conservatief,145,151.87,1.1385,23.1,-6.87,-0.456,-3.0,-0.201,-0.03,0,-0.231,-0.23,146.01,1.1402,23.1,0
23,1,PID_conservatief,145,146.01,1.1402,23.1,-1.01,0.075,-0.5,-0.839,-0.005,0,-0.844,-1.08,140.8,1.1418,23.1,0
23,2,PID_conservatief,145,140.8,1.1418,23.1,4.2,0.28,2.1,-1.843,-0.023,0,-1.867,-2.94,135.78,1.1435,23.1,0
23,3,PID_conservatief,145,135.78,1.1435,23.1,9.22,0.057,3.0,-2.924,-0.033,0,-2.957,-5.9,130.38,1.1451,23.0,0
23,4,PID_conservatief,145,130.38,1.1451,23.0,14.62,0.951,3.0,-3.741,-0.033,0,-3.774,-9.67,126.3,1.1468,23.1,0
23,5,PID_conservatief,145,126.3,1.1468,23.1,18.7,-0.17,3.0,-4.693,-0.033,0,-4.726,-14.4,121.54,1.1485,23.0,0
23,6,PID_conservatief,145,121.54,1.1485,23.0,23.46,0.339,3.0,-5.558,-0.033,-10,-15.591,-29.99,117.21,1.1502,22.9,0
23,7,PID_conservatief,145,117.21,1.1502,22.9,27.79,0.124,3.0,-6.45,-0.033,-10,-16.483,-46.47,112.75,1.1518,22.8,0
23,8,PID_conservatief,145,112.75,1.1518,22.8,32.25,0.166,3.0,-7.233,-0.033,-10,-17.266,-63.74,108.83,1.1535,22.8,1
24,0,random,145,143.67,1.1396,21.7,1.33,-0.09,9.55,-1.575,-0.105,0,-1.68,-1.68,137.12,1.1412,21.7,0
24,1,random,145,137.12,1.1412,21.7,7.88,-0.041,-7.69,-2.419,-0.077,0,-2.495,-4.18,132.91,1.1429,21.6,0
24,2,random,145,132.91,1.1429,21.6,12.09,0.309,6.79,-3.529,-0.075,0,-3.604,-7.78,127.36,1.1446,21.5,0
24,3,random,145,127.36,1.1446,21.5,17.64,-0.041,-9.33,-4.311,-0.093,0,-4.404,-12.18,123.45,1.1462,21.5,0
24,4,random,145,123.45,1.1462,21.5,21.55,-0.266,3.67,-5.326,-0.04,-10,-15.366,-27.55,118.37,1.1479,21.4,0
24,5,random,145,118.37,1.1479,21.4,26.63,0.186,0.43,-6.181,-0.005,-10,-16.186,-43.74,114.1,1.1496,21.6,0
24,6,random,145,114.1,1.1496,21.6,30.9,0.301,-5.89,-6.878,-0.059,-10,-16.937,-60.67,110.61,1.1513,21.6,0
24,7,random,145,110.61,1.1513,21.6,34.39,-0.12,-1.29,-7.597,-0.013,-10,-17.61,-78.28,107.02,1.153,21.5,1
25,0,expert,145,147.79,1.0251,28.5,-2.79,0.131,-2.75,-0.35,-0.028,0,-0.377,-0.38,143.25,1.0268,28.4,0
25,1,expert,145,143.25,1.0268,28.4,1.75,-0.047,1.74,-1.408,-0.019,0,-1.428,-1.8,137.96,1.0285,28.4,0
25,2,expert,145,137.96,1.0285,28.4,7.04,-0.191,5.0,-2.547,-0.055,0,-2.602,-4.41,132.26,1.0302,28.4,0
25,3,expert,145,132.26,1.0302,28.4,12.74,-0.242,5.0,-3.651,-0.055,0,-3.706,-8.11,126.74,1.0319,28.2,0
25,4,expert,145,126.74,1.0319,28.2,18.26,0.192,5.0,-4.516,-0.055,0,-4.571,-12.68,122.42,1.0336,28.1,0
25,5,expert,145,122.42,1.0336,28.1,22.58,0.027,5.0,-5.466,-0.055,-10,-15.521,-28.21,117.67,1.0353,28.2,0
25,6,expert,145,117.67,1.0353,28.2,27.33,0.05,5.0,-6.35,-0.055,-10,-16.405,-44.61,113.25,1.037,28.0,0
25,7,expert,145,113.25,1.037,28.0,31.75,0.316,5.0,-7.12,-0.055,-10,-17.175,-61.79,109.4,1.0387,27.9,1
26,0,random,155,146.65,0.8537,20.8,8.35,-0.38,4.22,-2.988,-0.046,0,-3.034,-3.03,140.06,0.8554,20.6,0
26,1,random,155,140.06,0.8554,20.6,14.94,-0.247,1.65,-4.125,-0.018,0,-4.143,-7.18,134.37,0.8571,20.7,0
26,2,random,155,134.37,0.8571,20.7,20.63,-0.163,-4.59,-5.137,-0.046,0,-5.183,-12.36,129.31,0.8589,20.8,0
26,3,random,155,129.31,0.8589,20.8,25.69,-0.559,1.42,-6.326,-0.016,0,-6.341,-18.7,123.37,0.8607,21.0,0
26,4,random,155,123.37,0.8607,21.0,31.63,0.586,4.07,-7.226,-0.045,-10,-17.27,-35.97,118.87,0.8624,20.9,0
26,5,random,155,118.87,0.8624,20.9,36.13,-0.028,8.99,-8.301,-0.099,-10,-18.4,-54.37,113.5,0.8642,21.0,0
26,6,random,155,113.5,0.8642,21.0,41.5,0.528,9.48,-9.124,-0.104,-10,-19.228,-73.6,109.38,0.8659,20.8,1
27,0,PID_conservatief,155,150.33,1.0085,16.1,4.67,0.103,2.33,-2.217,-0.026,0,-2.243,-2.24,143.91,1.0102,16.3,0
27,1,PID_conservatief,155,143.91,1.0102,16.3,11.09,0.359,3.0,-3.415,-0.033,0,-3.448,-5.69,137.93,1.0119,16.6,0
27,2,PID_conservatief,155,137.93,1.0119,16.6,17.07,0.323,3.0,-4.545,-0.033,0,-4.578,-10.27,132.27,1.0136,16.8,0
27,3,PID_conservatief,155,132.27,1.0136,16.8,22.73,-0.065,3.0,-5.67,-0.033,0,-5.703,-15.97,126.65,1.0153,16.7,0
27,4,PID_conservatief,155,126.65,1.0153,16.7,28.35,0.7,3.0,-6.568,-0.033,0,-6.601,-22.57,122.16,1.017,16.8,0
27,5,PID_conservatief,155,122.16,1.017,16.8,32.84,-0.125,3.0,-7.625,-0.033,-10,-17.658,-40.23,116.87,1.0187,17.0,0
27,6,PID_conservatief,155,116.87,1.0187,17.0,38.13,-0.068,3.0,-8.556,-0.033,-10,-18.589,-58.82,112.22,1.0204,17.2,0
27,7,PID_conservatief,155,112.22,1.0204,17.2,42.78,0.741,3.0,-9.362,-0.033,-10,-19.395,-78.22,108.19,1.0221,17.3,1
28,0,expert,155,155.07,0.8149,23.2,-0.07,0.526,0.09,-1.097,-0.001,0,-1.098,-1.1,149.52,0.8167,23.4,0
28,1,expert,155,149.52,0.8167,23.4,5.48,0.056,5.0,-2.323,-0.055,0,-2.378,-3.48,143.39,0.8184,23.5,0
28,2,expert,155,143.39,0.8184,23.5,11.61,0.016,5.0,-3.576,-0.055,0,-3.631,-7.11,137.12,0.8202,23.4,0
28,3,expert,155,137.12,0.8202,23.4,17.88,0.237,5.0,-4.724,-0.055,0,-4.779,-11.89,131.38,0.8219,23.4,0
28,4,expert,155,131.38,0.8219,23.4,23.62,0.341,5.0,-5.749,-0.055,0,-5.804,-17.69,126.25,0.8237,23.5,0
28,5,expert,155,126.25,0.8237,23.5,28.75,-0.326,5.0,-6.846,-0.055,0,-6.901,-24.59,120.77,0.8255,23.5,0
28,6,expert,155,120.77,0.8255,23.5,34.23,0.085,5.0,-7.81,-0.055,-10,-17.865,-42.46,115.95,0.8272,23.4,0
28,7,expert,155,115.95,0.8272,23.4,39.05,0.429,5.0,-8.626,-0.055,-10,-18.681,-61.14,111.87,0.829,23.5,0
28,8,expert,155,111.87,0.829,23.5,43.13,0.201,5.0,-9.452,-0.055,-10,-19.507,-80.64,107.74,0.8308,23.4,1
29,0,PID_conservatief,155,158.81,0.8936,25.3,-3.81,0.239,-1.9,-0.36,-0.019,0,-0.379,-0.38,153.2,0.8953,25.3,0
29,1,PID_conservatief,155,153.2,0.8953,25.3,1.8,0.299,0.9,-1.545,-0.01,0,-1.554,-1.93,147.28,0.897,25.2,0
29,2,PID_conservatief,155,147.28,0.897,25.2,7.72,0.168,3.0,-2.655,-0.033,0,-2.688,-4.62,141.73,0.8988,25.3,0
29,3,PID_conservatief,155,141.73,0.8988,25.3,13.27,-0.184,3.0,-3.889,-0.033,0,-3.922,-8.54,135.56,0.9005,25.3,0
29,4,PID_conservatief,155,135.56,0.9005,25.3,19.44,-0.014,3.0,-4.949,-0.033,0,-4.982,-13.53,130.26,0.9022,25.3,0
29,5,PID_conservatief,155,130.26,0.9022,25.3,24.74,0.83,3.0,-5.764,-0.033,0,-5.797,-19.32,126.18,0.904,25.2,0
29,6,PID_conservatief,155,126.18,0.904,25.2,28.82,0.619,3.0,-6.611,-0.033,0,-6.644,-25.97,121.95,0.9057,25.1,0
29,7,PID_conservatief,155,121.95,0.9057,25.1,33.05,0.409,3.0,-7.472,-0.033,-10,-17.505,-43.47,117.64,0.9075,25.1,0
29,8,PID_conservatief,155,117.64,0.9075,25.1,37.36,0.713,3.0,-8.235,-0.033,-10,-18.268,-61.74,113.82,0.9092,25.0,0
29,9,PID_conservatief,155,113.82,0.9092,25.0,41.18,0.517,3.0,-8.987,-0.033,-10,-19.02,-80.76,110.07,0.911,25.2,0
29,10,PID_conservatief,155,110.07,0.911,25.2,44.93,0.119,3.0,-9.681,-0.033,-10,-19.714,-100.47,106.59,0.9127,25.4,1
30,0,expert,155,151.84,1.1276,28.3,3.16,0.101,3.19,-1.736,-0.035,0,-1.771,-1.77,146.32,1.1292,28.1,0
30,1,expert,155,146.32,1.1292,28.1,8.68,-0.355,5.0,-2.937,-0.055,0,-2.992,-4.76,140.32,1.1309,28.4,0
30,2,expert,155,140.32,1.1309,28.4,14.68,-0.564,5.0,-4.152,-0.055,0,-4.207,-8.97,134.24,1.1325,28.3,0
30,3,expert,155,134.24,1.1325,28.3,20.76,0.113,5.0,-5.154,-0.055,0,-5.209,-14.18,129.23,1.1342,28.2,0
30,4,expert,155,129.23,1.1342,28.2,25.77,-0.171,5.0,-6.196,-0.055,0,-6.251,-20.43,124.02,1.1359,28.1,0
30,5,expert,155,124.02,1.1359,28.1,30.98,0.29,5.0,-7.076,-0.055,-10,-17.131,-37.56,119.62,1.1376,28.1,0
30,6,expert,155,119.62,1.1376,28.1,35.38,0.653,5.0,-7.813,-0.055,-10,-17.868,-55.43,115.94,1.1392,28.1,0
30,7,expert,155,115.94,1.1392,28.1,39.06,0.403,5.0,-8.611,-0.055,-10,-18.666,-74.09,111.94,1.1409,28.0,0
30,8,expert,155,111.94,1.1409,28.0,43.06,0.332,5.0,-9.322,-0.055,-10,-19.377,-93.47,108.39,1.1426,28.0,1
31,0,PID_conservatief,160,141.63,0.91,23.5,18.37,0.366,3.0,-4.699,-0.033,0,-4.732,-4.73,136.5,0.9117,23.5,0
31,1,PID_conservatief,160,136.5,0.9117,23.5,23.5,0.151,3.0,-5.789,-0.033,0,-5.822,-10.55,131.06,0.9134,23.6,0
31,2,PID_conservatief,160,131.06,0.9134,23.6,28.94,0.143,3.0,-6.771,-0.033,0,-6.804,-17.36,126.15,0.9152,23.8,0
31,3,PID_conservatief,160,126.15,0.9152,23.8,33.85,-0.066,3.0,-7.764,-0.033,0,-7.797,-25.15,121.18,0.9169,23.7,0
31,4,PID_conservatief,160,121.18,0.9169,23.7,38.82,0.493,3.0,-8.652,-0.033,-10,-18.685,-43.84,116.74,0.9187,23.7,0
31,5,PID_conservatief,160,116.74,0.9187,23.7,43.26,0.286,3.0,-9.433,-0.033,-10,-19.466,-63.31,112.83,0.9204,23.8,0
31,6,PID_conservatief,160,112.83,0.9204,23.8,47.17,0.214,3.0,-10.241,-0.033,-10,-20.274,-83.58,108.79,0.9222,23.8,1
32,0,random,145,147.76,1.0046,26.7,-2.76,-0.041,-2.12,-0.509,-0.021,0,-0.53,-0.53,142.45,1.0063,26.7,0
32,1,random,145,142.45,1.0063,26.7,2.55,0.083,7.92,-1.749,-0.087,0,-1.836,-2.37,136.25,1.008,26.5,0
32,2,random,145,136.25,1.008,26.5,8.75,0.432,-0.34,-2.629,-0.003,0,-2.632,-5.0,131.86,1.0097,26.5,0
32,3,random,145,131.86,1.0097,26.5,13.14,-0.42,-1.96,-3.566,-0.02,0,-3.585,-8.58,127.17,1.0114,26.4,0
32,4,random,145,127.17,1.0114,26.4,17.83,-0.264,-8.15,-4.401,-0.082,0,-4.482,-13.07,123.0,1.0131,26.4,0
32,5,random,145,123.0,1.0131,26.4,22.0,0.389,0.83,-5.151,-0.009,-10,-15.16,-28.23,119.25,1.0148,26.3,0
32,6,random,145,119.25,1.0148,26.3,25.75,0.219,1.0,-5.913,-0.011,-10,-15.924,-44.15,115.44,1.0166,26.3,0
32,7,random,145,115.44,1.0166,26.3,29.56,0.608,6.01,-6.678,-0.066,-10,-16.744,-60.89,111.61,1.0183,26.1,0
32,8,random,145,111.61,1.0183,26.1,33.39,0.346,8.37,-7.494,-0.092,-10,-17.586,-78.48,107.53,1.02,26.0,1
33,0,PID_conservatief,155,145.11,1.0456,24.5,9.89,-0.019,3.0,-3.127,-0.033,0,-3.16,-3.16,139.37,1.0473,24.6,0
33,1,PID_conservatief,155,139.37,1.0473,24.6,15.63,-0.411,3.0,-4.324,-0.033,0,-4.357,-7.52,133.38,1.049,24.8,0
33,2,PID_conservatief,155,133.38,1.049,24.8,21.62,0.188,3.0,-5.31,-0.033,0,-5.343,-12.86,128.45,1.0507,24.7,0
33,3,PID_conservatief,155,128.45,1.0507,24.7,26.55,0.418,3.0,-6.212,-0.033,0,-6.245,-19.11,123.94,1.0524,24.8,0
33,4,PID_conservatief,155,123.94,1.0524,24.8,31.06,0.126,3.0,-7.109,-0.033,-10,-17.142,-36.25,119.46,1.0541,24.7,0
33,5,PID_conservatief,155,119.46,1.0541,24.7,35.54,-0.152,3.0,-8.07,-0.033,-10,-18.103,-54.35,114.65,1.0558,24.7,0
33,6,PID_conservatief,155,114.65,1.0558,24.7,40.35,-0.301,3.0,-8.981,-0.033,-10,-19.014,-73.36,110.1,1.0575,24.6,0
33,7,PID_conservatief,155,110.1,1.0575,24.6,44.9,0.137,3.0,-9.739,-0.033,-10,-19.772,-93.14,106.3,1.0592,24.7,1
34,0,PID_agressief,155,147.18,0.9102,23.7,7.82,0.149,10.0,-2.987,-0.11,0,-3.097,-3.1,140.06,0.9119,23.7,0
34,1,PID_agressief,155,140.06,0.9119,23.7,14.94,0.318,10.0,-4.117,-0.11,0,-4.227,-7.32,134.42,0.9136,23.8,0
34,2,PID_agressief,155,134.42,0.9136,23.8,20.58,0.099,10.0,-5.339,-0.11,0,-5.449,-12.77,128.3,0.9154,23.6,0
34,3,PID_agressief,155,128.3,0.9154,23.6,26.7,-0.14,10.0,-6.61,-0.11,0,-6.72,-19.49,121.95,0.9171,23.7,0
34,4,PID_agressief,155,121.95,0.9171,23.7,33.05,0.401,10.0,-7.572,-0.11,-10,-17.682,-37.17,117.14,0.9188,23.8,0
34,5,PID_agressief,155,117.14,0.9188,23.8,37.86,0.135,10.0,-8.539,-0.11,-10,-18.649,-55.82,112.3,0.9206,23.7,0
34,6,PID_agressief,155,112.3,0.9206,23.7,42.7,0.224,10.0,-9.437,-0.11,-10,-19.547,-75.37,107.81,0.9223,23.6,1
35,0,PID_conservatief,160,159.8,1.1973,26.9,0.2,-0.124,0.1,-1.257,-0.001,0,-1.258,-1.26,153.71,1.199,26.9,0
35,1,PID_conservatief,160,153.71,1.199,26.9,6.29,-0.131,3.0,-2.507,-0.033,0,-2.54,-3.8,147.46,1.2006,26.8,0
35,2,PID_conservatief,160,147.46,1.2006,26.8,12.54,0.377,3.0,-3.572,-0.033,0,-3.605,-7.4,142.14,1.2022,26.8,0
35,3,PID_conservatief,160,142.14,1.2022,26.8,17.86,0.122,3.0,-4.622,-0.033,0,-4.655,-12.06,136.89,1.2039,26.9,0
35,4,PID_conservatief,160,136.89,1.2039,26.9,23.11,0.649,3.0,-5.532,-0.033,0,-5.565,-17.62,132.34,1.2055,27.0,0
35,5,PID_conservatief,160,132.34,1.2055,27.0,27.66,0.532,3.0,-6.419,-0.033,0,-6.452,-24.07,127.91,1.2071,27.0,0
35,6,PID_conservatief,160,127.91,1.2071,27.0,32.09,0.434,3.0,-7.328,-0.033,0,-7.361,-31.44,123.36,1.2088,26.9,0
35,7,PID_conservatief,160,123.36,1.2088,26.9,36.64,0.507,3.0,-8.06,-0.033,-10,-18.093,-49.53,119.7,1.2105,27.0,0
35,8,PID_conservatief,160,119.7,1.2105,27.0,40.3,0.797,3.0,-8.692,-0.033,-10,-18.725,-68.25,116.54,1.2121,26.9,0
35,9,PID_conservatief,160,116.54,1.2121,26.9,43.46,0.958,3.0,-9.252,-0.033,-10,-19.285,-87.54,113.74,1.2138,26.9,0
35,10,PID_conservatief,160,113.74,1.2138,26.9,46.26,0.44,3.0,-9.924,-0.033,-10,-19.957,-107.5,110.38,1.2155,26.9,0
35,11,PID_conservatief,160,110.38,1.2155,26.9,49.62,0.602,3.0,-10.567,-0.033,-10,-20.6,-128.1,107.16,1.2171,26.7,1
36,0,random,160,142.44,0.9321,20.5,17.56,0.036,-6.59,-4.482,-0.066,0,-4.547,-4.55,137.59,0.9338,20.7,0
36,1,random,160,137.59,0.9338,20.7,22.41,0.236,3.49,-5.585,-0.038,0,-5.624,-10.17,132.07,0.9355,20.8,0
36,2,random,160,132.07,0.9355,20.8,27.93,-0.316,-1.76,-6.548,-0.018,0,-6.566,-16.74,127.26,0.9372,20.9,0
36,3,random,160,127.26,0.9372,20.9,32.74,-0.142,5.76,-7.62,-0.063,0,-7.684,-24.42,121.9,0.939,21.0,0
36,4,random,160,121.9,0.939,21.0,38.1,-0.116,0.8,-8.52,-0.009,-10,-18.529,-42.95,117.4,0.9407,21.1,0
36,5,random,160,117.4,0.9407,21.1,42.6,-0.13,3.11,-9.408,-0.034,-10,-19.442,-62.39,112.96,0.9424,20.9,0
36,6,random,160,112.96,0.9424,20.9,47.04,-0.044,3.43,-10.211,-0.038,-10,-20.249,-82.64,108.94,0.9442,21.0,1
37,0,PID_conservatief,145,142.82,1.039,20.7,2.18,-0.425,1.09,-1.607,-0.012,0,-1.619,-1.62,136.97,1.0407,20.7,0
37,1,PID_conservatief,145,136.97,1.0407,20.7,8.03,0.03,3.0,-2.722,-0.033,0,-2.755,-4.37,131.39,1.0424,20.9,0
37,2,PID_conservatief,145,131.39,1.0424,20.9,13.61,-0.216,3.0,-3.814,-0.033,0,-3.847,-8.22,125.93,1.0441,21.0,0
37,3,PID_conservatief,145,125.93,1.0441,21.0,19.07,0.392,3.0,-4.761,-0.033,0,-4.794,-13.01,121.2,1.0458,21.1,0
37,4,PID_conservatief,145,121.2,1.0458,21.1,23.8,-0.161,3.0,-5.723,-0.033,-10,-15.756,-28.77,116.39,1.0475,21.2,0
37,5,PID_conservatief,145,116.39,1.0475,21.2,28.61,0.721,3.0,-6.491,-0.033,-10,-16.524,-45.29,112.55,1.0492,21.3,0
37,6,PID_conservatief,145,112.55,1.0492,21.3,32.45,0.542,3.0,-7.275,-0.033,-10,-17.308,-62.6,108.62,1.0509,21.2,1
38,0,expert,160,151.24,0.8224,17.5,8.76,0.105,5.0,-3.111,-0.055,0,-3.166,-3.17,144.44,0.8242,17.8,0
38,1,expert,160,144.44,0.8242,17.8,15.56,0.771,5.0,-4.253,-0.055,0,-4.308,-7.47,138.73,0.8259,17.8,0
38,2,expert,160,138.73,0.8259,17.8,21.27,0.009,5.0,-5.452,-0.055,0,-5.507,-12.98,132.74,0.8277,17.7,0
38,3,expert,160,132.74,0.8277,17.7,27.26,-0.137,5.0,-6.609,-0.055,0,-6.664,-19.65,126.96,0.8294,17.7,0
38,4,expert,160,126.96,0.8294,17.7,33.04,0.166,5.0,-7.672,-0.055,0,-7.727,-27.37,121.64,0.8312,17.6,0
38,5,expert,160,121.64,0.8312,17.6,38.36,0.788,5.0,-8.533,-0.055,-10,-18.588,-45.96,117.34,0.833,17.7,0
38,6,expert,160,117.34,0.833,17.7,42.66,0.569,5.0,-9.409,-0.055,-10,-19.464,-65.42,112.96,0.8347,17.6,0
38,7,expert,160,112.96,0.8347,17.6,47.04,0.44,5.0,-10.344,-0.055,-10,-20.399,-85.82,108.28,0.8365,17.4,1
39,0,expert,145,156.17,0.8095,18.1,-11.17,0.191,-5.0,-1.128,-0.05,0,-1.178,-1.18,150.64,0.8112,18.2,0
39,1,expert,145,150.64,0.8112,18.2,-5.64,0.016,-5.0,-0.069,-0.05,0,-0.019,-1.2,145.35,0.813,18.2,0
39,2,expert,145,145.35,0.813,18.2,-0.35,-0.118,-0.38,-1.156,-0.004,0,-1.16,-2.36,139.22,0.8147,18.4,0
39,3,expert,145,139.22,0.8147,18.4,5.78,0.435,5.0,-2.328,-0.055,0,-2.383,-4.74,133.36,0.8165,18.5,0
39,4,expert,145,133.36,0.8165,18.5,11.64,-0.098,5.0,-3.485,-0.055,0,-3.54,-8.28,127.57,0.8183,18.5,0
39,5,expert,145,127.57,0.8183,18.5,17.43,0.189,5.0,-4.542,-0.055,0,-4.597,-12.88,122.29,0.82,18.6,0
39,6,expert,145,122.29,0.82,18.6,22.71,0.562,5.0,-5.475,-0.055,-10,-15.53,-28.41,117.62,0.8218,18.6,0
39,7,expert,145,117.62,0.8218,18.6,27.38,0.151,5.0,-6.448,-0.055,-10,-16.503,-44.91,112.76,0.8236,18.7,0
39,8,expert,145,112.76,0.8236,18.7,32.24,0.766,5.0,-7.247,-0.055,-10,-17.302,-62.21,108.77,0.8253,18.9,1
40,0,expert,155,154.95,0.8025,22.9,0.05,-0.016,0.05,-1.284,-0.001,0,-1.285,-1.28,148.58,0.8042,22.8,0
40,1,expert,155,148.58,0.8042,22.8,6.42,-0.636,5.0,-2.704,-0.055,0,-2.759,-4.04,141.48,0.806,22.9,0
40,2,expert,155,141.48,0.806,22.9,13.52,-0.012,5.0,-3.953,-0.055,0,-4.008,-8.05,135.24,0.8077,22.7,0
40,3,expert,155,135.24,0.8077,22.7,19.76,0.408,5.0,-5.059,-0.055,0,-5.114,-13.17,129.7,0.8095,22.6,0
40,4,expert,155,129.7,0.8095,22.6,25.3,0.101,5.0,-6.076,-0.055,0,-6.131,-19.3,124.62,0.8113,22.6,0
40,5,expert,155,124.62,0.8113,22.6,30.38,-0.228,5.0,-7.178,-0.055,-10,-17.233,-36.53,119.11,0.813,22.7,0
40,6,expert,155,119.11,0.813,22.7,35.89,0.08,5.0,-8.161,-0.055,-10,-18.216,-54.75,114.2,0.8148,22.7,0
40,7,expert,155,114.2,0.8148,22.7,40.8,0.305,5.0,-9.085,-0.055,-10,-19.14,-73.89,109.58,0.8166,22.7,1
41,0,expert,160,159.61,0.817,16.6,0.39,0.313,0.49,-1.413,-0.005,0,-1.419,-1.42,152.93,0.8187,16.8,0
41,1,expert,160,152.93,0.8187,16.8,7.07,0.386,5.0,-2.686,-0.055,0,-2.741,-4.16,146.57,0.8205,16.9,0
41,2,expert,160,146.57,0.8205,16.9,13.43,0.484,5.0,-3.951,-0.055,0,-4.006,-8.17,140.24,0.8222,17.0,0
41,3,expert,160,140.24,0.8222,17.0,19.76,0.458,5.0,-5.138,-0.055,0,-5.193,-13.36,134.31,0.824,17.1,0
41,4,expert,160,134.31,0.824,17.1,25.69,0.178,5.0,-6.317,-0.055,0,-6.372,-19.73,128.42,0.8257,17.2,0
41,5,expert,160,128.42,0.8257,17.2,31.58,-0.107,5.0,-7.439,-0.055,0,-7.494,-27.23,122.8,0.8275,17.4,0
41,6,expert,160,122.8,0.8275,17.4,37.2,-0.003,5.0,-8.527,-0.055,-10,-18.582,-45.81,117.36,0.8293,17.4,0
41,7,expert,160,117.36,0.8293,17.4,42.64,0.259,5.0,-9.577,-0.055,-10,-19.632,-65.44,112.11,0.831,17.5,0
41,8,expert,160,112.11,0.831,17.5,47.89,0.282,5.0,-10.459,-0.055,-10,-20.514,-85.95,107.71,0.8328,17.7,1
42,0,expert,155,145.07,1.0549,22.7,9.93,0.152,5.0,-3.109,-0.055,0,-3.164,-3.16,139.46,1.0566,22.7,0
42,1,expert,155,139.46,1.0566,22.7,15.54,0.089,5.0,-4.179,-0.055,0,-4.234,-7.4,134.11,1.0582,22.7,0
42,2,expert,155,134.11,1.0582,22.7,20.89,0.215,5.0,-5.214,-0.055,0,-5.269,-12.67,128.93,1.0599,22.7,0
42,3,expert,155,128.93,1.0599,22.7,26.07,0.726,5.0,-6.192,-0.055,0,-6.247,-18.91,124.04,1.0616,22.7,0
42,4,expert,155,124.04,1.0616,22.7,30.96,0.1,5.0,-7.104,-0.055,-10,-17.159,-36.07,119.48,1.0633,22.7,0
42,5,expert,155,119.48,1.0633,22.7,35.52,0.241,5.0,-7.96,-0.055,-10,-18.015,-54.09,115.2,1.065,22.9,0
42,6,expert,155,115.2,1.065,22.9,39.8,0.126,5.0,-8.836,-0.055,-10,-18.891,-72.98,110.82,1.0667,22.8,0
42,7,expert,155,110.82,1.0667,22.8,44.18,0.221,5.0,-9.621,-0.055,-10,-19.676,-92.65,106.89,1.0684,22.9,1
43,0,PID_conservatief,160,147.0,1.0631,19.6,13.0,0.079,3.0,-3.788,-0.033,0,-3.821,-3.82,141.06,1.0648,19.5,0
43,1,PID_conservatief,160,141.06,1.0648,19.5,18.94,0.613,3.0,-4.868,-0.033,0,-4.901,-8.72,135.66,1.0665,19.7,0
43,2,PID_conservatief,160,135.66,1.0665,19.7,24.34,0.137,3.0,-5.9,-0.033,0,-5.933,-14.66,130.5,1.0682,19.6,0
43,3,PID_conservatief,160,130.5,1.0682,19.6,29.5,0.689,3.0,-6.795,-0.033,0,-6.828,-21.48,126.03,1.0699,19.7,0
43,4,PID_conservatief,160,126.03,1.0699,19.7,33.97,-0.103,3.0,-7.828,-0.033,0,-7.861,-29.34,120.86,1.0716,19.6,0
43,5,PID_conservatief,160,120.86,1.0716,19.6,39.14,0.134,3.0,-8.753,-0.033,-10,-18.786,-48.13,116.23,1.0733,19.6,0
43,6,PID_conservatief,160,116.23,1.0733,19.6,43.77,0.319,3.0,-9.643,-0.033,-10,-19.676,-67.81,111.78,1.075,19.6,0
43,7,PID_conservatief,160,111.78,1.075,19.6,48.22,-0.131,3.0,-10.577,-0.033,-10,-20.61,-88.42,107.11,1.0767,19.7,1
44,0,expert,155,150.86,1.1962,28.0,4.14,-0.558,3.97,-2.119,-0.044,0,-2.162,-2.16,144.41,1.1978,28.0,0
44,1,expert,155,144.41,1.1978,28.0,10.59,-0.22,5.0,-3.352,-0.055,0,-3.407,-5.57,138.24,1.1995,28.1,0
44,2,expert,155,138.24,1.1995,28.1,16.76,-0.091,5.0,-4.464,-0.055,0,-4.519,-10.09,132.68,1.2011,28.1,0
44,3,expert,155,132.68,1.2011,28.1,22.32,-0.004,5.0,-5.494,-0.055,0,-5.549,-15.64,127.53,1.2028,28.1,0
44,4,expert,155,127.53,1.2028,28.1,27.47,0.254,5.0,-6.379,-0.055,0,-6.434,-22.07,123.1,1.2044,28.0,0
44,5,expert,155,123.1,1.2044,28.0,31.9,0.058,5.0,-7.26,-0.055,-10,-17.315,-39.39,118.7,1.2061,27.9,0
44,6,expert,155,118.7,1.2061,27.9,36.3,-0.006,5.0,-8.129,-0.055,-10,-18.184,-57.57,114.35,1.2077,27.9,0
44,7,expert,155,114.35,1.2077,27.9,40.65,0.421,5.0,-8.822,-0.055,-10,-18.877,-76.45,110.89,1.2094,27.9,0
