sample_id,plant,temperatuur_C,druk_bar,debiet_kgh,katalysator_kgh,voeding_conc_molL,conversie,selectiviteit,opbrengst_pct,energie_kWh,heeft_label
Plant_A-00252,Plant_A,159.0,5.03,73.9,3.79,1.223,0.7278,0.9009,65.57,54.9,1
Plant_A-00253,Plant_A,140.7,9.55,75.3,4.36,1.918,0.7947,0.8549,67.94,54.6,1
Plant_A-00254,Plant_A,182.0,3.17,90.6,4.05,1.701,0.8109,0.9201,74.61,60.2,1
Plant_A-00255,Plant_A,160.7,5.32,97.0,0.83,1.991,0.7872,0.8144,64.11,60.3,1
Plant_A-00256,Plant_A,168.5,4.65,83.0,0.52,1.404,0.7353,0.8426,61.95,59.3,1
Plant_A-00257,Plant_A,173.7,9.08,87.8,2.33,1.724,0.8508,0.8672,73.78,58.0,1
Plant_A-00258,Plant_A,150.5,3.99,57.4,2.53,1.593,0.7426,0.8686,64.5,53.3,1
Plant_A-00259,Plant_A,158.8,1.06,65.8,3.35,1.106,0.7265,0.868,63.06,55.2,1
Plant_A-00260,Plant_A,181.0,9.28,67.5,2.76,0.692,0.8033,0.8628,69.31,55.1,1
Plant_A-00261,Plant_A,191.8,7.67,74.0,4.84,0.744,0.8003,0.9416,75.36,55.5,1
Plant_A-00262,Plant_A,197.2,5.6,143.1,1.12,1.712,0.7794,0.8741,68.12,73.3,1
Plant_A-00263,Plant_A,184.4,3.59,143.2,4.76,0.673,0.6878,0.9788,67.33,69.0,1
Plant_A-00264,Plant_A,181.3,4.79,89.4,0.95,0.844,0.7095,0.8579,60.87,61.3,1
Plant_A-00265,Plant_A,163.2,3.74,122.0,2.29,1.222,0.6755,0.8655,58.46,63.7,1
Plant_A-00266,Plant_A,157.7,1.43,83.1,2.95,1.087,0.6839,0.8883,60.75,57.3,1
Plant_A-00267,Plant_A,145.4,1.81,93.5,0.6,1.943,0.695,0.8298,57.67,57.9,1
Plant_A-00268,Plant_A,161.5,4.96,147.3,1.77,1.468,0.6725,0.8494,57.12,72.8,1
Plant_A-00269,Plant_A,172.2,4.71,146.6,4.9,0.679,0.6467,0.9228,59.68,71.5,1
Plant_A-00270,Plant_A,178.7,2.73,120.2,2.39,1.087,0.6842,0.8905,60.93,66.1,1
Plant_A-00271,Plant_A,188.3,8.03,133.1,2.54,0.826,0.7408,0.8813,65.28,68.7,1
Plant_A-00272,Plant_A,191.0,8.21,122.4,1.54,0.737,0.7083,0.8695,61.59,67.1,1
Plant_A-00273,Plant_A,169.8,8.24,129.0,1.14,1.902,0.8119,0.8048,65.34,66.1,1
Plant_A-00274,Plant_A,156.0,9.85,128.5,1.62,0.775,0.6315,0.8493,53.63,66.6,1
Plant_A-00275,Plant_A,155.6,3.37,139.1,0.6,1.625,0.6457,0.8664,55.95,69.2,1
Plant_A-00276,Plant_A,195.1,2.65,86.1,4.74,1.804,0.8819,0.9595,84.62,61.8,1
Plant_A-00277,Plant_A,164.2,7.34,111.7,3.31,0.878,0.71,0.8629,61.27,62.6,1
Plant_A-00278,Plant_A,170.7,5.14,143.3,2.66,1.668,0.7744,0.8887,68.82,70.8,1
Plant_A-00279,Plant_A,142.8,3.51,87.5,1.93,0.827,0.6087,0.8375,50.98,57.4,1
Plant_A-00280,Plant_A,185.4,3.43,68.4,2.76,1.125,0.7253,0.9213,66.82,58.1,1
Plant_A-00281,Plant_A,169.6,6.61,143.0,4.32,1.898,0.7597,0.8985,68.26,70.0,1
Plant_A-00282,Plant_A,196.5,8.5,143.2,1.63,1.797,0.8184,0.8208,67.17,71.7,1
Plant_A-00283,Plant_A,158.8,6.18,57.7,2.37,0.847,0.7153,0.8486,60.7,51.4,1
Plant_A-00284,Plant_A,150.9,2.35,97.9,3.53,0.67,0.5847,0.869,50.81,59.9,1
Plant_A-00285,Plant_A,163.9,3.11,87.0,4.62,0.575,0.6923,0.9205,63.72,58.4,1
Plant_A-00286,Plant_A,149.0,6.49,65.6,0.96,0.884,0.6353,0.8035,51.04,52.6,1
Plant_A-00287,Plant_A,192.4,9.64,145.7,3.53,1.841,0.826,0.9087,75.06,72.5,1
Plant_A-00288,Plant_A,151.9,7.41,107.6,1.96,1.533,0.7442,0.8485,63.14,61.2,1
Plant_A-00289,Plant_A,179.9,5.17,83.3,2.21,1.765,0.8287,0.8445,69.98,59.4,1
Plant_A-00290,Plant_A,151.2,3.1,63.3,4.79,1.761,0.7965,0.9227,73.49,53.4,1
Plant_A-00291,Plant_A,175.7,9.72,92.9,4.26,1.179,0.832,0.8976,74.68,61.2,1
Plant_A-00292,Plant_A,154.1,7.14,149.9,4.34,0.837,0.6421,0.8681,55.74,70.2,1
Plant_A-00293,Plant_A,162.5,2.67,145.4,4.04,1.16,0.663,0.8875,58.84,70.3,1
Plant_A-00294,Plant_A,171.9,1.11,142.8,4.81,1.376,0.7366,0.9445,69.57,70.1,1
Plant_A-00295,Plant_A,162.8,3.42,58.8,1.81,0.755,0.6957,0.8636,60.08,52.7,1
Plant_A-00296,Plant_A,152.3,8.62,61.1,3.41,1.898,0.8716,0.8116,70.74,52.1,1
Plant_A-00297,Plant_A,155.2,6.32,123.1,3.25,0.541,0.6534,0.8866,57.93,65.6,1
Plant_A-00298,Plant_A,186.6,7.32,72.4,2.32,0.569,0.7662,0.8572,65.68,57.1,1
Plant_A-00299,Plant_A,168.4,7.04,134.3,2.19,0.976,0.6928,0.8637,59.84,68.3,1
Plant_A-00300,Plant_A,195.2,3.55,51.5,2.36,1.763,0.8647,0.9027,78.06,53.2,1
Plant_A-00301,Plant_A,166.3,4.17,125.7,1.87,1.688,0.761,0.8628,65.66,67.0,1
Plant_A-00302,Plant_A,196.5,1.12,138.8,1.94,0.527,0.6613,0.924,61.11,70.9,1
Plant_A-00303,Plant_A,151.0,5.07,79.7,1.47,1.856,0.7583,0.8178,62.01,57.7,1
Plant_A-00304,Plant_A,187.4,9.07,54.0,2.1,1.144,0.8721,0.8473,73.89,53.6,1
Plant_A-00305,Plant_A,147.4,1.66,86.8,3.43,1.136,0.6854,0.8763,60.06,58.5,1
Plant_A-00306,Plant_A,171.9,2.38,58.8,3.63,1.491,0.7999,0.8947,71.57,53.0,1
Plant_A-00307,Plant_A,192.6,5.39,100.8,2.09,1.603,0.7783,0.8941,69.59,62.7,1
Plant_A-00308,Plant_A,169.6,9.24,109.0,2.38,1.997,0.8243,0.8427,69.46,63.8,1
Plant_A-00309,Plant_A,187.3,1.29,96.1,2.11,1.786,0.8038,0.9018,72.49,60.4,1
Plant_A-00310,Plant_A,156.3,6.75,58.9,2.81,0.686,0.7471,0.8899,66.49,53.7,1
Plant_A-00311,Plant_A,167.1,5.39,62.0,1.47,1.006,0.7196,0.8286,59.63,55.2,1
Plant_A-00312,Plant_A,190.7,9.67,89.7,4.41,0.938,0.8022,0.9258,74.27,60.8,1
Plant_A-00313,Plant_A,145.8,6.88,129.2,4.1,1.164,0.7183,0.8893,63.88,63.9,1
Plant_A-00314,Plant_A,198.0,9.35,65.6,0.69,0.636,0.7606,0.8457,64.32,56.2,1
Plant_A-00315,Plant_A,171.6,2.87,135.7,4.62,0.736,0.6646,0.922,61.27,68.6,1
Plant_A-00316,Plant_A,173.8,2.12,53.0,4.96,1.073,0.8156,0.9507,77.54,50.6,1
Plant_A-00317,Plant_A,192.0,8.01,71.9,3.97,1.789,0.9188,0.9246,84.95,57.4,1
Plant_A-00318,Plant_A,191.0,4.75,81.3,1.5,1.513,0.8135,0.8798,71.57,58.5,1
Plant_A-00319,Plant_A,143.5,6.74,79.4,2.72,1.581,0.7781,0.8567,66.65,55.0,1
Plant_A-00320,Plant_A,166.3,5.88,95.0,3.78,1.536,0.7911,0.8971,70.96,61.0,1
Plant_A-00321,Plant_A,152.0,8.26,130.1,0.52,1.937,0.6947,0.8039,55.84,65.6,1
Plant_A-00322,Plant_A,178.1,6.99,92.9,3.74,1.908,0.8548,0.8854,75.69,61.0,1
Plant_A-00323,Plant_A,192.0,9.57,87.0,3.89,0.623,0.7914,0.9035,71.51,59.4,1
Plant_A-00324,Plant_A,165.2,1.37,147.6,1.28,0.782,0.5856,0.8552,50.08,72.3,1
Plant_A-00325,Plant_A,190.3,6.33,125.6,3.94,1.956,0.8293,0.9217,76.44,68.7,1
Plant_A-00326,Plant_A,150.4,7.17,121.8,4.96,1.518,0.7491,0.894,66.97,64.1,1
Plant_A-00327,Plant_A,166.6,7.73,136.1,3.39,1.578,0.746,0.8764,65.38,69.2,1
Plant_A-00328,Plant_A,143.8,1.83,73.5,2.37,1.072,0.6672,0.8975,59.88,54.0,1
Plant_A-00329,Plant_A,150.2,6.28,65.4,4.3,1.066,0.7337,0.8891,65.24,53.8,1
Plant_A-00330,Plant_A,150.3,1.6,62.7,2.61,1.673,0.7127,0.8797,62.7,51.5,1
Plant_A-00331,Plant_A,152.0,7.48,139.2,4.92,1.069,0.6635,0.8815,58.49,67.4,1
Plant_A-00332,Plant_A,181.0,4.14,129.1,4.85,1.165,0.7307,0.949,69.34,68.6,1
Plant_A-00333,Plant_A,161.3,6.75,52.3,1.41,1.081,0.7507,0.8391,62.99,51.4,1
Plant_A-00334,Plant_A,196.6,5.94,149.7,2.4,1.358,0.773,0.8862,68.51,73.9,1
Plant_A-00335,Plant_A,148.3,7.31,73.6,0.67,0.863,0.6742,0.7976,53.78,56.4,1
Plant_A-00336,Plant_A,180.8,2.18,55.5,1.7,0.57,0.6744,0.8745,58.98,52.3,1
Plant_A-00337,Plant_A,163.2,2.28,132.5,3.98,1.116,0.6892,0.8982,61.9,69.6,1
Plant_A-00338,Plant_A,180.6,2.35,65.2,1.51,1.372,0.7629,0.8579,65.45,56.4,1
Plant_A-00339,Plant_A,192.1,4.91,122.8,2.36,1.989,0.8104,0.9348,75.75,66.1,1
Plant_A-00340,Plant_A,159.8,6.25,116.4,1.44,1.49,0.7336,0.8424,61.79,65.1,1
Plant_A-00341,Plant_A,163.7,7.81,123.3,4.63,0.754,0.7059,0.923,65.16,65.7,1
Plant_A-00342,Plant_A,196.3,1.25,148.2,0.89,1.791,0.7278,0.9005,65.53,73.1,1
Plant_A-00343,Plant_A,188.0,4.65,110.5,4.79,0.562,0.6966,0.9352,65.15,64.2,1
Plant_A-00344,Plant_A,143.2,7.01,97.4,4.41,0.876,0.7033,0.8605,60.51,60.9,1
Plant_A-00345,Plant_A,183.2,5.53,94.6,2.87,0.713,0.7242,0.9143,66.21,60.5,1
Plant_A-00346,Plant_A,188.3,9.99,114.1,1.99,0.625,0.7492,0.8613,64.53,64.1,1
Plant_A-00347,Plant_A,197.1,9.33,57.7,0.68,0.783,0.7852,0.8181,64.24,54.1,1
Plant_A-00348,Plant_A,181.8,9.89,104.8,3.13,1.901,0.8699,0.8753,76.14,62.4,1
Plant_A-00349,Plant_A,197.3,8.77,141.7,2.2,0.754,0.7096,0.8681,61.6,71.6,1
Plant_A-00350,Plant_A,158.1,7.43,133.8,1.59,1.993,0.7652,0.8478,64.88,67.8,1
Plant_A-00351,Plant_A,162.8,6.74,101.9,0.62,1.37,0.7137,0.8292,59.18,62.1,1
Plant_A-00352,Plant_A,177.4,2.08,133.4,4.4,0.801,0.6542,0.9577,62.65,68.4,1
Plant_A-00353,Plant_A,170.2,9.12,58.4,3.46,1.627,0.8771,0.89,78.06,53.4,1
Plant_A-00354,Plant_A,195.6,3.63,69.7,3.84,1.558,0.8537,0.9358,79.89,57.0,1
Plant_A-00355,Plant_A,186.7,8.95,132.2,2.64,1.19,0.7429,0.858,63.74,69.3,1
Plant_A-00356,Plant_A,188.2,9.76,143.0,2.03,1.639,0.8348,0.8627,72.02,70.5,1
Plant_A-00357,Plant_A,167.2,5.23,93.6,2.59,0.987,0.6944,0.874,60.69,60.4,1
Plant_A-00358,Plant_A,197.9,6.47,69.6,3.64,1.428,0.8493,0.9141,77.63,57.9,1
Plant_A-00359,Plant_A,157.1,7.55,68.0,1.56,1.585,0.804,0.8091,65.06,54.1,1
Plant_A-00360,Plant_A,188.3,1.31,85.7,0.66,0.537,0.628,0.852,53.51,60.9,1
Plant_A-00361,Plant_A,197.5,1.13,92.2,3.36,1.399,0.7709,0.9418,72.61,60.5,1
Plant_A-00362,Plant_A,192.1,1.75,75.4,2.33,1.809,0.7836,0.9125,71.5,58.2,1
Plant_A-00363,Plant_A,176.4,8.5,62.1,1.06,0.508,0.7105,0.8379,59.54,55.5,1
Plant_A-00364,Plant_A,194.4,7.57,80.5,0.91,1.36,0.8083,0.8676,70.13,58.9,1
Plant_A-00365,Plant_A,164.8,8.35,95.3,4.75,0.512,0.7038,0.9117,64.16,59.0,1
Plant_A-00366,Plant_A,187.5,1.32,117.9,2.99,1.886,0.7784,0.8814,68.61,67.2,1
Plant_A-00367,Plant_A,145.2,9.85,143.4,1.77,1.501,0.6918,0.8104,56.07,69.4,1
Plant_A-00368,Plant_A,176.4,9.46,84.5,4.97,1.157,0.8258,0.8927,73.72,57.9,1
Plant_A-00369,Plant_A,140.2,7.99,61.1,0.62,0.802,0.6781,0.781,52.96,52.8,1
Plant_A-00370,Plant_A,166.0,9.37,119.8,2.84,1.032,0.7341,0.8387,61.57,65.5,1
Plant_A-00371,Plant_A,181.3,5.57,87.3,1.73,1.078,0.7334,0.8719,63.94,60.1,1
Plant_A-00372,Plant_A,194.9,4.2,107.5,1.43,0.761,0.6734,0.8583,57.8,64.5,1
Plant_A-00373,Plant_A,161.7,9.44,84.5,2.42,1.591,0.7801,0.848,66.15,57.5,1
Plant_A-00374,Plant_A,177.0,7.51,92.9,4.01,1.354,0.8357,0.8787,73.43,59.8,1
Plant_A-00375,Plant_A,198.6,2.82,77.7,2.04,1.305,0.7756,0.916,71.05,58.6,1
Plant_A-00376,Plant_A,147.7,4.5,135.0,0.82,0.822,0.5761,0.8087,46.59,67.0,1
Plant_A-00377,Plant_A,191.0,1.88,70.2,1.39,1.219,0.7614,0.8873,67.55,56.9,1
Plant_A-00378,Plant_A,194.8,5.58,98.9,4.88,0.901,0.818,0.9437,77.2,62.8,1
Plant_A-00379,Plant_A,166.6,3.13,119.5,4.66,1.965,0.7756,0.9409,72.97,65.8,1
Plant_A-00380,Plant_A,158.4,2.97,92.1,4.83,1.39,0.7271,0.9361,68.06,60.7,1
Plant_A-00381,Plant_A,198.4,6.2,121.9,0.71,1.206,0.7128,0.8517,60.71,68.3,1
Plant_A-00382,Plant_A,152.4,6.92,113.8,3.7,1.727,0.7723,0.8752,67.59,64.1,1
Plant_A-00383,Plant_A,168.3,2.79,57.4,3.14,1.742,0.8282,0.8952,74.14,52.4,1
Plant_A-00384,Plant_A,198.3,7.54,58.7,4.08,0.896,0.8349,0.907,75.72,54.4,1
Plant_A-00385,Plant_A,197.4,4.13,132.7,2.86,1.297,0.7287,0.912,66.46,69.2,1
Plant_A-00386,Plant_A,156.8,5.71,138.7,2.95,1.386,0.7366,0.8664,63.82,66.2,1
Plant_A-00387,Plant_A,193.6,1.49,145.8,3.97,1.273,0.7376,0.9667,71.31,69.5,1
Plant_A-00388,Plant_A,189.0,2.42,129.0,2.96,0.9,0.6423,0.9167,58.88,67.8,1
Plant_A-00389,Plant_A,161.5,2.41,83.7,0.61,1.341,0.7114,0.8092,57.57,57.2,1
Plant_A-00390,Plant_A,169.6,9.38,140.9,4.69,0.828,0.7128,0.8987,64.06,69.4,1
Plant_A-00391,Plant_A,191.1,2.96,86.9,1.46,1.183,0.7469,0.9018,67.35,59.5,1
Plant_A-00392,Plant_A,178.9,4.82,102.9,1.35,1.881,0.7771,0.8458,65.73,62.3,1
Plant_A-00393,Plant_A,186.1,4.89,65.4,0.78,1.855,0.8129,0.8268,67.21,55.3,1
Plant_A-00394,Plant_A,167.3,4.28,76.1,2.87,1.673,0.8319,0.8563,71.24,56.5,1
Plant_A-00395,Plant_A,182.2,4.07,137.7,3.66,1.463,0.7658,0.9294,71.17,69.7,1
Plant_A-00396,Plant_A,191.5,2.21,98.2,2.31,1.202,0.719,0.9037,64.98,61.9,1
Plant_A-00397,Plant_A,187.1,1.86,128.5,2.2,1.578,0.7376,0.9013,66.47,68.0,1
Plant_A-00398,Plant_A,145.0,1.76,56.3,3.16,1.44,0.7138,0.8875,63.35,52.0,1
Plant_A-00399,Plant_A,148.3,4.12,77.2,3.18,0.554,0.6331,0.8672,54.9,56.3,1
Plant_A-00400,Plant_A,173.3,4.87,140.0,0.79,1.823,0.7593,0.8312,63.12,69.9,1
Plant_A-00401,Plant_A,165.1,9.79,102.6,2.69,1.643,0.8206,0.8725,71.6,63.2,1
Plant_A-00402,Plant_A,182.7,8.42,139.6,2.45,0.625,0.6874,0.8796,60.46,69.0,1
Plant_A-00403,Plant_A,179.7,9.09,114.0,2.82,1.17,0.7814,0.8771,68.54,65.0,1
Plant_A-00404,Plant_A,171.6,4.86,132.5,4.9,0.66,0.6961,0.9648,67.16,69.0,1
Plant_A-00405,Plant_A,191.1,2.97,112.7,4.63,0.746,0.7301,0.9569,69.86,64.2,1
Plant_A-00406,Plant_A,150.2,8.16,130.5,4.21,1.104,0.6749,0.8598,58.03,67.2,1
Plant_A-00407,Plant_A,196.5,3.48,62.8,2.75,0.965,0.8133,0.9344,76.0,55.7,1
Plant_A-00408,Plant_A,157.1,6.96,51.7,2.59,1.427,0.7887,0.8703,68.64,50.4,1
Plant_A-00409,Plant_A,152.8,5.27,74.4,4.51,1.331,0.7609,0.9129,69.47,56.1,1
Plant_A-00410,Plant_A,190.3,9.91,132.9,1.17,1.736,0.8217,0.8625,70.87,68.0,1
Plant_A-00411,Plant_A,162.1,1.21,91.2,4.99,1.565,0.7331,0.9017,66.11,60.2,1
Plant_A-00412,Plant_A,149.5,6.38,118.2,2.33,1.41,0.6625,0.8586,56.88,65.6,1
Plant_A-00413,Plant_A,169.2,4.4,115.4,0.68,0.57,0.5913,0.8354,49.4,65.0,1
Plant_A-00414,Plant_A,193.1,2.56,101.4,3.98,0.682,0.7309,0.959,70.09,62.8,1
Plant_A-00415,Plant_A,152.1,6.12,91.6,4.74,1.529,0.7823,0.9066,70.92,59.6,1
Plant_A-00416,Plant_A,140.4,5.47,119.4,3.44,0.997,0.6373,0.8529,54.35,63.2,1
Plant_A-00417,Plant_A,170.0,6.74,60.3,2.91,1.528,0.8492,0.891,75.67,53.1,1
Plant_A-00418,Plant_A,190.4,2.32,70.1,1.68,1.825,0.8522,0.881,75.08,55.2,1
Plant_A-00419,Plant_A,199.9,9.18,60.7,2.05,1.793,0.9298,0.889,82.66,55.4,1
Plant_A-00420,Plant_A,152.3,6.41,65.2,3.75,0.59,0.7213,0.8643,62.34,53.8,1
Plant_A-00421,Plant_A,185.1,1.81,69.1,1.01,0.848,0.6835,0.8872,60.64,56.4,1
Plant_A-00422,Plant_A,157.4,5.72,121.1,3.06,1.818,0.7627,0.8888,67.79,65.7,1
Plant_A-00423,Plant_A,150.1,1.43,104.8,3.54,1.987,0.7711,0.9053,69.81,62.6,1
Plant_A-00424,Plant_A,198.9,5.67,125.5,1.32,0.633,0.6971,0.8606,59.99,67.3,1
Plant_A-00425,Plant_A,141.1,2.34,115.0,1.82,0.674,0.5844,0.8405,49.12,62.4,1
Plant_A-00426,Plant_A,163.3,9.95,118.8,1.44,1.253,0.7437,0.7992,59.43,65.3,1
Plant_A-00427,Plant_A,183.4,2.66,137.1,3.02,1.523,0.72,0.9069,65.3,68.9,1
Plant_A-00428,Plant_A,157.1,5.56,113.5,1.68,0.881,0.6898,0.8588,59.24,63.1,1
Plant_A-00429,Plant_A,189.2,6.85,87.6,0.62,1.749,0.8179,0.844,69.03,58.7,1
Plant_A-00430,Plant_A,149.9,9.44,93.3,4.69,1.637,0.8276,0.889,73.57,58.7,1
Plant_A-00431,Plant_A,176.8,5.17,133.0,2.47,1.522,0.7667,0.8961,68.71,69.6,1
Plant_A-00432,Plant_A,175.4,1.02,56.4,2.53,1.69,0.8063,0.905,72.96,51.6,1
Plant_A-00433,Plant_A,164.7,3.89,58.8,2.7,0.677,0.6819,0.8615,58.74,52.4,1
Plant_A-00434,Plant_A,187.2,5.88,139.8,0.64,1.789,0.768,0.8321,63.9,69.7,1
Plant_A-00435,Plant_A,163.6,3.95,59.4,2.2,1.056,0.7324,0.8808,64.51,53.0,1
Plant_A-00436,Plant_A,171.7,8.94,141.3,3.48,0.782,0.6853,0.8659,59.34,69.7,1
Plant_A-00437,Plant_A,176.0,4.24,77.3,4.35,0.661,0.7118,0.951,67.69,58.0,1
Plant_A-00438,Plant_A,159.0,1.52,142.2,4.26,1.103,0.6308,0.8992,56.72,69.2,1
Plant_A-00439,Plant_A,179.9,5.94,126.6,4.58,0.808,0.7347,0.9485,69.69,67.8,1
Plant_A-00440,Plant_A,182.2,4.52,96.4,0.76,1.267,0.7403,0.8618,63.8,63.4,1
Plant_A-00441,Plant_A,155.0,9.44,144.4,4.27,0.699,0.6852,0.8774,60.11,69.4,1
Plant_A-00442,Plant_A,140.1,9.72,83.1,3.48,1.267,0.776,0.8341,64.73,57.7,1
Plant_A-00443,Plant_A,160.2,9.6,143.5,2.86,1.801,0.7498,0.8534,63.98,68.4,1
Plant_A-00444,Plant_A,198.7,4.78,82.8,1.88,0.976,0.7675,0.8945,68.65,58.2,1
Plant_A-00445,Plant_A,187.8,6.3,134.8,0.85,1.968,0.8033,0.8513,68.38,68.6,1
Plant_A-00446,Plant_A,172.3,8.43,76.7,1.62,1.102,0.795,0.8315,66.11,55.7,1
Plant_A-00447,Plant_A,161.9,7.67,106.3,2.62,1.501,0.8054,0.8804,70.91,62.0,1
Plant_A-00448,Plant_A,189.9,6.94,117.4,3.28,0.928,0.7194,0.9003,64.77,66.3,1
Plant_A-00449,Plant_A,151.2,6.24,130.5,1.63,1.921,0.7335,0.8293,60.83,66.7,1
Plant_A-00450,Plant_A,183.3,9.98,139.1,2.28,1.976,0.8397,0.8561,71.88,69.5,1
Plant_A-00451,Plant_A,167.7,7.75,113.7,3.22,0.912,0.7184,0.8862,63.67,64.5,1
Plant_A-00452,Plant_A,147.5,7.45,113.9,4.35,1.051,0.6675,0.8639,57.67,62.8,1
Plant_A-00453,Plant_A,151.1,8.39,85.3,4.65,0.538,0.6978,0.8719,60.83,57.4,1
Plant_A-00454,Plant_A,168.0,8.08,130.6,4.27,0.632,0.715,0.8766,62.68,68.1,1
Plant_A-00455,Plant_A,172.9,2.78,128.2,3.6,0.855,0.6471,0.8829,57.13,67.8,1
Plant_A-00456,Plant_A,179.5,3.89,77.4,1.72,1.821,0.8118,0.8652,70.23,57.3,1
Plant_A-00457,Plant_A,175.2,7.91,57.9,3.2,1.519,0.851,0.8938,76.07,51.9,1
Plant_A-00458,Plant_A,175.1,6.64,138.1,4.3,1.333,0.781,0.9005,70.33,69.0,1
Plant_A-00459,Plant_A,188.7,5.25,66.1,1.79,0.767,0.7478,0.8858,66.24,56.4,1
Plant_A-00460,Plant_A,157.9,9.47,72.1,2.65,1.289,0.7979,0.8479,67.65,55.1,1
Plant_A-00461,Plant_A,172.2,3.11,143.6,3.37,1.041,0.6784,0.9127,61.91,69.1,1
Plant_A-00462,Plant_A,172.7,4.42,139.7,2.28,1.292,0.7118,0.8569,60.99,68.6,1
Plant_A-00463,Plant_A,175.0,5.81,82.3,3.01,1.888,0.8562,0.8802,75.36,59.2,1
Plant_A-00464,Plant_A,186.5,8.08,69.7,3.18,1.564,0.8597,0.8942,76.88,57.4,1
Plant_A-00465,Plant_A,148.6,8.6,128.6,4.63,1.409,0.687,0.8776,60.29,66.1,1
Plant_A-00466,Plant_A,161.6,4.4,60.9,3.64,0.639,0.719,0.909,65.36,52.8,1
Plant_A-00467,Plant_A,163.0,4.25,79.2,1.17,0.968,0.6933,0.8428,58.43,55.7,1
Plant_A-00468,Plant_A,185.8,1.04,106.5,4.42,0.971,0.7367,0.9568,70.49,64.7,1
Plant_A-00469,Plant_A,163.6,1.88,54.3,4.92,1.024,0.77,0.9478,72.99,51.9,1
Plant_A-00470,Plant_A,158.8,3.68,63.7,3.89,1.1,0.7796,0.9,70.17,53.2,1
Plant_A-00471,Plant_A,147.5,2.58,54.8,3.68,0.978,0.7367,0.9122,67.2,51.2,1
Plant_A-00472,Plant_A,192.7,8.6,78.7,3.93,0.971,0.8817,0.9095,80.19,57.9,1
Plant_A-00473,Plant_A,167.6,3.52,75.1,4.58,1.901,0.8271,0.9231,76.35,57.0,1
Plant_A-00474,Plant_A,140.2,1.47,61.2,2.74,1.715,0.7072,0.8909,63.01,52.3,1
Plant_A-00475,Plant_A,165.7,1.68,133.8,2.99,1.778,0.6908,0.9083,62.74,67.3,1
Plant_A-00476,Plant_A,160.8,1.75,66.3,4.06,0.885,0.7139,0.9311,66.48,54.7,1
Plant_A-00477,Plant_A,175.6,3.04,142.1,3.78,1.975,0.7768,0.9006,69.97,69.9,1
Plant_A-00478,Plant_A,192.0,7.61,64.8,3.68,1.882,0.8931,0.907,81.0,54.1,1
Plant_A-00479,Plant_A,162.9,9.54,117.0,0.9,0.607,0.6234,0.8293,51.7,64.4,1
Plant_A-00480,Plant_A,175.6,1.19,90.6,1.22,1.973,0.7786,0.8474,65.98,59.5,1
Plant_A-00481,Plant_A,173.4,8.43,131.8,4.95,1.694,0.8409,0.8961,75.35,68.9,1
Plant_A-00482,Plant_A,183.4,6.39,109.9,2.48,0.812,0.7429,0.8803,65.4,64.2,1
Plant_A-00483,Plant_A,197.6,7.5,141.8,4.49,0.581,0.7405,0.8986,66.54,72.2,1
Plant_A-00484,Plant_A,194.2,8.69,119.9,4.67,1.847,0.8819,0.9139,80.59,68.2,1
Plant_A-00485,Plant_A,156.8,4.92,144.6,0.89,1.825,0.7027,0.8297,58.31,68.5,1
Plant_A-00486,Plant_A,162.4,5.28,127.1,2.14,0.75,0.6546,0.8479,55.5,65.5,1
Plant_A-00487,Plant_A,159.2,9.61,80.6,3.15,1.046,0.7589,0.8555,64.92,58.5,1
Plant_A-00488,Plant_A,198.9,1.51,119.6,0.52,1.577,0.7449,0.866,64.5,66.3,1
Plant_A-00489,Plant_A,165.3,2.07,131.8,2.56,1.49,0.6791,0.869,59.01,68.8,1
Plant_A-00490,Plant_A,185.3,4.91,79.9,4.18,1.504,0.8252,0.9217,76.05,58.0,1
Plant_A-00491,Plant_A,182.4,1.28,76.9,1.22,0.951,0.6968,0.8905,62.05,56.1,1
Plant_A-00492,Plant_A,147.7,6.13,121.3,2.52,1.884,0.7615,0.8508,64.78,64.4,1
Plant_A-00493,Plant_A,175.1,4.26,135.8,3.34,0.769,0.705,0.9077,64.0,68.3,1
Plant_A-00494,Plant_A,156.5,1.34,130.5,1.0,1.298,0.6111,0.8384,51.23,66.2,1
Plant_A-00495,Plant_A,177.7,8.2,92.8,4.5,1.498,0.8223,0.9387,77.19,61.2,1
Plant_A-00496,Plant_A,157.5,2.84,147.1,2.83,1.856,0.6844,0.8592,58.81,69.1,1
Plant_A-00497,Plant_A,182.0,4.93,132.4,1.79,0.507,0.5999,0.8682,52.08,68.1,1
Plant_A-00498,Plant_A,190.2,6.72,88.5,0.78,0.639,0.7043,0.865,60.93,59.1,1
Plant_A-00499,Plant_A,177.5,4.89,51.0,3.32,1.038,0.8116,0.8797,71.4,52.6,1
Plant_A-00500,Plant_A,197.1,7.91,123.0,2.63,1.224,0.7633,0.8749,66.78,66.4,1
Plant_A-00501,Plant_A,153.0,2.76,89.2,2.9,1.692,0.7464,0.8997,67.15,59.4,1
Plant_A-00502,Plant_A,173.0,8.65,117.0,3.22,0.891,0.7479,0.8801,65.82,63.7,1
Plant_A-00503,Plant_A,196.5,1.33,99.7,3.18,1.469,0.8038,0.9295,74.71,62.3,1
Plant_A-00504,Plant_A,164.2,6.03,120.7,0.66,1.145,0.6963,0.7976,55.54,67.4,1
Plant_A-00505,Plant_A,164.0,7.09,69.9,3.23,0.607,0.7046,0.8731,61.52,54.7,1
