timestamp,buitentemp_C,productiebelasting,stoom_tonh,stoom_druk_bar,boiler_rendement,gasverbruik_Nm3h,elektriciteit_kW,piekbelasting,koelwater_m3h,koelwater_aanvoer_C,koelwater_retour_C,koeltoren_approach_C,perslucht_Nm3h,compressor_vermogen_kW,stikstof_Nm3h,energiekost_EURh,CO2_kgh,onderhoudsstop
2025-02-22 03:30:00,8.1,0.433,15.5,9.1,0.888,1395,244,0,83,13.3,15.5,5.2,127,17,25,519,2881,0
2025-02-22 03:45:00,13.3,0.487,14.8,9.1,0.888,1329,234,0,96,18.0,21.6,4.8,135,19,23,495,2744,0
2025-02-22 04:00:00,9.8,0.516,18.5,9.4,0.878,1687,238,0,108,14.5,18.8,4.7,163,26,25,621,3476,0
2025-02-22 04:15:00,10.3,0.486,16.4,9.3,0.888,1494,245,0,85,15.6,20.2,5.3,153,22,18,554,3083,0
2025-02-22 04:30:00,10.5,0.505,17.5,9.3,0.883,1573,246,0,99,15.4,19.4,4.9,147,24,26,582,3246,0
2025-02-22 04:45:00,6.7,0.515,20.5,9.4,0.89,1836,294,0,104,12.7,16.8,5.9,139,21,27,680,3793,0
2025-02-22 05:00:00,12.7,0.608,20.8,9.4,0.877,1896,319,0,115,17.4,22.6,4.7,182,30,33,704,3920,0
2025-02-22 05:15:00,10.0,0.524,16.9,9.1,0.886,1496,244,0,103,14.6,18.9,4.6,151,24,30,555,3089,0
2025-02-22 05:30:00,10.9,0.575,19.1,9.5,0.891,1726,277,0,109,15.8,20.2,4.9,166,29,26,640,3560,0
2025-02-22 05:45:00,8.1,0.581,21.0,9.6,0.886,1896,292,0,116,13.2,17.5,5.1,179,25,29,701,3919,0
2025-02-22 06:00:00,10.3,0.589,20.0,9.4,0.883,1825,294,0,118,15.0,19.5,4.7,195,29,27,676,3773,0
2025-02-22 06:15:00,8.0,0.581,22.0,9.8,0.879,2002,287,0,121,13.1,16.9,5.1,151,27,29,738,4118,0
2025-02-22 06:30:00,11.6,0.586,19.6,9.4,0.896,1760,287,0,106,16.6,20.5,5.0,162,26,35,653,3630,0
2025-02-22 06:45:00,12.7,0.622,20.0,9.5,0.873,1823,324,0,106,17.8,21.8,5.1,172,24,32,679,3772,0
2025-02-22 07:00:00,10.5,0.597,20.5,9.5,0.883,1870,280,0,126,15.6,20.7,5.2,173,27,29,691,3854,0
2025-02-22 07:15:00,9.9,0.708,24.9,10.0,0.879,2270,350,0,130,14.7,19.8,4.8,214,31,34,839,4683,0
2025-02-22 07:30:00,11.9,0.68,20.6,9.7,0.885,1863,333,0,147,17.3,22.7,5.4,192,29,38,695,3859,0
2025-02-22 07:45:00,8.5,0.714,26.0,10.1,0.878,2369,364,0,142,13.9,19.4,5.5,210,31,42,876,4887,0
2025-02-22 08:00:00,12.1,0.683,23.6,9.9,0.879,2137,353,0,138,16.5,21.2,4.4,207,30,34,793,4414,0
2025-02-22 08:15:00,4.5,0.717,28.1,10.2,0.875,2563,375,0,139,9.6,15.9,5.1,207,34,35,945,5276,0
2025-02-22 08:30:00,11.9,0.732,21.6,9.6,0.884,1951,402,0,148,17.5,23.3,5.6,215,31,35,734,4063,0
2025-02-22 08:45:00,8.6,0.681,23.0,10.0,0.874,2101,343,0,126,13.6,18.8,5.0,196,29,30,779,4338,0
2025-02-22 09:00:00,8.2,0.747,25.0,10.0,0.874,2274,353,0,140,12.8,18.0,4.6,231,37,33,841,4683,0
2025-02-22 09:15:00,7.0,0.755,26.4,10.1,0.877,2424,417,0,144,12.1,17.6,5.0,233,36,40,901,5021,0
2025-02-22 09:30:00,10.3,0.746,26.4,10.1,0.88,2406,378,0,139,14.9,20.8,4.6,211,33,33,890,4962,0
2025-02-22 09:45:00,9.8,0.818,26.4,10.0,0.886,2380,434,0,168,14.4,20.2,4.6,246,38,42,888,4936,0
2025-02-22 10:00:00,8.2,0.769,27.3,10.4,0.883,2468,359,0,158,13.4,20.1,5.2,226,31,38,910,5072,0
2025-02-22 10:15:00,8.1,0.717,22.8,9.8,0.883,2070,339,0,140,12.9,18.1,4.9,207,32,38,768,4279,0
2025-02-22 10:30:00,7.3,0.765,25.9,10.2,0.886,2333,390,0,147,12.3,18.8,5.0,210,32,39,866,4827,0
2025-02-22 10:45:00,8.2,0.797,27.8,10.2,0.879,2534,379,0,175,12.8,18.9,4.6,236,36,39,936,5220,0
2025-02-22 11:00:00,9.5,0.765,25.1,9.9,0.873,2296,377,0,145,14.4,20.4,4.9,231,36,43,852,4745,0
2025-02-22 11:15:00,10.1,0.825,25.0,10.1,0.884,2250,384,0,161,15.3,22.0,5.2,256,40,43,837,4653,0
2025-02-22 11:30:00,6.4,0.822,28.4,10.5,0.878,2578,433,0,174,11.6,17.5,5.2,264,39,41,958,5332,0
2025-02-22 11:45:00,5.4,0.755,28.3,10.3,0.874,2590,399,0,149,10.2,16.2,4.8,206,30,35,957,5335,0
2025-02-22 12:00:00,2.9,0.821,30.2,10.5,0.881,2720,450,0,167,7.6,14.3,4.7,253,36,44,1009,5616,0
2025-02-22 12:15:00,4.0,0.789,29.0,10.4,0.879,2647,418,0,162,9.1,15.5,5.0,234,40,43,980,5453,0
2025-02-22 12:30:00,3.6,0.757,28.1,10.2,0.884,2532,393,0,148,8.5,15.8,4.9,207,31,42,936,5216,0
2025-02-22 12:45:00,1.9,0.801,30.1,10.4,0.878,2745,442,0,157,6.6,12.3,4.7,233,34,41,1017,5672,0
2025-02-22 13:00:00,2.9,0.759,27.8,10.3,0.875,2542,433,0,155,7.9,13.4,5.1,236,38,35,945,5250,0
2025-02-22 13:15:00,3.7,0.773,29.0,10.5,0.872,2676,406,0,161,8.4,14.1,4.6,258,39,41,989,5519,0
2025-02-22 13:30:00,2.0,0.759,31.0,10.6,0.882,2813,405,0,156,7.4,13.6,5.4,228,33,35,1036,5783,0
2025-02-22 13:45:00,1.8,0.814,32.4,10.8,0.875,2968,437,0,166,6.4,12.4,4.6,246,40,44,1094,6112,0
2025-02-22 14:00:00,0.8,0.723,29.9,10.6,0.878,2723,406,0,131,5.8,12.6,5.0,210,33,34,1004,5617,0
2025-02-22 14:15:00,1.3,0.748,29.6,10.4,0.876,2694,442,0,153,6.5,12.7,5.2,223,34,39,999,5557,0
2025-02-22 14:30:00,1.1,0.821,30.8,10.6,0.873,2830,471,0,167,6.6,13.8,5.5,241,39,49,1050,5856,0
2025-02-22 14:45:00,3.3,0.745,28.5,10.4,0.878,2599,427,0,150,8.0,13.6,4.7,218,31,38,964,5366,0
2025-02-22 15:00:00,-2.9,0.748,32.1,10.7,0.869,2956,422,0,133,1.5,6.5,4.4,228,37,42,1088,6082,0
2025-02-22 15:15:00,-1.3,0.748,30.3,10.6,0.878,2762,427,0,157,3.6,10.6,4.9,239,34,39,1021,5699,0
2025-02-22 15:30:00,-0.6,0.716,28.9,10.5,0.87,2656,441,0,148,4.3,10.5,4.9,221,31,37,986,5498,0
2025-02-22 15:45:00,-0.1,0.693,27.9,10.2,0.885,2527,373,0,143,5.0,9.8,5.2,211,29,34,932,5197,0
2025-02-22 16:00:00,3.1,0.705,25.0,10.2,0.879,2270,368,0,140,8.3,14.3,5.2,210,31,35,842,4689,0
2025-02-22 16:15:00,2.0,0.68,25.3,10.1,0.88,2304,408,0,150,6.9,13.7,4.9,203,29,32,858,4774,0
2025-02-22 16:30:00,0.5,0.686,26.9,10.3,0.893,2409,382,0,130,5.3,10.5,4.8,202,29,37,891,4965,0
2025-02-22 16:45:00,0.3,0.664,26.9,10.1,0.877,2440,370,0,148,5.5,11.1,5.2,199,29,30,901,5030,0
2025-02-22 17:00:00,0.8,0.584,26.3,10.1,0.875,2415,341,0,108,6.0,10.7,5.2,183,28,31,888,4969,0
2025-02-22 17:15:00,-2.4,0.623,27.1,10.1,0.878,2489,380,0,113,2.9,8.3,5.3,192,30,32,919,5129,0
2025-02-22 17:30:00,-1.2,0.62,28.6,10.2,0.868,2627,368,0,139,3.4,8.0,4.6,195,27,25,966,5400,0
2025-02-22 17:45:00,2.2,0.629,25.4,10.1,0.89,2284,361,0,119,7.8,12.5,5.6,196,25,33,845,4713,0
2025-02-22 18:00:00,1.8,0.6,25.3,10.1,0.882,2308,352,0,128,6.9,12.3,5.1,206,29,31,853,4747,0
2025-02-22 18:15:00,2.5,0.582,23.8,10.0,0.885,2172,330,0,126,7.5,12.7,4.9,173,27,32,802,4477,0
2025-02-22 18:30:00,0.7,0.524,21.9,9.6,0.884,1984,323,0,117,5.6,9.5,4.9,165,26,28,736,4093,0
2025-02-22 18:45:00,-0.2,0.574,25.3,10.2,0.876,2296,326,0,118,4.4,7.8,4.6,187,28,27,845,4726,0
2025-02-22 19:00:00,0.1,0.541,22.4,9.8,0.893,2016,331,0,110,5.4,9.1,5.4,165,26,29,748,4157,0
2025-02-22 19:15:00,1.4,0.468,20.4,9.4,0.884,1854,276,0,106,6.0,9.8,4.6,134,16,23,684,3819,0
2025-02-22 19:30:00,4.3,0.555,20.9,9.4,0.881,1892,310,0,115,9.5,13.4,5.2,159,23,29,702,3911,0
2025-02-22 19:45:00,-0.8,0.495,24.2,9.9,0.889,2172,299,0,99,4.8,9.3,5.6,149,24,21,798,4459,0
2025-02-22 20:00:00,0.9,0.506,21.7,9.7,0.893,1937,302,0,91,6.2,11.1,5.3,156,26,26,716,3997,0
2025-02-22 20:15:00,-0.7,0.465,23.1,9.9,0.887,2076,297,0,109,3.9,7.6,4.6,133,23,22,764,4268,0
2025-02-22 20:30:00,3.2,0.499,17.6,9.3,0.892,1583,279,0,106,8.5,12.8,5.2,166,27,25,590,3275,0
2025-02-22 20:45:00,1.3,0.475,19.5,9.5,0.881,1781,310,0,119,6.2,10.5,4.9,147,26,17,663,3690,0
2025-02-22 21:00:00,0.9,0.478,21.7,9.6,0.887,1957,277,0,92,6.3,9.8,5.4,158,25,22,720,4025,0
2025-02-22 21:15:00,3.0,0.463,19.5,9.5,0.88,1779,256,0,81,8.5,12.5,5.5,132,16,22,655,3671,0
2025-02-22 21:30:00,2.3,0.461,19.9,9.5,0.881,1830,292,0,77,7.0,10.9,4.8,130,19,23,677,3779,0
2025-02-22 21:45:00,5.1,0.375,16.0,9.1,0.89,1443,209,0,58,10.4,12.6,5.3,108,16,19,531,2966,0
2025-02-22 22:00:00,3.2,0.394,17.2,9.2,0.888,1555,244,0,74,7.8,10.5,4.6,129,19,22,575,3207,0
2025-02-22 22:15:00,4.2,0.423,18.4,9.4,0.884,1668,240,0,90,9.0,12.2,4.8,126,18,15,615,3432,0
2025-02-22 22:30:00,2.4,0.416,18.6,9.3,0.883,1700,266,0,89,6.9,10.8,4.5,128,18,21,629,3502,0
2025-02-22 22:45:00,2.5,0.368,18.2,9.3,0.886,1658,206,0,79,7.9,10.3,5.3,125,17,23,607,3401,0
2025-02-22 23:00:00,3.4,0.391,17.5,9.3,0.886,1580,223,0,80,8.7,11.5,5.3,110,18,16,581,3250,0
2025-02-22 23:15:00,3.3,0.344,14.7,8.7,0.879,1326,226,0,62,8.3,11.2,5.1,81,12,20,492,2743,0
2025-02-22 23:30:00,5.2,0.398,14.2,8.9,0.884,1279,200,0,72,9.9,13.7,4.7,111,18,21,473,2642,0
2025-02-22 23:45:00,6.4,0.393,17.6,9.2,0.893,1585,230,0,71,11.3,14.3,4.9,124,18,18,584,3261,0
2025-02-23 00:00:00,2.5,0.385,16.5,9.1,0.889,1484,230,0,97,7.7,9.9,5.2,119,18,19,549,3069,0
2025-02-23 00:15:00,6.8,0.358,16.2,9.1,0.882,1479,200,0,59,11.4,14.5,4.6,113,18,18,543,3027,0
2025-02-23 00:30:00,10.1,0.436,15.5,9.0,0.886,1384,216,0,73,14.7,18.2,4.6,128,18,27,512,2858,0
2025-02-23 00:45:00,4.1,0.416,16.9,9.3,0.892,1509,247,0,82,9.7,13.2,5.6,137,21,27,560,3112,0
2025-02-23 01:00:00,6.5,0.357,15.2,9.0,0.884,1388,200,0,85,11.5,13.7,5.0,116,16,16,511,2858,0
2025-02-23 01:15:00,5.1,0.408,16.9,9.3,0.89,1526,238,0,72,10.0,14.3,4.9,119,17,26,564,3139,0
2025-02-23 01:30:00,6.7,0.421,17.4,9.2,0.897,1552,209,0,112,11.4,14.8,4.7,144,22,17,571,3191,0
2025-02-23 01:45:00,6.1,0.387,16.4,9.3,0.887,1493,214,0,100,11.0,14.9,5.0,112,21,23,550,3068,0
2025-02-23 02:00:00,9.7,0.435,14.1,8.9,0.886,1288,221,0,92,14.7,19.1,5.0,136,23,23,479,2665,0
2025-02-23 02:15:00,7.5,0.429,18.6,9.3,0.887,1682,229,0,67,12.1,15.3,4.6,126,19,21,618,3458,0
2025-02-23 02:30:00,5.7,0.449,19.3,9.4,0.887,1747,232,0,84,10.7,14.2,5.0,130,24,23,641,3601,0
2025-02-23 02:45:00,7.5,0.392,15.4,8.8,0.892,1378,200,0,71,12.4,16.3,4.9,115,18,24,508,2837,0
2025-02-23 03:00:00,8.4,0.462,18.2,9.4,0.893,1638,218,0,86,13.3,17.3,4.8,145,20,25,601,3373,0
2025-02-23 03:15:00,11.2,0.444,16.1,9.1,0.89,1455,217,0,85,16.6,19.5,5.3,147,23,26,537,2987,0
2025-02-23 03:30:00,10.3,0.452,15.7,9.2,0.891,1406,239,0,91,15.6,19.3,5.3,135,23,23,523,2914,0
2025-02-23 03:45:00,11.0,0.434,16.8,9.3,0.898,1478,236,0,99,16.1,19.0,5.1,124,18,23,548,3051,0
2025-02-23 04:00:00,8.9,0.495,18.1,9.2,0.889,1633,276,0,101,13.2,17.0,4.4,162,24,26,607,3373,0
2025-02-23 04:15:00,11.9,0.541,18.1,9.3,0.884,1635,241,0,112,17.0,21.8,5.1,171,22,26,603,3369,0
2025-02-23 04:30:00,11.3,0.472,18.2,9.2,0.886,1651,222,0,79,16.1,19.5,4.7,145,21,27,606,3391,0
2025-02-23 04:45:00,10.2,0.549,17.7,9.2,0.884,1607,255,0,106,15.6,19.9,5.3,157,23,26,595,3322,0
2025-02-23 05:00:00,11.1,0.538,19.1,9.4,0.88,1723,259,0,114,16.0,21.2,5.0,152,23,29,636,3547,0
2025-02-23 05:15:00,10.2,0.576,20.3,9.5,0.881,1845,309,0,117,14.9,19.5,4.7,175,25,26,685,3818,0
2025-02-23 05:30:00,11.8,0.577,18.9,9.5,0.886,1715,294,0,123,16.9,21.7,5.1,174,25,33,638,3538,0
2025-02-23 05:45:00,13.0,0.587,17.2,9.0,0.9,1521,305,0,88,17.8,22.4,4.7,188,24,28,571,3167,0
2025-02-23 06:00:00,12.2,0.622,21.5,9.5,0.88,1962,311,0,119,17.4,22.5,5.2,181,26,26,727,4048,0
2025-02-23 06:15:00,13.9,0.59,19.5,9.5,0.88,1789,297,0,115,18.5,23.2,4.6,182,25,34,664,3695,0
2025-02-23 06:30:00,11.9,0.656,21.6,9.7,0.874,1999,337,0,134,16.6,22.0,4.7,204,29,36,743,4133,0
2025-02-23 06:45:00,14.6,0.605,18.8,9.3,0.885,1726,295,0,121,19.7,23.8,5.1,175,27,28,642,3566,0
2025-02-23 07:00:00,9.2,0.669,23.7,10.0,0.882,2151,345,0,122,13.8,18.3,4.6,171,30,32,797,4440,0
2025-02-23 07:15:00,10.3,0.682,22.5,9.6,0.885,2028,342,0,153,14.9,20.9,4.6,219,35,30,754,4189,0
2025-02-23 07:30:00,8.8,0.682,23.5,10.0,0.883,2128,357,0,137,14.3,19.5,5.6,203,32,29,790,4402,0
2025-02-23 07:45:00,9.3,0.68,24.1,10.0,0.879,2168,366,0,126,14.1,19.1,4.8,204,26,32,805,4487,0
2025-02-23 08:00:00,10.6,0.644,20.4,9.6,0.881,1848,344,0,125,16.2,20.9,5.6,187,24,28,691,3832,0
2025-02-23 08:15:00,10.3,0.707,24.4,10.0,0.883,2210,369,0,133,15.4,21.0,5.1,217,32,39,821,4574,0
2025-02-23 08:30:00,12.3,0.686,22.3,9.8,0.878,2032,330,0,145,17.3,23.5,5.0,202,32,38,754,4202,0
2025-02-23 08:45:00,8.3,0.763,25.9,10.1,0.873,2371,348,0,156,13.4,20.2,5.1,229,37,34,875,4881,0
2025-02-23 09:00:00,6.1,0.756,27.5,10.2,0.878,2518,392,0,153,11.4,17.6,5.3,235,33,37,931,5202,0
2025-02-23 09:15:00,8.9,0.762,26.4,10.1,0.869,2437,379,0,150,13.9,21.2,5.0,215,31,42,901,5022,0
2025-02-23 09:30:00,12.8,0.71,22.1,9.8,0.888,1994,346,0,128,17.7,23.6,4.9,222,34,40,742,4117,0
2025-02-23 09:45:00,8.7,0.68,23.8,10.1,0.877,2164,344,0,135,13.7,18.3,5.0,208,33,33,802,4470,0
2025-02-23 10:00:00,6.3,0.771,27.5,10.3,0.873,2526,419,0,150,11.9,18.5,5.7,227,34,37,937,5219,0
2025-02-23 10:15:00,7.2,0.741,28.3,10.6,0.877,2594,390,0,138,11.8,18.0,4.6,230,29,39,957,5342,0
2025-02-23 10:30:00,5.9,0.78,29.1,10.3,0.89,2635,399,0,167,10.2,16.8,4.2,243,33,40,974,5441,0
2025-02-23 10:45:00,7.4,0.759,25.8,10.0,0.878,2349,380,0,161,12.7,17.4,5.3,213,32,36,871,4838,0
2025-02-23 11:00:00,3.9,0.82,30.2,10.5,0.869,2765,446,0,173,9.4,16.8,5.5,248,39,46,1025,5714,0
2025-02-23 11:15:00,6.3,0.806,28.9,10.5,0.89,2594,413,0,143,11.2,17.9,4.9,246,38,42,960,5349,0
2025-02-23 11:30:00,5.4,0.784,27.3,10.3,0.878,2485,404,0,148,10.6,15.7,5.2,224,32,41,921,5131,0
2025-02-23 11:45:00,9.7,0.777,27.1,10.2,0.881,2467,406,0,178,15.0,20.7,5.3,258,38,40,916,5089,0
2025-02-23 12:00:00,4.5,0.875,33.1,10.9,0.874,3030,463,0,158,9.4,15.9,4.9,274,38,42,1119,6233,0
2025-02-23 12:15:00,7.4,0.812,28.1,10.2,0.877,2570,444,0,166,12.6,19.2,5.2,235,38,41,956,5320,0
2025-02-23 12:30:00,2.4,0.816,31.9,10.8,0.874,2921,446,0,164,6.9,14.2,4.5,245,39,42,1079,6021,0
2025-02-23 12:45:00,3.0,0.754,27.8,10.2,0.887,2496,373,0,152,8.2,14.4,5.2,208,32,40,921,5141,0
2025-02-23 13:00:00,6.4,0.821,26.8,10.2,0.872,2465,444,0,168,11.1,17.2,4.6,246,34,43,919,5111,0
2025-02-23 13:15:00,3.5,0.755,26.3,10.1,0.882,2395,391,0,167,8.7,14.3,5.2,232,36,38,889,4948,0
2025-02-23 13:30:00,5.3,0.745,26.6,10.1,0.876,2452,378,0,151,10.0,16.4,4.7,225,32,35,906,5049,0
2025-02-23 13:45:00,5.4,0.833,29.0,10.6,0.89,2603,458,0,169,10.7,16.8,5.3,255,42,41,969,5396,0
2025-02-23 14:00:00,2.0,0.799,30.5,10.6,0.88,2761,457,0,153,7.1,13.4,5.1,244,35,38,1024,5705,0
2025-02-23 14:15:00,3.8,0.762,28.0,10.2,0.871,2574,399,0,151,8.7,14.5,4.9,214,31,35,952,5308,0
2025-02-23 14:30:00,2.8,0.75,29.9,10.5,0.877,2740,418,0,152,7.8,13.5,5.1,235,32,37,1012,5650,0
2025-02-23 14:45:00,-0.2,0.754,31.6,10.8,0.872,2904,415,0,164,4.9,10.1,5.2,219,35,40,1069,5974,0
2025-02-23 15:00:00,2.5,0.728,27.6,10.3,0.875,2515,377,0,155,8.1,14.0,5.6,223,31,37,929,5191,0
2025-02-23 15:15:00,1.4,0.729,28.7,10.4,0.87,2633,429,0,157,7.0,12.6,5.6,216,32,35,976,5439,0
2025-02-23 15:30:00,0.7,0.743,29.2,10.6,0.877,2646,422,0,141,5.3,11.6,4.6,241,37,34,980,5464,0
2025-02-23 15:45:00,3.2,0.725,28.3,10.3,0.878,2579,394,0,137,8.5,14.2,5.3,213,33,37,953,5310,0
2025-02-23 16:00:00,3.2,0.628,27.1,10.1,0.882,2444,351,0,120,8.4,13.6,5.3,184,26,27,900,5031,0
2025-02-23 16:15:00,3.0,0.689,26.5,10.0,0.879,2381,373,0,134,7.9,13.8,4.9,203,29,34,881,4902,0
2025-02-23 16:30:00,0.7,0.686,26.6,10.2,0.874,2417,382,0,135,6.0,12.1,5.2,197,31,34,894,4981,0
2025-02-23 16:45:00,-0.2,0.619,26.0,10.1,0.884,2353,385,0,133,4.8,10.7,5.0,179,29,29,872,4863,0
2025-02-23 17:00:00,2.2,0.686,27.1,10.2,0.887,2442,418,0,145,7.3,12.5,5.1,210,32,32,908,5054,0
2025-02-23 17:15:00,-0.8,0.659,27.2,10.2,0.885,2452,400,0,141,4.4,9.4,5.2,191,31,33,909,5055,0
2025-02-23 17:30:00,2.3,0.612,24.9,10.0,0.888,2235,316,0,125,7.0,12.2,4.7,164,26,30,823,4594,0
2025-02-23 17:45:00,1.5,0.575,23.5,9.9,0.876,2161,343,0,106,7.0,10.6,5.5,161,21,28,800,4464,0
2025-02-23 18:00:00,-3.9,0.563,26.8,10.2,0.881,2449,366,0,117,1.1,4.9,5.0,155,27,24,903,5041,0
2025-02-23 18:15:00,-2.6,0.6,28.5,10.4,0.874,2613,345,0,125,2.1,6.1,4.8,182,26,35,959,5362,0
2025-02-23 18:30:00,2.9,0.565,23.7,9.9,0.891,2127,327,0,119,8.0,12.4,5.1,182,31,27,786,4376,0
2025-02-23 18:45:00,3.2,0.567,22.5,9.8,0.884,2030,317,0,129,8.0,11.8,4.8,148,22,22,751,4186,0
2025-02-23 19:00:00,-1.8,0.565,25.9,10.2,0.879,2345,350,0,98,3.2,7.6,5.0,158,21,24,865,4819,0
2025-02-23 19:15:00,-4.3,0.562,26.1,10.2,0.884,2373,352,0,109,1.1,5.6,5.4,169,27,19,875,4885,0
2025-02-23 19:30:00,-0.3,0.527,24.4,9.8,0.878,2224,321,0,114,5.1,8.9,5.3,159,20,29,819,4579,0
2025-02-23 19:45:00,2.1,0.466,22.7,9.7,0.874,2082,283,0,96,7.2,10.7,5.2,143,23,21,765,4272,0
2025-02-23 20:00:00,-0.1,0.505,23.3,9.9,0.881,2115,308,0,99,5.0,8.1,5.1,152,19,26,779,4342,0
2025-02-23 20:15:00,-1.7,0.487,22.8,9.8,0.88,2058,305,0,101,3.8,7.5,5.5,149,25,31,759,4243,0
2025-02-23 20:30:00,2.2,0.424,16.5,9.2,0.883,1504,264,0,103,7.5,10.6,5.2,134,21,22,560,3112,0
2025-02-23 20:45:00,3.0,0.413,19.0,9.4,0.891,1707,212,0,89,8.1,11.3,5.1,118,16,23,625,3495,0
2025-02-23 21:00:00,1.8,0.425,21.3,9.7,0.886,1923,260,0,104,6.5,9.9,4.7,116,18,22,707,3958,0
2025-02-23 21:15:00,2.6,0.434,17.4,9.3,0.893,1556,256,0,78,7.3,11.3,4.7,119,21,25,577,3223,0
2025-02-23 21:30:00,-0.0,0.396,21.1,9.5,0.879,1909,255,0,92,4.9,7.1,4.9,110,14,23,701,3913,0
2025-02-23 21:45:00,6.1,0.383,17.0,9.3,0.891,1525,206,0,76,11.0,14.4,4.9,143,18,18,560,3127,0
2025-02-23 22:00:00,1.1,0.377,17.0,9.3,0.879,1541,245,0,87,5.4,8.7,4.3,126,21,18,571,3183,0
2025-02-23 22:15:00,1.5,0.433,19.2,9.3,0.886,1742,258,0,92,6.6,9.8,5.1,122,17,19,643,3586,0
2025-02-23 22:30:00,0.4,0.371,19.1,9.2,0.877,1726,224,0,74,5.3,7.8,4.8,121,20,18,632,3541,0
2025-02-23 22:45:00,3.8,0.345,16.2,9.2,0.89,1453,200,0,60,8.9,12.2,5.1,116,16,23,534,2993,0
2025-02-23 23:00:00,5.6,0.383,14.9,9.1,0.889,1322,210,0,66,10.4,14.2,4.9,110,16,18,489,2731,0
2025-02-23 23:15:00,1.8,0.365,18.0,9.3,0.88,1642,214,0,71,6.5,9.5,4.6,99,15,13,602,3375,0
2025-02-23 23:30:00,3.0,0.325,15.5,9.1,0.889,1401,200,0,59,8.0,11.2,5.0,102,14,15,516,2878,0
2025-02-23 23:45:00,6.4,0.432,16.7,9.1,0.882,1536,235,0,76,11.2,14.4,4.8,144,24,23,567,3172,0
2025-02-24 00:00:00,4.2,0.557,20.0,9.5,0.895,1780,322,0,115,8.8,13.7,4.6,172,29,26,664,3696,0
2025-02-24 00:15:00,2.5,0.533,23.6,9.8,0.878,2142,303,0,103,7.3,10.9,4.8,155,22,25,788,4406,0
2025-02-24 00:30:00,6.3,0.549,21.5,9.4,0.885,1930,308,0,113,10.9,14.9,4.6,186,29,23,715,3986,0
2025-02-24 00:45:00,8.8,0.508,18.7,9.3,0.883,1685,278,0,92,13.1,17.4,4.3,168,24,24,625,3484,0
2025-02-24 01:00:00,7.9,0.529,20.2,9.4,0.9,1781,259,0,108,12.7,16.8,4.8,178,30,26,657,3669,0
2025-02-24 01:15:00,6.8,0.549,20.8,9.5,0.875,1902,298,0,106,11.5,15.8,4.6,159,21,29,704,3920,0
2025-02-24 01:30:00,8.3,0.563,19.9,9.3,0.882,1801,277,0,88,13.3,18.1,5.0,180,24,24,665,3709,0
2025-02-24 01:45:00,7.0,0.55,23.0,10.0,0.876,2090,289,0,114,11.7,16.4,4.8,166,24,29,769,4295,0
2025-02-24 02:00:00,7.4,0.565,19.5,9.5,0.881,1767,296,0,104,13.0,17.8,5.6,174,26,23,656,3648,0
2025-02-24 02:15:00,8.8,0.591,20.4,9.4,0.886,1850,299,0,128,13.5,19.4,4.7,187,28,30,686,3816,0
2025-02-24 02:30:00,7.4,0.591,21.3,9.5,0.885,1940,309,0,116,12.1,17.2,4.6,185,27,28,718,3996,0
2025-02-24 02:45:00,8.0,0.615,22.3,9.8,0.88,2009,315,0,123,13.3,18.6,5.2,186,24,32,743,4144,0
2025-02-24 03:00:00,13.3,0.604,18.7,9.3,0.891,1691,269,0,116,18.4,22.8,5.0,172,24,30,626,3485,0
2025-02-24 03:15:00,9.8,0.598,20.4,9.4,0.883,1844,296,0,124,15.4,20.6,5.6,182,30,29,684,3805,0
2025-02-24 03:30:00,10.7,0.639,22.9,9.6,0.888,2056,326,0,127,15.8,20.4,5.1,202,30,35,761,4248,0
2025-02-24 03:45:00,10.8,0.619,19.9,9.4,0.884,1808,340,0,127,15.7,21.0,4.8,169,23,33,676,3758,0
2025-02-24 04:00:00,14.9,0.622,18.5,9.2,0.885,1683,316,0,121,19.9,24.8,5.0,197,34,34,630,3490,0
2025-02-24 04:15:00,8.4,0.683,22.6,9.8,0.882,2034,320,0,132,13.2,18.5,4.8,197,27,35,753,4198,0
2025-02-24 04:30:00,9.8,0.61,21.0,9.4,0.891,1895,301,0,130,15.4,19.8,5.6,186,28,33,702,3917,0
2025-02-24 04:45:00,8.3,0.68,25.4,9.9,0.871,2345,351,0,125,13.4,19.8,5.1,208,34,33,865,4831,0
2025-02-24 05:00:00,13.1,0.659,19.5,9.5,0.885,1762,322,0,125,18.3,23.3,5.2,194,29,41,658,3653,0
2025-02-24 05:15:00,14.6,0.698,20.3,9.6,0.885,1830,349,0,146,19.9,26.0,5.3,219,36,40,685,3796,0
2025-02-24 05:30:00,8.3,0.649,22.5,9.8,0.887,2037,311,0,138,13.4,18.7,5.1,184,29,34,753,4204,0
2025-02-24 05:45:00,11.4,0.751,24.9,9.8,0.88,2264,364,0,147,16.7,22.4,5.2,222,35,37,839,4666,0
2025-02-24 06:00:00,7.6,0.755,26.5,10.3,0.88,2408,395,0,160,13.5,19.8,5.9,242,36,33,893,4970,0
2025-02-24 06:15:00,6.5,0.749,27.1,10.1,0.875,2484,386,0,155,11.7,17.5,5.2,229,31,33,919,5131,0
2025-02-24 06:30:00,13.5,0.732,21.2,9.6,0.885,1923,358,0,142,18.5,24.6,5.0,223,32,36,719,4002,0
