sample_id,site,temperatuur_C,druk_bar,debiet_kgh,luchtvochtigheid_pct,roersnelheid_RPM,API_zuiverheid_pct,excipient_vocht_pct,equipment_leeftijd_jaar,kwaliteitsscore,dissolutie_pct,goedgekeurd
Site_IN-0250,Site_IN,157.1,4.98,98.7,71.2,196.0,99.46,2.81,8,85.1,89.8,1
Site_IN-0251,Site_IN,158.1,5.31,98.7,71.3,252.0,99.75,2.8,8,88.7,87.0,1
Site_IN-0252,Site_IN,153.2,5.13,95.8,73.2,252.0,99.53,2.7,8,80.8,89.7,1
Site_IN-0253,Site_IN,159.5,5.21,95.4,70.4,221.0,99.46,2.76,8,88.9,89.9,1
Site_IN-0254,Site_IN,154.1,5.36,102.0,68.7,180.0,99.42,2.35,8,87.4,89.2,1
Site_IN-0255,Site_IN,156.8,5.15,96.6,72.7,250.0,99.69,3.22,8,82.4,89.2,1
Site_IN-0256,Site_IN,154.8,5.31,95.4,71.2,229.0,99.52,2.63,8,85.2,93.4,1
Site_IN-0257,Site_IN,153.2,5.06,98.9,63.2,212.0,99.22,3.05,8,85.7,87.8,1
Site_IN-0258,Site_IN,163.8,5.08,98.4,68.0,250.0,99.74,2.9,8,87.8,90.6,1
Site_IN-0259,Site_IN,163.5,4.73,108.3,67.7,214.0,99.77,2.32,8,86.7,92.1,1
Site_IN-0260,Site_IN,159.0,4.69,101.1,75.1,230.0,99.54,2.68,8,86.3,89.7,1
Site_IN-0261,Site_IN,158.1,5.52,103.4,68.3,236.0,99.65,2.15,8,84.7,92.9,1
Site_IN-0262,Site_IN,161.4,4.8,105.2,66.8,238.0,99.18,3.06,8,85.3,90.3,1
Site_IN-0263,Site_IN,163.7,4.58,91.9,73.6,227.0,99.56,2.48,8,86.7,92.3,1
Site_IN-0264,Site_IN,156.0,5.18,100.0,66.9,200.0,99.28,2.09,8,82.9,91.8,1
Site_IN-0265,Site_IN,156.8,4.69,102.0,69.0,220.0,99.26,2.86,8,84.8,93.3,1
Site_IN-0266,Site_IN,158.3,4.72,98.1,72.1,210.0,99.3,2.58,8,81.8,90.6,1
Site_IN-0267,Site_IN,159.5,4.92,103.6,67.2,226.0,99.6,2.19,8,87.0,92.6,1
Site_IN-0268,Site_IN,157.8,5.44,111.6,69.3,209.0,99.25,2.64,8,81.0,92.2,1
Site_IN-0269,Site_IN,156.0,4.61,102.7,70.9,208.0,99.12,2.9,8,82.1,92.7,1
Site_IN-0270,Site_IN,155.7,5.2,97.8,71.6,224.0,99.43,2.84,8,82.1,90.5,1
Site_IN-0271,Site_IN,154.9,5.8,93.4,67.2,216.0,99.37,2.58,8,87.6,89.1,1
Site_IN-0272,Site_IN,160.3,5.1,98.5,69.8,243.0,99.41,3.24,8,82.3,91.2,1
Site_IN-0273,Site_IN,154.9,4.78,93.2,71.8,237.0,99.73,2.91,8,82.6,89.9,1
Site_IN-0274,Site_IN,151.7,4.49,92.9,65.7,228.0,99.49,2.85,8,85.0,88.8,1
Site_IN-0275,Site_IN,163.4,5.12,97.5,72.9,260.0,99.15,2.38,8,87.7,90.6,1
Site_IN-0276,Site_IN,156.1,4.83,100.9,73.3,264.0,99.17,3.0,8,85.0,90.3,1
Site_IN-0277,Site_IN,160.6,5.21,98.1,71.1,206.0,99.03,2.23,8,86.2,91.9,1
Site_IN-0278,Site_IN,158.2,4.7,103.1,72.6,202.0,99.2,2.92,8,79.8,94.1,1
Site_IN-0279,Site_IN,157.8,4.8,95.6,70.7,236.0,99.65,2.65,8,86.5,86.9,1
Site_IN-0280,Site_IN,161.8,4.48,92.5,69.8,195.0,99.67,2.64,8,85.5,89.4,1
Site_IN-0281,Site_IN,162.5,5.11,101.5,74.7,227.0,99.37,2.89,8,81.7,92.2,1
Site_IN-0282,Site_IN,159.1,4.9,96.9,75.0,210.0,99.55,2.89,8,81.4,91.1,1
Site_IN-0283,Site_IN,159.6,5.37,97.0,68.9,239.0,99.48,2.44,8,88.2,90.8,1
Site_IN-0284,Site_IN,157.0,5.2,101.0,71.3,254.0,99.48,2.27,8,88.6,87.9,1
Site_IN-0285,Site_IN,163.8,4.5,103.1,71.8,218.0,99.62,3.2,8,86.5,92.5,1
Site_IN-0286,Site_IN,161.3,4.67,105.2,71.3,204.0,99.16,2.59,8,87.9,88.2,1
Site_IN-0287,Site_IN,158.7,5.37,102.9,68.4,250.0,99.65,2.79,8,87.0,94.9,1
Site_IN-0288,Site_IN,159.8,5.48,101.3,69.3,186.0,99.74,2.84,8,85.5,91.9,1
Site_IN-0289,Site_IN,160.9,4.78,98.9,72.0,232.0,99.8,2.53,8,86.9,88.1,1
Site_IN-0290,Site_IN,158.2,5.25,97.5,72.3,240.0,99.47,2.17,8,84.3,91.6,1
Site_IN-0291,Site_IN,157.4,5.29,98.4,73.3,236.0,99.45,2.5,8,83.9,89.2,1
Site_IN-0292,Site_IN,160.8,5.08,94.9,72.1,218.0,99.64,2.98,8,85.7,92.5,1
Site_IN-0293,Site_IN,154.8,5.14,99.7,73.1,253.0,99.66,2.81,8,82.3,89.9,1
Site_IN-0294,Site_IN,153.2,5.52,103.1,70.2,239.0,99.66,2.4,8,83.3,90.8,1
Site_IN-0295,Site_IN,160.7,5.52,96.2,75.8,212.0,99.51,2.71,8,87.5,90.0,1
Site_IN-0296,Site_IN,155.9,4.93,98.0,69.4,221.0,99.52,2.86,8,81.5,93.1,1
Site_IN-0297,Site_IN,158.4,5.21,99.8,69.3,212.0,99.62,2.96,8,86.1,92.3,1
Site_IN-0298,Site_IN,162.0,4.7,99.5,71.9,210.0,99.67,2.87,8,84.0,90.1,1
Site_IN-0299,Site_IN,162.6,5.31,98.8,67.3,201.0,99.42,2.68,8,88.3,85.8,1
