cyclus_id,equipment,vorig_product,vervuilingsgraad,fase,tijd_sec,tijd_in_fase_sec,temperatuur_C,conductiviteit_mScm,turbiditeit_NTU,pH,TOC_mgL,debiet_m3h,druk_bar,NaOH_pct,HNO3_pct,cyclus_resultaat
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,970,670,82.6,138.73,1.02,13.0,2.7,1.29,2.43,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,980,680,82.7,138.16,0.91,13.0,0.1,1.47,2.5,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,990,690,82.9,138.35,1.66,13.0,6.3,1.54,2.57,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1000,700,82.4,138.99,1.24,13.1,0.7,1.63,2.57,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1010,710,82.4,137.89,1.22,13.1,1.0,1.59,2.6,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1020,720,82.3,138.34,0.77,13.0,3.7,1.33,2.51,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1030,730,82.4,137.23,1.35,13.1,1.4,1.57,2.54,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1040,740,82.6,139.7,1.68,13.0,0.5,1.63,2.57,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1050,750,81.8,138.03,0.44,12.9,2.5,1.39,2.44,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1060,760,82.0,138.12,0.1,13.0,1.8,1.38,2.42,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1070,770,81.8,137.65,0.78,13.0,0.1,1.33,2.45,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1080,780,83.0,139.11,0.1,13.0,1.5,1.61,2.63,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1090,790,82.0,138.45,0.98,13.1,0.6,1.54,2.44,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1100,800,82.5,139.86,1.9,13.1,0.1,1.52,2.5,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1110,810,81.9,137.83,0.83,12.9,2.3,1.42,2.42,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1120,820,82.3,138.41,0.5,13.0,2.5,1.49,2.49,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1130,830,83.0,139.24,0.47,12.9,0.5,1.65,2.47,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1140,840,83.3,138.95,0.56,13.0,5.7,1.49,2.45,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1150,850,83.2,136.07,1.46,13.1,1.9,1.53,2.52,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1160,860,82.3,137.63,0.42,12.9,0.1,1.44,2.48,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1170,870,82.8,137.69,0.44,13.0,2.7,1.54,2.47,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1180,880,83.0,137.93,0.22,13.2,3.0,1.47,2.56,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,loogfase,1190,890,82.8,138.46,0.38,13.1,5.9,1.45,2.46,2.8,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1200,0,20.0,0.69,1.03,7.4,3.0,1.54,2.48,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1210,10,27.7,0.23,1.2,7.4,2.4,1.57,2.58,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1220,20,35.4,0.54,1.32,6.8,2.7,1.53,2.52,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1230,30,43.1,0.1,2.27,7.1,2.1,1.45,2.49,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1240,40,50.8,0.1,1.04,6.6,2.1,1.35,2.48,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1250,50,58.5,0.1,1.21,6.8,2.2,1.35,2.44,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1260,60,66.9,0.33,1.15,7.4,2.3,1.38,2.42,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1270,70,65.6,0.1,1.11,7.4,2.5,1.21,2.43,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1280,80,66.1,0.1,1.0,7.1,2.7,1.46,2.58,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1290,90,66.0,0.1,1.03,6.2,2.4,1.44,2.43,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1300,100,66.2,0.23,1.24,6.4,2.9,1.4,2.44,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1310,110,66.3,0.27,1.98,6.8,2.2,1.41,2.55,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1320,120,66.0,0.13,1.24,7.5,2.0,1.53,2.47,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1330,130,66.4,0.11,1.01,7.0,2.5,1.54,2.61,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1340,140,66.5,0.1,1.42,7.2,2.3,1.54,2.5,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1350,150,66.3,0.1,1.27,7.0,2.1,1.44,2.52,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1360,160,65.9,0.2,1.01,6.8,2.1,1.25,2.28,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1370,170,67.1,0.1,1.08,6.9,2.5,1.66,2.53,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1380,180,66.4,0.37,1.21,7.2,2.1,1.5,2.47,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1390,190,66.9,0.1,1.01,6.9,2.2,1.5,2.51,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1400,200,66.3,0.1,1.02,6.8,3.0,1.49,2.54,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1410,210,64.6,0.26,1.28,7.4,2.3,1.46,2.47,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1420,220,67.3,0.13,1.37,6.9,2.1,1.62,2.52,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1430,230,66.1,0.1,1.03,7.1,2.1,1.51,2.45,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1440,240,66.0,0.1,1.09,6.9,2.1,1.38,2.54,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1450,250,67.4,0.1,1.02,7.0,2.2,1.57,2.51,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1460,260,65.9,0.21,1.02,7.5,2.1,1.56,2.59,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1470,270,66.2,0.26,1.51,6.5,2.0,1.46,2.54,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1480,280,66.0,0.1,1.43,7.3,3.4,1.56,2.56,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,tussenspoeling,1490,290,66.8,0.22,1.5,6.9,2.3,1.52,2.47,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1500,0,20.0,44.08,1.94,2.1,2.9,1.46,2.5,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1510,10,29.1,43.12,1.16,2.1,2.0,1.51,2.5,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1520,20,38.2,43.33,1.1,2.1,4.4,1.32,2.48,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1530,30,47.3,44.65,1.2,2.0,2.4,1.51,2.46,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1540,40,56.3,44.11,1.55,2.0,2.1,1.66,2.67,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1550,50,65.4,43.73,1.18,1.9,2.5,1.47,2.5,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1560,60,74.9,43.74,1.61,2.0,3.6,1.65,2.54,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1570,70,74.2,44.63,1.35,2.0,2.4,1.46,2.42,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1580,80,75.2,44.19,1.22,2.1,3.1,1.36,2.44,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1590,90,74.0,44.41,1.55,2.0,2.5,1.38,2.43,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1600,100,74.4,44.19,1.17,2.0,2.2,1.32,2.47,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1610,110,74.0,44.61,1.29,2.0,2.4,1.59,2.59,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1620,120,74.2,44.05,1.31,2.0,3.0,1.35,2.49,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1630,130,74.3,43.67,1.0,2.2,2.3,1.5,2.59,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1640,140,74.6,44.45,1.09,1.9,2.3,1.5,2.46,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1650,150,74.2,44.35,1.13,2.0,2.8,1.47,2.43,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1660,160,75.0,44.52,1.11,2.0,2.2,1.46,2.43,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1670,170,74.4,44.4,1.39,2.0,2.2,1.4,2.51,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1680,180,74.1,42.99,1.58,2.0,2.4,1.53,2.52,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1690,190,74.8,44.12,1.6,2.1,2.3,1.44,2.5,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1700,200,75.5,43.99,1.46,2.2,2.4,1.4,2.55,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1710,210,74.7,44.4,1.14,2.0,2.3,1.46,2.51,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1720,220,74.3,45.07,1.34,2.1,2.3,1.56,2.51,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1730,230,74.2,43.34,1.2,2.0,2.4,1.45,2.54,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1740,240,73.9,44.4,1.16,2.2,3.5,1.16,2.39,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1750,250,74.1,44.09,1.25,1.8,2.1,1.4,2.47,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1760,260,75.0,44.52,2.12,2.2,2.0,1.57,2.51,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1770,270,74.4,43.9,1.97,2.1,2.3,1.38,2.54,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1780,280,75.0,43.24,1.28,1.8,2.0,1.5,2.48,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1790,290,75.4,43.9,1.17,2.2,2.1,1.66,2.54,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1800,300,74.4,43.86,1.14,2.3,3.3,1.39,2.44,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1810,310,74.2,43.75,1.04,2.1,2.1,1.5,2.55,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1820,320,73.9,45.71,1.17,2.2,3.3,1.6,2.59,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1830,330,74.3,43.06,1.91,2.1,2.3,1.35,2.48,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1840,340,75.2,44.47,1.09,2.1,2.3,1.52,2.59,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1850,350,74.4,44.03,1.05,1.8,2.2,1.47,2.47,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1860,360,74.5,44.97,1.24,1.9,2.4,1.44,2.45,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1870,370,73.6,43.93,1.05,1.9,2.1,1.54,2.48,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1880,380,74.6,44.37,1.57,1.9,2.1,1.54,2.54,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1890,390,73.9,43.23,1.64,2.0,2.7,1.41,2.44,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1900,400,73.6,43.05,1.71,2.0,4.2,1.63,2.57,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1910,410,74.8,44.71,1.29,2.2,2.1,1.44,2.46,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1920,420,74.9,43.56,2.09,1.8,2.4,1.29,2.42,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1930,430,74.1,43.48,1.15,2.1,2.3,1.38,2.38,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1940,440,74.0,44.41,1.17,2.1,2.1,1.49,2.54,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1950,450,74.1,43.49,1.35,2.1,2.1,1.55,2.63,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1960,460,74.8,44.81,1.17,2.1,2.1,1.48,2.57,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1970,470,74.1,45.47,1.09,2.0,2.4,1.59,2.48,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1980,480,75.2,44.35,1.5,1.9,2.1,1.35,2.49,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,1990,490,74.5,44.48,1.15,2.0,2.2,1.55,2.67,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,2000,500,74.4,44.03,1.37,1.9,3.7,1.37,2.48,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,2010,510,74.7,44.15,1.05,2.1,2.3,1.48,2.58,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,2020,520,74.9,44.72,1.03,2.0,2.2,1.59,2.51,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,2030,530,75.6,44.82,1.53,2.0,2.8,1.55,2.48,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,2040,540,74.9,43.31,1.04,2.0,2.5,1.63,2.54,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,2050,550,74.2,44.84,1.01,1.9,2.4,1.32,2.38,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,2060,560,74.4,43.11,1.04,1.9,2.3,1.28,2.45,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,2070,570,75.2,44.61,1.3,2.1,2.2,1.62,2.55,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,2080,580,74.1,44.4,1.02,2.0,2.4,1.51,2.54,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,zuurfase,2090,590,75.5,44.13,1.21,1.9,2.3,1.54,2.52,0.0,1.5,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2100,0,20.0,0.35,1.01,7.1,2.4,1.34,2.45,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2110,10,23.3,0.05,1.28,6.9,2.2,1.57,2.55,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2120,20,26.7,0.11,1.3,7.5,2.9,1.37,2.51,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2130,30,30.0,0.05,1.03,6.9,3.1,1.59,2.59,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2140,40,33.3,0.05,1.09,6.6,2.1,1.63,2.5,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2150,50,36.7,0.05,1.27,6.5,2.2,1.38,2.51,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2160,60,40.0,0.05,1.03,7.2,2.0,1.63,2.6,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2170,70,40.9,0.1,1.1,7.3,2.2,1.48,2.48,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2180,80,39.5,0.05,1.33,6.7,2.5,1.43,2.5,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2190,90,40.1,0.31,1.01,6.6,2.5,1.63,2.56,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2200,100,40.3,0.05,1.31,7.4,2.8,1.42,2.45,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2210,110,39.6,0.05,1.49,7.0,2.7,1.5,2.47,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2220,120,40.3,0.05,1.08,6.9,2.2,1.57,2.56,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2230,130,40.3,0.05,1.02,7.1,2.5,1.61,2.64,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2240,140,40.2,0.05,1.1,6.7,2.2,1.41,2.47,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2250,150,40.4,0.05,2.11,6.9,2.7,1.32,2.45,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2260,160,40.6,0.05,1.17,7.0,2.9,1.53,2.5,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2270,170,40.8,0.16,1.13,7.2,2.9,1.41,2.48,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2280,180,39.9,0.18,1.03,6.8,2.2,1.37,2.43,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2290,190,39.8,0.05,1.11,6.7,3.3,1.52,2.56,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2300,200,40.0,0.05,1.89,6.9,2.3,1.73,2.6,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2310,210,39.5,0.05,2.06,7.4,2.7,1.68,2.61,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2320,220,39.8,0.13,1.02,7.5,2.0,1.42,2.43,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2330,230,40.0,0.05,1.19,7.1,2.2,1.43,2.52,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2340,240,40.8,0.05,1.93,7.2,3.2,1.54,2.55,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2350,250,40.1,0.12,1.14,7.0,2.4,1.53,2.6,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2360,260,40.0,0.05,1.06,7.3,2.2,1.21,2.46,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2370,270,40.2,0.05,1.14,7.2,2.7,1.4,2.49,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2380,280,40.3,0.05,1.33,6.9,2.3,1.45,2.41,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,naspoeling,2390,290,39.1,0.05,1.28,7.3,2.3,1.36,2.38,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2400,0,20.0,0.53,1.06,6.9,2.3,1.61,2.6,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2410,10,20.8,0.52,2.21,7.1,2.1,1.48,2.45,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2420,20,21.7,0.47,1.35,6.6,2.2,1.58,2.56,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2430,30,22.5,0.55,1.17,7.2,3.3,1.49,2.54,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2440,40,23.3,0.53,1.47,7.2,4.4,1.54,2.52,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2450,50,24.2,0.44,1.66,6.9,2.5,1.53,2.48,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2460,60,25.0,0.6,1.06,7.3,2.9,1.56,2.57,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2470,70,24.4,0.55,1.94,7.6,2.0,1.41,2.49,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2480,80,24.6,0.42,1.05,6.9,2.3,1.37,2.41,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2490,90,24.3,0.41,1.02,7.0,2.2,1.73,2.67,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2500,100,24.5,0.55,1.17,7.0,2.5,1.52,2.43,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2510,110,24.6,0.56,1.3,6.6,2.1,1.55,2.52,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2520,120,25.0,0.54,1.23,7.1,2.2,1.65,2.53,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2530,130,25.1,0.44,1.19,7.2,4.8,1.38,2.45,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2540,140,25.0,0.44,1.09,7.0,2.3,1.4,2.52,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2550,150,25.0,0.52,1.44,7.1,2.7,1.54,2.47,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2560,160,24.8,0.58,1.05,6.6,3.0,1.44,2.42,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2570,170,25.9,0.49,1.41,7.2,2.9,1.46,2.57,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2580,180,25.0,0.52,1.04,6.7,3.0,1.37,2.45,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2590,190,24.2,0.57,1.64,7.0,2.2,1.27,2.42,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2600,200,25.8,0.5,1.16,7.2,2.1,1.43,2.55,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2610,210,24.5,0.49,1.13,7.3,2.8,1.38,2.54,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2620,220,25.4,0.49,1.53,7.2,3.1,1.54,2.59,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2630,230,24.0,0.49,1.87,6.9,2.4,1.52,2.5,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2640,240,24.5,0.53,1.03,7.2,2.1,1.5,2.56,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2650,250,25.1,0.56,1.38,6.6,2.1,1.47,2.47,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2660,260,24.9,0.51,1.01,7.3,2.1,1.4,2.47,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2670,270,25.5,0.46,1.65,6.6,2.1,1.59,2.55,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2680,280,25.6,0.52,1.4,6.8,2.1,1.62,2.58,0.0,0.0,geslaagd
CIP-0017,leiding_DN50,Product_C,3.8,eindspoeling,2690,290,25.0,0.51,1.42,6.5,2.4,1.54,2.61,0.0,0.0,geslaagd
CIP-0018,leiding_DN50,Product_B,4.9,voorspoeling,0,0,20.0,98.15,246.1,7.1,488.6,1.48,2.51,0.0,0.0,geslaagd
CIP-0018,leiding_DN50,Product_B,4.9,voorspoeling,10,10,20.0,88.83,225.14,7.3,463.3,1.52,2.49,0.0,0.0,geslaagd
CIP-0018,leiding_DN50,Product_B,4.9,voorspoeling,20,20,20.0,80.33,208.95,6.5,443.7,1.41,2.54,0.0,0.0,geslaagd
CIP-0018,leiding_DN50,Product_B,4.9,voorspoeling,30,30,20.0,72.78,192.77,6.5,422.2,1.61,2.54,0.0,0.0,geslaagd
CIP-0018,leiding_DN50,Product_B,4.9,voorspoeling,40,40,20.0,65.36,178.5,7.2,403.3,1.53,2.51,0.0,0.0,geslaagd
CIP-0018,leiding_DN50,Product_B,4.9,voorspoeling,50,50,20.0,59.16,164.93,6.8,381.4,1.56,2.49,0.0,0.0,geslaagd
