timestamp,module_id,module_type,voeding_TDS_mgL,voeding_turbiditeit_NTU,voeding_temp_C,voeding_pH,voeding_druk_bar,TMP_bar,flux_Lm2h,specifieke_flux_Lm2hbar,permeaat_TDS_mgL,permeaat_conductiviteit_mScm,recovery,fouling_weerstand,SEC_kWhm3,is_reiniging,fouling_fase
2025-06-05 19:00,MEM-01,RO,554.0,3.33,20.2,7.3,15.24,19.52,15.8,0.81,2.7,0.009,0.756,0.00289,3.444,0,schoon
2025-06-05 20:00,MEM-01,RO,547.0,3.21,24.4,7.3,14.81,20.37,16.3,0.8,3.3,0.036,0.749,0.00374,3.492,0,schoon
2025-06-05 21:00,MEM-01,RO,548.0,2.83,24.1,7.4,14.73,18.15,18.6,1.03,2.4,0.008,0.744,0.00225,2.664,0,schoon
2025-06-05 22:00,MEM-01,RO,512.0,2.73,23.1,7.4,14.99,20.12,16.2,0.81,4.2,0.0,0.824,0.0034,3.454,0,schoon
2025-06-05 23:00,MEM-01,RO,518.0,2.71,22.0,7.3,14.9,18.81,17.7,0.94,2.8,0.0,0.74,0.00267,2.967,0,schoon
2025-06-06 00:00,MEM-01,RO,550.0,2.71,23.0,7.3,15.13,19.87,16.9,0.85,3.1,0.006,0.811,0.00315,3.314,0,schoon
2025-06-06 01:00,MEM-01,RO,558.0,2.79,22.5,7.3,14.84,21.21,15.0,0.71,3.0,0.045,0.709,0.00429,3.978,0,schoon
2025-06-06 02:00,MEM-01,RO,557.0,3.28,22.4,7.5,15.13,20.43,15.5,0.76,4.2,0.039,0.794,0.00344,3.65,0,schoon
2025-06-06 03:00,MEM-01,RO,541.0,2.8,21.9,7.4,14.89,21.9,14.0,0.64,4.0,0.02,0.846,0.00473,4.326,0,schoon
2025-06-06 04:00,MEM-01,RO,531.0,2.77,22.9,7.3,15.03,19.4,16.8,0.87,1.2,0.0,0.787,0.00291,3.249,0,schoon
2025-06-06 05:00,MEM-01,RO,521.0,2.94,22.1,7.3,15.37,21.12,15.6,0.74,2.4,0.041,0.765,0.00371,3.782,0,schoon
2025-06-06 06:00,MEM-01,RO,562.0,2.7,22.5,7.2,14.91,21.59,14.8,0.68,3.7,0.0,0.767,0.00445,4.114,0,schoon
2025-06-06 07:00,MEM-01,RO,523.0,2.83,20.7,7.4,14.9,21.23,12.0,0.57,4.0,0.045,0.768,0.00429,4.85,0,schoon
2025-06-06 08:00,MEM-01,RO,546.0,2.89,20.7,7.2,15.12,22.7,13.2,0.58,5.2,0.048,0.767,0.00502,4.768,0,lichte_fouling
2025-06-06 09:00,MEM-01,RO,569.0,3.12,21.9,7.2,14.82,21.48,14.7,0.68,4.5,0.0,0.79,0.00439,4.003,0,schoon
2025-06-06 10:00,MEM-01,RO,548.0,2.67,21.9,7.3,15.12,21.9,14.0,0.64,5.1,0.0,0.722,0.0045,4.363,0,schoon
2025-06-06 11:00,MEM-01,RO,514.0,2.68,22.0,7.3,15.2,23.46,13.7,0.59,2.9,0.018,0.773,0.00543,4.704,0,lichte_fouling
2025-06-06 12:00,MEM-01,RO,575.0,3.18,22.3,7.2,14.7,23.63,12.9,0.55,2.6,0.019,0.816,0.00611,5.014,0,lichte_fouling
2025-06-06 13:00,MEM-01,RO,554.0,3.24,24.2,7.4,14.65,22.32,14.4,0.65,1.9,0.0,0.784,0.00521,4.388,0,lichte_fouling
2025-06-06 14:00,MEM-01,RO,556.0,3.11,23.1,7.2,14.63,22.15,13.6,0.61,4.1,0.049,0.761,0.00513,4.549,0,lichte_fouling
2025-06-06 15:00,MEM-01,RO,537.0,2.93,23.5,7.3,14.88,22.04,13.8,0.63,5.5,0.0,0.779,0.00479,4.431,1,reiniging
2025-06-06 16:00,MEM-01,RO,557.0,3.76,22.9,7.6,14.65,22.29,13.9,0.62,3.3,0.0,0.766,0.00525,4.351,1,reiniging
2025-06-06 17:00,MEM-01,RO,529.0,2.74,24.2,6.9,15.35,16.84,23.3,1.38,1.7,0.0,0.737,0.00098,1.993,1,reiniging
2025-06-06 18:00,MEM-01,RO,550.0,2.65,21.5,7.4,15.09,15.17,26.4,1.74,4.1,0.0,0.717,0.0,1.598,1,reiniging
2025-06-06 19:00,MEM-01,RO,539.0,2.69,22.8,7.4,14.99,14.95,27.6,1.85,2.8,0.01,0.798,0.0,1.506,1,reiniging
2025-06-06 20:00,MEM-01,RO,547.0,2.96,22.4,7.5,14.92,14.93,26.6,1.78,3.6,0.0,0.72,0.0,1.574,1,reiniging
2025-06-06 21:00,MEM-01,RO,566.0,3.37,22.3,7.3,14.69,15.6,23.6,1.51,4.6,0.017,0.818,0.00064,1.802,1,reiniging
2025-06-06 22:00,MEM-01,RO,547.0,2.87,23.3,7.3,15.46,15.4,28.0,1.82,1.7,0.0,0.768,0.0,1.465,1,reiniging
2025-06-06 23:00,MEM-01,RO,539.0,3.12,23.2,7.4,15.21,17.39,21.2,1.22,3.6,0.02,0.859,0.00145,2.264,0,schoon
2025-06-07 00:00,MEM-01,RO,543.0,2.85,23.0,7.4,14.81,15.72,24.0,1.53,3.1,0.0,0.744,0.00061,1.819,0,schoon
2025-06-07 01:00,MEM-01,RO,571.0,2.67,23.1,7.3,14.94,15.46,25.3,1.64,1.8,0.0,0.823,0.00044,1.637,0,schoon
2025-06-07 02:00,MEM-01,RO,570.0,2.68,23.8,7.4,15.01,16.75,23.6,1.41,4.6,0.045,0.788,0.00119,1.945,0,schoon
2025-06-07 03:00,MEM-01,RO,555.0,2.68,22.6,7.4,15.14,15.14,27.1,1.79,2.6,0.005,0.753,0.0,1.598,0,schoon
2025-06-07 04:00,MEM-01,RO,546.0,2.79,22.8,7.3,15.02,16.22,23.0,1.42,2.7,0.0,0.764,0.0008,1.907,0,schoon
2025-06-07 05:00,MEM-01,RO,555.0,2.64,22.2,7.5,14.99,15.82,24.1,1.52,3.0,0.0,0.712,0.00053,1.894,0,schoon
2025-06-07 06:00,MEM-01,RO,542.0,2.83,20.0,7.5,15.19,17.57,19.3,1.1,4.6,0.019,0.854,0.00157,2.476,0,schoon
2025-06-07 07:00,MEM-01,RO,548.0,2.61,24.2,7.2,15.1,17.19,22.0,1.28,1.7,0.027,0.783,0.0014,2.149,0,schoon
2025-06-07 08:00,MEM-01,RO,532.0,2.85,23.0,7.2,15.41,17.88,20.5,1.15,3.5,0.0,0.776,0.00159,2.482,0,schoon
2025-06-07 09:00,MEM-01,RO,564.0,2.68,21.7,7.3,14.98,18.67,18.5,0.99,3.9,0.0,0.808,0.00245,2.745,0,schoon
2025-06-07 10:00,MEM-01,RO,529.0,3.5,22.0,7.4,14.92,16.95,20.4,1.2,2.2,0.0,0.824,0.00139,2.31,0,schoon
2025-06-07 11:00,MEM-01,RO,518.0,2.62,22.2,7.4,14.72,18.14,18.3,1.01,2.7,0.006,0.842,0.00236,2.854,0,schoon
2025-06-07 12:00,MEM-01,RO,553.0,2.75,22.4,7.4,15.33,18.44,19.5,1.06,3.2,0.0,0.772,0.00202,2.604,0,schoon
2025-06-07 13:00,MEM-01,RO,548.0,2.75,23.1,7.4,14.85,18.64,17.9,0.96,2.2,0.009,0.804,0.00254,2.842,0,schoon
2025-06-07 14:00,MEM-01,RO,545.0,4.15,22.4,7.1,15.14,18.02,19.2,1.07,3.3,0.006,0.792,0.00195,2.552,0,schoon
2025-06-07 15:00,MEM-01,RO,570.0,2.62,22.3,7.5,14.67,17.7,18.9,1.07,2.6,0.017,0.706,0.00204,2.551,0,schoon
2025-06-07 16:00,MEM-01,RO,555.0,2.76,21.8,7.2,15.38,18.19,19.9,1.1,1.1,0.0,0.808,0.0018,2.557,0,schoon
2025-06-07 17:00,MEM-01,RO,543.0,2.9,23.1,7.4,14.93,18.64,18.3,0.98,4.2,0.042,0.766,0.00251,2.746,0,schoon
2025-06-07 18:00,MEM-01,RO,556.0,2.78,21.4,7.4,14.88,18.46,17.4,0.94,4.6,0.019,0.813,0.0024,2.997,0,schoon
2025-06-07 19:00,MEM-01,RO,594.0,3.19,23.9,7.4,14.87,18.33,19.8,1.08,5.2,0.013,0.84,0.00232,2.531,0,schoon
2025-06-07 20:00,MEM-01,RO,520.0,2.96,22.9,7.6,14.95,19.1,18.0,0.94,3.6,0.041,0.754,0.00274,2.993,0,schoon
2025-06-07 21:00,MEM-01,RO,564.0,3.4,22.2,7.3,15.1,19.09,17.8,0.93,3.6,0.026,0.789,0.00267,2.934,0,schoon
2025-06-07 22:00,MEM-01,RO,572.0,3.51,23.3,7.4,14.81,18.35,19.1,1.04,4.8,0.0,0.74,0.00245,2.614,0,schoon
2025-06-07 23:00,MEM-01,RO,544.0,3.04,22.5,7.4,14.95,18.45,17.5,0.95,4.0,0.021,0.832,0.00236,2.96,0,schoon
2025-06-08 00:00,MEM-01,RO,516.0,2.73,23.0,7.2,15.1,19.08,16.8,0.88,3.0,0.035,0.72,0.00267,3.15,0,schoon
2025-06-08 01:00,MEM-01,RO,523.0,2.61,23.4,7.4,15.39,19.78,17.5,0.88,2.8,0.013,0.746,0.00285,3.157,0,schoon
2025-06-08 02:00,MEM-01,RO,525.0,3.26,23.4,7.3,14.79,19.26,17.4,0.9,5.3,0.0,0.815,0.00308,3.122,0,schoon
2025-06-08 03:00,MEM-01,RO,525.0,2.65,23.5,7.2,15.11,19.2,17.9,0.93,3.5,0.006,0.789,0.00267,2.992,0,schoon
2025-06-08 04:00,MEM-01,RO,557.0,2.63,21.7,7.4,14.91,18.53,17.8,0.96,2.5,0.024,0.778,0.00235,2.897,0,schoon
2025-06-08 05:00,MEM-01,RO,544.0,2.93,22.7,7.2,15.33,21.84,14.9,0.68,4.9,0.008,0.802,0.00425,3.966,0,schoon
2025-06-08 06:00,MEM-01,RO,533.0,3.13,23.0,7.2,14.77,21.5,13.9,0.65,3.2,0.023,0.732,0.00459,4.361,0,schoon
2025-06-08 07:00,MEM-01,RO,544.0,2.63,21.4,7.3,15.49,20.89,16.0,0.77,3.5,0.018,0.791,0.00347,3.623,0,schoon
2025-06-08 08:00,MEM-01,RO,521.0,2.65,23.2,7.3,14.76,20.1,16.3,0.81,4.2,0.011,0.745,0.00355,3.443,0,schoon
2025-06-08 09:00,MEM-01,RO,520.0,2.67,23.8,7.3,15.09,21.0,16.6,0.79,6.2,0.01,0.834,0.00391,3.457,0,schoon
2025-06-08 10:00,MEM-01,RO,565.0,2.75,23.1,7.4,14.56,20.46,14.8,0.72,4.7,0.018,0.784,0.00405,3.819,0,schoon
2025-06-08 11:00,MEM-01,RO,523.0,2.69,23.8,7.2,15.06,21.31,16.0,0.75,1.8,0.0,0.753,0.00412,3.559,0,schoon
2025-06-08 12:00,MEM-01,RO,552.0,2.87,23.8,7.2,15.0,21.37,15.1,0.71,3.1,0.018,0.729,0.00425,3.907,0,schoon
2025-06-08 13:00,MEM-01,RO,551.0,2.89,24.0,7.2,15.04,21.34,14.4,0.67,4.0,0.0,0.829,0.00415,4.131,0,schoon
2025-06-08 14:00,MEM-01,RO,589.0,3.14,23.7,7.3,15.01,22.0,14.2,0.65,4.1,0.027,0.763,0.00464,4.339,0,schoon
2025-06-08 15:00,MEM-01,RO,532.0,2.83,22.4,7.3,15.26,21.17,14.3,0.68,3.2,0.0,0.74,0.00393,4.187,0,schoon
2025-06-08 16:00,MEM-01,RO,540.0,2.79,22.4,7.3,14.93,22.24,13.7,0.61,3.4,0.008,0.823,0.00487,4.493,0,schoon
2025-06-08 17:00,MEM-01,RO,567.0,2.75,23.1,7.3,14.72,21.13,14.7,0.7,4.5,0.051,0.838,0.00442,3.992,0,schoon
2025-06-08 18:00,MEM-01,RO,560.0,3.59,23.3,7.3,15.08,22.09,14.7,0.67,4.3,0.026,0.777,0.00466,4.132,0,schoon
2025-06-08 19:00,MEM-01,RO,547.0,3.08,20.9,7.3,14.81,21.31,14.0,0.66,6.2,0.0,0.718,0.00441,4.289,0,schoon
2025-06-08 20:00,MEM-01,RO,553.0,2.68,24.2,7.3,15.16,23.21,13.7,0.59,3.1,0.0,0.761,0.00525,4.682,0,lichte_fouling
2025-06-08 21:00,MEM-01,RO,558.0,2.62,23.2,7.3,14.78,22.5,13.2,0.59,4.4,0.0,0.823,0.00519,4.675,1,reiniging
2025-06-08 22:00,MEM-01,RO,540.0,2.69,22.9,7.5,15.09,22.86,13.2,0.58,4.7,0.041,0.744,0.00518,4.797,1,reiniging
2025-06-08 23:00,MEM-01,RO,581.0,2.61,21.2,7.4,15.34,18.02,19.6,1.09,3.8,0.008,0.791,0.00171,2.633,1,reiniging
2025-06-09 00:00,MEM-01,RO,529.0,2.72,23.7,7.4,15.02,14.92,28.3,1.89,3.4,0.0,0.782,1e-05,1.478,1,reiniging
2025-06-09 01:00,MEM-01,RO,543.0,3.06,22.2,7.2,14.58,14.5,26.9,1.85,2.6,0.0,0.718,0.0,1.512,1,reiniging
2025-06-09 02:00,MEM-01,RO,532.0,3.07,23.7,7.3,14.86,15.59,26.0,1.67,4.1,0.045,0.717,0.00045,1.706,1,reiniging
2025-06-09 03:00,MEM-01,RO,559.0,2.66,24.1,7.3,14.78,14.81,27.9,1.89,2.0,0.009,0.807,0.0,1.326,1,reiniging
2025-06-09 04:00,MEM-01,RO,536.0,2.74,24.3,7.3,14.84,14.88,28.4,1.91,2.6,0.035,0.789,0.0,1.427,1,reiniging
2025-06-09 05:00,MEM-01,RO,524.0,3.41,23.2,7.3,14.87,16.1,23.1,1.43,2.2,0.0,0.699,0.00091,1.924,0,schoon
2025-06-09 06:00,MEM-01,RO,540.0,2.78,22.5,7.5,14.98,15.94,23.4,1.47,1.2,0.0,0.739,0.00064,1.945,0,schoon
2025-06-09 07:00,MEM-01,RO,519.0,3.43,21.8,7.3,15.19,16.87,20.8,1.23,1.0,0.019,0.808,0.00113,2.317,0,schoon
2025-06-09 08:00,MEM-01,RO,567.0,3.27,22.7,7.4,15.21,15.42,25.8,1.67,1.2,0.003,0.702,0.00013,1.646,0,schoon
2025-06-09 09:00,MEM-01,RO,523.0,2.74,22.6,7.4,15.02,15.7,25.1,1.6,2.4,0.0,0.821,0.0005,1.761,0,schoon
2025-06-09 10:00,MEM-01,RO,565.0,2.81,24.4,7.4,14.96,15.64,26.2,1.67,1.0,0.0,0.82,0.00047,1.725,0,schoon
2025-06-09 11:00,MEM-01,RO,534.0,2.64,22.4,7.3,14.92,14.98,26.8,1.79,1.6,0.005,0.752,0.0,1.505,0,schoon
2025-06-09 12:00,MEM-01,RO,537.0,2.76,23.3,7.1,14.93,15.97,24.1,1.51,3.5,0.021,0.814,0.00071,1.826,0,schoon
2025-06-09 13:00,MEM-01,RO,543.0,2.72,23.4,7.4,15.07,17.33,21.3,1.23,4.4,0.025,0.734,0.00148,2.31,0,schoon
2025-06-09 14:00,MEM-01,RO,504.0,2.75,21.8,7.3,15.37,16.28,23.2,1.42,3.0,0.019,0.828,0.00062,2.038,0,schoon
2025-06-09 15:00,MEM-01,RO,556.0,2.82,23.6,7.2,14.61,14.62,27.9,1.91,2.2,0.0,0.831,0.0,1.527,0,schoon
2025-06-09 16:00,MEM-01,RO,516.0,2.64,21.1,7.2,14.82,17.37,19.6,1.13,3.1,0.027,0.77,0.00173,2.472,0,schoon
2025-06-09 17:00,MEM-01,RO,542.0,2.77,23.4,7.1,15.04,17.7,20.3,1.15,0.6,0.0,0.769,0.00175,2.46,0,schoon
2025-06-09 18:00,MEM-01,RO,553.0,2.84,23.1,7.4,15.09,16.87,22.0,1.3,3.1,0.009,0.72,0.00117,2.223,0,schoon
2025-06-09 19:00,MEM-01,RO,516.0,2.69,24.2,7.3,14.98,16.64,23.3,1.4,3.0,0.007,0.711,0.00116,1.99,0,schoon
2025-06-09 20:00,MEM-01,RO,542.0,3.4,22.8,7.4,14.89,17.42,20.5,1.17,3.3,0.035,0.808,0.0017,2.368,0,schoon
2025-06-09 21:00,MEM-01,RO,526.0,2.86,25.0,7.2,14.66,16.38,22.5,1.37,1.9,0.034,0.759,0.00122,1.995,0,schoon
2025-06-09 22:00,MEM-01,RO,585.0,2.57,20.6,7.3,15.15,18.81,17.1,0.91,1.8,0.039,0.793,0.00242,2.996,0,schoon
2025-06-09 23:00,MEM-01,RO,515.0,2.61,23.3,7.4,15.12,18.44,18.4,1.0,3.6,0.0,0.706,0.00219,2.758,0,schoon
2025-06-10 00:00,MEM-01,RO,538.0,2.98,23.1,7.2,15.12,19.75,17.0,0.86,4.9,0.002,0.716,0.00304,3.117,0,schoon
2025-06-10 01:00,MEM-01,RO,517.0,2.56,21.5,7.4,15.21,20.7,15.0,0.73,4.3,0.0,0.783,0.0036,3.861,0,schoon
2025-06-10 02:00,MEM-01,RO,546.0,2.72,22.4,7.2,14.99,17.88,20.3,1.14,2.8,0.017,0.759,0.00196,2.46,0,schoon
2025-06-10 03:00,MEM-01,RO,550.0,2.61,22.8,7.4,14.97,18.57,17.6,0.95,2.7,0.0,0.823,0.00243,2.82,0,schoon
2025-06-10 04:00,MEM-01,RO,529.0,2.69,22.6,7.5,14.85,18.73,18.2,0.97,3.1,0.0,0.793,0.00262,2.886,0,schoon
2025-06-10 05:00,MEM-01,RO,562.0,2.69,21.8,7.2,14.7,19.53,16.0,0.82,3.1,0.048,0.821,0.00325,3.396,0,schoon
2025-06-10 06:00,MEM-01,RO,529.0,2.59,21.9,7.2,15.06,19.02,17.5,0.92,4.4,0.018,0.714,0.00266,3.003,0,schoon
2025-06-10 07:00,MEM-01,RO,574.0,2.79,23.4,7.3,15.3,19.63,18.1,0.92,2.6,0.002,0.736,0.00282,2.944,0,schoon
2025-06-10 08:00,MEM-01,RO,560.0,2.57,22.1,7.3,14.82,19.55,16.2,0.83,4.6,0.0,0.771,0.00319,3.335,0,schoon
2025-06-10 09:00,MEM-01,RO,519.0,2.67,22.7,7.3,14.75,18.83,17.6,0.94,3.5,0.025,0.789,0.00272,3.067,0,schoon
2025-06-10 10:00,MEM-01,RO,559.0,2.9,24.2,7.3,14.71,19.62,18.3,0.93,3.3,0.0,0.718,0.00337,2.965,0,schoon
2025-06-10 11:00,MEM-01,RO,570.0,2.69,22.1,7.3,15.05,21.09,14.4,0.68,2.4,0.0,0.774,0.00398,4.057,0,schoon
2025-06-10 12:00,MEM-01,RO,537.0,2.78,22.1,7.3,14.92,20.62,15.0,0.73,3.1,0.02,0.782,0.00382,3.821,0,schoon
2025-06-10 13:00,MEM-01,RO,582.0,3.12,23.4,7.1,14.87,21.32,14.8,0.69,5.8,0.008,0.844,0.00435,3.94,0,schoon
2025-06-10 14:00,MEM-01,RO,533.0,3.39,24.6,7.3,14.98,21.3,15.8,0.74,1.9,0.027,0.774,0.00419,3.737,0,schoon
2025-06-10 15:00,MEM-01,RO,566.0,2.7,23.8,7.4,14.86,20.5,15.6,0.76,5.1,0.038,0.754,0.00382,3.634,0,schoon
2025-06-10 16:00,MEM-01,RO,547.0,2.76,22.2,7.2,15.22,20.89,15.6,0.75,3.9,0.0,0.743,0.00374,3.651,0,schoon
2025-06-10 17:00,MEM-01,RO,552.0,2.77,23.8,7.4,15.01,21.16,15.6,0.74,2.8,0.007,0.847,0.00405,3.821,0,schoon
2025-06-10 18:00,MEM-01,RO,506.0,2.58,22.3,7.4,14.95,19.81,16.7,0.84,4.2,0.0,0.837,0.00325,3.269,0,schoon
2025-06-10 19:00,MEM-01,RO,565.0,2.68,21.9,7.3,15.03,19.87,16.7,0.84,2.8,0.014,0.782,0.00326,3.329,0,schoon
2025-06-10 20:00,MEM-01,RO,560.0,2.83,22.3,7.3,15.08,23.61,12.1,0.51,6.0,0.0,0.696,0.00568,5.353,0,lichte_fouling
2025-06-10 21:00,MEM-01,RO,540.0,2.71,23.1,7.4,15.06,20.64,16.2,0.78,5.5,0.0,0.791,0.00373,3.515,0,schoon
2025-06-10 22:00,MEM-01,RO,528.0,2.63,22.6,7.3,15.15,22.5,13.9,0.62,5.4,0.021,0.79,0.00484,4.515,0,schoon
2025-06-10 23:00,MEM-01,RO,522.0,2.77,23.8,7.2,15.11,22.67,13.4,0.59,4.4,0.008,0.711,0.00504,4.738,0,lichte_fouling
2025-06-11 00:00,MEM-01,RO,535.0,2.8,22.3,7.1,14.96,22.76,12.8,0.56,4.0,0.0,0.846,0.00515,4.93,0,lichte_fouling
2025-06-11 01:00,MEM-01,RO,539.0,2.76,23.9,7.2,15.06,20.92,15.8,0.75,2.0,0.0,0.721,0.0039,3.616,0,schoon
2025-06-11 02:00,MEM-01,RO,536.0,2.97,23.2,7.4,14.87,21.19,15.7,0.74,3.0,0.004,0.745,0.00418,3.807,0,schoon
2025-06-11 03:00,MEM-01,RO,507.0,3.06,22.7,7.4,15.14,22.51,12.6,0.56,2.6,0.0,0.806,0.0049,4.989,0,schoon
2025-06-11 04:00,MEM-01,RO,526.0,2.72,24.3,7.2,14.85,22.74,14.3,0.63,3.8,0.013,0.818,0.00528,4.392,0,lichte_fouling
2025-06-11 05:00,MEM-01,RO,537.0,2.74,23.7,7.3,14.77,22.84,13.9,0.61,3.5,0.012,0.696,0.00545,4.598,0,lichte_fouling
2025-06-11 06:00,MEM-01,RO,526.0,2.6,22.6,7.3,15.09,23.49,12.6,0.54,4.3,0.0,0.716,0.00556,5.23,1,reiniging
2025-06-11 07:00,MEM-01,RO,564.0,2.73,23.1,7.3,14.92,22.14,14.4,0.65,3.7,0.015,0.81,0.00486,4.247,1,reiniging
2025-06-11 08:00,MEM-01,RO,543.0,2.63,22.4,7.2,15.05,16.26,23.2,1.43,3.5,0.007,0.754,0.00078,1.966,1,reiniging
2025-06-11 09:00,MEM-01,RO,535.0,2.56,19.8,7.2,14.87,15.09,24.0,1.59,3.3,0.012,0.716,0.00017,1.657,1,reiniging
2025-06-11 10:00,MEM-01,RO,561.0,2.55,20.7,7.1,14.76,15.49,22.4,1.45,4.8,0.035,0.75,0.00047,2.079,1,reiniging
2025-06-11 11:00,MEM-01,RO,552.0,3.26,21.9,7.3,14.86,14.9,25.9,1.74,1.4,0.0,0.814,0.0,1.543,1,reiniging
2025-06-11 12:00,MEM-01,RO,536.0,2.84,22.5,7.2,15.28,15.3,26.5,1.73,3.3,0.024,0.736,0.0,1.683,1,reiniging
2025-06-11 13:00,MEM-01,RO,537.0,2.82,22.4,7.5,14.79,15.03,26.2,1.74,2.8,0.008,0.846,0.00011,1.598,1,reiniging
2025-06-11 14:00,MEM-01,RO,543.0,3.46,23.2,7.1,15.09,16.25,23.6,1.45,3.6,0.001,0.793,0.00082,1.855,0,schoon
2025-06-11 15:00,MEM-01,RO,528.0,2.63,25.2,7.2,14.82,15.16,27.3,1.8,2.8,0.0,0.732,0.00022,1.612,0,schoon
2025-06-11 16:00,MEM-01,RO,551.0,2.59,21.2,7.2,14.77,15.93,22.1,1.39,2.5,0.0,0.701,0.00078,1.978,0,schoon
2025-06-11 17:00,MEM-01,RO,514.0,2.56,22.8,7.3,14.67,15.89,23.3,1.47,5.3,0.01,0.72,0.00087,1.961,0,schoon
2025-06-11 18:00,MEM-01,RO,529.0,2.86,21.4,7.4,15.36,18.3,18.5,1.01,5.0,0.045,0.75,0.00188,2.833,0,schoon
2025-06-11 19:00,MEM-01,RO,529.0,2.81,22.6,7.2,15.25,16.21,23.8,1.47,2.7,0.038,0.722,0.0007,1.826,0,schoon
2025-06-11 20:00,MEM-01,RO,496.0,2.76,21.2,7.4,14.79,15.0,25.1,1.67,2.9,0.051,0.818,0.00014,1.638,0,schoon
2025-06-11 21:00,MEM-01,RO,511.0,2.59,22.4,7.3,14.86,17.3,21.3,1.23,3.1,0.0,0.751,0.00169,2.228,0,schoon
2025-06-11 22:00,MEM-01,RO,539.0,2.65,21.6,7.3,15.35,17.15,21.0,1.22,3.3,0.043,0.85,0.00119,2.305,0,schoon
2025-06-11 23:00,MEM-01,RO,530.0,2.78,20.8,7.3,14.87,16.88,20.5,1.22,3.1,0.0,0.762,0.00135,2.302,0,schoon
2025-06-12 00:00,MEM-01,RO,528.0,2.55,22.8,7.2,15.14,16.96,21.5,1.27,2.8,0.015,0.802,0.0012,2.245,0,schoon
2025-06-12 01:00,MEM-01,RO,561.0,2.59,22.8,7.2,15.33,17.46,21.6,1.24,4.1,0.0,0.791,0.00135,2.349,0,schoon
2025-06-12 02:00,MEM-01,RO,549.0,2.63,23.6,7.4,14.74,18.98,16.9,0.89,4.0,0.031,0.759,0.00287,3.118,0,schoon
2025-06-12 03:00,MEM-01,RO,544.0,2.7,23.5,7.3,14.72,16.88,21.3,1.26,3.8,0.016,0.759,0.0015,2.16,0,schoon
2025-06-12 04:00,MEM-01,RO,568.0,2.66,25.4,7.3,15.27,18.04,22.0,1.22,5.4,0.03,0.814,0.00177,2.311,0,schoon
2025-06-12 05:00,MEM-01,RO,534.0,2.57,23.5,7.3,15.05,18.11,18.8,1.04,2.9,0.024,0.715,0.00207,2.692,0,schoon
2025-06-12 06:00,MEM-01,RO,541.0,2.7,23.1,7.4,15.05,18.23,19.5,1.07,2.3,0.027,0.768,0.0021,2.609,0,schoon
2025-06-12 07:00,MEM-01,RO,529.0,2.52,23.9,7.2,15.07,17.7,20.6,1.17,3.7,0.0,0.808,0.00174,2.423,0,schoon
2025-06-12 08:00,MEM-01,RO,529.0,3.0,23.4,7.4,15.0,18.23,19.4,1.07,2.5,0.0,0.812,0.00219,2.667,0,schoon
2025-06-12 09:00,MEM-01,RO,513.0,2.73,24.4,7.3,14.89,17.8,20.4,1.14,3.3,0.023,0.825,0.00193,2.394,0,schoon
2025-06-12 10:00,MEM-01,RO,553.0,2.85,22.5,7.3,14.88,17.12,19.8,1.16,3.1,0.003,0.831,0.00152,2.459,0,schoon
2025-06-12 11:00,MEM-01,RO,587.0,5.37,22.8,7.3,14.75,19.07,17.7,0.93,3.4,0.0,0.699,0.00287,2.969,0,schoon
2025-06-12 12:00,MEM-01,RO,539.0,2.99,22.2,7.3,14.93,18.83,18.2,0.97,3.5,0.003,0.821,0.00265,2.882,0,schoon
2025-06-12 13:00,MEM-01,RO,514.0,2.81,22.3,7.3,15.06,19.62,16.9,0.86,3.7,0.002,0.783,0.00313,3.296,0,schoon
2025-06-12 14:00,MEM-01,RO,499.0,3.03,22.8,7.3,14.84,19.79,16.7,0.84,3.9,0.035,0.829,0.00335,3.294,0,schoon
2025-06-12 15:00,MEM-01,RO,552.0,3.16,22.2,7.4,14.96,19.54,17.1,0.88,4.8,0.008,0.723,0.00306,3.128,0,schoon
2025-06-12 16:00,MEM-01,RO,524.0,2.55,22.9,7.3,15.13,19.1,18.1,0.95,4.0,0.04,0.794,0.00266,2.817,0,schoon
2025-06-12 17:00,MEM-01,RO,539.0,2.71,22.6,7.3,15.1,19.07,17.9,0.94,4.5,0.014,0.698,0.00264,2.924,0,schoon
2025-06-12 18:00,MEM-01,RO,541.0,4.79,22.7,7.2,14.71,20.63,15.8,0.77,4.0,0.003,0.746,0.004,3.564,0,schoon
2025-06-12 19:00,MEM-01,RO,539.0,2.61,23.6,7.3,15.02,20.17,16.7,0.83,2.9,0.023,0.824,0.00343,3.318,0,schoon
2025-06-12 20:00,MEM-01,RO,517.0,3.36,21.5,7.5,14.93,19.82,15.5,0.78,4.3,0.0,0.743,0.0033,3.521,0,schoon
2025-06-12 21:00,MEM-01,RO,527.0,3.04,22.9,7.4,14.8,19.31,16.8,0.87,3.3,0.0,0.709,0.00302,3.156,0,schoon
2025-06-12 22:00,MEM-01,RO,537.0,2.56,21.4,7.3,14.86,21.28,12.6,0.59,3.0,0.017,0.732,0.00428,4.705,0,schoon
2025-06-12 23:00,MEM-01,RO,578.0,2.86,23.4,7.3,15.03,21.15,14.6,0.69,5.0,0.018,0.783,0.00408,4.046,0,schoon
2025-06-13 00:00,MEM-01,RO,523.0,2.51,20.7,7.3,15.22,20.83,14.9,0.71,4.7,0.025,0.821,0.00368,3.957,0,schoon
