sensor_id,dag,uur,werkelijke_pH,gemeten_pH,afwijking,ruis_std,status
pH-01,109,16,7.0,7.557,0.557,0.1859,kalibratie_nodig
pH-01,109,17,7.0,7.617,0.617,0.1859,kalibratie_nodig
pH-01,109,18,7.0,7.719,0.719,0.1859,kalibratie_nodig
pH-01,109,19,7.0,7.777,0.777,0.1859,kalibratie_nodig
pH-01,109,20,7.0,7.536,0.536,0.1859,kalibratie_nodig
pH-01,109,21,7.0,7.99,0.99,0.1859,kalibratie_nodig
pH-01,109,22,7.0,7.881,0.881,0.1859,kalibratie_nodig
pH-01,109,23,7.0,7.751,0.751,0.1859,kalibratie_nodig
pH-01,110,0,7.0,7.546,0.546,0.1868,kalibratie_nodig
pH-01,110,1,7.0,7.734,0.734,0.1868,kalibratie_nodig
pH-01,110,2,7.0,7.723,0.723,0.1868,kalibratie_nodig
pH-01,110,3,7.0,7.572,0.572,0.1868,kalibratie_nodig
pH-01,110,4,7.0,7.557,0.557,0.1868,kalibratie_nodig
pH-01,110,5,7.0,7.917,0.917,0.1868,kalibratie_nodig
pH-01,110,6,7.0,7.713,0.713,0.1868,kalibratie_nodig
pH-01,110,7,7.0,7.939,0.939,0.1868,kalibratie_nodig
pH-01,110,8,7.0,7.771,0.771,0.1868,kalibratie_nodig
pH-01,110,9,7.0,7.914,0.914,0.1868,kalibratie_nodig
pH-01,110,10,7.0,7.908,0.908,0.1868,kalibratie_nodig
pH-01,110,11,7.0,7.861,0.861,0.1868,kalibratie_nodig
pH-01,110,12,7.0,7.995,0.995,0.1868,kalibratie_nodig
pH-01,110,13,7.0,7.792,0.792,0.1868,kalibratie_nodig
pH-01,110,14,7.0,7.495,0.495,0.1868,ok
pH-01,110,15,7.0,7.524,0.524,0.1868,kalibratie_nodig
pH-01,110,16,7.0,7.652,0.652,0.1868,kalibratie_nodig
pH-01,110,17,7.0,7.912,0.912,0.1868,kalibratie_nodig
pH-01,110,18,7.0,7.699,0.699,0.1868,kalibratie_nodig
pH-01,110,19,7.0,7.812,0.812,0.1868,kalibratie_nodig
pH-01,110,20,7.0,7.874,0.874,0.1868,kalibratie_nodig
pH-01,110,21,7.0,7.804,0.804,0.1868,kalibratie_nodig
pH-01,110,22,7.0,7.346,0.346,0.1868,ok
pH-01,110,23,7.0,7.552,0.552,0.1868,kalibratie_nodig
pH-01,111,0,7.0,8.112,1.112,0.1876,defect
pH-01,111,1,7.0,7.842,0.842,0.1876,kalibratie_nodig
pH-01,111,2,7.0,7.274,0.274,0.1876,ok
pH-01,111,3,7.0,7.794,0.794,0.1876,kalibratie_nodig
pH-01,111,4,7.0,8.119,1.119,0.1876,defect
pH-01,111,5,7.0,7.832,0.832,0.1876,kalibratie_nodig
pH-01,111,6,7.0,7.789,0.789,0.1876,kalibratie_nodig
pH-01,111,7,7.0,7.438,0.438,0.1876,ok
pH-01,111,8,7.0,7.73,0.73,0.1876,kalibratie_nodig
pH-01,111,9,7.0,7.472,0.472,0.1876,ok
pH-01,111,10,7.0,7.551,0.551,0.1876,kalibratie_nodig
pH-01,111,11,7.0,7.508,0.508,0.1876,kalibratie_nodig
pH-01,111,12,7.0,8.107,1.107,0.1876,defect
pH-01,111,13,7.0,7.917,0.917,0.1876,kalibratie_nodig
pH-01,111,14,7.0,8.044,1.044,0.1876,defect
pH-01,111,15,7.0,7.532,0.532,0.1876,kalibratie_nodig
pH-01,111,16,7.0,7.817,0.817,0.1876,kalibratie_nodig
pH-01,111,17,7.0,7.592,0.592,0.1876,kalibratie_nodig
pH-01,111,18,7.0,7.612,0.612,0.1876,kalibratie_nodig
pH-01,111,19,7.0,7.869,0.869,0.1876,kalibratie_nodig
pH-01,111,20,7.0,7.814,0.814,0.1876,kalibratie_nodig
pH-01,111,21,7.0,7.834,0.834,0.1876,kalibratie_nodig
pH-01,111,22,7.0,7.545,0.545,0.1876,kalibratie_nodig
pH-01,111,23,7.0,7.805,0.805,0.1876,kalibratie_nodig
pH-01,112,0,7.0,7.853,0.853,0.1885,kalibratie_nodig
pH-01,112,1,7.0,7.661,0.661,0.1885,kalibratie_nodig
pH-01,112,2,7.0,7.737,0.737,0.1885,kalibratie_nodig
pH-01,112,3,7.0,7.478,0.478,0.1885,ok
pH-01,112,4,7.0,7.381,0.381,0.1885,ok
pH-01,112,5,7.0,8.166,1.166,0.1885,defect
pH-01,112,6,7.0,7.826,0.826,0.1885,kalibratie_nodig
pH-01,112,7,7.0,7.72,0.72,0.1885,kalibratie_nodig
pH-01,112,8,7.0,7.938,0.938,0.1885,kalibratie_nodig
pH-01,112,9,7.0,7.624,0.624,0.1885,kalibratie_nodig
pH-01,112,10,7.0,7.809,0.809,0.1885,kalibratie_nodig
pH-01,112,11,7.0,7.996,0.996,0.1885,kalibratie_nodig
pH-01,112,12,7.0,7.58,0.58,0.1885,kalibratie_nodig
pH-01,112,13,7.0,7.695,0.695,0.1885,kalibratie_nodig
pH-01,112,14,7.0,7.527,0.527,0.1885,kalibratie_nodig
pH-01,112,15,7.0,7.945,0.945,0.1885,kalibratie_nodig
pH-01,112,16,7.0,7.827,0.827,0.1885,kalibratie_nodig
pH-01,112,17,7.0,8.009,1.009,0.1885,defect
pH-01,112,18,7.0,7.947,0.947,0.1885,kalibratie_nodig
pH-01,112,19,7.0,7.739,0.739,0.1885,kalibratie_nodig
pH-01,112,20,7.0,7.865,0.865,0.1885,kalibratie_nodig
pH-01,112,21,7.0,7.867,0.867,0.1885,kalibratie_nodig
pH-01,112,22,7.0,7.926,0.926,0.1885,kalibratie_nodig
pH-01,112,23,7.0,8.064,1.064,0.1885,defect
pH-01,113,0,7.0,7.588,0.588,0.1894,kalibratie_nodig
pH-01,113,1,7.0,7.439,0.439,0.1894,ok
pH-01,113,2,7.0,7.596,0.596,0.1894,kalibratie_nodig
pH-01,113,3,7.0,7.884,0.884,0.1894,kalibratie_nodig
pH-01,113,4,7.0,7.873,0.873,0.1894,kalibratie_nodig
pH-01,113,5,7.0,7.687,0.687,0.1894,kalibratie_nodig
pH-01,113,6,7.0,7.743,0.743,0.1894,kalibratie_nodig
pH-01,113,7,7.0,7.637,0.637,0.1894,kalibratie_nodig
pH-01,113,8,7.0,7.775,0.775,0.1894,kalibratie_nodig
pH-01,113,9,7.0,7.663,0.663,0.1894,kalibratie_nodig
pH-01,113,10,7.0,8.105,1.105,0.1894,defect
pH-01,113,11,7.0,8.045,1.045,0.1894,defect
pH-01,113,12,7.0,7.932,0.932,0.1894,kalibratie_nodig
pH-01,113,13,7.0,7.801,0.801,0.1894,kalibratie_nodig
pH-01,113,14,7.0,8.011,1.011,0.1894,defect
pH-01,113,15,7.0,7.814,0.814,0.1894,kalibratie_nodig
pH-01,113,16,7.0,7.825,0.825,0.1894,kalibratie_nodig
pH-01,113,17,7.0,7.468,0.468,0.1894,ok
pH-01,113,18,7.0,7.844,0.844,0.1894,kalibratie_nodig
pH-01,113,19,7.0,7.55,0.55,0.1894,kalibratie_nodig
pH-01,113,20,7.0,7.719,0.719,0.1894,kalibratie_nodig
pH-01,113,21,7.0,7.827,0.827,0.1894,kalibratie_nodig
pH-01,113,22,7.0,7.625,0.625,0.1894,kalibratie_nodig
pH-01,113,23,7.0,7.886,0.886,0.1894,kalibratie_nodig
pH-01,114,0,7.0,8.002,1.002,0.1903,defect
pH-01,114,1,7.0,7.634,0.634,0.1903,kalibratie_nodig
pH-01,114,2,7.0,7.824,0.824,0.1903,kalibratie_nodig
pH-01,114,3,7.0,7.565,0.565,0.1903,kalibratie_nodig
pH-01,114,4,7.0,7.58,0.58,0.1903,kalibratie_nodig
pH-01,114,5,7.0,7.861,0.861,0.1903,kalibratie_nodig
pH-01,114,6,7.0,7.938,0.938,0.1903,kalibratie_nodig
pH-01,114,7,7.0,7.515,0.515,0.1903,kalibratie_nodig
pH-01,114,8,7.0,8.192,1.192,0.1903,defect
pH-01,114,9,7.0,7.707,0.707,0.1903,kalibratie_nodig
pH-01,114,10,7.0,7.841,0.841,0.1903,kalibratie_nodig
pH-01,114,11,7.0,7.7,0.7,0.1903,kalibratie_nodig
pH-01,114,12,7.0,7.748,0.748,0.1903,kalibratie_nodig
pH-01,114,13,7.0,8.091,1.091,0.1903,defect
pH-01,114,14,7.0,8.088,1.088,0.1903,defect
pH-01,114,15,7.0,7.488,0.488,0.1903,ok
pH-01,114,16,7.0,7.695,0.695,0.1903,kalibratie_nodig
pH-01,114,17,7.0,8.363,1.363,0.1903,defect
pH-01,114,18,7.0,7.719,0.719,0.1903,kalibratie_nodig
pH-01,114,19,7.0,7.882,0.882,0.1903,kalibratie_nodig
pH-01,114,20,7.0,8.018,1.018,0.1903,defect
pH-01,114,21,7.0,7.964,0.964,0.1903,kalibratie_nodig
pH-01,114,22,7.0,7.266,0.266,0.1903,ok
pH-01,114,23,7.0,7.865,0.865,0.1903,kalibratie_nodig
pH-01,115,0,7.0,8.143,1.143,0.1912,defect
pH-01,115,1,7.0,7.815,0.815,0.1912,kalibratie_nodig
pH-01,115,2,7.0,7.61,0.61,0.1912,kalibratie_nodig
pH-01,115,3,7.0,7.613,0.613,0.1912,kalibratie_nodig
pH-01,115,4,7.0,7.771,0.771,0.1912,kalibratie_nodig
pH-01,115,5,7.0,7.938,0.938,0.1912,kalibratie_nodig
pH-01,115,6,7.0,8.361,1.361,0.1912,defect
pH-01,115,7,7.0,7.754,0.754,0.1912,kalibratie_nodig
pH-01,115,8,7.0,7.916,0.916,0.1912,kalibratie_nodig
pH-01,115,9,7.0,7.514,0.514,0.1912,kalibratie_nodig
pH-01,115,10,7.0,7.487,0.487,0.1912,ok
pH-01,115,11,7.0,7.714,0.714,0.1912,kalibratie_nodig
pH-01,115,12,7.0,7.894,0.894,0.1912,kalibratie_nodig
pH-01,115,13,7.0,7.792,0.792,0.1912,kalibratie_nodig
pH-01,115,14,7.0,7.819,0.819,0.1912,kalibratie_nodig
pH-01,115,15,7.0,7.756,0.756,0.1912,kalibratie_nodig
pH-01,115,16,7.0,7.804,0.804,0.1912,kalibratie_nodig
pH-01,115,17,7.0,7.753,0.753,0.1912,kalibratie_nodig
pH-01,115,18,7.0,7.551,0.551,0.1912,kalibratie_nodig
pH-01,115,19,7.0,7.524,0.524,0.1912,kalibratie_nodig
pH-01,115,20,7.0,8.069,1.069,0.1912,defect
pH-01,115,21,7.0,7.652,0.652,0.1912,kalibratie_nodig
pH-01,115,22,7.0,7.763,0.763,0.1912,kalibratie_nodig
pH-01,115,23,7.0,8.036,1.036,0.1912,defect
pH-01,116,0,7.0,7.764,0.764,0.1921,kalibratie_nodig
pH-01,116,1,7.0,7.985,0.985,0.1921,kalibratie_nodig
pH-01,116,2,7.0,7.645,0.645,0.1921,kalibratie_nodig
pH-01,116,3,7.0,8.115,1.115,0.1921,defect
pH-01,116,4,7.0,7.86,0.86,0.1921,kalibratie_nodig
pH-01,116,5,7.0,7.811,0.811,0.1921,kalibratie_nodig
pH-01,116,6,7.0,7.784,0.784,0.1921,kalibratie_nodig
pH-01,116,7,7.0,7.963,0.963,0.1921,kalibratie_nodig
pH-01,116,8,7.0,7.861,0.861,0.1921,kalibratie_nodig
pH-01,116,9,7.0,7.202,0.202,0.1921,ok
pH-01,116,10,7.0,7.73,0.73,0.1921,kalibratie_nodig
pH-01,116,11,7.0,7.878,0.878,0.1921,kalibratie_nodig
pH-01,116,12,7.0,7.63,0.63,0.1921,kalibratie_nodig
pH-01,116,13,7.0,7.719,0.719,0.1921,kalibratie_nodig
pH-01,116,14,7.0,7.741,0.741,0.1921,kalibratie_nodig
pH-01,116,15,7.0,8.122,1.122,0.1921,defect
pH-01,116,16,7.0,7.931,0.931,0.1921,kalibratie_nodig
pH-01,116,17,7.0,7.879,0.879,0.1921,kalibratie_nodig
pH-01,116,18,7.0,7.592,0.592,0.1921,kalibratie_nodig
pH-01,116,19,7.0,7.684,0.684,0.1921,kalibratie_nodig
pH-01,116,20,7.0,7.979,0.979,0.1921,kalibratie_nodig
pH-01,116,21,7.0,7.943,0.943,0.1921,kalibratie_nodig
pH-01,116,22,7.0,7.543,0.543,0.1921,kalibratie_nodig
pH-01,116,23,7.0,8.085,1.085,0.1921,defect
pH-01,117,0,7.0,7.657,0.657,0.193,kalibratie_nodig
pH-01,117,1,7.0,7.892,0.892,0.193,kalibratie_nodig
pH-01,117,2,7.0,8.351,1.351,0.193,defect
pH-01,117,3,7.0,7.742,0.742,0.193,kalibratie_nodig
pH-01,117,4,7.0,7.855,0.855,0.193,kalibratie_nodig
pH-01,117,5,7.0,7.715,0.715,0.193,kalibratie_nodig
pH-01,117,6,7.0,7.857,0.857,0.193,kalibratie_nodig
pH-01,117,7,7.0,8.098,1.098,0.193,defect
pH-01,117,8,7.0,7.785,0.785,0.193,kalibratie_nodig
pH-01,117,9,7.0,7.766,0.766,0.193,kalibratie_nodig
pH-01,117,10,7.0,8.036,1.036,0.193,defect
pH-01,117,11,7.0,7.579,0.579,0.193,kalibratie_nodig
pH-01,117,12,7.0,7.839,0.839,0.193,kalibratie_nodig
pH-01,117,13,7.0,7.683,0.683,0.193,kalibratie_nodig
pH-01,117,14,7.0,7.777,0.777,0.193,kalibratie_nodig
pH-01,117,15,7.0,7.652,0.652,0.193,kalibratie_nodig
pH-01,117,16,7.0,7.547,0.547,0.193,kalibratie_nodig
pH-01,117,17,7.0,7.397,0.397,0.193,ok
pH-01,117,18,7.0,7.736,0.736,0.193,kalibratie_nodig
pH-01,117,19,7.0,7.867,0.867,0.193,kalibratie_nodig
pH-01,117,20,7.0,7.98,0.98,0.193,kalibratie_nodig
pH-01,117,21,7.0,7.565,0.565,0.193,kalibratie_nodig
pH-01,117,22,7.0,7.852,0.852,0.193,kalibratie_nodig
pH-01,117,23,7.0,7.931,0.931,0.193,kalibratie_nodig
pH-01,118,0,7.0,7.9,0.9,0.1939,kalibratie_nodig
pH-01,118,1,7.0,7.88,0.88,0.1939,kalibratie_nodig
pH-01,118,2,7.0,7.411,0.411,0.1939,ok
pH-01,118,3,7.0,7.807,0.807,0.1939,kalibratie_nodig
pH-01,118,4,7.0,7.814,0.814,0.1939,kalibratie_nodig
pH-01,118,5,7.0,7.936,0.936,0.1939,kalibratie_nodig
pH-01,118,6,7.0,8.099,1.099,0.1939,defect
pH-01,118,7,7.0,7.78,0.78,0.1939,kalibratie_nodig
pH-01,118,8,7.0,7.763,0.763,0.1939,kalibratie_nodig
pH-01,118,9,7.0,7.855,0.855,0.1939,kalibratie_nodig
pH-01,118,10,7.0,7.834,0.834,0.1939,kalibratie_nodig
pH-01,118,11,7.0,7.914,0.914,0.1939,kalibratie_nodig
pH-01,118,12,7.0,7.933,0.933,0.1939,kalibratie_nodig
pH-01,118,13,7.0,7.796,0.796,0.1939,kalibratie_nodig
pH-01,118,14,7.0,7.927,0.927,0.1939,kalibratie_nodig
pH-01,118,15,7.0,7.788,0.788,0.1939,kalibratie_nodig
pH-01,118,16,7.0,7.549,0.549,0.1939,kalibratie_nodig
pH-01,118,17,7.0,7.606,0.606,0.1939,kalibratie_nodig
pH-01,118,18,7.0,7.377,0.377,0.1939,ok
pH-01,118,19,7.0,8.152,1.152,0.1939,defect
pH-01,118,20,7.0,8.079,1.079,0.1939,defect
pH-01,118,21,7.0,8.031,1.031,0.1939,defect
pH-01,118,22,7.0,7.788,0.788,0.1939,kalibratie_nodig
pH-01,118,23,7.0,8.019,1.019,0.1939,defect
pH-01,119,0,7.0,8.012,1.012,0.1948,defect
pH-01,119,1,7.0,7.554,0.554,0.1948,kalibratie_nodig
pH-01,119,2,7.0,7.684,0.684,0.1948,kalibratie_nodig
pH-01,119,3,7.0,7.942,0.942,0.1948,kalibratie_nodig
pH-01,119,4,7.0,7.742,0.742,0.1948,kalibratie_nodig
pH-01,119,5,7.0,7.699,0.699,0.1948,kalibratie_nodig
pH-01,119,6,7.0,7.997,0.997,0.1948,kalibratie_nodig
pH-01,119,7,7.0,7.676,0.676,0.1948,kalibratie_nodig
pH-01,119,8,7.0,8.32,1.32,0.1948,defect
pH-01,119,9,7.0,8.148,1.148,0.1948,defect
pH-01,119,10,7.0,7.795,0.795,0.1948,kalibratie_nodig
pH-01,119,11,7.0,8.08,1.08,0.1948,defect
pH-01,119,12,7.0,7.873,0.873,0.1948,kalibratie_nodig
pH-01,119,13,7.0,7.756,0.756,0.1948,kalibratie_nodig
pH-01,119,14,7.0,8.222,1.222,0.1948,defect
pH-01,119,15,7.0,7.913,0.913,0.1948,kalibratie_nodig
pH-01,119,16,7.0,7.663,0.663,0.1948,kalibratie_nodig
pH-01,119,17,7.0,7.927,0.927,0.1948,kalibratie_nodig
pH-01,119,18,7.0,8.164,1.164,0.1948,defect
pH-01,119,19,7.0,7.838,0.838,0.1948,kalibratie_nodig
pH-01,119,20,7.0,7.878,0.878,0.1948,kalibratie_nodig
pH-01,119,21,7.0,7.779,0.779,0.1948,kalibratie_nodig
pH-01,119,22,7.0,7.906,0.906,0.1948,kalibratie_nodig
pH-01,119,23,7.0,7.647,0.647,0.1948,kalibratie_nodig
pH-01,120,0,7.0,7.688,0.688,0.1957,kalibratie_nodig
pH-01,120,1,7.0,7.777,0.777,0.1957,kalibratie_nodig
pH-01,120,2,7.0,7.877,0.877,0.1957,kalibratie_nodig
pH-01,120,3,7.0,8.062,1.062,0.1957,defect
pH-01,120,4,7.0,7.815,0.815,0.1957,kalibratie_nodig
pH-01,120,5,7.0,8.006,1.006,0.1957,defect
pH-01,120,6,7.0,7.758,0.758,0.1957,kalibratie_nodig
pH-01,120,7,7.0,7.959,0.959,0.1957,kalibratie_nodig
pH-01,120,8,7.0,8.079,1.079,0.1957,defect
pH-01,120,9,7.0,7.822,0.822,0.1957,kalibratie_nodig
pH-01,120,10,7.0,7.913,0.913,0.1957,kalibratie_nodig
pH-01,120,11,7.0,7.729,0.729,0.1957,kalibratie_nodig
pH-01,120,12,7.0,7.959,0.959,0.1957,kalibratie_nodig
pH-01,120,13,7.0,7.296,0.296,0.1957,ok
pH-01,120,14,7.0,7.526,0.526,0.1957,kalibratie_nodig
pH-01,120,15,7.0,7.956,0.956,0.1957,kalibratie_nodig
pH-01,120,16,7.0,7.524,0.524,0.1957,kalibratie_nodig
pH-01,120,17,7.0,7.748,0.748,0.1957,kalibratie_nodig
pH-01,120,18,7.0,8.119,1.119,0.1957,defect
pH-01,120,19,7.0,8.013,1.013,0.1957,defect
pH-01,120,20,7.0,8.313,1.313,0.1957,defect
pH-01,120,21,7.0,7.859,0.859,0.1957,kalibratie_nodig
pH-01,120,22,7.0,7.828,0.828,0.1957,kalibratie_nodig
pH-01,120,23,7.0,7.846,0.846,0.1957,kalibratie_nodig
pH-01,121,0,7.0,7.669,0.669,0.1965,kalibratie_nodig
pH-01,121,1,7.0,7.809,0.809,0.1965,kalibratie_nodig
pH-01,121,2,7.0,7.603,0.603,0.1965,kalibratie_nodig
pH-01,121,3,7.0,8.082,1.082,0.1965,defect
pH-01,121,4,7.0,7.996,0.996,0.1965,kalibratie_nodig
pH-01,121,5,7.0,7.623,0.623,0.1965,kalibratie_nodig
pH-01,121,6,7.0,7.72,0.72,0.1965,kalibratie_nodig
pH-01,121,7,7.0,7.928,0.928,0.1965,kalibratie_nodig
pH-01,121,8,7.0,7.904,0.904,0.1965,kalibratie_nodig
pH-01,121,9,7.0,7.645,0.645,0.1965,kalibratie_nodig
pH-01,121,10,7.0,7.864,0.864,0.1965,kalibratie_nodig
pH-01,121,11,7.0,7.963,0.963,0.1965,kalibratie_nodig
pH-01,121,12,7.0,7.969,0.969,0.1965,kalibratie_nodig
pH-01,121,13,7.0,8.182,1.182,0.1965,defect
pH-01,121,14,7.0,7.9,0.9,0.1965,kalibratie_nodig
pH-01,121,15,7.0,7.607,0.607,0.1965,kalibratie_nodig
pH-01,121,16,7.0,7.642,0.642,0.1965,kalibratie_nodig
pH-01,121,17,7.0,8.098,1.098,0.1965,defect
pH-01,121,18,7.0,8.168,1.168,0.1965,defect
pH-01,121,19,7.0,7.844,0.844,0.1965,kalibratie_nodig
pH-01,121,20,7.0,7.926,0.926,0.1965,kalibratie_nodig
pH-01,121,21,7.0,7.869,0.869,0.1965,kalibratie_nodig
pH-01,121,22,7.0,7.793,0.793,0.1965,kalibratie_nodig
pH-01,121,23,7.0,7.558,0.558,0.1965,kalibratie_nodig
pH-01,122,0,7.0,7.952,0.952,0.1974,kalibratie_nodig
pH-01,122,1,7.0,8.21,1.21,0.1974,defect
pH-01,122,2,7.0,7.892,0.892,0.1974,kalibratie_nodig
pH-01,122,3,7.0,7.799,0.799,0.1974,kalibratie_nodig
pH-01,122,4,7.0,7.773,0.773,0.1974,kalibratie_nodig
pH-01,122,5,7.0,7.956,0.956,0.1974,kalibratie_nodig
pH-01,122,6,7.0,8.085,1.085,0.1974,defect
pH-01,122,7,7.0,7.963,0.963,0.1974,kalibratie_nodig
pH-01,122,8,7.0,7.489,0.489,0.1974,ok
pH-01,122,9,7.0,8.202,1.202,0.1974,defect
pH-01,122,10,7.0,8.023,1.023,0.1974,defect
pH-01,122,11,7.0,7.823,0.823,0.1974,kalibratie_nodig
pH-01,122,12,7.0,7.753,0.753,0.1974,kalibratie_nodig
pH-01,122,13,7.0,7.77,0.77,0.1974,kalibratie_nodig
pH-01,122,14,7.0,8.028,1.028,0.1974,defect
pH-01,122,15,7.0,7.468,0.468,0.1974,ok
pH-01,122,16,7.0,7.96,0.96,0.1974,kalibratie_nodig
pH-01,122,17,7.0,7.914,0.914,0.1974,kalibratie_nodig
pH-01,122,18,7.0,7.911,0.911,0.1974,kalibratie_nodig
pH-01,122,19,7.0,7.629,0.629,0.1974,kalibratie_nodig
pH-01,122,20,7.0,7.522,0.522,0.1974,kalibratie_nodig
pH-01,122,21,7.0,8.301,1.301,0.1974,defect
pH-01,122,22,7.0,7.884,0.884,0.1974,kalibratie_nodig
pH-01,122,23,7.0,8.24,1.24,0.1974,defect
pH-01,123,0,7.0,8.044,1.044,0.1983,defect
pH-01,123,1,7.0,7.887,0.887,0.1983,kalibratie_nodig
pH-01,123,2,7.0,7.911,0.911,0.1983,kalibratie_nodig
pH-01,123,3,7.0,8.079,1.079,0.1983,defect
pH-01,123,4,7.0,8.102,1.102,0.1983,defect
pH-01,123,5,7.0,7.96,0.96,0.1983,kalibratie_nodig
pH-01,123,6,7.0,8.082,1.082,0.1983,defect
pH-01,123,7,7.0,8.091,1.091,0.1983,defect
pH-01,123,8,7.0,7.931,0.931,0.1983,kalibratie_nodig
pH-01,123,9,7.0,7.745,0.745,0.1983,kalibratie_nodig
pH-01,123,10,7.0,7.964,0.964,0.1983,kalibratie_nodig
pH-01,123,11,7.0,7.717,0.717,0.1983,kalibratie_nodig
pH-01,123,12,7.0,7.79,0.79,0.1983,kalibratie_nodig
pH-01,123,13,7.0,7.944,0.944,0.1983,kalibratie_nodig
pH-01,123,14,7.0,7.849,0.849,0.1983,kalibratie_nodig
pH-01,123,15,7.0,8.126,1.126,0.1983,defect
pH-01,123,16,7.0,7.734,0.734,0.1983,kalibratie_nodig
pH-01,123,17,7.0,7.443,0.443,0.1983,ok
pH-01,123,18,7.0,8.125,1.125,0.1983,defect
pH-01,123,19,7.0,7.875,0.875,0.1983,kalibratie_nodig
pH-01,123,20,7.0,7.884,0.884,0.1983,kalibratie_nodig
pH-01,123,21,7.0,7.709,0.709,0.1983,kalibratie_nodig
pH-01,123,22,7.0,7.492,0.492,0.1983,ok
pH-01,123,23,7.0,7.703,0.703,0.1983,kalibratie_nodig
pH-01,124,0,7.0,7.986,0.986,0.1992,kalibratie_nodig
pH-01,124,1,7.0,7.832,0.832,0.1992,kalibratie_nodig
pH-01,124,2,7.0,7.806,0.806,0.1992,kalibratie_nodig
pH-01,124,3,7.0,7.534,0.534,0.1992,kalibratie_nodig
pH-01,124,4,7.0,8.233,1.233,0.1992,defect
pH-01,124,5,7.0,7.86,0.86,0.1992,kalibratie_nodig
pH-01,124,6,7.0,8.339,1.339,0.1992,defect
pH-01,124,7,7.0,7.945,0.945,0.1992,kalibratie_nodig
pH-01,124,8,7.0,8.181,1.181,0.1992,defect
pH-01,124,9,7.0,7.729,0.729,0.1992,kalibratie_nodig
pH-01,124,10,7.0,7.571,0.571,0.1992,kalibratie_nodig
pH-01,124,11,7.0,7.835,0.835,0.1992,kalibratie_nodig
pH-01,124,12,7.0,7.984,0.984,0.1992,kalibratie_nodig
pH-01,124,13,7.0,8.005,1.005,0.1992,defect
pH-01,124,14,7.0,7.951,0.951,0.1992,kalibratie_nodig
pH-01,124,15,7.0,8.329,1.329,0.1992,defect
pH-01,124,16,7.0,7.95,0.95,0.1992,kalibratie_nodig
pH-01,124,17,7.0,7.81,0.81,0.1992,kalibratie_nodig
pH-01,124,18,7.0,7.826,0.826,0.1992,kalibratie_nodig
pH-01,124,19,7.0,7.712,0.712,0.1992,kalibratie_nodig
pH-01,124,20,7.0,7.931,0.931,0.1992,kalibratie_nodig
pH-01,124,21,7.0,8.088,1.088,0.1992,defect
pH-01,124,22,7.0,8.153,1.153,0.1992,defect
pH-01,124,23,7.0,7.813,0.813,0.1992,kalibratie_nodig
pH-01,125,0,7.0,8.8,1.8,0.2001,defect
pH-01,125,1,7.0,9.251,2.251,0.2001,defect
pH-01,125,2,7.0,8.767,1.767,0.2001,defect
pH-01,125,3,7.0,7.863,0.863,0.2001,kalibratie_nodig
pH-01,125,4,7.0,9.3,2.3,0.2001,defect
pH-01,125,5,7.0,8.626,1.626,0.2001,defect
pH-01,125,6,7.0,9.709,2.709,0.2001,defect
pH-01,125,7,7.0,8.154,1.154,0.2001,defect
pH-01,125,8,7.0,9.632,2.632,0.2001,defect
pH-01,125,9,7.0,8.784,1.784,0.2001,defect
pH-01,125,10,7.0,8.127,1.127,0.2001,defect
pH-01,125,11,7.0,8.948,1.948,0.2001,defect
pH-01,125,12,7.0,9.79,2.79,0.2001,defect
pH-01,125,13,7.0,9.874,2.874,0.2001,defect
pH-01,125,14,7.0,9.737,2.737,0.2001,defect
pH-01,125,15,7.0,10.078,3.078,0.2001,defect
pH-01,125,16,7.0,8.566,1.566,0.2001,defect
pH-01,125,17,7.0,8.823,1.823,0.2001,defect
pH-01,125,18,7.0,8.402,1.402,0.2001,defect
pH-01,125,19,7.0,8.983,1.983,0.2001,defect
pH-01,125,20,7.0,9.389,2.389,0.2001,defect
pH-01,125,21,7.0,9.211,2.211,0.2001,defect
pH-01,125,22,7.0,8.62,1.62,0.2001,defect
pH-01,125,23,7.0,8.761,1.761,0.2001,defect
pH-01,126,0,7.0,9.078,2.078,0.201,defect
pH-01,126,1,7.0,9.274,2.274,0.201,defect
pH-01,126,2,7.0,9.416,2.416,0.201,defect
pH-01,126,3,7.0,9.633,2.633,0.201,defect
pH-01,126,4,7.0,8.389,1.389,0.201,defect
pH-01,126,5,7.0,9.3,2.3,0.201,defect
pH-01,126,6,7.0,9.219,2.219,0.201,defect
pH-01,126,7,7.0,9.025,2.025,0.201,defect
pH-01,126,8,7.0,9.05,2.05,0.201,defect
pH-01,126,9,7.0,9.554,2.554,0.201,defect
pH-01,126,10,7.0,8.927,1.927,0.201,defect
pH-01,126,11,7.0,8.53,1.53,0.201,defect
pH-01,126,12,7.0,8.584,1.584,0.201,defect
pH-01,126,13,7.0,9.549,2.549,0.201,defect
pH-01,126,14,7.0,9.541,2.541,0.201,defect
pH-01,126,15,7.0,9.078,2.078,0.201,defect
pH-01,126,16,7.0,9.491,2.491,0.201,defect
pH-01,126,17,7.0,9.116,2.116,0.201,defect
pH-01,126,18,7.0,8.541,1.541,0.201,defect
pH-01,126,19,7.0,9.264,2.264,0.201,defect
pH-01,126,20,7.0,9.484,2.484,0.201,defect
pH-01,126,21,7.0,9.397,2.397,0.201,defect
pH-01,126,22,7.0,8.994,1.994,0.201,defect
