timestamp,influent_debiet_m3h,influent_COD_mgL,influent_pH,influent_TSS_mgL,influent_NH4_mgL,beluchting_m3h,slibrecirculatie_ratio,slibverblijftijd_dagen,opgeloste_O2_mgL,effluent_COD_mgL,effluent_pH,effluent_TSS_mgL,effluent_NH4_mgL,lozingsnorm_overtreding
2025-03-22 04:00:00,470.8,649.0,7.7,265.8,35.8,242.8,0.31,24.6,1.58,100.0,7.2,8.7,4.7,0
2025-03-22 05:00:00,435.5,646.4,8.1,265.2,37.3,244.3,0.72,13.9,1.78,122.4,7.2,25.1,3.2,0
2025-03-22 06:00:00,470.6,749.5,7.9,313.5,39.2,242.3,0.74,22.3,1.62,105.0,7.0,28.3,5.7,0
2025-03-22 07:00:00,554.3,925.2,7.6,325.0,52.7,263.0,0.47,12.0,1.61,200.1,7.2,24.4,8.3,1
2025-03-22 08:00:00,561.5,840.5,7.8,313.0,46.5,247.9,0.42,18.5,1.22,175.6,7.1,18.7,7.2,1
2025-03-22 09:00:00,584.3,985.4,7.5,348.7,53.2,258.9,0.41,15.5,1.62,152.0,7.2,12.0,9.2,1
2025-03-22 10:00:00,647.3,1085.2,7.8,376.5,42.1,269.5,0.72,16.3,1.85,178.3,7.1,11.5,6.4,1
2025-03-22 11:00:00,611.4,1053.0,7.8,362.2,47.3,259.3,0.77,18.3,1.34,259.4,7.1,28.5,5.7,1
2025-03-22 12:00:00,700.4,1107.3,7.5,388.7,50.6,268.5,0.56,10.1,1.83,184.7,6.9,28.6,7.4,1
2025-03-22 13:00:00,633.8,1056.7,7.9,386.8,49.6,255.0,0.31,13.4,1.53,239.8,7.3,10.7,8.0,1
2025-03-22 14:00:00,614.4,969.7,7.8,358.6,42.3,259.2,0.61,20.3,1.92,141.3,7.1,8.3,6.4,1
2025-03-22 15:00:00,594.7,1017.8,7.6,389.1,47.8,262.1,0.42,22.4,1.49,170.5,6.9,14.4,5.7,1
2025-03-22 16:00:00,588.7,917.1,7.5,338.4,39.7,245.7,0.51,12.7,1.94,177.2,7.1,12.5,6.1,1
2025-03-22 17:00:00,555.9,856.7,7.8,344.9,44.1,235.6,0.66,17.1,1.73,125.7,7.1,28.3,4.5,1
2025-03-22 18:00:00,475.8,815.4,7.7,303.4,45.4,246.9,0.32,12.9,1.57,178.5,6.9,18.0,4.3,1
2025-03-22 19:00:00,452.0,805.2,7.6,283.9,33.5,242.1,0.61,18.2,1.31,173.3,7.1,20.1,5.4,1
2025-03-22 20:00:00,378.0,658.2,8.0,269.9,39.7,244.0,0.39,19.0,1.42,115.2,7.1,13.1,5.3,0
2025-03-22 21:00:00,388.4,685.2,7.9,185.9,35.6,238.1,0.54,12.1,1.33,137.0,7.1,6.5,5.2,1
2025-03-22 22:00:00,393.9,587.9,8.2,200.5,18.6,236.1,0.51,20.6,1.14,124.2,7.3,13.1,2.4,0
2025-03-22 23:00:00,326.1,602.2,7.9,171.6,34.6,239.3,0.46,24.6,1.18,124.9,7.1,12.9,4.5,0
2025-03-23 00:00:00,363.8,543.9,7.8,212.2,29.8,225.4,0.36,23.2,1.39,94.6,7.1,8.3,5.2,0
2025-03-23 01:00:00,338.6,588.8,7.6,226.9,29.6,233.2,0.54,22.3,1.06,125.7,6.9,21.9,6.1,1
2025-03-23 02:00:00,320.1,557.9,7.9,231.1,31.3,240.7,0.6,22.0,1.18,125.1,7.2,12.7,3.8,1
2025-03-23 03:00:00,421.0,663.1,8.2,233.1,34.1,229.7,0.59,17.7,1.38,131.4,7.3,21.0,4.5,1
2025-03-23 04:00:00,417.1,682.0,8.2,255.8,37.7,246.1,0.68,23.3,1.11,164.3,7.5,9.1,6.1,1
2025-03-23 05:00:00,435.1,736.5,7.8,289.3,33.6,236.4,0.46,20.7,1.29,158.4,7.0,6.5,3.6,1
2025-03-23 06:00:00,505.3,849.3,8.2,257.4,43.7,257.6,0.79,13.3,1.62,157.1,7.3,18.4,4.3,1
2025-03-23 07:00:00,577.8,883.6,8.1,295.3,41.5,242.4,0.49,12.3,1.91,169.0,7.3,7.3,5.2,1
2025-03-23 08:00:00,547.7,908.1,7.8,393.4,40.9,265.0,0.31,15.6,1.86,154.4,7.1,27.5,5.3,1
2025-03-23 09:00:00,612.3,974.9,8.2,357.4,48.0,254.0,0.41,11.6,1.49,173.0,7.1,20.7,7.5,1
2025-03-23 10:00:00,672.0,1015.0,8.0,385.0,49.7,273.1,0.53,11.6,1.4,216.1,7.2,28.0,6.6,1
2025-03-23 11:00:00,619.9,970.8,8.0,375.3,52.5,245.2,0.56,17.4,1.62,155.5,7.0,10.0,7.8,1
2025-03-23 12:00:00,685.7,1021.1,8.0,393.1,53.8,260.6,0.57,16.9,1.31,202.9,7.1,18.3,5.5,1
2025-03-23 13:00:00,666.0,949.0,7.9,341.9,48.2,277.4,0.74,22.9,1.63,145.5,7.0,22.3,4.8,1
2025-03-23 14:00:00,620.0,1017.0,7.9,372.5,55.2,265.1,0.46,13.5,1.83,180.6,7.1,33.6,9.1,1
2025-03-23 15:00:00,587.0,963.4,8.0,342.3,41.3,258.9,0.68,24.5,1.39,171.1,7.2,23.4,6.3,1
2025-03-23 16:00:00,573.4,968.2,8.0,324.0,48.9,262.7,0.6,12.4,1.48,219.2,7.3,10.8,6.8,1
2025-03-23 17:00:00,561.8,877.7,8.0,308.6,50.4,268.8,0.46,22.0,1.98,109.3,7.1,15.0,7.1,0
2025-03-23 18:00:00,522.3,845.8,8.0,292.8,34.6,280.8,0.66,21.9,2.14,89.8,7.2,7.0,5.3,0
2025-03-23 19:00:00,465.4,741.9,8.4,282.3,38.1,230.8,0.44,16.3,0.99,178.9,7.2,18.5,5.3,1
2025-03-23 20:00:00,446.8,638.2,8.2,240.8,27.0,259.5,0.5,23.6,1.16,138.7,7.3,8.1,4.6,1
2025-03-23 21:00:00,390.1,637.8,8.2,227.8,29.2,247.0,0.49,10.7,1.82,136.3,7.2,16.7,5.7,1
2025-03-23 22:00:00,336.0,674.6,7.9,208.4,29.0,242.0,0.31,17.8,1.01,165.3,7.2,17.2,3.8,1
2025-03-23 23:00:00,303.8,557.1,8.1,214.7,29.5,236.9,0.34,12.4,1.26,134.6,7.1,5.4,6.0,1
2025-03-24 00:00:00,311.4,608.3,8.2,177.9,29.6,253.8,0.35,14.4,1.83,99.1,7.2,4.2,4.2,0
2025-03-24 01:00:00,333.0,555.2,8.0,190.1,38.2,236.4,0.69,10.4,1.19,140.8,7.2,13.7,4.7,1
2025-03-24 02:00:00,300.7,588.6,8.2,234.3,20.3,240.0,0.49,18.2,1.34,97.9,7.2,21.5,3.6,0
2025-03-24 03:00:00,416.6,591.6,8.2,240.6,41.0,233.6,0.61,15.7,1.31,127.5,7.0,24.0,4.7,1
2025-03-24 04:00:00,441.9,770.2,8.1,243.4,32.0,252.7,0.75,11.1,1.64,154.8,7.1,5.6,4.0,1
2025-03-24 05:00:00,493.4,668.5,7.9,255.9,31.1,258.1,0.56,20.0,1.73,96.2,7.4,22.5,3.8,0
2025-03-24 06:00:00,479.4,839.8,7.9,312.5,33.8,265.4,0.73,24.7,1.84,91.9,7.0,25.4,4.5,0
2025-03-24 07:00:00,585.3,839.9,8.2,323.5,42.8,250.6,0.77,11.9,1.3,195.0,7.3,6.5,5.4,1
2025-03-24 08:00:00,535.7,918.4,8.2,342.5,42.5,248.0,0.4,15.5,1.22,227.2,7.3,24.5,6.7,1
2025-03-24 09:00:00,608.0,963.1,8.3,378.9,49.0,245.0,0.71,16.5,1.27,210.8,7.4,28.2,6.6,1
2025-03-24 10:00:00,642.2,992.2,7.7,375.7,51.8,265.6,0.67,17.0,1.33,227.6,7.1,9.7,9.8,1
2025-03-24 11:00:00,602.2,948.7,7.9,380.4,47.4,263.6,0.76,11.6,1.57,199.1,7.0,19.0,8.0,1
2025-03-24 12:00:00,713.0,999.6,7.8,409.8,49.8,264.9,0.62,14.1,1.5,211.4,7.1,28.3,6.2,1
2025-03-24 13:00:00,627.4,976.9,8.0,376.8,48.1,250.4,0.67,16.3,1.31,206.8,7.2,16.9,5.9,1
2025-03-24 14:00:00,639.7,1001.4,7.7,352.3,50.1,260.3,0.47,16.4,1.96,149.8,7.0,22.6,5.5,1
2025-03-24 15:00:00,621.4,925.5,7.9,361.1,59.3,247.7,0.4,15.8,1.66,164.5,7.1,13.7,7.3,1
2025-03-24 16:00:00,589.2,932.8,7.5,393.2,43.2,246.9,0.52,22.9,1.33,134.2,6.9,28.2,7.8,1
2025-03-24 17:00:00,542.2,900.4,7.6,303.5,39.4,240.3,0.67,16.6,1.5,137.1,7.0,10.6,5.3,1
2025-03-24 18:00:00,505.9,839.4,7.7,291.4,41.1,253.6,0.59,18.9,1.52,177.1,7.3,11.3,5.2,1
2025-03-24 19:00:00,501.0,731.2,7.8,268.6,39.1,242.9,0.42,21.7,1.43,139.0,7.1,21.0,5.9,1
2025-03-24 20:00:00,431.7,724.7,7.9,246.2,34.9,250.4,0.46,10.4,1.46,157.5,7.2,7.4,5.6,1
2025-03-24 21:00:00,380.9,618.1,7.8,248.9,32.5,213.7,0.72,24.5,1.07,145.0,7.2,15.1,5.2,1
2025-03-24 22:00:00,338.3,646.3,7.6,204.6,30.1,240.8,0.7,19.2,1.01,163.2,7.1,16.8,5.6,1
2025-03-24 23:00:00,392.2,570.6,7.7,207.6,19.7,237.0,0.63,21.7,1.15,115.4,7.1,16.7,3.1,0
2025-03-25 00:00:00,389.6,605.8,7.4,207.6,26.0,240.2,0.62,15.9,1.18,138.0,7.0,12.7,2.4,1
2025-03-25 01:00:00,325.4,631.8,8.0,231.9,21.0,238.0,0.57,22.2,1.48,102.6,7.0,19.4,5.3,0
2025-03-25 02:00:00,391.8,526.2,8.0,201.4,30.0,243.3,0.47,17.4,1.33,123.3,7.1,10.5,5.9,0
2025-03-25 03:00:00,438.0,613.0,7.7,252.7,35.9,248.8,0.59,10.9,1.21,139.5,7.0,24.4,6.9,1
2025-03-25 04:00:00,443.5,720.1,7.8,255.1,29.6,256.8,0.43,13.9,1.67,148.4,7.1,14.6,4.4,1
2025-03-25 05:00:00,446.2,661.4,7.5,288.8,41.8,258.6,0.48,10.2,1.62,149.4,7.0,28.3,5.7,1
2025-03-25 06:00:00,497.6,783.3,7.5,300.2,42.0,252.7,0.79,24.0,1.43,108.8,7.0,25.9,6.4,0
2025-03-25 07:00:00,544.9,889.6,7.3,327.5,40.0,263.4,0.64,22.4,1.81,100.3,7.1,6.6,6.5,0
2025-03-25 08:00:00,569.9,877.8,7.4,354.8,45.8,243.0,0.3,24.8,1.6,120.8,6.9,15.8,6.3,0
2025-03-25 09:00:00,616.7,969.8,7.4,357.3,44.3,264.2,0.52,14.6,1.43,189.8,7.1,16.0,8.6,1
2025-03-25 10:00:00,620.5,1000.2,7.5,399.3,52.1,267.0,0.64,11.8,1.61,231.8,7.0,13.8,8.2,1
2025-03-25 11:00:00,607.0,1154.7,7.7,368.4,53.5,265.6,0.69,23.5,1.99,136.3,7.2,16.3,7.6,1
2025-03-25 12:00:00,682.9,966.1,7.4,378.0,55.0,272.7,0.63,16.9,2.11,124.1,6.8,19.1,7.5,0
2025-03-25 13:00:00,638.8,1089.5,7.4,358.7,45.5,260.2,0.77,10.5,1.69,174.5,7.1,29.0,6.9,1
2025-03-25 14:00:00,614.3,1068.0,7.3,392.0,49.9,247.0,0.45,10.5,1.48,204.0,7.1,37.2,8.1,1
2025-03-25 15:00:00,609.6,910.7,7.6,359.9,49.4,271.8,0.76,10.9,1.76,176.7,7.0,23.5,6.3,1
2025-03-25 16:00:00,567.8,977.5,7.3,381.6,50.8,258.1,0.6,23.1,1.74,159.8,6.8,35.8,7.5,1
2025-03-25 17:00:00,536.5,841.2,7.8,306.8,41.3,240.2,0.33,10.0,1.21,223.4,6.9,24.2,6.4,1
2025-03-25 18:00:00,506.6,858.9,7.5,315.0,43.8,253.9,0.73,23.0,1.48,140.6,7.1,25.9,6.2,1
2025-03-25 19:00:00,444.0,830.9,7.3,287.6,24.7,246.1,0.63,11.5,1.42,183.0,7.1,26.9,4.4,1
2025-03-25 20:00:00,431.1,633.6,7.5,251.8,35.3,239.1,0.3,21.6,1.68,106.2,7.2,11.8,4.5,0
2025-03-25 21:00:00,351.9,583.8,7.5,216.3,36.1,237.8,0.78,18.7,1.51,108.0,7.1,9.4,5.6,0
2025-03-25 22:00:00,347.5,582.2,7.3,214.6,32.1,227.7,0.47,23.0,1.19,120.6,6.9,16.6,3.9,0
2025-03-25 23:00:00,348.5,676.9,7.2,213.8,35.4,231.1,0.37,20.9,1.43,145.7,6.9,9.1,4.0,1
2025-03-26 00:00:00,342.9,649.7,7.4,192.5,27.7,227.3,0.3,21.0,1.46,106.8,6.9,11.8,5.5,0
2025-03-26 01:00:00,376.4,605.0,7.3,195.4,32.4,248.6,0.67,10.4,1.36,153.1,7.0,8.9,3.6,1
2025-03-26 02:00:00,365.7,501.0,7.2,238.2,28.4,230.5,0.65,23.1,1.59,72.4,7.0,10.0,4.9,0
2025-03-26 03:00:00,417.2,603.1,7.2,230.4,41.6,252.2,0.74,14.4,1.65,121.9,6.9,10.5,5.6,0
2025-03-26 04:00:00,427.5,753.4,7.0,294.1,36.9,239.1,0.62,24.6,1.66,98.5,6.9,28.8,6.3,0
2025-03-26 05:00:00,483.2,846.8,7.6,287.2,33.2,245.0,0.66,13.1,1.55,171.5,7.1,25.1,5.1,1
2025-03-26 06:00:00,427.1,800.0,7.1,306.0,38.2,242.7,0.78,15.2,1.26,164.6,6.8,22.4,5.0,1
2025-03-26 07:00:00,550.1,853.4,7.6,340.4,43.3,247.8,0.33,13.3,1.37,157.4,7.1,12.8,6.1,1
2025-03-26 08:00:00,585.7,947.1,7.4,384.1,49.5,263.4,0.79,23.9,1.64,115.9,7.0,16.8,9.2,0
2025-03-26 09:00:00,635.1,1038.5,6.9,347.7,44.6,257.2,0.3,14.1,1.33,235.6,7.0,33.0,6.5,1
2025-03-26 10:00:00,681.7,974.2,7.1,376.1,47.2,275.4,0.57,22.3,1.52,176.8,6.9,23.2,6.9,1
2025-03-26 11:00:00,628.1,1068.6,6.9,428.6,47.6,271.1,0.42,23.9,2.12,118.0,6.9,10.5,5.9,0
2025-03-26 12:00:00,711.2,989.2,6.8,387.7,56.0,282.6,0.35,22.7,1.84,117.1,6.7,30.9,7.8,0
2025-03-26 13:00:00,612.5,1035.0,7.1,393.3,51.6,249.0,0.41,24.6,1.74,94.7,6.9,16.6,7.9,0
2025-03-26 14:00:00,631.7,990.9,7.3,399.7,47.9,274.6,0.76,18.4,2.11,67.7,6.8,12.2,7.2,0
2025-03-26 15:00:00,626.0,963.9,7.3,378.8,56.0,282.8,0.48,16.0,1.6,180.0,6.9,29.8,8.1,1
2025-03-26 16:00:00,577.1,880.1,7.1,328.3,41.2,248.5,0.65,21.9,1.59,161.4,6.8,12.3,5.5,1
2025-03-26 17:00:00,535.3,868.5,7.3,333.4,42.6,250.3,0.39,15.9,1.61,163.7,7.0,29.1,5.8,1
2025-03-26 18:00:00,539.1,788.9,6.9,318.0,45.8,241.6,0.62,14.3,1.17,190.0,6.9,25.1,5.8,1
2025-03-26 19:00:00,427.1,780.7,7.1,290.8,39.7,254.7,0.63,21.4,1.83,109.5,6.8,28.2,7.3,0
2025-03-26 20:00:00,431.6,678.4,6.9,274.5,37.2,237.2,0.34,18.3,1.33,149.0,6.9,21.8,5.2,1
2025-03-26 21:00:00,359.1,687.0,7.1,217.7,37.2,247.4,0.47,20.0,1.84,117.7,6.8,10.7,3.8,0
2025-03-26 22:00:00,330.0,564.9,7.3,254.1,27.5,234.6,0.78,23.6,1.12,101.1,6.9,22.3,5.2,0
2025-03-26 23:00:00,321.9,531.0,6.9,229.6,28.7,229.6,0.55,23.2,1.45,82.2,6.7,11.0,4.5,0
2025-03-27 00:00:00,385.8,510.8,6.9,235.2,28.3,246.3,0.74,23.7,0.77,129.2,6.9,12.6,4.6,1
2025-03-27 01:00:00,332.4,575.0,6.9,190.4,29.1,238.5,0.47,11.7,1.25,136.1,6.8,10.3,3.7,1
2025-03-27 02:00:00,344.8,601.9,6.7,232.8,32.4,228.1,0.66,23.7,1.33,97.7,7.0,5.7,2.7,0
2025-03-27 03:00:00,427.9,564.6,7.2,224.4,27.5,236.9,0.48,21.2,1.28,113.9,6.7,20.3,1.3,0
2025-03-27 04:00:00,411.4,675.7,6.7,269.1,34.1,242.0,0.57,10.9,1.79,119.4,6.8,11.4,3.7,0
2025-03-27 05:00:00,447.9,737.9,6.9,286.4,40.3,238.4,0.8,15.7,1.58,133.9,6.9,13.3,6.1,1
2025-03-27 06:00:00,567.4,867.5,6.6,319.8,34.4,253.1,0.52,24.3,1.47,117.4,6.7,15.4,5.9,0
2025-03-27 07:00:00,518.1,917.3,6.8,323.6,40.2,271.7,0.42,15.6,1.98,135.4,6.8,27.1,5.3,1
2025-03-27 08:00:00,561.1,912.5,7.0,331.2,43.5,259.2,0.63,24.4,1.08,196.7,6.9,25.4,6.4,1
2025-03-27 09:00:00,601.9,901.9,7.1,367.7,46.3,252.7,0.31,23.7,1.56,144.7,6.8,34.0,6.7,1
2025-03-27 10:00:00,691.1,958.9,7.0,372.6,48.3,249.3,0.46,20.1,1.35,183.0,6.9,19.5,7.5,1
2025-03-27 11:00:00,629.2,951.4,7.1,404.3,51.8,257.4,0.65,13.3,1.79,188.1,6.8,28.3,7.3,1
2025-03-27 12:00:00,597.0,1104.9,6.9,398.9,47.7,267.8,0.5,20.1,1.56,207.1,6.7,30.8,5.4,1
2025-03-27 13:00:00,666.3,1009.9,6.6,378.2,43.8,274.5,0.7,10.9,1.53,220.8,6.6,15.6,7.0,1
2025-03-27 14:00:00,597.5,1075.1,7.2,378.7,51.8,248.0,0.56,15.2,1.44,233.2,7.1,28.2,7.5,1
2025-03-27 15:00:00,606.6,967.9,6.8,380.0,47.1,249.0,0.35,11.5,1.9,162.7,7.1,32.4,5.7,1
2025-03-27 16:00:00,539.2,998.5,7.2,322.8,49.3,260.0,0.7,22.4,1.74,138.1,6.8,22.0,7.4,1
2025-03-27 17:00:00,526.3,834.0,7.0,359.8,38.8,232.9,0.78,20.9,1.57,144.3,6.7,31.5,5.7,1
2025-03-27 18:00:00,489.1,890.2,7.2,307.6,40.4,255.5,0.34,11.1,1.39,192.4,7.1,14.5,6.6,1
2025-03-27 19:00:00,495.5,746.2,7.1,293.3,42.5,259.7,0.79,24.9,1.33,119.9,6.9,20.5,7.2,0
2025-03-27 20:00:00,376.5,679.5,7.0,243.2,28.3,240.2,0.45,12.3,0.98,160.5,6.7,7.4,2.7,1
2025-03-27 21:00:00,389.9,732.8,7.1,236.8,38.6,246.6,0.59,10.6,1.34,157.5,6.7,9.5,5.7,1
2025-03-27 22:00:00,399.4,597.2,6.9,186.7,23.1,228.5,0.34,15.8,1.5,135.8,6.8,17.0,4.7,1
2025-03-27 23:00:00,392.1,528.3,7.4,218.3,35.3,243.0,0.71,15.6,1.45,104.0,6.8,9.2,5.4,0
2025-03-28 00:00:00,348.1,533.1,7.1,218.6,34.6,238.0,0.52,19.1,1.45,121.5,7.0,19.5,4.0,0
2025-03-28 01:00:00,323.7,534.5,7.0,229.0,33.4,233.8,0.51,15.9,1.35,109.5,6.9,11.3,4.1,0
2025-03-28 02:00:00,430.6,601.4,7.3,244.6,33.1,242.6,0.77,10.7,1.43,156.8,6.9,20.9,4.7,1
2025-03-28 03:00:00,383.5,617.7,7.1,241.7,32.7,253.9,0.5,22.0,1.57,80.4,6.7,14.5,3.7,0
2025-03-28 04:00:00,433.2,603.3,6.9,260.9,38.4,237.1,0.65,17.7,1.41,102.1,6.8,25.1,5.6,0
2025-03-28 05:00:00,460.1,784.0,7.3,305.4,45.2,233.8,0.78,20.2,1.52,163.8,7.0,8.9,7.6,1
2025-03-28 06:00:00,510.1,713.7,7.2,260.5,37.8,242.5,0.77,11.1,1.49,139.4,7.0,16.3,5.7,1
2025-03-28 07:00:00,536.4,825.2,7.1,299.9,39.4,243.7,0.71,19.6,1.74,126.7,6.8,6.7,5.1,1
2025-03-28 08:00:00,562.3,849.6,7.5,375.8,45.5,253.0,0.77,23.2,1.72,111.4,6.8,32.8,7.1,0
2025-03-28 09:00:00,644.2,1050.7,7.3,360.2,46.4,247.3,0.5,13.3,1.65,206.3,7.1,14.1,4.8,1
2025-03-28 10:00:00,640.4,1051.4,7.2,349.1,51.8,264.4,0.6,18.0,1.5,173.5,6.8,29.6,9.3,1
2025-03-28 11:00:00,678.1,1017.6,7.3,398.7,49.6,268.7,0.53,24.0,1.5,127.5,6.8,31.0,5.4,1
2025-03-28 12:00:00,623.4,1040.3,7.2,403.9,58.7,257.2,0.55,17.9,1.2,187.7,7.0,20.5,8.4,1
2025-03-28 13:00:00,658.7,982.6,7.4,417.0,46.3,293.0,0.65,16.7,2.09,131.3,7.0,38.3,9.0,1
2025-03-28 14:00:00,613.1,1004.2,7.2,407.3,51.8,281.4,0.33,24.3,1.86,100.6,6.9,9.8,7.0,0
2025-03-28 15:00:00,638.2,889.5,7.3,389.0,53.3,262.3,0.74,14.6,1.68,145.8,6.9,8.9,7.4,1
2025-03-28 16:00:00,590.2,976.7,7.4,329.3,43.5,278.1,0.78,12.1,1.4,212.3,7.0,11.8,7.7,1
2025-03-28 17:00:00,524.1,887.7,7.2,317.3,41.3,259.8,0.46,16.4,1.5,177.6,7.2,13.8,6.0,1
2025-03-28 18:00:00,501.3,825.1,7.4,322.2,38.2,276.9,0.51,13.0,1.88,161.3,7.0,16.6,6.0,1
2025-03-28 19:00:00,462.7,782.8,7.9,308.6,36.6,244.0,0.76,12.0,1.57,168.0,7.2,30.1,4.5,1
2025-03-28 20:00:00,445.1,512.9,7.7,277.4,41.9,247.8,0.43,17.1,1.3,113.5,7.0,7.7,6.7,0
2025-03-28 21:00:00,347.7,634.1,7.6,247.7,36.0,256.6,0.76,14.9,1.86,90.4,7.0,24.7,5.3,0
2025-03-28 22:00:00,308.5,580.7,7.7,236.5,32.8,223.8,0.71,14.3,1.16,142.2,7.1,16.5,3.0,1
2025-03-28 23:00:00,311.9,504.7,7.7,204.5,36.6,233.7,0.77,15.3,1.17,129.6,7.0,10.9,4.7,1
2025-03-29 00:00:00,389.1,587.8,7.7,202.2,18.5,243.5,0.41,16.6,1.21,123.4,7.1,5.2,2.6,0
2025-03-29 01:00:00,378.0,625.2,7.3,183.7,23.8,241.7,0.67,15.4,1.51,134.3,6.8,5.1,3.3,1
2025-03-29 02:00:00,335.9,547.5,7.5,225.9,33.2,229.9,0.45,13.1,1.13,114.7,7.1,21.3,4.8,0
2025-03-29 03:00:00,436.8,536.6,7.9,247.2,29.3,235.6,0.69,11.9,1.47,129.2,7.1,13.8,5.1,1
2025-03-29 04:00:00,422.7,687.1,7.5,246.8,30.8,245.3,0.7,15.5,1.63,118.3,7.1,15.8,4.2,0
2025-03-29 05:00:00,464.8,739.5,7.6,279.3,47.8,253.4,0.36,15.6,1.76,138.0,7.1,16.2,6.7,1
2025-03-29 06:00:00,523.3,766.2,7.6,270.0,33.0,249.4,0.33,11.7,1.59,164.1,7.0,10.2,3.1,1
2025-03-29 07:00:00,496.5,895.6,7.8,307.9,42.7,231.3,0.5,13.3,1.12,209.9,7.2,28.7,4.5,1
2025-03-29 08:00:00,583.6,960.1,7.9,367.7,45.4,260.7,0.72,23.8,1.52,145.7,7.1,28.9,5.0,1
2025-03-29 09:00:00,610.8,932.0,7.7,401.2,47.0,265.7,0.39,11.4,1.61,189.9,7.0,32.1,6.4,1
2025-03-29 10:00:00,598.5,967.5,7.1,366.1,52.9,271.8,0.59,11.2,1.62,213.9,7.0,12.1,8.2,1
2025-03-29 11:00:00,659.2,1054.9,7.8,393.4,48.0,263.8,0.35,15.5,1.59,204.1,7.3,15.0,5.5,1
2025-03-29 12:00:00,641.1,1001.1,7.7,371.3,49.8,266.5,0.36,22.2,1.96,141.4,7.0,32.2,6.8,1
2025-03-29 13:00:00,641.8,1065.9,7.7,340.6,48.5,267.6,0.62,18.1,1.84,156.9,7.0,28.7,9.3,1
2025-03-29 14:00:00,607.6,1000.6,7.9,382.9,48.4,266.3,0.65,10.3,1.74,198.2,7.0,22.4,6.6,1
2025-03-29 15:00:00,584.8,965.5,7.7,353.6,46.9,269.8,0.42,13.2,1.76,154.9,7.2,18.5,5.6,1
2025-03-29 16:00:00,591.3,824.4,8.0,345.4,44.6,265.1,0.65,24.5,1.65,127.9,7.2,24.2,6.6,1
2025-03-29 17:00:00,529.4,950.0,8.1,337.4,44.6,258.8,0.36,18.8,1.71,137.8,7.1,11.0,4.5,1
2025-03-29 18:00:00,549.8,816.4,8.1,288.3,37.0,254.9,0.57,14.4,1.74,147.0,7.0,7.5,5.4,1
2025-03-29 19:00:00,485.1,716.9,7.8,264.6,37.6,243.1,0.51,15.2,1.23,145.9,7.1,14.8,5.1,1
2025-03-29 20:00:00,409.7,730.2,7.9,261.5,27.4,220.9,0.51,18.2,1.22,140.3,7.2,8.6,3.9,1
2025-03-29 21:00:00,398.7,585.6,8.1,256.9,41.8,243.2,0.32,14.0,1.1,152.7,7.0,7.5,7.6,1
2025-03-29 22:00:00,436.2,612.4,8.0,224.3,26.5,243.9,0.37,11.9,1.77,110.7,7.2,9.5,1.9,0
2025-03-29 23:00:00,362.8,595.2,7.8,217.0,37.1,255.0,0.74,17.9,1.68,144.4,7.0,13.8,5.1,1
2025-03-30 00:00:00,331.2,528.0,7.8,206.5,35.8,220.6,0.79,15.2,1.16,110.9,7.1,5.6,5.3,0
2025-03-30 01:00:00,338.3,519.9,7.7,228.4,29.3,249.9,0.4,21.3,1.58,84.1,7.1,13.2,4.0,0
2025-03-30 02:00:00,295.0,522.2,7.6,226.6,25.6,218.9,0.69,15.5,1.21,119.6,7.1,13.1,3.6,0
2025-03-30 03:00:00,371.0,589.3,7.9,242.4,41.9,238.7,0.78,23.0,1.43,96.1,7.0,9.2,6.2,0
2025-03-30 04:00:00,404.7,773.9,7.7,229.5,36.0,234.7,0.52,24.5,1.01,180.4,7.0,14.3,6.4,1
2025-03-30 05:00:00,500.2,627.6,7.7,299.1,39.1,261.1,0.69,14.8,1.88,75.2,7.1,7.9,6.7,0
2025-03-30 06:00:00,501.0,844.1,8.4,318.0,38.9,259.0,0.61,12.3,1.9,116.7,7.4,17.8,6.2,0
2025-03-30 07:00:00,542.3,850.8,8.1,346.0,45.2,261.1,0.41,12.1,1.32,196.7,7.2,25.8,6.9,1
2025-03-30 08:00:00,557.5,1000.4,7.8,335.1,43.5,258.4,0.6,10.9,1.45,204.5,7.1,27.0,5.6,1
2025-03-30 09:00:00,567.0,1000.0,8.0,367.3,42.3,241.8,0.63,24.6,1.61,127.7,7.2,8.2,6.3,1
2025-03-30 10:00:00,662.3,993.4,7.8,333.1,51.2,269.4,0.78,16.5,1.45,182.4,7.0,27.0,7.1,1
2025-03-30 11:00:00,692.8,1139.9,8.0,382.8,54.8,259.4,0.36,20.2,2.07,156.2,7.2,35.2,9.8,1
2025-03-30 12:00:00,634.1,1026.5,8.1,382.1,54.8,258.5,0.72,14.9,1.97,176.4,7.1,13.6,9.1,1
2025-03-30 13:00:00,692.9,1023.1,8.0,413.5,48.3,258.4,0.5,13.7,1.91,215.2,7.2,24.2,7.6,1
2025-03-30 14:00:00,614.2,1034.4,7.8,378.1,52.1,254.2,0.72,17.9,1.79,174.7,7.2,29.3,7.4,1
2025-03-30 15:00:00,650.3,988.8,8.0,350.9,54.2,247.3,0.38,15.6,1.54,175.2,7.1,19.9,7.9,1
2025-03-30 16:00:00,580.1,970.5,8.0,348.1,50.5,252.8,0.5,10.4,1.21,235.7,7.1,34.1,5.6,1
2025-03-30 17:00:00,540.8,822.2,7.8,323.7,47.3,252.6,0.69,13.5,1.89,134.0,7.2,32.3,7.7,1
