timestamp,grade,in_transitie,temp_setpoint_C,temp_actueel_C,temp_sensor_C,druk_setpoint_bar,druk_actueel_bar,katalysator_flow_kgh,monomeer_flow_kgh,waterstof_flow_kgh,comonomeer_flow_kgh,koelwater_inlet_C,koelwater_outlet_C,koelwater_flow_m3h,melt_flow_index_g10min,viscositeit_Pas,dichtheid_gcm3,vermogen_kW,verstoring
2025-01-02 18:47:00,HDPE_A,0,180.0,180.38,180.38,25.0,24.83,2.005,100.2,0.51,0.11,22.0,36.5,51.3,2.02,2465.3,0.9498,81.5,normaal
2025-01-02 18:48:00,HDPE_A,0,180.0,180.16,180.16,25.0,24.78,1.987,99.8,0.502,0.11,22.4,37.5,51.1,2.11,2390.5,0.9499,81.7,normaal
2025-01-02 18:49:00,HDPE_A,0,180.0,180.19,180.19,25.0,25.0,2.019,99.7,0.501,0.1,22.4,36.5,50.8,1.91,2612.6,0.9503,80.1,normaal
2025-01-02 18:50:00,HDPE_A,0,180.0,179.95,179.95,25.0,25.01,1.987,100.2,0.506,0.11,22.2,35.9,49.1,1.9,2618.8,0.9491,81.6,normaal
2025-01-02 18:51:00,HDPE_A,0,180.0,180.29,180.29,25.0,25.18,1.991,99.5,0.478,0.08,22.6,37.1,48.9,2.19,2232.6,0.9493,80.8,normaal
2025-01-02 18:52:00,HDPE_A,0,180.0,180.08,180.08,25.0,25.27,2.026,100.5,0.497,0.09,21.7,36.1,50.8,2.02,2506.2,0.9505,85.0,normaal
2025-01-02 18:53:00,HDPE_A,0,180.0,180.04,180.04,25.0,25.01,1.999,100.8,0.484,0.1,21.5,36.6,47.8,2.29,2233.3,0.9496,81.7,normaal
2025-01-02 18:54:00,HDPE_A,0,180.0,180.11,180.11,25.0,24.92,2.012,99.8,0.507,0.11,22.0,36.0,50.9,1.87,2722.1,0.9482,81.8,normaal
2025-01-02 18:55:00,HDPE_A,0,180.0,180.14,180.14,25.0,24.89,1.991,99.9,0.491,0.09,21.6,35.7,51.0,1.99,2502.4,0.9493,79.3,normaal
2025-01-02 18:56:00,HDPE_A,0,180.0,179.91,179.91,25.0,24.78,1.982,99.6,0.51,0.1,22.2,36.1,49.9,1.79,2789.0,0.9484,81.3,normaal
2025-01-02 18:57:00,HDPE_A,0,180.0,180.06,180.06,25.0,24.82,2.018,99.8,0.478,0.09,22.3,36.1,49.6,2.14,2332.0,0.9491,82.4,normaal
2025-01-02 18:58:00,HDPE_A,0,180.0,179.7,179.7,25.0,24.83,2.051,100.2,0.507,0.1,22.3,36.9,47.0,2.25,2197.9,0.9483,83.4,normaal
2025-01-02 18:59:00,HDPE_A,0,180.0,179.77,179.77,25.0,24.89,2.0,99.3,0.501,0.1,22.4,36.5,48.9,1.64,3098.9,0.9499,81.1,normaal
2025-01-02 19:00:00,HDPE_A,0,180.0,179.84,179.84,25.0,24.93,1.954,99.4,0.504,0.11,22.2,36.3,49.2,1.96,2542.8,0.9493,81.3,normaal
2025-01-02 19:01:00,HDPE_A,0,180.0,179.54,179.54,25.0,24.76,2.012,99.5,0.514,0.1,21.9,36.3,52.0,2.09,2415.3,0.9481,80.3,normaal
2025-01-02 19:02:00,HDPE_A,0,180.0,179.64,179.64,25.0,24.72,1.99,100.1,0.503,0.1,21.9,36.8,50.7,1.9,2585.3,0.9493,83.9,normaal
2025-01-02 19:03:00,HDPE_A,0,180.0,179.47,179.47,25.0,24.79,2.018,100.6,0.501,0.09,21.9,36.4,52.2,1.86,2617.8,0.949,81.3,normaal
2025-01-02 19:04:00,HDPE_A,0,180.0,179.26,179.26,25.0,24.85,2.004,100.2,0.492,0.09,21.9,36.3,50.7,1.78,2833.7,0.9474,81.9,normaal
2025-01-02 19:05:00,HDPE_A,0,180.0,179.22,179.22,25.0,24.83,1.977,99.7,0.51,0.09,21.9,36.0,50.9,1.92,2657.0,0.9498,78.5,normaal
2025-01-02 19:06:00,HDPE_A,0,180.0,179.11,179.11,25.0,24.82,2.005,100.3,0.483,0.09,21.9,36.9,50.7,1.78,2793.4,0.9474,83.3,normaal
2025-01-02 19:07:00,HDPE_A,0,180.0,179.12,179.12,25.0,24.88,2.033,99.4,0.503,0.09,22.1,37.0,49.8,1.85,2627.3,0.9496,80.1,normaal
2025-01-02 19:08:00,HDPE_A,0,180.0,179.21,179.21,25.0,25.03,1.967,100.4,0.487,0.11,22.2,36.6,50.4,1.71,2878.7,0.9488,82.0,normaal
2025-01-02 19:09:00,HDPE_A,0,180.0,179.54,179.54,25.0,24.99,1.972,99.8,0.523,0.09,22.0,37.2,50.5,1.97,2542.0,0.9498,81.4,normaal
2025-01-02 19:10:00,HDPE_A,0,180.0,179.48,179.48,25.0,25.15,1.999,99.4,0.502,0.1,22.7,36.8,50.8,1.8,2825.8,0.9505,77.6,normaal
2025-01-02 19:11:00,HDPE_A,0,180.0,179.38,179.38,25.0,25.17,2.017,100.4,0.51,0.1,21.8,36.4,49.1,2.0,2491.2,0.9488,79.5,normaal
2025-01-02 19:12:00,HDPE_A,0,180.0,179.39,179.39,25.0,25.2,1.983,101.2,0.489,0.1,22.1,35.8,49.7,1.62,3074.9,0.9486,80.2,normaal
2025-01-02 19:13:00,HDPE_A,0,180.0,179.54,179.54,25.0,25.1,2.007,99.9,0.494,0.1,21.5,37.1,49.8,2.11,2384.6,0.95,82.3,normaal
2025-01-02 19:14:00,HDPE_A,0,180.0,179.39,179.39,25.0,25.23,1.999,100.2,0.498,0.1,22.3,37.2,50.5,1.83,2698.9,0.95,83.0,normaal
2025-01-02 19:15:00,HDPE_A,0,180.0,179.22,179.22,25.0,25.04,1.999,99.5,0.515,0.1,22.3,38.3,50.8,1.94,2557.5,0.9476,82.7,normaal
2025-01-02 19:16:00,HDPE_A,0,180.0,178.96,178.96,25.0,25.1,1.979,100.1,0.492,0.11,22.2,37.2,48.5,2.0,2506.3,0.9499,82.1,normaal
2025-01-02 19:17:00,HDPE_A,0,180.0,179.32,179.32,25.0,25.15,2.004,99.8,0.501,0.11,22.4,37.0,49.5,2.09,2366.5,0.9493,79.0,normaal
2025-01-02 19:18:00,HDPE_A,0,180.0,179.46,179.46,25.0,25.23,1.995,99.6,0.506,0.1,22.3,36.1,50.2,2.11,2352.0,0.9507,83.8,normaal
2025-01-02 19:19:00,HDPE_A,0,180.0,179.69,179.69,25.0,25.07,1.943,100.2,0.504,0.1,21.6,36.3,51.8,2.35,2155.5,0.9505,77.3,normaal
2025-01-02 19:20:00,HDPE_A,0,180.0,179.73,179.73,25.0,25.16,1.987,100.1,0.502,0.12,21.9,37.1,49.9,1.9,2695.6,0.9493,79.8,normaal
2025-01-02 19:21:00,HDPE_A,0,180.0,179.74,179.74,25.0,25.12,2.009,99.1,0.516,0.12,22.3,36.8,47.7,2.04,2457.9,0.9492,83.1,normaal
2025-01-02 19:22:00,HDPE_A,0,180.0,179.73,179.73,25.0,25.11,1.998,100.3,0.511,0.1,22.0,37.2,50.3,1.87,2650.7,0.9507,77.5,normaal
2025-01-02 19:23:00,HDPE_A,0,180.0,179.63,179.63,25.0,25.17,2.027,99.6,0.5,0.11,22.3,36.8,51.5,1.65,2981.0,0.9489,79.6,normaal
2025-01-02 19:24:00,HDPE_A,0,180.0,179.73,179.73,25.0,25.01,1.98,100.3,0.483,0.1,21.9,36.8,48.5,2.25,2242.7,0.9496,81.5,normaal
2025-01-02 19:25:00,HDPE_A,0,180.0,179.7,179.7,25.0,25.0,1.998,100.6,0.489,0.1,22.4,36.9,51.5,2.13,2352.4,0.9494,80.2,normaal
2025-01-02 19:26:00,HDPE_A,0,180.0,179.31,179.31,25.0,25.08,2.015,99.8,0.498,0.11,22.2,36.6,50.3,1.77,2789.9,0.9483,79.4,normaal
2025-01-02 19:27:00,HDPE_A,0,180.0,179.11,179.11,25.0,25.09,1.953,100.2,0.491,0.1,22.1,35.6,50.1,1.96,2605.5,0.9508,73.8,normaal
2025-01-02 19:28:00,HDPE_A,0,180.0,179.17,179.17,25.0,25.13,1.994,100.7,0.49,0.1,22.6,36.6,49.3,2.02,2519.7,0.949,82.0,normaal
2025-01-02 19:29:00,HDPE_A,0,180.0,179.22,179.22,25.0,24.96,2.031,99.9,0.493,0.12,22.4,36.5,51.1,1.95,2544.8,0.9493,84.5,normaal
2025-01-02 19:30:00,HDPE_A,0,180.0,179.43,179.43,25.0,25.04,2.006,100.3,0.486,0.1,21.6,37.0,49.7,2.07,2397.5,0.9508,87.2,normaal
2025-01-02 19:31:00,HDPE_A,0,180.0,179.33,179.33,25.0,25.05,2.02,99.6,0.512,0.11,22.0,35.1,48.6,1.64,3074.5,0.9487,81.5,normaal
2025-01-02 19:32:00,HDPE_A,0,180.0,179.45,179.45,25.0,25.08,1.975,100.3,0.524,0.09,22.3,36.0,49.6,1.7,2910.6,0.9488,77.7,normaal
2025-01-02 19:33:00,HDPE_A,0,180.0,179.53,179.53,25.0,25.13,1.995,99.5,0.522,0.09,21.7,35.9,50.0,2.14,2333.4,0.9497,80.8,normaal
2025-01-02 19:34:00,HDPE_A,0,180.0,179.51,179.51,25.0,25.17,2.039,100.4,0.489,0.1,22.6,37.1,50.0,2.09,2345.6,0.95,83.1,normaal
2025-01-02 19:35:00,HDPE_A,0,180.0,179.6,179.6,25.0,25.13,1.965,100.5,0.501,0.11,22.4,37.4,50.8,1.8,2806.9,0.9499,79.6,normaal
2025-01-02 19:36:00,HDPE_A,0,180.0,179.61,179.61,25.0,25.11,2.028,100.0,0.473,0.09,22.2,36.9,50.1,2.01,2504.8,0.9479,82.5,normaal
2025-01-02 19:37:00,HDPE_A,0,180.0,179.44,179.44,25.0,25.06,1.976,100.1,0.506,0.09,22.6,37.8,49.6,1.83,2723.2,0.9489,83.2,normaal
2025-01-02 19:38:00,HDPE_A,0,180.0,179.46,179.46,25.0,24.93,2.033,99.5,0.497,0.09,22.0,36.0,49.4,1.89,2651.5,0.9506,79.6,normaal
2025-01-02 19:39:00,HDPE_A,0,180.0,179.49,179.49,25.0,24.9,2.021,100.0,0.495,0.11,22.7,36.7,50.6,2.01,2512.4,0.9483,82.1,normaal
2025-01-02 19:40:00,HDPE_A,0,180.0,179.54,179.54,25.0,25.02,2.02,100.9,0.51,0.11,22.2,36.2,51.3,2.0,2533.3,0.9489,82.4,normaal
2025-01-02 19:41:00,HDPE_A,0,180.0,179.48,179.48,25.0,24.98,2.007,99.9,0.505,0.08,22.1,35.2,50.1,2.1,2405.2,0.9492,82.6,normaal
2025-01-02 19:42:00,HDPE_A,0,180.0,179.69,179.69,25.0,25.04,2.003,100.5,0.495,0.09,22.8,37.5,49.4,2.33,2159.2,0.9496,77.9,normaal
2025-01-02 19:43:00,HDPE_A,0,180.0,179.58,179.58,25.0,25.09,1.982,100.2,0.513,0.08,22.5,37.1,50.1,1.62,3068.2,0.9508,78.6,normaal
2025-01-02 19:44:00,HDPE_A,0,180.0,179.58,179.58,25.0,25.1,1.946,100.2,0.491,0.1,22.4,36.8,49.9,1.99,2545.8,0.9488,81.1,normaal
2025-01-02 19:45:00,HDPE_A,0,180.0,179.64,179.64,25.0,25.04,2.018,100.1,0.506,0.1,22.1,36.0,49.4,1.68,2919.7,0.9485,80.0,normaal
2025-01-02 19:46:00,HDPE_A,0,180.0,179.65,179.65,25.0,25.11,2.006,99.3,0.509,0.09,22.3,37.7,50.0,1.99,2538.6,0.9496,78.9,normaal
2025-01-02 19:47:00,HDPE_A,0,180.0,179.75,179.75,25.0,25.11,1.987,100.1,0.518,0.09,22.7,37.2,50.0,2.2,2271.4,0.9506,80.7,normaal
2025-01-02 19:48:00,HDPE_A,0,180.0,179.56,179.56,25.0,24.91,2.018,101.2,0.483,0.11,22.3,37.2,50.0,2.26,2226.9,0.9494,80.1,normaal
2025-01-02 19:49:00,HDPE_A,0,180.0,179.59,179.59,25.0,24.92,2.002,99.5,0.507,0.09,22.2,36.0,48.7,1.73,2840.6,0.9498,81.0,normaal
2025-01-02 19:50:00,HDPE_A,0,180.0,179.49,179.49,25.0,24.99,2.003,100.2,0.502,0.09,22.0,36.1,49.8,1.81,2709.7,0.9503,80.7,normaal
2025-01-02 19:51:00,HDPE_A,0,180.0,179.36,179.36,25.0,25.03,1.963,99.2,0.502,0.1,22.4,36.2,48.9,1.95,2553.4,0.9489,79.3,normaal
2025-01-02 19:52:00,HDPE_A,0,180.0,179.37,179.37,25.0,24.92,2.008,100.1,0.51,0.11,23.0,37.0,51.3,1.61,3134.6,0.95,82.6,normaal
2025-01-02 19:53:00,HDPE_A,0,180.0,179.27,179.27,25.0,24.75,2.019,100.0,0.521,0.12,22.4,36.9,48.8,1.82,2719.9,0.9494,80.4,normaal
2025-01-02 19:54:00,HDPE_A,0,180.0,179.23,179.23,25.0,24.86,2.009,100.0,0.505,0.11,22.6,38.1,49.3,1.62,3115.3,0.9491,82.7,normaal
2025-01-02 19:55:00,HDPE_A,0,180.0,179.18,179.18,25.0,24.81,1.988,100.0,0.514,0.12,22.4,37.1,48.9,1.92,2595.1,0.9476,76.5,normaal
2025-01-02 19:56:00,HDPE_A,0,180.0,179.21,179.21,25.0,24.74,1.984,100.3,0.492,0.09,22.1,36.4,49.7,1.85,2747.2,0.949,81.8,normaal
2025-01-02 19:57:00,HDPE_A,0,180.0,179.42,179.42,25.0,24.76,1.991,100.3,0.501,0.09,22.5,37.2,49.2,2.11,2354.1,0.9494,82.4,normaal
2025-01-02 19:58:00,HDPE_A,0,180.0,179.64,179.64,25.0,24.84,1.989,99.2,0.507,0.11,22.0,36.4,49.6,1.78,2732.7,0.9488,80.4,normaal
2025-01-02 19:59:00,HDPE_A,0,180.0,179.56,179.56,25.0,24.95,2.029,100.5,0.516,0.1,22.8,37.2,51.9,1.81,2761.4,0.9491,77.8,normaal
2025-01-02 20:00:00,HDPE_A,0,180.0,179.61,179.61,25.0,24.95,1.992,100.1,0.487,0.09,22.2,36.6,49.1,1.82,2773.3,0.9499,83.6,normaal
2025-01-02 20:01:00,HDPE_A,0,180.0,179.71,179.71,25.0,24.86,1.973,100.7,0.489,0.09,22.1,36.9,50.6,1.94,2586.3,0.9503,78.0,normaal
2025-01-02 20:02:00,HDPE_A,0,180.0,179.66,179.66,25.0,24.94,1.953,100.6,0.507,0.12,22.2,36.6,50.1,1.84,2741.3,0.9487,80.9,normaal
2025-01-02 20:03:00,HDPE_A,0,180.0,179.74,179.74,25.0,24.72,2.006,100.3,0.492,0.1,22.3,37.1,50.1,1.98,2516.2,0.9503,78.3,normaal
2025-01-02 20:04:00,HDPE_A,0,180.0,179.72,179.72,25.0,24.57,1.993,99.8,0.505,0.1,22.1,35.7,51.0,2.14,2311.1,0.9489,81.2,normaal
2025-01-02 20:05:00,HDPE_A,0,180.0,179.65,179.65,25.0,24.39,1.979,99.9,0.494,0.12,22.7,37.0,49.0,1.71,2919.2,0.9485,78.5,normaal
2025-01-02 20:06:00,HDPE_A,0,180.0,179.56,179.56,25.0,24.48,2.043,100.3,0.497,0.12,22.7,36.9,50.8,2.04,2458.2,0.9488,80.2,normaal
2025-01-02 20:07:00,HDPE_A,0,180.0,179.28,179.28,25.0,24.3,2.02,99.8,0.479,0.11,22.1,36.3,51.8,1.55,3238.0,0.9468,82.6,normaal
2025-01-02 20:08:00,HDPE_A,0,180.0,179.46,179.46,25.0,24.21,1.99,99.9,0.515,0.11,22.2,36.8,50.1,1.87,2743.0,0.9496,79.8,normaal
2025-01-02 20:09:00,HDPE_A,0,180.0,179.46,179.46,25.0,24.26,1.97,100.2,0.491,0.1,22.6,36.9,49.5,2.01,2520.5,0.9476,80.2,normaal
2025-01-02 20:10:00,HDPE_A,0,180.0,179.53,179.53,25.0,24.18,2.004,99.7,0.5,0.1,22.6,37.3,50.1,1.88,2703.6,0.9512,82.1,normaal
2025-01-02 20:11:00,HDPE_A,0,180.0,179.44,179.44,25.0,24.32,2.025,100.7,0.506,0.1,22.3,36.7,49.9,1.86,2709.6,0.951,84.8,normaal
2025-01-02 20:12:00,HDPE_A,0,180.0,179.6,179.6,25.0,24.47,2.021,100.6,0.521,0.11,22.2,37.7,50.1,1.78,2774.7,0.9505,79.5,normaal
2025-01-02 20:13:00,HDPE_A,0,180.0,179.65,179.65,25.0,24.62,1.99,99.5,0.491,0.1,22.8,36.6,49.2,2.12,2351.4,0.9481,84.3,normaal
2025-01-02 20:14:00,HDPE_A,0,180.0,179.78,179.78,25.0,24.67,2.01,100.1,0.501,0.1,22.8,37.3,49.6,2.21,2286.9,0.9488,80.5,normaal
2025-01-02 20:15:00,HDPE_A,0,180.0,179.91,179.91,25.0,24.51,1.99,100.4,0.502,0.1,22.5,37.2,51.1,1.99,2520.6,0.9484,81.4,normaal
2025-01-02 20:16:00,HDPE_A,0,180.0,179.76,179.76,25.0,24.42,2.002,100.0,0.508,0.09,22.3,36.2,49.0,1.73,2949.4,0.9499,79.1,normaal
2025-01-02 20:17:00,HDPE_A,0,180.0,179.71,179.71,25.0,24.3,1.962,99.6,0.483,0.1,22.5,37.8,51.4,2.45,2012.3,0.95,83.1,normaal
2025-01-02 20:18:00,HDPE_A,0,180.0,179.68,179.68,25.0,24.32,1.99,99.8,0.503,0.1,22.2,37.3,51.0,2.16,2295.3,0.9497,80.2,normaal
2025-01-02 20:19:00,HDPE_A,0,180.0,179.82,179.82,25.0,24.25,1.997,100.5,0.504,0.11,22.5,37.2,48.8,1.95,2592.9,0.9479,78.7,normaal
2025-01-02 20:20:00,HDPE_A,0,180.0,179.86,179.86,25.0,24.22,2.002,99.6,0.511,0.09,22.5,38.3,49.3,2.1,2371.8,0.9483,82.7,normaal
2025-01-02 20:21:00,HDPE_A,0,180.0,179.77,179.77,25.0,24.35,2.02,100.1,0.49,0.12,22.5,37.6,48.0,1.84,2747.7,0.9492,83.8,normaal
2025-01-02 20:22:00,HDPE_A,0,180.0,179.99,179.99,25.0,24.21,1.974,100.2,0.496,0.1,22.5,37.0,49.3,1.75,2821.3,0.9497,83.4,normaal
2025-01-02 20:23:00,HDPE_A,0,180.0,179.97,179.97,25.0,24.39,2.014,99.9,0.514,0.11,22.7,37.3,49.5,2.39,2093.4,0.9473,81.3,normaal
2025-01-02 20:24:00,HDPE_A,0,180.0,180.01,180.01,25.0,24.52,1.992,99.6,0.483,0.1,22.7,37.4,50.6,2.08,2422.7,0.9487,83.1,normaal
2025-01-02 20:25:00,HDPE_A,0,180.0,179.77,179.77,25.0,24.68,2.024,99.3,0.489,0.1,22.3,36.6,50.4,1.97,2529.8,0.9498,80.9,normaal
2025-01-02 20:26:00,HDPE_A,0,180.0,180.14,180.14,25.0,24.81,2.019,98.3,0.492,0.1,22.4,37.2,51.4,1.96,2510.2,0.9494,82.6,normaal
2025-01-02 20:27:00,HDPE_A,0,180.0,180.24,180.24,25.0,24.97,1.983,99.9,0.515,0.1,22.8,36.9,51.1,2.06,2451.9,0.9503,81.6,normaal
2025-01-02 20:28:00,HDPE_A,0,180.0,180.31,180.31,25.0,24.75,2.008,99.9,0.502,0.1,22.5,36.9,49.0,2.36,2138.0,0.9485,80.8,normaal
2025-01-02 20:29:00,HDPE_A,0,180.0,180.17,180.17,25.0,24.76,1.957,99.6,0.508,0.11,22.8,36.5,51.6,2.38,2130.2,0.9487,81.5,normaal
2025-01-02 20:30:00,HDPE_A,0,180.0,180.17,180.17,25.0,24.79,2.038,99.9,0.502,0.1,22.5,37.9,50.1,1.98,2528.2,0.948,79.7,normaal
2025-01-02 20:31:00,HDPE_A,0,180.0,180.52,180.52,25.0,24.74,1.987,99.6,0.491,0.09,22.3,37.3,50.6,1.99,2469.6,0.9496,80.6,normaal
2025-01-02 20:32:00,HDPE_A,0,180.0,180.4,180.4,25.0,24.85,1.986,100.2,0.506,0.1,22.6,37.0,49.1,1.95,2574.2,0.9486,80.6,normaal
2025-01-02 20:33:00,HDPE_A,0,180.0,180.41,180.41,25.0,24.95,1.993,99.5,0.509,0.09,23.4,37.7,47.8,2.03,2453.2,0.9498,79.9,normaal
2025-01-02 20:34:00,HDPE_A,0,180.0,180.18,180.18,25.0,25.03,2.008,99.7,0.5,0.12,22.2,36.7,49.8,2.07,2396.1,0.949,81.8,normaal
2025-01-02 20:35:00,HDPE_A,0,180.0,180.2,180.2,25.0,24.99,2.008,100.4,0.508,0.1,23.0,37.3,50.9,1.99,2515.0,0.9503,80.2,normaal
2025-01-02 20:36:00,HDPE_A,0,180.0,179.97,179.97,25.0,24.92,1.985,99.3,0.494,0.11,22.3,36.3,49.4,2.33,2190.5,0.9489,80.8,normaal
2025-01-02 20:37:00,HDPE_A,0,180.0,180.06,180.06,25.0,25.06,2.004,99.3,0.514,0.09,22.7,37.8,51.7,1.94,2564.3,0.9509,79.8,normaal
2025-01-02 20:38:00,HDPE_A,0,180.0,179.88,179.88,25.0,25.01,2.002,100.3,0.478,0.1,22.8,37.1,49.0,1.86,2674.4,0.9487,82.4,normaal
2025-01-02 20:39:00,HDPE_A,0,180.0,179.92,179.92,25.0,25.04,2.038,100.1,0.493,0.1,22.5,37.3,50.3,2.09,2439.9,0.9489,76.5,normaal
2025-01-02 20:40:00,HDPE_A,0,180.0,179.69,179.69,25.0,25.03,2.0,99.8,0.484,0.1,23.4,37.8,49.6,1.86,2683.1,0.9493,81.0,normaal
2025-01-02 20:41:00,HDPE_A,0,180.0,179.56,179.56,25.0,24.9,1.967,99.6,0.504,0.1,23.1,38.3,50.2,1.87,2719.1,0.951,80.8,normaal
2025-01-02 20:42:00,HDPE_A,0,180.0,179.64,179.64,25.0,24.9,2.012,99.7,0.495,0.1,22.9,36.8,50.3,1.9,2636.9,0.9495,78.8,normaal
2025-01-02 20:43:00,HDPE_A,0,180.0,179.76,179.76,25.0,25.02,2.018,99.6,0.502,0.11,22.8,38.3,49.7,1.86,2676.4,0.9495,79.3,normaal
2025-01-02 20:44:00,HDPE_A,0,180.0,179.72,179.72,25.0,25.03,2.023,100.1,0.494,0.1,23.2,37.7,50.3,1.69,3019.7,0.95,82.1,normaal
2025-01-02 20:45:00,HDPE_A,0,180.0,179.79,179.79,25.0,25.22,1.977,99.7,0.507,0.1,22.0,36.3,50.3,1.96,2601.7,0.9499,81.4,normaal
2025-01-02 20:46:00,HDPE_A,0,180.0,180.13,180.13,25.0,25.19,1.99,99.9,0.498,0.11,22.6,37.0,50.0,2.07,2388.6,0.9479,81.7,normaal
2025-01-02 20:47:00,HDPE_A,0,180.0,180.23,180.23,25.0,25.14,2.0,100.1,0.511,0.1,22.6,36.2,49.6,2.26,2220.8,0.9472,81.4,normaal
2025-01-02 20:48:00,HDPE_A,0,180.0,180.14,180.14,25.0,24.94,2.014,99.9,0.507,0.1,23.0,37.0,49.3,1.91,2634.2,0.9514,83.5,normaal
2025-01-02 20:49:00,HDPE_A,0,180.0,180.19,180.19,25.0,24.97,2.001,99.0,0.495,0.09,22.9,37.3,51.1,2.01,2464.5,0.9491,81.2,normaal
2025-01-02 20:50:00,HDPE_A,0,180.0,179.97,179.97,25.0,25.0,1.973,99.6,0.501,0.09,22.9,37.3,47.3,2.07,2410.8,0.9497,81.4,normaal
2025-01-02 20:51:00,HDPE_A,0,180.0,180.19,180.19,25.0,25.18,2.02,100.5,0.519,0.11,22.6,37.3,50.6,2.1,2381.1,0.9497,79.9,normaal
2025-01-02 20:52:00,HDPE_A,0,180.0,180.19,180.19,25.0,25.05,2.007,99.9,0.521,0.1,23.0,38.0,49.3,1.81,2754.6,0.95,78.9,normaal
2025-01-02 20:53:00,HDPE_A,0,180.0,180.22,180.22,25.0,24.96,2.005,100.5,0.502,0.11,22.6,36.9,49.1,1.99,2527.3,0.9487,79.1,normaal
2025-01-02 20:54:00,HDPE_A,0,180.0,180.15,180.15,25.0,25.17,1.99,99.7,0.514,0.09,22.4,36.2,49.4,1.72,2941.1,0.9505,81.5,normaal
2025-01-02 20:55:00,HDPE_A,0,180.0,180.33,180.33,25.0,25.22,1.998,99.8,0.511,0.09,22.9,38.1,49.7,1.92,2565.6,0.9477,82.5,normaal
2025-01-02 20:56:00,HDPE_A,0,180.0,180.22,180.22,25.0,25.14,2.025,99.9,0.493,0.1,22.8,36.9,50.1,2.31,2179.3,0.9496,83.5,normaal
2025-01-02 20:57:00,HDPE_A,0,180.0,180.4,180.4,25.0,24.88,1.972,100.3,0.498,0.09,22.8,38.5,50.2,2.0,2501.9,0.95,85.5,normaal
2025-01-02 20:58:00,HDPE_A,0,180.0,180.53,180.53,25.0,24.95,2.008,99.0,0.492,0.09,22.6,38.1,49.3,2.13,2366.2,0.9504,83.5,normaal
2025-01-02 20:59:00,HDPE_A,0,180.0,180.41,180.41,25.0,25.07,2.005,99.9,0.507,0.1,22.7,36.8,49.3,1.94,2559.9,0.9501,78.6,normaal
2025-01-02 21:00:00,HDPE_A,0,180.0,180.38,180.38,25.0,25.04,1.959,100.5,0.507,0.1,22.7,37.2,50.3,1.57,3159.3,0.9515,81.4,normaal
2025-01-02 21:01:00,HDPE_A,0,180.0,180.38,180.38,25.0,25.02,2.044,99.4,0.499,0.11,22.9,36.8,51.8,2.07,2398.2,0.9491,87.9,normaal
2025-01-02 21:02:00,HDPE_A,0,180.0,180.42,180.42,25.0,25.04,2.04,99.1,0.498,0.11,23.0,37.9,48.4,1.82,2731.5,0.95,79.8,normaal
2025-01-02 21:03:00,HDPE_A,0,180.0,180.17,180.17,25.0,25.27,2.001,100.8,0.488,0.11,22.7,36.7,49.6,1.99,2538.5,0.9495,80.8,normaal
2025-01-02 21:04:00,HDPE_A,0,180.0,180.33,180.33,25.0,25.22,1.986,99.7,0.495,0.11,23.0,38.2,50.0,1.87,2664.6,0.9484,79.2,normaal
2025-01-02 21:05:00,HDPE_A,0,180.0,180.59,180.59,25.0,25.27,1.985,100.5,0.51,0.1,22.8,37.4,50.1,1.78,2856.9,0.9504,84.0,normaal
2025-01-02 21:06:00,HDPE_A,0,180.0,180.28,180.28,25.0,25.31,2.016,99.1,0.51,0.09,23.2,37.6,50.6,2.06,2433.3,0.949,83.3,normaal
2025-01-02 21:07:00,HDPE_A,0,180.0,180.08,180.08,25.0,25.35,1.992,100.3,0.507,0.08,22.9,36.8,51.0,1.96,2551.1,0.9485,80.5,normaal
2025-01-02 21:08:00,HDPE_A,0,180.0,179.92,179.92,25.0,25.44,2.008,100.3,0.498,0.1,23.0,37.8,48.9,2.44,2074.3,0.9481,82.8,normaal
2025-01-02 21:09:00,HDPE_A,0,180.0,179.8,179.8,25.0,25.37,2.012,100.4,0.49,0.11,23.1,37.4,47.7,2.17,2296.8,0.9485,79.5,normaal
2025-01-02 21:10:00,HDPE_A,0,180.0,180.09,180.09,25.0,25.32,1.994,99.3,0.499,0.12,22.7,38.1,49.9,1.81,2734.9,0.9509,76.6,normaal
2025-01-02 21:11:00,HDPE_A,0,180.0,180.05,180.05,25.0,25.26,2.009,99.4,0.494,0.11,23.7,38.3,51.5,2.24,2242.0,0.9497,79.9,normaal
2025-01-02 21:12:00,HDPE_A,0,180.0,179.98,179.98,25.0,25.15,1.977,99.3,0.487,0.11,23.3,37.8,51.4,1.93,2556.4,0.9485,80.5,normaal
2025-01-02 21:13:00,HDPE_A,0,180.0,179.92,179.92,25.0,25.11,2.014,99.8,0.503,0.11,22.8,37.6,50.8,1.78,2765.9,0.9499,80.9,normaal
2025-01-02 21:14:00,HDPE_A,0,180.0,179.95,179.95,25.0,25.05,2.04,100.1,0.493,0.09,23.1,37.7,50.4,1.88,2666.0,0.95,81.1,normaal
2025-01-02 21:15:00,HDPE_A,0,180.0,179.95,179.95,25.0,25.05,1.98,99.7,0.497,0.08,22.8,37.1,50.4,2.14,2340.0,0.9513,84.0,normaal
2025-01-02 21:16:00,HDPE_A,0,180.0,179.57,179.57,25.0,24.93,2.034,100.1,0.494,0.1,22.9,37.0,50.1,1.91,2616.1,0.9492,79.4,normaal
