datum,dag_sinds_reiniging,hot_inlet_C,hot_outlet_C,hot_flow_m3h,cold_inlet_C,cold_outlet_C,cold_flow_m3h,drukval_hot_bar,drukval_cold_bar,U_actueel_Wm2K,effectiviteit,fouling_factor,onderhoudsstatus
2025-03-02 23:00,60,158.9,151.4,54.4,24.4,30.3,56.1,3.582,2.455,9.6,0.056,0.10228,gepland
2025-03-03 00:00,61,160.2,153.5,44.9,27.3,33.8,61.4,3.583,2.472,9.5,0.05,0.10279,gepland
2025-03-03 01:00,61,157.5,150.9,50.9,27.5,33.2,53.5,3.591,2.475,9.5,0.051,0.10303,gepland
2025-03-03 02:00,61,158.6,151.5,45.5,25.8,30.9,60.0,3.612,2.435,9.5,0.053,0.10355,gepland
2025-03-03 03:00,61,158.4,151.5,49.5,26.8,32.7,51.9,3.699,2.57,9.3,0.052,0.10567,gepland
2025-03-03 04:00,61,158.1,151.0,53.8,26.6,33.3,69.9,3.598,2.513,9.5,0.054,0.10374,gepland
2025-03-03 05:00,61,154.9,148.4,44.7,25.9,32.1,57.8,3.649,2.509,9.3,0.051,0.10579,gepland
2025-03-03 06:00,61,154.2,147.4,51.2,26.9,32.0,62.4,3.739,2.549,9.1,0.054,0.10745,gepland
2025-03-03 07:00,61,158.9,151.6,53.7,27.1,31.7,53.6,3.588,2.426,9.5,0.056,0.1036,gepland
2025-03-03 08:00,61,155.9,148.1,50.0,26.5,32.5,59.6,3.588,2.417,9.6,0.06,0.10197,gepland
2025-03-03 09:00,61,158.2,150.6,56.7,25.9,32.0,57.6,3.648,2.466,9.4,0.058,0.10493,gepland
2025-03-03 10:00,61,160.2,153.7,55.5,27.8,33.6,57.7,3.652,2.516,9.3,0.049,0.10504,gepland
2025-03-03 11:00,61,156.6,149.9,49.4,26.5,31.9,58.8,3.714,2.521,9.3,0.052,0.10582,gepland
2025-03-03 12:00,61,155.3,147.5,49.8,27.0,32.2,61.2,3.628,2.499,9.4,0.061,0.10447,gepland
2025-03-03 13:00,61,157.5,150.4,49.1,28.7,34.6,56.0,3.571,2.465,9.5,0.055,0.10293,gepland
2025-03-03 14:00,61,155.0,147.9,55.2,27.9,34.1,64.0,3.663,2.501,9.3,0.056,0.10577,gepland
2025-03-03 15:00,61,157.1,149.6,50.2,25.7,30.6,59.3,3.704,2.519,9.3,0.058,0.1061,gepland
2025-03-03 16:00,61,158.8,151.4,45.2,25.3,31.3,56.0,3.515,2.384,9.8,0.056,0.10055,gepland
2025-03-03 17:00,61,159.5,151.6,55.7,27.9,34.0,55.2,3.661,2.507,9.3,0.06,0.10498,gepland
2025-03-03 18:00,61,158.4,151.8,57.4,25.1,30.9,59.5,3.614,2.454,9.4,0.049,0.10454,gepland
2025-03-03 19:00,61,159.5,152.8,51.0,25.4,31.4,65.1,3.582,2.451,9.6,0.05,0.1026,gepland
2025-03-03 20:00,61,160.3,152.7,49.4,26.0,32.1,57.5,3.563,2.452,9.6,0.057,0.10234,gepland
2025-03-03 21:00,61,156.9,150.0,46.8,25.4,31.4,67.0,3.493,2.419,9.8,0.052,0.1003,gepland
2025-03-03 22:00,61,155.2,148.2,46.5,27.1,33.2,60.1,3.61,2.49,9.4,0.054,0.10453,gepland
2025-03-03 23:00,61,156.8,149.5,48.1,27.8,34.1,58.7,3.654,2.507,9.3,0.056,0.10517,gepland
2025-03-04 00:00,62,158.5,152.8,47.1,27.5,32.8,62.8,3.777,2.582,9.0,0.044,0.1093,gepland
2025-03-04 01:00,62,160.3,154.5,51.8,24.5,30.9,63.0,3.779,2.556,9.1,0.043,0.10848,gepland
2025-03-04 02:00,62,159.7,152.9,50.1,26.7,32.1,65.3,3.807,2.612,9.0,0.051,0.10895,gepland
2025-03-04 03:00,62,158.6,151.1,53.2,26.7,32.6,62.9,3.661,2.524,9.2,0.057,0.10681,gepland
2025-03-04 04:00,62,158.2,151.3,52.5,25.9,32.6,60.9,3.695,2.481,9.3,0.053,0.10602,gepland
2025-03-04 05:00,62,159.5,152.4,46.5,28.3,34.0,59.3,3.64,2.499,9.4,0.054,0.10428,gepland
2025-03-04 06:00,62,158.5,151.1,46.2,25.2,30.9,59.6,3.687,2.539,9.3,0.055,0.10581,gepland
2025-03-04 07:00,62,159.2,152.8,48.4,27.6,33.4,63.2,3.77,2.598,8.9,0.049,0.10999,gepland
2025-03-04 08:00,62,161.6,154.3,47.4,28.5,32.8,60.0,3.645,2.477,9.4,0.055,0.10476,gepland
2025-03-04 09:00,62,157.9,151.8,44.9,26.3,31.7,52.8,3.772,2.555,9.0,0.047,0.10893,gepland
2025-03-04 10:00,62,157.5,150.3,48.7,25.3,31.9,65.2,3.675,2.502,9.4,0.055,0.10477,gepland
2025-03-04 11:00,62,158.1,152.3,46.2,27.4,33.2,54.0,3.828,2.598,8.9,0.044,0.11032,gepland
2025-03-04 12:00,62,155.3,149.4,50.8,25.6,30.5,54.2,3.752,2.521,9.1,0.046,0.10751,gepland
2025-03-04 13:00,62,157.8,150.5,55.5,25.9,32.0,61.3,3.611,2.447,9.5,0.055,0.10345,gepland
2025-03-04 14:00,62,158.3,150.8,44.7,27.6,33.5,57.8,3.554,2.408,9.7,0.057,0.10159,gepland
2025-03-04 15:00,62,156.9,150.7,48.9,24.7,30.3,67.1,3.772,2.537,9.1,0.047,0.10824,gepland
2025-03-04 16:00,62,159.9,153.0,50.7,27.6,32.6,56.7,3.676,2.495,9.3,0.053,0.10527,gepland
2025-03-04 17:00,62,159.3,152.1,42.3,27.6,33.3,56.7,3.714,2.546,9.2,0.055,0.10728,gepland
2025-03-04 18:00,62,161.2,153.7,45.1,26.4,33.7,57.6,3.626,2.496,9.4,0.056,0.10486,gepland
2025-03-04 19:00,62,155.6,148.6,48.5,26.9,32.0,64.1,3.65,2.518,9.3,0.055,0.10509,gepland
2025-03-04 20:00,62,159.2,152.6,46.7,27.5,32.3,59.3,3.739,2.544,9.1,0.05,0.10752,gepland
2025-03-04 21:00,62,158.1,151.7,48.8,29.5,34.6,65.2,3.685,2.523,9.3,0.05,0.1057,gepland
2025-03-04 22:00,62,161.6,154.0,49.0,27.8,33.6,58.1,3.609,2.463,9.4,0.056,0.10423,gepland
2025-03-04 23:00,62,159.5,152.9,44.5,28.2,34.9,52.3,3.736,2.569,9.1,0.051,0.10759,gepland
2025-03-05 00:00,63,158.5,150.7,55.4,26.2,31.7,59.0,3.76,2.519,9.1,0.059,0.1081,gepland
2025-03-05 01:00,63,161.6,155.0,51.3,25.5,31.2,57.2,3.765,2.578,9.0,0.049,0.1097,gepland
2025-03-05 02:00,63,157.5,150.7,50.9,26.6,32.1,61.9,3.699,2.514,9.2,0.052,0.10723,gepland
2025-03-05 03:00,63,159.3,152.9,48.0,25.3,31.2,61.9,3.862,2.629,8.8,0.048,0.11121,gepland
2025-03-05 04:00,63,160.8,154.0,50.0,26.5,32.4,60.9,3.884,2.661,8.6,0.051,0.11369,gepland
2025-03-05 05:00,63,160.9,154.0,54.8,27.2,32.9,58.6,3.76,2.606,9.0,0.052,0.10908,gepland
2025-03-05 06:00,63,160.5,153.6,44.8,27.4,33.7,54.4,3.744,2.557,9.1,0.052,0.1076,gepland
2025-03-05 07:00,63,160.3,153.9,48.9,28.4,34.0,53.8,3.861,2.596,8.8,0.048,0.11158,gepland
2025-03-05 08:00,63,159.2,151.9,51.3,26.7,32.3,62.6,3.753,2.56,9.0,0.054,0.10883,gepland
2025-03-05 09:00,63,159.5,153.2,48.0,27.1,32.3,63.3,3.875,2.663,8.7,0.047,0.11232,gepland
2025-03-05 10:00,63,158.9,152.6,52.1,26.9,33.4,57.6,3.784,2.61,9.0,0.048,0.10923,gepland
2025-03-05 11:00,63,160.7,152.8,51.2,28.0,33.2,63.6,3.742,2.535,9.1,0.06,0.1076,gepland
2025-03-05 12:00,63,160.6,152.8,50.5,26.9,32.6,59.3,3.615,2.502,9.4,0.058,0.10472,gepland
2025-03-05 13:00,63,155.5,148.6,47.5,25.5,31.8,59.3,3.813,2.583,8.9,0.053,0.1101,gepland
2025-03-05 14:00,63,157.8,150.7,50.4,27.1,32.6,56.2,3.756,2.567,9.0,0.054,0.10861,gepland
2025-03-05 15:00,63,155.5,148.7,50.7,28.3,34.2,54.6,3.695,2.52,9.2,0.054,0.1068,gepland
2025-03-05 16:00,63,156.5,149.2,46.2,26.5,31.8,64.0,3.739,2.538,9.2,0.056,0.10728,gepland
2025-03-05 17:00,63,157.9,151.0,50.7,28.5,33.5,59.9,3.641,2.525,9.3,0.053,0.10529,gepland
2025-03-05 18:00,63,158.0,150.8,46.0,27.5,32.8,55.2,3.735,2.586,9.1,0.055,0.10771,gepland
2025-03-05 19:00,63,159.8,153.7,52.3,25.9,32.4,60.1,3.904,2.668,8.7,0.045,0.11256,gepland
2025-03-05 20:00,63,158.9,152.2,49.3,28.1,34.1,56.1,3.763,2.603,9.0,0.051,0.10929,gepland
2025-03-05 21:00,63,163.0,156.1,51.9,26.1,31.7,57.8,3.825,2.597,8.9,0.05,0.11023,gepland
2025-03-05 22:00,63,160.4,153.0,51.2,28.3,34.2,61.9,3.634,2.527,9.3,0.056,0.10599,gepland
2025-03-05 23:00,63,158.7,153.2,45.1,27.2,32.3,61.7,3.761,2.576,9.0,0.042,0.10962,gepland
2025-03-06 00:00,64,159.7,153.8,54.4,26.5,31.3,56.6,3.851,2.661,8.8,0.044,0.11206,gepland
2025-03-06 01:00,64,161.9,154.3,44.6,27.1,32.7,60.1,3.877,2.635,8.8,0.056,0.11113,gepland
2025-03-06 02:00,64,158.6,152.3,55.2,27.9,33.1,57.2,3.778,2.593,8.9,0.048,0.11007,gepland
2025-03-06 03:00,64,162.9,155.5,50.2,26.2,32.1,64.3,3.84,2.579,8.8,0.054,0.11147,gepland
2025-03-06 04:00,64,160.8,155.0,52.8,28.5,33.3,56.8,3.884,2.651,8.8,0.044,0.11216,gepland
2025-03-06 05:00,64,156.6,150.3,48.2,26.7,32.1,58.6,3.808,2.585,9.0,0.048,0.10901,gepland
2025-03-06 06:00,64,155.6,148.9,43.7,27.1,32.7,59.0,3.86,2.633,8.8,0.052,0.11161,gepland
2025-03-06 07:00,64,155.4,149.4,53.9,26.2,31.9,61.3,3.879,2.656,8.7,0.046,0.11316,gepland
2025-03-06 08:00,64,159.3,153.3,51.0,28.6,35.0,62.1,3.795,2.592,8.9,0.046,0.11027,gepland
2025-03-06 09:00,64,161.9,155.7,50.3,26.5,32.4,63.3,3.871,2.646,8.8,0.046,0.11219,gepland
2025-03-06 10:00,64,159.2,152.3,56.8,27.2,32.5,50.8,3.861,2.632,8.8,0.053,0.11122,gepland
2025-03-06 11:00,64,159.4,152.6,46.1,26.5,32.1,59.5,3.784,2.628,8.9,0.051,0.10994,gepland
2025-03-06 12:00,64,160.9,154.6,50.4,28.4,33.8,55.7,3.894,2.649,8.7,0.047,0.1134,gepland
2025-03-06 13:00,64,158.1,151.7,50.5,27.5,33.2,58.6,3.801,2.65,8.8,0.048,0.11117,gepland
2025-03-06 14:00,64,159.2,152.3,46.7,26.8,32.2,56.2,3.945,2.71,8.5,0.052,0.11537,gepland
2025-03-06 15:00,64,158.0,151.7,50.8,29.3,35.4,60.2,3.842,2.623,8.8,0.049,0.11155,gepland
2025-03-06 16:00,64,159.8,154.2,47.5,26.7,32.5,65.8,3.798,2.637,8.9,0.042,0.11065,gepland
2025-03-06 17:00,64,158.2,151.2,53.2,27.3,32.4,58.8,3.787,2.589,8.9,0.054,0.11055,gepland
2025-03-06 18:00,64,162.2,154.9,52.8,27.2,33.0,63.5,3.763,2.574,9.0,0.054,0.1088,gepland
2025-03-06 19:00,64,159.1,152.8,50.4,27.0,32.2,61.3,3.931,2.712,8.6,0.048,0.11383,gepland
2025-03-06 20:00,64,157.7,150.9,47.1,27.3,31.7,58.7,3.909,2.694,8.7,0.052,0.1134,gepland
2025-03-06 21:00,64,157.6,151.2,52.8,26.8,31.0,58.4,3.917,2.658,8.7,0.049,0.1136,gepland
2025-03-06 22:00,64,158.6,151.7,52.2,27.3,32.4,58.6,3.792,2.592,9.0,0.053,0.10907,gepland
2025-03-06 23:00,64,159.9,154.1,51.9,29.6,34.7,52.1,3.922,2.679,8.7,0.045,0.11333,gepland
2025-03-07 00:00,65,158.4,152.1,51.5,27.6,33.1,60.7,3.991,2.749,8.4,0.048,0.11643,gepland
2025-03-07 01:00,65,159.1,152.1,48.6,25.8,30.7,65.0,3.885,2.632,8.7,0.052,0.11248,gepland
2025-03-07 02:00,65,158.1,151.2,46.4,27.4,33.6,63.4,3.862,2.619,8.9,0.052,0.11061,gepland
2025-03-07 03:00,65,158.5,151.2,47.4,27.2,31.8,53.2,3.858,2.603,8.8,0.056,0.11144,gepland
2025-03-07 04:00,65,156.6,150.4,47.5,26.5,31.3,59.9,3.983,2.697,8.6,0.048,0.11461,gepland
2025-03-07 05:00,65,158.3,151.2,48.7,25.4,30.2,58.0,3.937,2.71,8.6,0.053,0.11404,gepland
2025-03-07 06:00,65,154.3,148.3,52.0,28.6,33.6,69.6,3.996,2.723,8.4,0.048,0.1172,gepland
2025-03-07 07:00,65,157.8,150.7,50.1,27.6,32.3,61.3,3.72,2.529,9.1,0.054,0.10774,gepland
2025-03-07 08:00,65,159.9,154.1,49.3,28.4,33.6,56.6,3.938,2.745,8.6,0.044,0.11459,gepland
2025-03-07 09:00,65,156.2,149.1,46.5,26.9,32.0,66.1,3.832,2.592,8.9,0.054,0.11039,gepland
2025-03-07 10:00,65,159.9,154.4,50.1,27.4,33.5,64.5,3.924,2.708,8.6,0.042,0.11453,gepland
2025-03-07 11:00,65,156.3,149.7,49.1,27.1,32.1,55.3,3.867,2.691,8.8,0.051,0.11147,gepland
2025-03-07 12:00,65,157.8,151.4,55.3,26.2,31.9,60.7,3.856,2.635,8.7,0.049,0.11264,gepland
2025-03-07 13:00,65,159.1,152.5,51.0,26.5,31.9,60.3,3.928,2.695,8.6,0.05,0.11474,gepland
2025-03-07 14:00,65,163.5,157.2,49.8,29.6,35.9,56.0,3.955,2.711,8.6,0.047,0.11486,gepland
2025-03-07 15:00,65,164.0,157.5,51.1,26.6,32.3,58.7,3.816,2.633,8.9,0.047,0.11039,gepland
2025-03-07 16:00,65,156.5,149.7,49.7,26.9,31.8,58.3,3.915,2.669,8.7,0.053,0.11354,gepland
2025-03-07 17:00,65,162.8,156.9,53.5,28.5,34.4,66.3,3.917,2.706,8.6,0.044,0.11437,gepland
2025-03-07 18:00,65,157.6,150.6,52.6,27.3,32.9,55.8,3.86,2.653,8.8,0.054,0.11209,gepland
2025-03-07 19:00,65,160.6,153.4,47.4,27.6,33.2,61.5,3.78,2.608,9.0,0.054,0.10932,gepland
2025-03-07 20:00,65,158.0,151.6,52.3,26.9,32.4,59.4,3.882,2.631,8.7,0.049,0.11229,gepland
2025-03-07 21:00,65,162.8,155.7,48.9,25.8,31.4,61.6,3.909,2.683,8.7,0.052,0.11295,gepland
2025-03-07 22:00,65,159.6,153.7,48.5,27.3,33.2,63.7,3.947,2.746,8.5,0.045,0.11564,gepland
2025-03-07 23:00,65,161.9,154.9,47.3,27.4,33.5,61.4,3.916,2.68,8.6,0.052,0.11464,gepland
2025-03-08 00:00,66,158.4,152.2,47.6,26.3,31.9,63.1,4.004,2.72,8.4,0.047,0.11691,gepland
2025-03-08 01:00,66,161.4,155.6,49.3,27.9,32.2,53.0,4.001,2.698,8.4,0.043,0.11664,gepland
2025-03-08 02:00,66,159.3,153.0,53.7,25.9,30.9,58.2,4.092,2.764,8.2,0.047,0.1196,gepland
2025-03-08 03:00,66,157.2,151.8,53.6,25.8,31.2,61.7,3.909,2.701,8.6,0.041,0.11436,gepland
2025-03-08 04:00,66,154.4,148.7,43.1,26.4,31.9,64.7,4.035,2.761,8.3,0.045,0.11809,gepland
2025-03-08 05:00,66,159.7,154.1,51.0,28.2,34.3,63.1,3.959,2.723,8.5,0.043,0.11541,gepland
2025-03-08 06:00,66,158.4,152.2,52.5,26.9,31.9,65.6,4.003,2.703,8.4,0.047,0.11736,gepland
2025-03-08 07:00,66,162.3,155.7,51.3,26.1,32.3,59.3,4.011,2.734,8.4,0.049,0.11727,gepland
2025-03-08 08:00,66,158.9,152.4,51.5,27.5,33.7,62.0,4.033,2.756,8.4,0.049,0.11712,gepland
2025-03-08 09:00,66,160.8,154.6,53.2,28.2,33.0,61.3,3.991,2.772,8.4,0.046,0.11667,gepland
2025-03-08 10:00,66,158.5,152.5,51.7,25.4,30.6,57.8,3.981,2.708,8.5,0.045,0.1154,gepland
2025-03-08 11:00,66,160.8,153.5,48.1,28.1,32.8,59.2,4.054,2.701,8.4,0.055,0.11744,gepland
2025-03-08 12:00,66,157.6,150.9,51.8,27.3,32.9,59.8,3.958,2.721,8.5,0.051,0.11527,gepland
2025-03-08 13:00,66,155.9,150.1,52.2,26.2,31.2,50.8,3.887,2.685,8.6,0.045,0.11393,gepland
2025-03-08 14:00,66,159.4,152.9,52.3,27.1,32.8,60.9,3.962,2.705,8.5,0.05,0.11508,gepland
2025-03-08 15:00,66,157.7,151.5,47.0,27.2,33.0,55.7,4.09,2.784,8.3,0.047,0.11878,gepland
2025-03-08 16:00,66,157.3,151.2,42.6,28.3,32.7,64.1,4.031,2.778,8.3,0.047,0.11836,gepland
2025-03-08 17:00,66,160.8,154.8,52.1,28.5,33.7,63.7,3.975,2.723,8.4,0.045,0.11646,gepland
2025-03-08 18:00,66,158.1,151.5,48.6,29.8,35.2,58.8,3.961,2.693,8.5,0.051,0.11521,gepland
2025-03-08 19:00,66,158.3,152.1,52.9,26.2,31.7,57.6,3.971,2.685,8.5,0.047,0.11628,gepland
2025-03-08 20:00,66,158.8,152.0,48.2,26.6,32.2,60.7,3.816,2.592,8.9,0.051,0.1105,gepland
2025-03-08 21:00,66,162.2,156.1,51.5,27.6,32.9,64.0,3.977,2.722,8.5,0.045,0.11594,gepland
2025-03-08 22:00,66,160.4,154.3,47.2,25.4,31.5,56.5,4.001,2.724,8.5,0.045,0.11583,gepland
2025-03-08 23:00,66,159.1,153.3,50.5,27.9,33.5,60.8,3.957,2.718,8.6,0.044,0.11451,gepland
2025-03-09 00:00,67,165.0,157.8,46.3,26.7,31.6,54.0,4.057,2.688,8.4,0.052,0.11707,gepland
2025-03-09 01:00,67,157.3,151.5,49.4,26.9,32.0,64.9,3.991,2.715,8.4,0.045,0.11672,gepland
2025-03-09 02:00,67,158.4,152.3,46.4,25.9,30.6,61.0,3.925,2.684,8.6,0.046,0.1149,gepland
2025-03-09 03:00,67,157.5,151.2,52.8,27.7,32.8,61.7,4.12,2.817,8.1,0.049,0.12094,gepland
2025-03-09 04:00,67,162.4,156.7,47.9,28.1,33.0,56.5,4.066,2.775,8.3,0.042,0.11911,gepland
2025-03-09 05:00,67,157.6,151.5,52.7,27.5,32.9,63.0,3.997,2.776,8.3,0.047,0.118,gepland
2025-03-09 06:00,67,160.4,155.0,41.9,28.4,33.8,65.5,4.063,2.791,8.2,0.042,0.1195,gepland
2025-03-09 07:00,67,159.0,153.3,51.0,28.5,33.4,55.1,3.992,2.72,8.4,0.044,0.11652,gepland
2025-03-09 08:00,67,158.1,151.1,42.8,28.8,33.8,65.5,4.005,2.733,8.4,0.054,0.11654,gepland
2025-03-09 09:00,67,161.3,154.5,48.5,26.8,32.6,65.7,3.985,2.68,8.5,0.05,0.11535,gepland
2025-03-09 10:00,67,158.9,152.3,47.7,29.0,34.8,60.5,3.899,2.674,8.7,0.051,0.11357,gepland
2025-03-09 11:00,67,158.7,152.8,51.0,27.4,33.0,64.3,4.04,2.756,8.3,0.045,0.11816,gepland
2025-03-09 12:00,67,158.1,152.8,54.4,28.1,33.4,57.3,4.031,2.793,8.2,0.041,0.11941,gepland
2025-03-09 13:00,67,160.5,154.2,47.9,26.2,31.2,59.0,4.075,2.798,8.2,0.047,0.11934,gepland
2025-03-09 14:00,67,163.3,156.1,51.7,28.4,33.7,62.1,3.992,2.71,8.4,0.053,0.11643,gepland
2025-03-09 15:00,67,159.3,153.9,50.3,26.4,31.7,59.3,4.135,2.827,8.1,0.04,0.12119,gepland
2025-03-09 16:00,67,161.8,156.2,51.4,28.0,33.1,53.5,4.18,2.826,8.1,0.041,0.12189,gepland
2025-03-09 17:00,67,160.4,154.1,50.6,26.0,30.7,56.4,4.072,2.779,8.2,0.047,0.11923,gepland
2025-03-09 18:00,67,158.1,152.7,47.3,28.7,33.2,61.0,3.99,2.738,8.4,0.042,0.11642,gepland
2025-03-09 19:00,67,159.6,153.5,51.3,28.3,33.2,59.5,4.128,2.864,8.1,0.047,0.12193,gepland
2025-03-09 20:00,67,155.0,149.6,52.9,27.3,31.8,57.2,4.085,2.813,8.2,0.043,0.12045,gepland
2025-03-09 21:00,67,159.7,154.7,51.5,28.2,33.4,64.6,3.973,2.726,8.5,0.038,0.11578,gepland
2025-03-09 22:00,67,158.0,153.1,51.4,28.5,34.1,59.0,3.974,2.745,8.4,0.038,0.11646,gepland
2025-03-09 23:00,67,156.7,150.6,49.3,28.5,33.2,62.6,4.03,2.755,8.3,0.048,0.118,gepland
2025-03-10 00:00,68,161.7,155.7,50.3,28.1,32.1,61.9,4.109,2.826,8.1,0.045,0.12092,gepland
2025-03-10 01:00,68,154.9,148.5,50.3,28.0,33.1,62.2,4.143,2.792,8.1,0.05,0.1213,gepland
2025-03-10 02:00,68,156.6,150.6,50.1,27.3,31.4,63.8,4.203,2.873,8.0,0.046,0.12303,gepland
2025-03-10 03:00,68,157.4,151.4,45.9,25.7,29.9,62.8,4.167,2.839,8.1,0.046,0.12133,gepland
2025-03-10 04:00,68,162.4,156.7,49.4,27.3,32.1,59.9,4.144,2.822,8.1,0.043,0.12215,gepland
2025-03-10 05:00,68,160.3,154.4,48.8,28.3,32.5,62.8,4.194,2.865,8.0,0.045,0.12371,gepland
2025-03-10 06:00,68,156.1,150.4,45.6,28.0,32.7,57.0,4.244,2.902,7.9,0.044,0.12493,gepland
2025-03-10 07:00,68,160.6,154.7,54.4,28.4,34.3,59.4,4.105,2.816,8.2,0.045,0.12014,gepland
2025-03-10 08:00,68,160.4,154.0,52.7,28.6,34.3,59.9,4.059,2.738,8.2,0.048,0.11946,gepland
2025-03-10 09:00,68,157.2,151.3,41.2,28.3,33.1,63.7,4.078,2.742,8.3,0.046,0.11854,gepland
2025-03-10 10:00,68,157.3,151.9,46.9,28.5,33.5,61.8,4.104,2.821,8.1,0.042,0.12073,gepland
2025-03-10 11:00,68,160.4,153.6,48.7,28.2,34.4,64.7,4.064,2.744,8.3,0.051,0.11873,gepland
2025-03-10 12:00,68,156.1,150.8,50.3,27.4,32.4,63.9,4.196,2.87,8.0,0.041,0.12368,gepland
2025-03-10 13:00,68,155.9,149.8,52.2,26.9,31.9,63.7,4.195,2.844,8.1,0.048,0.12222,gepland
2025-03-10 14:00,68,159.2,154.2,49.1,28.9,33.6,60.2,4.085,2.784,8.2,0.039,0.11943,gepland
2025-03-10 15:00,68,158.7,153.2,44.6,29.3,34.4,65.4,4.081,2.738,8.2,0.042,0.11941,gepland
2025-03-10 16:00,68,162.3,155.7,46.7,26.0,32.7,63.2,4.076,2.809,8.2,0.048,0.11949,gepland
2025-03-10 17:00,68,160.8,154.3,51.3,27.7,34.0,60.8,4.073,2.762,8.3,0.049,0.11834,gepland
2025-03-10 18:00,68,158.4,152.5,47.2,27.3,32.5,61.3,4.146,2.815,8.1,0.045,0.12176,gepland
2025-03-10 19:00,68,154.9,149.9,51.6,27.8,32.3,66.6,4.146,2.854,8.1,0.039,0.12178,gepland
2025-03-10 20:00,68,160.1,154.4,49.7,26.8,31.7,62.6,4.127,2.813,8.1,0.042,0.12137,gepland
2025-03-10 21:00,68,163.1,157.0,47.6,28.5,33.7,57.9,3.925,2.69,8.6,0.046,0.11428,gepland
2025-03-10 22:00,68,160.7,153.7,50.8,28.0,33.2,57.1,4.087,2.815,8.2,0.053,0.11964,gepland
2025-03-10 23:00,68,159.0,152.6,50.9,28.8,34.8,57.9,4.025,2.746,8.4,0.049,0.11772,gepland
2025-03-11 00:00,69,159.7,153.8,45.0,27.3,31.8,64.0,4.118,2.785,8.2,0.045,0.12012,gepland
2025-03-11 01:00,69,159.6,154.2,54.1,27.9,32.3,65.6,4.168,2.853,8.1,0.041,0.12146,gepland
2025-03-11 02:00,69,158.1,152.2,50.9,25.6,31.1,59.7,4.258,2.899,7.9,0.045,0.12496,gepland
2025-03-11 03:00,69,157.3,152.2,51.1,26.6,31.2,52.7,4.137,2.862,8.1,0.039,0.12145,gepland
2025-03-11 04:00,69,160.0,154.2,55.3,27.1,32.8,63.8,4.163,2.822,8.0,0.043,0.12235,gepland
2025-03-11 05:00,69,161.4,154.3,48.6,27.3,33.1,59.9,4.157,2.847,8.1,0.053,0.12215,gepland
2025-03-11 06:00,69,160.9,153.8,48.6,26.0,31.6,59.6,4.122,2.824,8.1,0.052,0.12172,gepland
2025-03-11 07:00,69,160.2,154.6,43.8,26.4,31.8,54.8,4.222,2.888,7.9,0.042,0.12445,gepland
2025-03-11 08:00,69,161.2,156.0,48.3,28.8,34.2,57.6,4.265,2.923,7.9,0.039,0.12497,gepland
2025-03-11 09:00,69,160.1,153.7,46.2,26.6,32.3,57.1,4.133,2.83,8.0,0.048,0.12229,gepland
2025-03-11 10:00,69,156.5,151.3,45.6,27.7,32.4,55.3,4.208,2.872,8.0,0.041,0.12314,gepland
2025-03-11 11:00,69,160.0,153.9,55.4,26.7,31.5,55.6,4.295,2.962,7.8,0.046,0.12647,gepland
2025-03-11 12:00,69,158.9,153.4,44.4,27.2,32.9,65.4,4.144,2.832,8.0,0.042,0.12226,gepland
2025-03-11 13:00,69,158.8,152.7,49.2,28.1,32.4,58.3,4.123,2.845,8.1,0.047,0.1214,gepland
2025-03-11 14:00,69,158.6,152.7,52.7,27.1,32.8,63.3,4.263,2.904,7.9,0.046,0.12498,gepland
2025-03-11 15:00,69,159.3,153.6,50.0,27.6,33.0,57.8,4.017,2.737,8.4,0.044,0.11689,gepland
2025-03-11 16:00,69,155.9,149.5,48.4,28.7,33.7,55.2,4.319,2.946,7.7,0.051,0.1272,gepland
2025-03-11 17:00,69,159.3,153.2,49.3,28.3,33.4,56.1,4.205,2.887,7.9,0.047,0.12381,gepland
2025-03-11 18:00,69,157.0,151.1,49.2,27.3,32.4,70.3,4.201,2.9,8.0,0.045,0.12377,gepland
2025-03-11 19:00,69,160.2,154.1,52.3,27.6,33.5,62.3,4.204,2.884,8.0,0.046,0.12362,gepland
2025-03-11 20:00,69,158.5,152.2,48.7,26.3,30.8,62.2,4.141,2.814,8.2,0.048,0.12026,gepland
2025-03-11 21:00,69,162.1,156.3,51.1,27.3,31.9,65.6,4.238,2.875,7.9,0.043,0.12411,gepland
2025-03-11 22:00,69,156.3,149.5,53.9,26.3,31.1,58.0,4.199,2.855,8.0,0.052,0.12253,gepland
2025-03-11 23:00,69,160.1,154.0,42.7,26.8,32.0,53.2,4.036,2.729,8.3,0.046,0.11802,gepland
2025-03-12 00:00,70,158.4,152.1,50.4,27.9,32.6,61.8,4.281,2.913,7.8,0.049,0.12593,gepland
2025-03-12 01:00,70,161.2,155.5,47.1,28.0,32.7,60.9,4.145,2.866,8.0,0.043,0.12278,gepland
2025-03-12 02:00,70,155.3,149.6,53.1,26.6,31.3,56.1,4.212,2.887,8.0,0.044,0.12262,gepland
2025-03-12 03:00,70,156.8,151.3,49.8,28.3,33.0,64.1,4.219,2.838,8.0,0.043,0.12256,gepland
2025-03-12 04:00,70,155.3,149.9,45.8,28.9,33.2,60.2,4.322,2.955,7.7,0.043,0.1273,gepland
2025-03-12 05:00,70,161.6,155.6,50.8,26.8,30.6,56.9,4.353,2.953,7.7,0.044,0.12747,gepland
