timestamp,R_voeding_flow_kgh,R_voeding_temp_C,R_voeding_zuiverheid,R_temp_sp_C,R_temp_actueel_C,R_druk_bar,R_niveau_pct,R_conversie,S_temp_C,S_druk_bar,S_niveau_pct,S_damp_flow_kgh,S_vloeistof_flow_kgh,S_vloeistof_zuiverheid,K_reflux_ratio,K_reboiler_duty_kW,K_top_temp_C,K_bodem_temp_C,K_drukval_bar,product_zuiverheid,product_flow_kgh,totaal_energie_kW,on_spec,event
2025-04-12 23:15:00,99.3,24.6,0.951,145.2,145.43,4.9,59.5,0.817,115.4,1.99,43.9,29.3,70.2,0.9342,2.42,82.6,78.2,119.1,0.3125,0.99313,65.5,111.9,1,normaal
2025-04-12 23:20:00,99.5,24.6,0.942,145.2,145.37,5.05,58.8,0.817,115.1,2.0,46.1,28.0,71.4,0.932,2.34,80.6,78.3,120.1,0.3083,0.99077,66.4,109.7,1,normaal
2025-04-12 23:25:00,97.8,25.5,0.952,145.2,145.4,4.89,58.8,0.832,114.9,2.02,46.9,27.9,70.0,0.9438,2.54,76.2,77.4,120.3,0.3159,0.9956,66.2,105.9,1,normaal
2025-04-12 23:30:00,99.6,25.0,0.934,145.1,145.31,4.98,57.2,0.824,115.3,1.98,47.6,28.5,70.7,0.9463,2.5,81.5,77.5,119.7,0.3072,0.99213,66.8,110.9,1,normaal
2025-04-12 23:35:00,99.7,25.0,0.94,145.1,145.48,4.98,59.6,0.834,115.9,2.01,47.1,28.6,70.6,0.9392,2.51,81.7,78.4,120.9,0.3089,0.99398,66.6,111.8,1,normaal
2025-04-12 23:40:00,99.9,25.9,0.959,145.1,145.56,4.95,58.8,0.829,115.2,2.02,50.6,28.5,72.4,0.9371,2.57,76.3,77.5,120.0,0.3093,0.99477,67.9,106.5,1,normaal
2025-04-12 23:45:00,101.5,26.3,0.942,145.1,145.58,5.03,59.2,0.828,114.6,1.99,54.3,28.1,73.7,0.9395,2.49,81.1,78.4,120.2,0.3084,0.99386,69.1,110.7,1,normaal
2025-04-12 23:50:00,100.3,25.1,0.964,145.1,145.54,4.93,58.7,0.832,115.7,2.05,52.1,30.0,70.3,0.9354,2.51,77.9,77.1,119.6,0.3053,0.9953,65.9,108.3,1,normaal
2025-04-12 23:55:00,99.5,25.3,0.951,145.1,145.45,4.92,60.6,0.824,115.5,2.04,45.8,27.7,71.5,0.9377,2.47,80.4,77.5,119.6,0.3131,0.99377,67.0,109.6,1,normaal
2025-04-13 00:00:00,100.0,25.6,0.931,145.1,145.47,4.91,58.2,0.829,115.7,2.01,49.2,27.9,72.5,0.9438,2.55,79.3,78.4,119.4,0.3151,0.99432,68.5,110.7,1,normaal
2025-04-13 00:05:00,98.8,25.0,0.948,145.1,145.46,4.85,58.5,0.832,115.3,2.03,50.4,28.9,69.9,0.9349,2.58,78.5,77.4,119.4,0.3237,0.99575,65.0,108.1,1,normaal
2025-04-13 00:10:00,99.7,24.0,0.95,145.1,145.55,4.97,60.7,0.824,115.7,2.0,47.5,28.4,71.7,0.9383,2.51,80.3,78.3,120.0,0.314,0.99547,67.2,109.9,1,normaal
2025-04-13 00:15:00,98.4,24.6,0.943,145.1,145.47,4.96,59.9,0.816,114.6,2.0,46.4,27.8,70.4,0.9452,2.46,78.3,77.6,119.9,0.3094,0.99046,66.7,109.1,1,normaal
2025-04-13 00:20:00,102.0,25.0,0.954,145.1,145.5,5.02,59.8,0.834,115.5,2.02,48.9,29.1,72.6,0.9383,2.45,77.6,77.7,119.7,0.3254,0.99203,67.9,107.7,1,normaal
2025-04-13 00:25:00,100.4,24.3,0.954,145.1,145.42,5.01,61.4,0.835,115.1,2.04,46.5,29.2,71.5,0.9316,2.5,85.4,78.4,120.3,0.307,0.99339,66.7,115.7,1,normaal
2025-04-13 00:30:00,102.2,25.0,0.953,145.1,145.36,4.97,59.8,0.834,115.0,2.01,52.0,29.4,72.3,0.9344,2.52,82.5,78.1,120.4,0.3042,0.99377,67.3,111.6,1,normaal
2025-04-13 00:35:00,101.5,24.3,0.959,145.1,145.36,5.0,59.0,0.834,115.5,2.02,51.0,28.7,72.9,0.9394,2.5,84.5,78.1,119.9,0.3156,0.99606,68.4,114.8,1,normaal
2025-04-13 00:40:00,100.4,25.0,0.951,145.1,145.51,4.94,62.4,0.826,116.2,1.96,49.8,28.7,72.0,0.9348,2.61,78.5,77.8,119.4,0.313,0.99751,67.3,108.3,1,normaal
2025-04-13 00:45:00,100.2,24.6,0.955,145.1,145.34,4.93,60.3,0.83,115.0,2.01,50.7,28.2,72.0,0.9324,2.44,79.8,78.3,119.2,0.3091,0.99331,67.0,110.3,1,normaal
2025-04-13 00:50:00,101.3,24.9,0.959,145.1,145.46,5.0,61.8,0.841,115.7,2.0,50.3,28.6,73.4,0.9468,2.63,81.4,78.3,119.8,0.3145,0.9977,69.3,112.7,1,normaal
2025-04-13 00:55:00,102.1,25.5,0.944,145.1,145.5,4.97,61.9,0.801,115.7,2.03,52.3,30.0,71.6,0.9458,2.55,79.6,77.7,119.5,0.3027,0.99705,67.9,110.9,1,normaal
2025-04-13 01:00:00,102.2,24.4,0.947,145.1,145.31,4.95,63.8,0.835,115.1,2.04,50.5,29.4,72.4,0.9299,2.51,76.6,77.7,120.0,0.3059,0.9923,67.1,104.2,1,normaal
2025-04-13 01:05:00,101.3,25.4,0.96,145.1,145.36,4.91,62.0,0.835,115.0,2.01,47.5,28.2,73.1,0.9372,2.54,81.5,77.8,120.6,0.3075,0.99635,68.7,111.5,1,normaal
2025-04-13 01:10:00,101.8,26.0,0.934,145.1,145.29,4.96,61.5,0.839,115.3,2.02,50.6,29.3,73.0,0.9414,2.53,82.3,78.6,120.7,0.3093,0.99625,68.7,110.9,1,normaal
2025-04-13 01:15:00,101.1,25.2,0.953,145.1,145.09,4.96,61.9,0.833,115.1,1.99,50.5,28.3,73.1,0.939,2.47,83.3,78.1,120.7,0.3153,0.99095,68.7,112.5,1,normaal
2025-04-13 01:20:00,102.2,25.2,0.949,145.1,145.22,5.03,60.6,0.828,115.1,1.95,52.8,30.0,73.2,0.9489,2.52,84.8,78.8,120.4,0.3092,0.99425,69.6,116.9,1,normaal
2025-04-13 01:25:00,101.9,25.0,0.951,145.1,145.36,4.9,61.3,0.84,115.0,2.02,51.7,28.9,71.7,0.9304,2.47,77.6,78.1,120.1,0.3081,0.99212,66.4,106.8,1,normaal
2025-04-13 01:30:00,103.1,26.2,0.942,145.1,145.32,4.93,60.5,0.809,115.2,2.0,51.5,29.2,74.0,0.9441,2.46,79.6,78.2,120.0,0.3066,0.99298,69.8,110.7,1,normaal
2025-04-13 01:35:00,102.4,25.1,0.943,145.1,145.16,4.96,61.6,0.832,115.6,1.98,51.0,29.1,72.7,0.9385,2.54,83.3,78.7,120.1,0.3141,0.99559,68.6,113.4,1,normaal
2025-04-13 01:40:00,101.3,25.0,0.946,145.1,145.12,4.9,62.6,0.815,115.3,2.0,50.4,28.6,72.2,0.9452,2.57,80.8,77.6,119.9,0.3154,0.99605,68.6,111.5,1,normaal
2025-04-13 01:45:00,103.4,25.0,0.969,145.1,145.34,4.96,62.7,0.826,115.3,2.02,52.0,30.0,74.4,0.937,2.6,79.6,78.1,119.7,0.3119,0.99645,69.9,111.8,1,normaal
2025-04-13 01:50:00,101.2,25.1,0.955,145.1,145.35,4.98,64.5,0.837,115.9,1.98,47.1,28.6,72.5,0.9362,2.5,78.9,77.7,120.0,0.3129,0.99262,67.9,108.4,1,normaal
2025-04-13 01:55:00,101.6,23.9,0.953,145.1,145.49,4.97,63.2,0.819,116.3,2.02,50.9,29.9,72.1,0.9391,2.46,81.0,78.2,120.2,0.3052,0.99322,67.9,111.5,1,normaal
2025-04-13 02:00:00,103.2,24.3,0.96,145.1,145.61,4.91,63.8,0.812,115.8,2.0,53.0,29.2,74.1,0.9383,2.53,81.0,78.4,120.4,0.3131,0.99404,69.6,113.0,1,normaal
2025-04-13 02:05:00,101.5,24.7,0.953,145.1,145.63,5.05,62.6,0.82,115.7,2.05,50.5,28.9,71.6,0.9368,2.59,82.7,78.5,120.7,0.3077,0.9952,67.3,114.5,1,normaal
2025-04-13 02:10:00,100.6,25.7,0.945,145.1,145.49,4.96,63.7,0.839,116.2,1.99,47.7,28.1,71.4,0.9396,2.41,84.9,78.9,119.8,0.3111,0.99256,66.9,114.7,1,normaal
2025-04-13 02:15:00,104.9,25.4,0.934,145.0,145.55,5.03,63.4,0.835,116.1,2.02,48.9,30.4,74.2,0.9375,2.48,84.8,78.4,120.5,0.306,0.99354,69.1,115.6,1,normaal
2025-04-13 02:20:00,102.4,25.7,0.938,145.0,145.77,4.98,62.5,0.841,116.5,1.96,49.6,30.2,72.1,0.9388,2.46,78.4,77.8,120.7,0.3081,0.99413,67.7,108.7,1,normaal
2025-04-13 02:25:00,103.5,23.7,0.956,145.0,145.54,4.97,63.9,0.821,116.0,2.01,53.0,29.7,74.1,0.9298,2.55,84.0,78.0,120.3,0.3202,0.99678,68.7,114.4,1,normaal
2025-04-13 02:30:00,103.9,25.0,0.925,145.0,145.46,5.03,63.0,0.821,115.6,1.99,53.8,30.0,73.6,0.9382,2.56,81.2,78.0,120.1,0.3136,0.99576,69.3,111.7,1,normaal
2025-04-13 02:35:00,104.6,24.0,0.953,145.0,145.53,4.93,62.7,0.816,116.2,2.05,51.7,30.1,73.8,0.9387,2.4,84.4,78.7,121.1,0.315,0.99139,69.5,116.6,1,normaal
2025-04-13 02:40:00,102.2,23.9,0.938,145.0,145.6,4.88,64.6,0.834,116.0,1.97,49.7,29.0,72.6,0.9368,2.5,83.2,78.4,120.8,0.306,0.99417,68.0,113.6,1,normaal
2025-04-13 02:45:00,104.7,25.0,0.94,145.0,145.65,4.92,63.2,0.808,115.7,2.03,55.6,30.2,74.9,0.9356,2.54,79.6,77.9,120.0,0.3089,0.99447,70.5,108.8,1,normaal
2025-04-13 02:50:00,105.3,24.8,0.95,145.0,145.69,4.88,63.4,0.818,114.9,1.99,52.3,29.9,74.4,0.9414,2.58,82.3,78.3,119.7,0.3152,0.99627,69.9,113.3,1,normaal
2025-04-13 02:55:00,104.4,25.5,0.971,145.0,145.7,4.95,64.7,0.832,115.7,2.01,54.8,29.9,75.6,0.9472,2.53,84.4,78.2,120.1,0.3067,0.99408,71.4,114.4,1,normaal
2025-04-13 03:00:00,104.7,24.9,0.938,145.0,145.78,4.91,63.2,0.824,115.8,2.0,51.7,30.3,74.6,0.9359,2.48,81.8,77.8,120.2,0.3134,0.99346,69.9,112.7,1,normaal
2025-04-13 03:05:00,104.0,25.0,0.942,145.0,145.6,5.01,61.7,0.825,115.7,2.0,52.9,29.0,74.5,0.9411,2.51,80.4,77.7,120.5,0.3112,0.99411,70.2,110.2,1,normaal
2025-04-13 03:10:00,104.6,25.5,0.947,145.0,145.52,4.93,63.1,0.817,115.8,1.96,57.5,28.9,76.0,0.944,2.49,82.2,78.2,119.7,0.3038,0.99438,71.8,114.4,1,normaal
2025-04-13 03:15:00,105.1,24.9,0.959,145.0,145.55,4.96,62.9,0.824,116.4,1.93,53.2,30.3,73.6,0.9371,2.51,84.1,78.0,120.4,0.3188,0.99495,69.3,115.1,1,normaal
2025-04-13 03:20:00,106.0,24.8,0.962,145.0,145.5,5.05,64.2,0.835,115.9,2.01,50.7,30.3,75.7,0.9389,2.5,83.5,78.5,120.4,0.3097,0.99533,70.7,114.6,1,normaal
2025-04-13 03:25:00,103.3,25.0,0.943,145.0,145.65,4.96,65.7,0.814,115.4,1.98,51.9,29.3,74.0,0.9402,2.46,77.0,77.8,120.3,0.3054,0.99319,69.7,107.5,1,normaal
2025-04-13 03:30:00,103.9,25.0,0.951,145.0,145.7,4.98,62.4,0.823,114.9,1.97,53.3,30.2,74.1,0.9369,2.47,84.4,78.7,120.3,0.3112,0.99364,69.6,113.6,1,normaal
2025-04-13 03:35:00,102.8,25.5,0.946,145.0,145.66,4.98,64.1,0.831,117.0,2.01,48.8,30.5,71.6,0.9332,2.5,81.5,78.4,120.5,0.3016,0.9941,66.8,111.7,1,normaal
2025-04-13 03:40:00,105.0,25.4,0.953,145.0,145.68,4.91,64.1,0.836,116.4,1.98,53.4,30.4,74.9,0.9348,2.46,84.0,77.9,120.5,0.3082,0.99419,70.2,115.7,1,normaal
2025-04-13 03:45:00,105.3,25.0,0.941,145.0,145.84,4.98,63.1,0.815,115.6,2.04,51.0,31.0,74.1,0.9372,2.52,80.0,77.9,119.3,0.3115,0.99347,69.5,110.7,1,normaal
2025-04-13 03:50:00,105.1,25.3,0.961,145.0,145.83,4.97,65.9,0.84,115.4,1.96,51.2,31.2,74.0,0.9472,2.5,81.3,77.4,119.6,0.3074,0.99541,70.2,113.6,1,normaal
2025-04-13 03:55:00,103.3,25.0,0.943,145.0,145.71,4.93,65.2,0.822,116.0,1.98,50.0,29.3,73.2,0.9419,2.51,79.7,77.8,119.8,0.3134,0.99508,68.7,108.6,1,normaal
2025-04-13 04:00:00,105.0,25.0,0.966,145.0,145.65,4.89,64.3,0.843,115.4,2.0,52.4,29.5,76.2,0.945,2.51,84.0,78.3,120.6,0.3095,0.99439,71.9,115.2,1,normaal
2025-04-13 04:05:00,105.2,25.3,0.961,145.0,145.59,4.95,64.5,0.838,116.3,2.05,52.6,31.6,74.9,0.9349,2.59,80.7,78.9,120.1,0.3052,0.99437,70.3,110.4,1,normaal
2025-04-13 04:10:00,104.8,24.7,0.95,145.0,145.65,4.94,63.0,0.822,115.9,1.97,55.3,29.8,74.8,0.9397,2.45,82.9,77.9,120.4,0.3011,0.99391,70.6,113.8,1,normaal
2025-04-13 04:15:00,105.0,24.3,0.943,145.0,145.65,5.01,63.4,0.827,115.5,1.99,55.9,30.7,74.9,0.9333,2.5,80.8,78.4,120.2,0.3212,0.99281,69.7,112.0,1,normaal
2025-04-13 04:20:00,103.8,25.3,0.942,145.0,145.56,4.98,63.9,0.82,115.3,2.01,53.1,28.6,74.9,0.9392,2.42,81.8,78.3,120.1,0.3137,0.99235,70.2,113.1,1,normaal
2025-04-13 04:25:00,103.6,25.2,0.956,145.0,145.54,4.98,65.6,0.817,115.7,1.95,51.7,30.4,73.9,0.9358,2.42,81.5,78.3,120.2,0.3041,0.99297,69.2,112.8,1,normaal
2025-04-13 04:30:00,102.6,25.3,0.956,145.0,145.4,4.9,65.9,0.823,115.2,2.03,48.9,29.2,73.6,0.9387,2.52,81.6,78.4,119.9,0.3067,0.99394,69.0,111.0,1,normaal
2025-04-13 04:35:00,104.2,25.8,0.969,145.0,145.3,4.97,65.0,0.83,115.8,2.0,50.9,31.1,73.5,0.9372,2.45,84.0,77.6,120.7,0.3177,0.99217,68.5,115.0,1,normaal
2025-04-13 04:40:00,104.9,23.7,0.951,145.0,145.15,4.94,63.5,0.824,114.3,2.0,52.5,29.4,75.2,0.9393,2.49,80.3,78.2,120.2,0.3123,0.99376,70.7,111.6,1,normaal
2025-04-13 04:45:00,104.7,25.8,0.959,145.0,145.13,5.01,65.6,0.821,114.8,1.99,56.3,30.1,75.2,0.9446,2.49,80.1,77.2,120.4,0.3046,0.99433,70.8,109.7,1,normaal
2025-04-13 04:50:00,103.6,25.5,0.944,145.0,145.21,4.98,64.4,0.834,115.1,1.98,50.1,29.4,75.4,0.9363,2.5,85.4,78.7,119.7,0.3099,0.99215,70.5,115.0,1,normaal
2025-04-13 04:55:00,102.0,24.6,0.959,145.0,145.12,4.94,63.8,0.839,115.1,1.96,50.0,28.5,73.3,0.9382,2.46,82.4,78.5,120.1,0.3131,0.99285,68.7,110.8,1,normaal
2025-04-13 05:00:00,105.1,25.4,0.958,145.0,145.0,4.99,63.4,0.826,115.1,2.0,52.5,28.9,75.0,0.9447,2.52,84.0,78.3,120.3,0.3135,0.99582,71.0,114.7,1,normaal
2025-04-13 05:05:00,103.9,26.3,0.949,145.0,145.1,5.02,65.0,0.828,115.2,2.03,53.3,30.2,72.4,0.935,2.47,82.0,78.4,120.0,0.3038,0.99445,67.5,111.8,1,normaal
2025-04-13 05:10:00,106.3,25.0,0.938,145.0,145.14,4.88,64.7,0.819,114.6,2.0,51.9,30.3,76.2,0.9434,2.46,82.1,78.4,120.2,0.3092,0.993,71.7,110.8,1,normaal
2025-04-13 05:15:00,106.5,23.9,0.967,145.0,145.11,4.96,63.9,0.819,115.5,1.96,54.7,29.7,76.0,0.9334,2.49,77.8,77.5,119.5,0.3191,0.99324,70.7,108.9,1,normaal
2025-04-13 05:20:00,106.0,24.8,0.952,145.0,144.89,4.92,65.0,0.811,114.7,2.0,52.2,30.7,75.2,0.9413,2.5,81.8,78.1,119.9,0.3012,0.99567,70.6,112.1,1,normaal
2025-04-13 05:25:00,104.8,25.6,0.948,145.0,144.83,4.93,63.3,0.821,114.6,1.96,52.2,30.0,74.2,0.9419,2.49,79.0,78.1,120.0,0.3166,0.99458,69.9,109.5,1,normaal
2025-04-13 05:30:00,106.1,25.3,0.945,145.0,144.8,4.97,66.5,0.825,115.1,1.94,52.7,30.2,76.7,0.9355,2.52,82.2,78.4,120.0,0.3167,0.99439,71.5,111.8,1,normaal
2025-04-13 05:35:00,104.9,24.1,0.929,145.0,144.57,4.99,64.0,0.826,114.5,2.0,53.5,28.8,76.1,0.9345,2.49,82.7,78.3,120.5,0.308,0.99327,71.2,113.7,1,normaal
2025-04-13 05:40:00,104.9,25.3,0.947,145.0,144.7,4.92,67.6,0.822,115.4,2.05,52.1,29.4,75.1,0.9385,2.49,82.5,78.4,119.9,0.3103,0.9928,70.2,112.4,1,normaal
2025-04-13 05:45:00,105.8,24.5,0.939,145.0,144.85,4.89,65.2,0.84,113.9,1.98,53.6,30.4,75.2,0.9475,2.41,83.7,78.3,120.1,0.3141,0.99182,71.5,116.2,1,normaal
2025-04-13 05:50:00,102.6,25.8,0.943,145.0,144.87,4.88,64.6,0.826,114.7,1.97,51.9,29.8,71.9,0.9361,2.48,79.5,78.0,119.4,0.3163,0.99438,67.5,110.1,1,normaal
2025-04-13 05:55:00,104.9,24.9,0.928,145.0,144.66,4.94,64.7,0.821,115.1,2.03,50.7,30.0,74.8,0.9342,2.5,80.7,77.9,120.2,0.3135,0.99302,69.5,110.5,1,normaal
2025-04-13 06:00:00,104.4,24.8,0.961,145.0,144.73,4.91,66.7,0.815,114.9,2.01,51.2,29.5,74.4,0.9308,2.46,81.7,78.3,121.1,0.3143,0.99297,69.1,111.5,1,normaal
2025-04-13 06:05:00,105.1,25.0,0.95,145.0,144.76,4.95,65.1,0.805,113.6,2.03,50.4,29.3,76.0,0.9394,2.51,82.8,77.7,120.4,0.3137,0.99398,71.3,112.5,1,normaal
2025-04-13 06:10:00,104.3,24.7,0.934,145.0,144.62,4.93,64.2,0.809,114.6,1.95,56.7,30.0,75.3,0.9395,2.51,83.0,78.4,120.5,0.3144,0.99368,70.7,113.4,1,normaal
2025-04-13 06:15:00,105.3,24.8,0.959,145.0,144.68,4.91,64.9,0.825,114.6,2.01,51.3,29.3,76.5,0.932,2.54,83.7,78.0,120.2,0.3066,0.99484,71.1,115.1,1,normaal
2025-04-13 06:20:00,105.3,24.2,0.965,145.0,144.67,5.01,65.9,0.845,113.8,1.96,53.0,29.9,75.8,0.9435,2.49,82.3,78.5,120.3,0.3084,0.99351,71.3,111.8,1,normaal
2025-04-13 06:25:00,103.8,25.1,0.924,145.0,144.82,4.96,66.4,0.818,115.2,2.04,50.4,29.6,74.9,0.9409,2.49,83.5,78.6,120.0,0.3158,0.99503,70.5,113.1,1,normaal
2025-04-13 06:30:00,106.0,25.0,0.953,145.0,144.82,4.93,63.0,0.804,114.5,2.07,54.9,29.9,76.0,0.9396,2.49,86.7,78.7,120.2,0.3183,0.99565,71.8,117.6,1,normaal
2025-04-13 06:35:00,105.0,24.7,0.96,145.0,144.79,5.03,63.6,0.822,114.2,2.03,54.4,30.1,74.8,0.941,2.51,77.6,77.6,119.6,0.3086,0.99325,70.4,108.2,1,normaal
2025-04-13 06:40:00,103.6,24.9,0.961,145.0,144.69,4.95,65.9,0.819,114.5,1.99,54.1,28.8,74.4,0.9372,2.54,80.7,78.2,120.0,0.314,0.99615,69.6,111.2,1,normaal
2025-04-13 06:45:00,104.6,24.1,0.935,145.0,144.51,4.97,66.0,0.83,114.4,1.97,53.9,29.5,75.5,0.9395,2.45,83.6,78.5,120.2,0.3075,0.99362,70.8,113.9,1,normaal
2025-04-13 06:50:00,104.6,25.9,0.968,145.0,144.53,4.92,65.2,0.82,114.0,1.98,52.1,29.7,74.7,0.9319,2.55,80.7,78.3,120.2,0.3077,0.99472,69.6,111.1,1,normaal
2025-04-13 06:55:00,104.3,24.1,0.935,145.0,144.49,4.97,63.1,0.829,114.9,2.02,51.1,29.7,74.2,0.9342,2.46,81.4,78.1,120.5,0.314,0.99274,69.3,113.2,1,normaal
2025-04-13 07:00:00,105.2,25.6,0.956,145.0,144.47,4.91,65.0,0.817,114.4,2.03,58.3,29.9,75.7,0.9337,2.53,86.9,78.5,120.3,0.3095,0.99611,71.0,118.6,1,normaal
2025-04-13 07:05:00,104.1,24.3,0.971,145.0,144.6,4.89,64.0,0.821,114.4,1.93,49.8,29.3,74.5,0.938,2.54,82.3,78.2,119.9,0.3191,0.99615,69.8,112.4,1,normaal
2025-04-13 07:10:00,103.6,24.9,0.954,145.0,144.79,4.86,64.1,0.821,114.2,1.99,52.0,29.2,74.1,0.9446,2.49,82.8,78.0,120.5,0.3145,0.99395,70.0,112.4,1,normaal
2025-04-13 07:15:00,105.7,25.1,0.954,145.0,144.85,4.95,63.9,0.832,115.2,1.99,53.3,30.5,76.6,0.9469,2.52,83.1,78.2,120.2,0.3197,0.99562,72.6,114.3,1,normaal
2025-04-13 07:20:00,105.3,25.2,0.944,145.0,144.92,4.89,65.4,0.804,115.3,1.99,50.4,29.4,75.4,0.9457,2.55,85.4,79.0,120.4,0.3087,0.99407,71.0,115.7,1,normaal
2025-04-13 07:25:00,105.6,26.2,0.949,145.0,144.95,4.92,64.4,0.796,114.6,1.94,57.2,29.6,75.7,0.9374,2.58,82.6,78.3,120.5,0.3063,0.99535,70.9,113.5,1,normaal
2025-04-13 07:30:00,104.5,25.2,0.941,145.0,144.87,4.82,66.0,0.823,115.2,1.96,52.0,30.2,74.4,0.9346,2.55,81.5,78.0,119.8,0.316,0.99525,69.1,113.2,1,normaal
2025-04-13 07:35:00,105.4,25.3,0.957,145.0,144.82,4.88,63.9,0.812,115.6,1.97,52.0,29.4,76.2,0.9385,2.57,87.5,79.2,121.0,0.3107,0.99761,71.4,118.1,1,normaal
2025-04-13 07:40:00,104.5,25.0,0.948,145.0,144.85,4.97,65.8,0.803,114.2,1.98,52.0,30.2,75.3,0.9389,2.58,81.2,78.2,120.2,0.3126,0.99581,70.8,110.0,1,normaal
2025-04-13 07:45:00,106.0,25.1,0.948,145.0,144.94,5.03,64.5,0.817,114.9,1.99,55.5,30.1,76.7,0.9468,2.51,85.2,78.7,120.5,0.3044,0.99389,72.5,113.7,1,normaal
2025-04-13 07:50:00,104.9,25.4,0.941,145.0,144.87,4.97,65.4,0.81,115.0,2.02,55.0,29.5,75.2,0.9374,2.48,81.5,78.3,119.8,0.3033,0.99398,70.5,111.7,1,normaal
2025-04-13 07:55:00,103.2,24.3,0.938,145.0,144.79,5.04,65.3,0.817,114.5,1.99,51.7,29.1,74.3,0.948,2.52,80.3,78.7,120.3,0.3093,0.99251,70.4,110.8,1,normaal
2025-04-13 08:00:00,104.4,24.6,0.96,145.0,144.83,4.88,65.3,0.833,114.4,1.99,54.8,29.3,75.6,0.9407,2.49,84.9,78.6,120.5,0.3135,0.99427,71.0,115.8,1,normaal
2025-04-13 08:05:00,104.1,25.2,0.963,145.0,144.79,4.93,64.3,0.835,114.0,1.97,50.3,29.0,76.1,0.9355,2.4,82.9,78.2,120.7,0.3155,0.99173,71.2,113.1,1,normaal
2025-04-13 08:10:00,105.3,25.2,0.973,145.0,144.83,4.87,63.6,0.812,113.8,2.04,51.0,29.6,75.0,0.9381,2.49,84.1,78.9,119.9,0.3073,0.99478,70.2,114.8,1,normaal
2025-04-13 08:15:00,105.0,25.4,0.94,145.0,144.86,4.95,63.4,0.835,114.3,2.0,49.8,29.3,74.7,0.9373,2.53,83.7,78.7,119.8,0.3121,0.99415,69.7,114.9,1,normaal
2025-04-13 08:20:00,104.2,24.7,0.95,145.0,145.01,4.98,64.8,0.822,114.9,2.03,57.0,30.4,75.3,0.9321,2.45,82.0,78.5,119.8,0.3052,0.99003,70.5,112.1,1,normaal
2025-04-13 08:25:00,103.6,24.9,0.951,145.0,144.92,4.98,63.3,0.815,114.4,1.98,52.6,29.4,73.9,0.937,2.57,81.7,78.3,120.2,0.308,0.99536,69.2,110.4,1,normaal
2025-04-13 08:30:00,103.3,25.7,0.955,145.0,144.89,4.89,64.0,0.822,114.9,2.0,51.5,30.1,73.5,0.9364,2.59,80.9,77.7,120.1,0.3124,0.99408,69.2,111.7,1,normaal
2025-04-13 08:35:00,104.6,25.5,0.951,145.0,144.93,4.97,63.7,0.822,115.0,2.06,52.4,30.5,74.0,0.9436,2.49,81.1,77.9,119.4,0.3023,0.99565,69.9,111.5,1,normaal
2025-04-13 08:40:00,102.6,24.6,0.962,145.0,144.84,4.88,62.2,0.814,115.4,2.01,51.0,29.5,73.0,0.9398,2.48,81.8,77.8,119.8,0.3165,0.99225,68.6,110.9,1,normaal
2025-04-13 08:45:00,105.3,24.0,0.942,145.0,144.76,4.89,64.0,0.814,114.4,2.0,53.9,29.0,76.5,0.943,2.48,82.0,78.2,119.9,0.3183,0.99335,71.7,111.8,1,normaal
2025-04-13 08:50:00,103.2,24.8,0.955,145.0,145.01,5.03,61.1,0.809,114.2,2.01,53.2,29.2,74.6,0.941,2.45,84.0,78.1,120.4,0.3111,0.9944,70.5,115.3,1,normaal
2025-04-13 08:55:00,103.6,24.8,0.952,145.0,144.95,4.92,61.9,0.807,115.1,2.01,53.2,28.8,74.1,0.9344,2.47,84.4,78.5,120.7,0.3083,0.99521,69.2,113.2,1,normaal
2025-04-13 09:00:00,106.3,24.4,0.952,145.0,145.01,5.0,64.5,0.806,114.5,2.07,53.3,30.4,75.5,0.9323,2.51,80.6,77.9,119.9,0.312,0.99576,70.2,112.2,1,normaal
2025-04-13 09:05:00,103.4,25.1,0.944,145.0,144.93,4.87,64.3,0.806,115.0,2.02,48.7,29.5,73.7,0.9444,2.49,76.2,77.5,119.5,0.3078,0.99235,69.6,107.4,1,normaal
2025-04-13 09:10:00,102.4,25.0,0.944,145.0,144.92,4.93,63.9,0.826,114.6,2.01,55.2,29.3,74.0,0.932,2.45,78.9,78.4,119.7,0.3146,0.99305,68.7,110.3,1,normaal
2025-04-13 09:15:00,103.8,24.8,0.965,145.0,144.97,4.99,63.1,0.815,115.2,1.97,50.9,29.6,73.8,0.942,2.57,81.3,78.3,119.9,0.3088,0.99433,69.2,111.1,1,normaal
2025-04-13 09:20:00,101.7,25.0,0.948,145.0,145.05,5.0,63.9,0.829,115.1,1.98,50.9,29.3,73.9,0.9405,2.52,82.8,78.1,120.3,0.3086,0.99486,69.4,112.3,1,normaal
2025-04-13 09:25:00,102.0,25.5,0.953,145.0,144.8,5.01,63.9,0.818,114.0,2.01,54.2,28.0,73.8,0.9422,2.43,82.1,78.0,120.7,0.3126,0.99401,69.5,112.9,1,normaal
2025-04-13 09:30:00,102.1,24.8,0.923,145.0,144.71,4.93,63.5,0.83,116.0,2.02,50.9,29.3,72.3,0.9463,2.43,79.8,78.1,119.6,0.3214,0.99333,68.2,110.2,1,normaal
2025-04-13 09:35:00,101.2,24.9,0.944,145.0,144.75,4.97,62.3,0.815,115.6,2.02,50.9,30.2,72.0,0.9355,2.57,81.8,78.0,119.8,0.3118,0.99553,67.4,113.2,1,normaal
