klep_id,test_nr,leeftijd_maanden,klep_type,diameter_inch,actuator_type,cycli_totaal,procestemperatuur_C,pakkingwrijving_N,slagafwijking_pct,staptijd_sec,dodeband_pct,hysterese_pct,luchtverbruik_Lmin,zittinglek_Lmin,overshoot_pct,undershoot_pct,settling_time_sec,voedingsdruk_bar,dp_ratio,faalmodus
CV-008,9,48,ball,6,pneumatisch,76560,31.0,246.7,0.33,1.89,0.99,1.38,4.2,0.011,1.7,2.2,2.11,6.0,0.39,gezond
CV-008,10,54,ball,6,pneumatisch,97848,103.0,219.5,-0.59,2.27,1.02,1.08,4.8,0.012,4.3,1.7,2.98,6.0,0.45,gezond
CV-008,11,60,ball,6,pneumatisch,78720,159.0,180.1,-0.16,1.49,1.02,1.58,4.6,0.01,2.1,1.8,2.31,6.1,0.5,gezond
CV-008,12,66,ball,6,pneumatisch,68046,79.0,190.9,0.3,2.25,0.78,1.78,4.6,0.014,4.3,2.8,3.3,6.1,0.21,gezond
CV-008,13,72,ball,6,pneumatisch,41616,28.0,204.2,0.21,2.39,1.25,1.86,5.7,0.011,4.1,1.7,3.86,5.9,0.38,gezond
CV-008,14,78,ball,6,pneumatisch,141102,49.0,214.8,-0.08,2.3,0.83,1.18,4.7,0.026,2.4,0.9,3.32,5.9,0.57,gezond
CV-008,15,84,ball,6,pneumatisch,78792,156.0,199.0,-0.19,2.16,0.89,1.32,5.2,0.016,3.0,2.5,2.83,5.9,0.38,gezond
CV-008,16,90,ball,6,pneumatisch,156960,57.0,189.2,-0.88,2.65,0.81,1.63,5.6,0.013,4.3,2.5,4.51,6.0,0.42,gezond
CV-008,17,96,ball,6,pneumatisch,73344,43.0,191.7,-0.09,1.9,1.04,1.11,4.6,0.019,3.4,2.6,2.15,6.0,0.35,gezond
CV-008,18,102,ball,6,pneumatisch,139944,32.0,177.9,0.0,2.55,1.1,1.37,4.8,0.013,3.2,2.8,3.93,5.9,0.54,gezond
CV-008,19,108,ball,6,pneumatisch,56160,67.0,220.1,-0.07,2.05,1.29,1.45,5.2,0.019,3.2,2.3,3.47,6.0,0.5,gezond
CV-008,20,114,ball,6,pneumatisch,78774,39.0,218.1,0.47,2.11,1.16,1.65,4.7,0.012,3.3,1.7,2.7,6.0,0.44,gezond
CV-009,1,0,butterfly,6,elektrisch,0,48.0,206.6,0.36,2.75,1.16,1.72,0.0,0.021,3.3,1.9,3.93,6.1,0.44,sticking
CV-009,2,6,butterfly,6,elektrisch,4536,108.0,204.6,0.17,2.92,1.37,1.68,0.0,0.017,3.2,2.0,4.52,5.9,0.39,sticking
CV-009,3,12,butterfly,6,elektrisch,22788,120.0,231.4,0.84,3.02,1.5,2.31,0.0,0.015,2.8,2.2,4.57,6.0,0.26,sticking
CV-009,4,18,butterfly,6,elektrisch,29988,131.0,201.2,-0.02,3.12,2.03,3.06,0.0,0.013,1.0,2.9,3.92,6.0,0.59,sticking
CV-009,5,24,butterfly,6,elektrisch,34968,113.0,248.4,0.04,3.49,2.42,3.73,0.0,0.016,3.9,1.5,4.5,5.9,0.33,sticking
CV-009,6,30,butterfly,6,elektrisch,38790,151.0,227.5,-1.28,4.33,2.43,3.91,0.0,0.012,2.4,3.1,6.76,5.9,0.29,sticking
CV-009,7,36,butterfly,6,elektrisch,44856,44.0,268.8,1.13,4.07,2.62,4.0,0.0,0.01,3.9,2.5,6.3,6.0,0.32,sticking
CV-009,8,42,butterfly,6,elektrisch,60984,51.0,289.8,-0.42,4.35,3.0,5.21,0.0,0.014,4.1,3.0,6.15,6.0,0.42,sticking
CV-009,9,48,butterfly,6,elektrisch,87984,26.0,264.2,-0.12,4.59,3.53,5.1,0.0,0.01,4.0,2.5,7.31,6.3,0.22,sticking
CV-009,10,54,butterfly,6,elektrisch,58968,39.0,272.0,-0.48,4.14,3.59,6.02,0.0,0.015,1.5,1.9,6.92,6.0,0.26,sticking
CV-009,11,60,butterfly,6,elektrisch,42180,71.0,282.0,0.26,4.92,4.15,6.33,0.0,0.014,2.4,2.1,7.97,5.8,0.58,sticking
CV-009,12,66,butterfly,6,elektrisch,89628,177.0,320.9,0.55,5.36,4.31,6.99,0.0,0.017,4.0,2.5,7.65,5.9,0.45,sticking
CV-009,13,72,butterfly,6,elektrisch,69192,120.0,333.9,-0.37,5.44,4.78,7.07,0.0,0.022,2.5,3.4,7.85,6.0,0.54,sticking
CV-009,14,78,butterfly,6,elektrisch,114036,49.0,280.4,0.46,5.05,5.2,7.41,0.0,0.011,4.0,1.9,7.52,6.0,0.22,sticking
CV-009,15,84,butterfly,6,elektrisch,110880,111.0,319.0,0.58,5.38,5.39,7.71,0.0,0.011,2.2,2.0,7.97,6.1,0.27,sticking
CV-009,16,90,butterfly,6,elektrisch,137250,93.0,310.6,0.83,5.83,5.38,8.04,0.0,0.01,3.6,1.0,8.25,6.1,0.28,sticking
CV-009,17,96,butterfly,6,elektrisch,147072,26.0,344.7,-0.19,6.05,5.84,9.42,0.0,0.015,2.1,1.9,10.18,6.0,0.21,sticking
CV-009,18,102,butterfly,6,elektrisch,91596,102.0,355.1,0.21,6.22,5.78,10.01,0.0,0.011,2.5,1.9,9.52,5.8,0.46,sticking
CV-009,19,108,butterfly,6,elektrisch,109728,100.0,386.1,-0.6,5.77,6.31,9.27,0.0,0.012,2.9,1.3,8.94,5.9,0.43,sticking
CV-009,20,114,butterfly,6,elektrisch,130188,120.0,327.8,0.23,6.31,5.83,9.71,0.0,0.01,3.1,2.1,9.6,6.0,0.46,sticking
CV-010,1,0,butterfly,6,pneumatisch,0,181.0,229.1,0.51,2.24,1.05,1.9,4.5,0.011,3.5,1.8,3.14,5.9,0.29,gezond
CV-010,2,6,butterfly,6,pneumatisch,5610,101.0,196.6,0.52,2.63,1.04,1.74,4.8,0.011,4.6,1.6,4.28,6.2,0.4,gezond
CV-010,3,12,butterfly,6,pneumatisch,17028,77.0,227.0,-0.28,3.11,0.96,1.73,5.2,0.011,2.4,2.1,4.03,6.0,0.5,gezond
CV-010,4,18,butterfly,6,pneumatisch,30816,192.0,187.9,-0.0,3.03,0.84,1.64,4.9,0.013,3.1,2.5,4.16,6.0,0.42,gezond
CV-010,5,24,butterfly,6,pneumatisch,34320,27.0,195.6,-0.21,3.02,1.52,1.08,5.3,0.022,2.6,2.3,4.55,6.0,0.6,gezond
CV-010,6,30,butterfly,6,pneumatisch,24480,36.0,208.1,-0.05,3.35,1.21,1.63,5.4,0.017,3.5,1.9,5.19,5.9,0.58,gezond
CV-010,7,36,butterfly,6,pneumatisch,50868,52.0,157.9,0.01,3.24,0.88,0.94,4.9,0.013,4.4,2.5,3.83,5.8,0.45,gezond
CV-010,8,42,butterfly,6,pneumatisch,72954,133.0,199.4,0.16,2.63,1.21,1.56,5.0,0.02,3.0,1.9,4.5,6.1,0.54,gezond
CV-010,9,48,butterfly,6,pneumatisch,31536,161.0,223.8,-0.01,2.95,1.23,1.75,4.9,0.015,1.8,2.6,5.17,5.9,0.34,gezond
CV-010,10,54,butterfly,6,pneumatisch,67770,58.0,191.4,1.03,2.68,1.04,1.73,5.8,0.011,2.7,1.3,4.39,5.9,0.25,gezond
CV-010,11,60,butterfly,6,pneumatisch,81780,155.0,202.2,-0.77,2.51,1.12,1.6,6.4,0.015,4.5,2.7,2.89,5.8,0.44,gezond
CV-010,12,66,butterfly,6,pneumatisch,43692,37.0,199.6,-0.58,2.7,1.12,1.1,5.1,0.016,4.4,1.3,3.74,5.9,0.4,gezond
CV-010,13,72,butterfly,6,pneumatisch,39168,64.0,198.6,-0.18,3.37,1.36,1.67,5.2,0.025,1.4,1.8,6.0,6.0,0.5,gezond
CV-010,14,78,butterfly,6,pneumatisch,96408,140.0,222.7,-0.18,3.31,1.2,1.58,5.3,0.016,2.1,1.9,4.45,6.1,0.46,gezond
CV-010,15,84,butterfly,6,pneumatisch,157668,56.0,202.6,-0.04,2.52,1.03,1.62,6.0,0.014,1.9,1.3,4.4,6.0,0.28,gezond
CV-010,16,90,butterfly,6,pneumatisch,114480,134.0,196.7,-0.21,2.99,0.93,1.22,3.9,0.011,2.9,2.8,4.55,6.0,0.52,gezond
CV-010,17,96,butterfly,6,pneumatisch,103584,123.0,223.5,0.89,3.0,1.26,2.14,4.2,0.011,3.6,1.4,4.03,5.9,0.49,gezond
CV-010,18,102,butterfly,6,pneumatisch,73338,122.0,204.7,-0.71,3.04,0.91,1.71,4.8,0.01,3.4,2.3,4.3,6.1,0.45,gezond
CV-010,19,108,butterfly,6,pneumatisch,191592,27.0,202.1,0.6,3.26,0.9,1.23,6.2,0.012,3.4,2.1,3.73,5.9,0.38,gezond
CV-010,20,114,butterfly,6,pneumatisch,115368,99.0,218.1,-0.55,3.25,0.8,1.7,5.2,0.01,1.5,1.9,4.59,6.0,0.3,gezond
CV-011,1,0,butterfly,8,elektrisch,0,96.0,199.1,0.6,2.56,0.6,1.79,0.0,0.017,3.1,2.6,4.85,5.8,0.58,positioner_drift
CV-011,2,6,butterfly,8,elektrisch,3738,28.0,253.0,0.03,2.72,0.89,1.14,0.0,0.01,3.8,2.3,3.66,5.9,0.42,positioner_drift
CV-011,3,12,butterfly,8,elektrisch,19512,53.0,249.8,0.35,3.67,1.41,1.68,0.0,0.012,4.0,1.4,5.18,6.0,0.44,positioner_drift
CV-011,4,18,butterfly,8,elektrisch,34290,118.0,192.6,1.79,2.98,1.23,1.58,0.0,0.022,1.4,2.4,4.17,5.9,0.52,positioner_drift
CV-011,5,24,butterfly,8,elektrisch,44160,37.0,193.7,1.39,3.31,1.65,1.83,0.0,0.014,3.0,1.6,5.72,6.0,0.25,positioner_drift
CV-011,6,30,butterfly,8,elektrisch,42870,21.0,216.6,-0.07,2.9,1.0,1.54,0.0,0.011,3.1,1.5,3.64,6.0,0.35,positioner_drift
CV-011,7,36,butterfly,8,elektrisch,32004,42.0,169.0,0.48,3.03,2.08,0.99,0.0,0.011,4.3,1.7,4.93,5.9,0.54,positioner_drift
CV-011,8,42,butterfly,8,elektrisch,24990,72.0,171.5,1.14,2.85,2.25,1.4,0.0,0.014,3.0,2.1,4.8,5.9,0.55,positioner_drift
CV-011,9,48,butterfly,8,elektrisch,24096,91.0,162.2,1.72,3.5,1.93,2.11,0.0,0.016,1.5,2.8,5.37,5.9,0.59,positioner_drift
CV-011,10,54,butterfly,8,elektrisch,106434,200.0,157.8,1.52,3.17,2.42,1.41,0.0,0.014,1.4,1.6,3.77,6.2,0.33,positioner_drift
CV-011,11,60,butterfly,8,elektrisch,54480,159.0,216.4,2.66,3.45,2.21,1.63,0.0,0.01,2.3,2.3,4.53,6.1,0.5,positioner_drift
CV-011,12,66,butterfly,8,elektrisch,131076,29.0,157.5,2.46,3.22,2.35,1.66,0.0,0.01,2.7,1.8,5.19,6.0,0.59,positioner_drift
CV-011,13,72,butterfly,8,elektrisch,137160,105.0,211.2,2.37,3.4,2.49,1.37,0.0,0.014,1.5,2.1,4.69,5.9,0.59,positioner_drift
CV-011,14,78,butterfly,8,elektrisch,132912,45.0,218.3,2.06,2.81,2.62,2.25,0.0,0.012,1.0,1.6,4.22,6.2,0.41,positioner_drift
CV-011,15,84,butterfly,8,elektrisch,127260,38.0,222.7,2.38,2.9,2.82,1.94,0.0,0.018,4.2,1.4,3.67,5.9,0.23,positioner_drift
CV-011,16,90,butterfly,8,elektrisch,102600,95.0,189.9,2.87,3.21,2.7,1.22,0.0,0.013,5.7,2.4,5.02,6.0,0.46,positioner_drift
CV-011,17,96,butterfly,8,elektrisch,116832,67.0,164.4,2.91,2.74,2.83,1.51,0.0,0.013,3.7,2.7,4.55,6.0,0.56,positioner_drift
CV-011,18,102,butterfly,8,elektrisch,111792,23.0,209.6,2.9,2.99,2.95,1.29,0.0,0.021,5.6,3.1,4.93,6.0,0.49,positioner_drift
CV-011,19,108,butterfly,8,elektrisch,157896,70.0,189.2,3.45,3.16,3.31,1.58,0.0,0.018,1.1,1.7,4.43,6.2,0.27,positioner_drift
CV-011,20,114,butterfly,8,elektrisch,95760,91.0,196.0,2.38,2.72,3.11,1.31,0.0,0.013,4.1,1.8,4.19,6.2,0.33,positioner_drift
CV-012,1,0,globe,4,elektrisch,0,161.0,228.2,0.51,5.29,0.8,1.5,0.0,0.01,3.6,1.7,8.32,5.9,0.7,cavitatie
CV-012,2,6,globe,4,elektrisch,9108,24.0,214.5,-0.57,4.24,1.27,1.78,0.0,0.018,3.5,2.0,6.61,6.0,0.71,cavitatie
CV-012,3,12,globe,4,elektrisch,11532,31.0,201.9,0.5,4.81,0.98,1.35,0.0,0.011,2.7,2.7,7.27,5.9,0.72,cavitatie
CV-012,4,18,globe,4,elektrisch,17712,156.0,212.6,0.34,5.07,0.89,1.57,0.0,0.018,2.8,2.0,8.49,6.0,0.74,cavitatie
CV-012,5,24,globe,4,elektrisch,18552,33.0,235.3,0.16,4.54,0.82,1.76,0.0,0.021,2.6,1.7,6.64,6.0,0.75,cavitatie
CV-012,6,30,globe,4,elektrisch,54840,198.0,204.5,-0.68,5.05,1.07,1.79,0.0,0.012,4.7,2.1,7.72,6.0,0.76,cavitatie
CV-012,7,36,globe,4,elektrisch,20844,38.0,197.4,0.61,5.13,1.01,1.15,0.0,0.019,3.6,3.0,7.52,5.8,0.77,cavitatie
CV-012,8,42,globe,4,elektrisch,77994,81.0,186.1,0.18,4.64,1.07,1.74,0.0,0.011,3.3,1.9,6.61,6.2,0.78,cavitatie
CV-012,9,48,globe,4,elektrisch,50688,64.0,186.3,0.15,5.06,1.03,1.1,0.0,0.014,2.4,1.9,7.01,6.0,0.8,cavitatie
CV-012,10,54,globe,4,elektrisch,70146,55.0,238.2,0.83,5.26,0.88,1.5,0.0,0.015,0.4,1.9,8.25,6.2,0.81,cavitatie
CV-012,11,60,globe,4,elektrisch,66180,100.0,206.7,1.09,4.77,0.77,1.75,0.0,0.026,3.3,1.8,7.44,6.0,0.82,cavitatie
CV-012,12,66,globe,4,elektrisch,84150,130.0,210.5,0.21,4.99,0.89,1.64,0.0,0.01,3.8,1.3,7.58,5.9,0.83,cavitatie
CV-012,13,72,globe,4,elektrisch,134280,123.0,188.8,0.59,5.09,1.14,1.58,0.0,0.012,2.8,1.6,7.79,6.0,0.84,cavitatie
CV-012,14,78,globe,4,elektrisch,81198,155.0,204.3,-0.5,4.65,0.86,1.86,0.0,0.01,2.4,2.0,6.84,5.8,0.86,cavitatie
CV-012,15,84,globe,4,elektrisch,150948,179.0,215.8,-0.6,4.58,0.94,1.89,0.0,0.013,3.8,1.8,7.77,6.0,0.87,cavitatie
CV-012,16,90,globe,4,elektrisch,71730,177.0,227.7,0.83,4.68,1.29,1.29,0.0,0.013,3.7,2.4,6.96,6.1,0.88,cavitatie
CV-012,17,96,globe,4,elektrisch,80544,144.0,214.8,1.11,4.66,0.95,1.07,0.0,0.011,3.5,1.8,7.53,5.9,0.89,cavitatie
CV-012,18,102,globe,4,elektrisch,188292,116.0,186.3,0.6,4.93,1.0,1.45,0.0,0.018,2.9,1.7,8.46,6.0,0.9,cavitatie
CV-012,19,108,globe,4,elektrisch,76680,39.0,192.9,-1.25,4.45,1.27,2.01,0.0,0.014,2.9,1.6,6.78,5.9,0.9,cavitatie
CV-012,20,114,globe,4,elektrisch,129846,198.0,217.3,-0.3,4.84,1.09,1.24,0.0,0.014,3.7,2.8,7.23,6.1,0.9,cavitatie
CV-013,1,0,ball,2,elektrisch,0,183.0,209.5,-0.4,2.09,1.15,1.76,0.0,0.034,3.5,2.1,3.06,6.0,0.31,actuator_zwak
CV-013,2,6,ball,2,elektrisch,10578,179.0,209.8,0.27,2.22,0.88,1.48,0.0,0.015,2.4,2.4,3.02,5.8,0.48,actuator_zwak
CV-013,3,12,ball,2,elektrisch,11136,48.0,197.6,-0.07,2.62,0.99,2.07,0.0,0.013,3.1,1.7,4.65,5.7,0.46,actuator_zwak
CV-013,4,18,ball,2,elektrisch,34254,122.0,181.7,0.37,3.03,0.91,1.57,0.0,0.011,5.0,1.9,4.67,5.7,0.43,actuator_zwak
CV-013,5,24,ball,2,elektrisch,38352,170.0,178.4,-0.39,3.24,0.94,2.06,0.0,0.011,3.1,2.1,3.98,5.6,0.36,actuator_zwak
CV-013,6,30,ball,2,elektrisch,16830,47.0,202.9,-0.02,3.51,0.74,1.39,0.0,0.011,3.0,2.2,5.78,5.7,0.49,actuator_zwak
CV-013,7,36,ball,2,elektrisch,60768,96.0,250.5,-0.47,3.54,0.76,1.39,0.0,0.019,2.2,2.3,5.18,5.3,0.45,actuator_zwak
CV-013,8,42,ball,2,elektrisch,43596,51.0,205.8,-0.12,3.75,1.16,1.9,0.0,0.01,1.7,2.0,5.77,5.2,0.36,actuator_zwak
CV-013,9,48,ball,2,elektrisch,27744,124.0,192.3,-0.17,4.36,0.77,1.4,0.0,0.011,0.3,2.8,5.54,5.4,0.55,actuator_zwak
CV-013,10,54,ball,2,elektrisch,100872,119.0,205.0,0.15,4.97,1.27,1.11,0.0,0.017,2.6,1.7,7.47,5.3,0.26,actuator_zwak
CV-013,11,60,ball,2,elektrisch,40020,25.0,201.1,-0.8,4.84,0.41,1.49,0.0,0.01,3.6,1.6,7.44,5.2,0.28,actuator_zwak
CV-013,12,66,ball,2,elektrisch,89958,113.0,209.7,0.52,5.02,0.88,1.54,0.0,0.014,2.1,1.8,6.87,4.9,0.48,actuator_zwak
CV-013,13,72,ball,2,elektrisch,140400,199.0,218.3,0.55,5.74,0.9,1.2,0.0,0.016,1.9,1.9,9.86,5.0,0.58,actuator_zwak
CV-013,14,78,ball,2,elektrisch,123318,73.0,205.1,0.73,6.28,1.01,1.73,0.0,0.016,-0.5,1.7,8.98,4.8,0.54,actuator_zwak
CV-013,15,84,ball,2,elektrisch,122052,29.0,217.8,0.31,6.37,1.08,1.53,0.0,0.011,1.0,1.9,9.25,4.8,0.27,actuator_zwak
CV-013,16,90,ball,2,elektrisch,165150,123.0,175.4,-0.29,6.54,0.95,1.46,0.0,0.018,0.9,0.7,9.76,4.7,0.57,actuator_zwak
CV-013,17,96,ball,2,elektrisch,135840,65.0,196.9,0.96,6.3,1.13,2.05,0.0,0.012,2.9,2.4,9.8,4.5,0.5,actuator_zwak
CV-013,18,102,ball,2,elektrisch,188904,36.0,188.6,-0.27,7.35,0.91,1.47,0.0,0.013,2.8,2.1,11.11,4.3,0.21,actuator_zwak
CV-013,19,108,ball,2,elektrisch,90720,138.0,185.2,-0.01,7.18,1.0,0.93,0.0,0.011,0.1,2.1,10.49,4.6,0.34,actuator_zwak
CV-013,20,114,ball,2,elektrisch,94278,94.0,165.6,0.89,7.11,1.13,2.21,0.0,0.022,2.4,1.4,10.02,4.5,0.41,actuator_zwak
CV-014,1,0,butterfly,2,elektrisch,0,90.0,146.1,0.1,2.21,0.69,1.0,0.0,0.014,2.5,2.2,3.06,5.9,0.37,gezond
CV-014,2,6,butterfly,2,elektrisch,10926,40.0,205.3,-0.44,3.1,0.94,1.42,0.0,0.012,2.4,2.2,4.37,6.0,0.27,gezond
CV-014,3,12,butterfly,2,elektrisch,12204,68.0,178.7,0.23,3.31,1.19,1.36,0.0,0.012,5.3,2.3,4.53,6.2,0.34,gezond
CV-014,4,18,butterfly,2,elektrisch,25074,118.0,227.1,-0.4,2.81,0.86,1.94,0.0,0.018,3.1,1.9,4.48,6.2,0.47,gezond
CV-014,5,24,butterfly,2,elektrisch,26952,73.0,199.2,-0.22,3.01,0.97,1.48,0.0,0.014,1.3,2.1,4.29,6.0,0.53,gezond
CV-014,6,30,butterfly,2,elektrisch,37080,168.0,199.0,-0.05,3.34,0.91,1.39,0.0,0.01,3.2,0.9,4.94,5.9,0.25,gezond
CV-014,7,36,butterfly,2,elektrisch,46512,140.0,186.7,-0.9,3.08,0.81,1.67,0.0,0.011,3.4,2.1,4.5,5.9,0.4,gezond
CV-014,8,42,butterfly,2,elektrisch,55314,29.0,173.2,0.26,2.85,0.86,1.6,0.0,0.013,3.2,1.6,3.61,6.1,0.43,gezond
CV-014,9,48,butterfly,2,elektrisch,44304,185.0,197.3,-0.67,3.06,1.05,1.41,0.0,0.011,4.1,1.2,4.98,6.0,0.42,gezond
CV-014,10,54,butterfly,2,elektrisch,52434,119.0,199.0,0.4,2.85,0.92,1.46,0.0,0.014,0.3,2.0,3.98,5.9,0.45,gezond
CV-014,11,60,butterfly,2,elektrisch,35880,37.0,212.6,-0.45,3.08,0.98,1.48,0.0,0.017,4.5,1.6,5.08,6.1,0.21,gezond
CV-014,12,66,butterfly,2,elektrisch,62304,170.0,185.7,0.26,2.67,0.97,1.5,0.0,0.011,1.8,1.6,5.03,6.0,0.46,gezond
CV-014,13,72,butterfly,2,elektrisch,44352,66.0,206.5,-0.33,3.02,0.99,1.49,0.0,0.016,5.0,2.4,4.72,6.0,0.39,gezond
CV-014,14,78,butterfly,2,elektrisch,49608,70.0,193.5,-0.13,2.54,1.36,1.53,0.0,0.011,1.8,1.1,4.28,6.0,0.25,gezond
CV-014,15,84,butterfly,2,elektrisch,55356,152.0,215.9,0.13,2.95,0.76,1.71,0.0,0.011,2.7,1.1,4.54,6.0,0.46,gezond
CV-014,16,90,butterfly,2,elektrisch,126810,130.0,227.2,0.5,2.9,1.26,1.53,0.0,0.02,1.9,1.5,4.18,6.0,0.34,gezond
CV-014,17,96,butterfly,2,elektrisch,164928,74.0,180.2,0.46,3.05,0.74,1.55,0.0,0.013,2.9,2.3,4.77,6.2,0.23,gezond
CV-014,18,102,butterfly,2,elektrisch,161466,62.0,198.8,0.25,3.12,1.01,1.17,0.0,0.019,2.4,2.3,4.35,6.1,0.57,gezond
CV-014,19,108,butterfly,2,elektrisch,176796,83.0,154.8,-0.86,3.17,1.53,1.4,0.0,0.017,2.6,1.9,4.31,6.0,0.35,gezond
CV-014,20,114,butterfly,2,elektrisch,58596,171.0,170.9,0.14,3.05,0.89,1.41,0.0,0.01,2.4,1.6,3.51,6.2,0.33,gezond
CV-015,1,0,butterfly,8,pneumatisch,0,35.0,194.7,-0.19,2.81,0.93,1.79,5.2,0.018,3.6,2.3,4.15,5.9,0.42,actuator_zwak
CV-015,2,6,butterfly,8,pneumatisch,6804,164.0,205.4,0.54,3.51,1.06,1.52,4.3,0.021,2.5,1.5,4.97,5.9,0.47,actuator_zwak
CV-015,3,12,butterfly,8,pneumatisch,21480,54.0,234.9,-0.7,3.64,0.66,1.68,4.9,0.01,1.9,1.3,5.81,6.0,0.48,actuator_zwak
CV-015,4,18,butterfly,8,pneumatisch,33120,152.0,208.6,0.21,3.92,0.87,1.63,5.8,0.015,2.8,2.2,5.32,5.6,0.31,actuator_zwak
CV-015,5,24,butterfly,8,pneumatisch,40632,157.0,227.0,-0.25,4.54,1.03,1.37,5.1,0.01,3.3,2.2,6.82,5.7,0.33,actuator_zwak
CV-015,6,30,butterfly,8,pneumatisch,52410,186.0,201.5,0.29,4.47,1.2,1.59,5.8,0.011,2.2,2.6,5.89,5.6,0.35,actuator_zwak
CV-015,7,36,butterfly,8,pneumatisch,19188,25.0,222.5,-0.46,4.89,0.97,1.68,6.1,0.013,2.7,2.2,7.7,5.3,0.34,actuator_zwak
CV-015,8,42,butterfly,8,pneumatisch,50526,59.0,208.4,0.29,4.55,0.9,1.48,6.7,0.01,2.3,2.0,7.68,5.5,0.3,actuator_zwak
CV-015,9,48,butterfly,8,pneumatisch,41952,171.0,217.4,-0.33,5.41,1.08,1.68,6.5,0.018,1.2,2.2,8.0,5.3,0.36,actuator_zwak
CV-015,10,54,butterfly,8,pneumatisch,36882,90.0,217.5,-0.4,6.53,0.93,1.47,7.2,0.02,1.3,2.3,10.04,5.3,0.36,actuator_zwak
CV-015,11,60,butterfly,8,pneumatisch,79080,156.0,220.7,-0.43,6.25,1.0,1.48,6.9,0.016,1.0,1.4,8.81,5.1,0.28,actuator_zwak
CV-015,12,66,butterfly,8,pneumatisch,125664,148.0,200.4,0.78,6.46,1.33,1.4,7.1,0.016,1.9,2.1,10.52,5.0,0.4,actuator_zwak
CV-015,13,72,butterfly,8,pneumatisch,42336,101.0,233.3,0.09,7.09,1.21,1.19,6.5,0.014,1.9,2.9,10.34,4.8,0.24,actuator_zwak
CV-015,14,78,butterfly,8,pneumatisch,123162,63.0,214.2,-0.88,6.84,1.18,1.35,7.4,0.01,1.1,2.1,9.34,5.0,0.34,actuator_zwak
CV-015,15,84,butterfly,8,pneumatisch,71232,192.0,208.2,-0.09,7.08,0.7,1.23,7.3,0.023,0.9,2.8,10.72,4.7,0.58,actuator_zwak
CV-015,16,90,butterfly,8,pneumatisch,61560,177.0,226.7,0.1,7.19,0.99,1.98,7.5,0.017,2.3,1.7,9.69,4.7,0.51,actuator_zwak
CV-015,17,96,butterfly,8,pneumatisch,99840,98.0,223.9,-0.04,7.21,1.2,1.26,7.7,0.015,1.2,1.7,10.74,4.7,0.52,actuator_zwak
CV-015,18,102,butterfly,8,pneumatisch,132702,118.0,182.2,0.16,7.74,0.91,1.63,8.5,0.022,1.5,1.6,12.54,4.6,0.46,actuator_zwak
CV-015,19,108,butterfly,8,pneumatisch,175392,162.0,187.0,1.09,7.75,0.64,1.46,8.2,0.012,2.0,2.2,11.93,4.4,0.58,actuator_zwak
CV-015,20,114,butterfly,8,pneumatisch,167580,105.0,173.0,0.54,8.32,0.98,1.38,8.0,0.016,1.3,1.9,12.41,4.4,0.42,actuator_zwak
CV-016,1,0,ball,6,pneumatisch,0,125.0,198.8,0.03,1.82,1.11,1.8,3.4,0.014,1.0,2.0,3.25,6.0,0.29,sticking
CV-016,2,6,ball,6,pneumatisch,7794,22.0,214.8,-0.24,2.41,0.97,1.94,5.3,0.027,3.6,2.0,3.59,6.1,0.47,sticking
CV-016,3,12,ball,6,pneumatisch,21960,150.0,240.0,1.26,2.5,1.69,2.76,5.7,0.02,3.8,2.6,4.25,6.0,0.48,sticking
CV-016,4,18,ball,6,pneumatisch,22734,99.0,275.3,-0.73,1.98,1.72,3.04,4.9,0.011,1.2,2.2,2.89,6.0,0.5,sticking
CV-016,5,24,ball,6,pneumatisch,15816,187.0,219.9,-0.04,2.49,2.2,3.1,5.5,0.013,3.9,2.1,2.34,6.1,0.31,sticking
CV-016,6,30,ball,6,pneumatisch,34350,162.0,225.6,0.31,3.05,2.99,4.54,5.8,0.011,2.4,1.8,4.88,6.0,0.5,sticking
CV-016,7,36,ball,6,pneumatisch,19980,71.0,275.3,0.59,3.04,2.82,4.19,5.4,0.014,4.7,2.6,5.16,6.2,0.58,sticking
CV-016,8,42,ball,6,pneumatisch,26040,162.0,287.1,0.03,3.02,3.13,5.1,4.8,0.013,3.3,1.3,4.41,6.0,0.29,sticking
CV-016,9,48,ball,6,pneumatisch,48768,143.0,224.6,0.23,3.69,3.16,5.33,4.4,0.025,1.8,1.8,5.45,6.1,0.37,sticking
CV-016,10,54,ball,6,pneumatisch,78300,84.0,280.4,-0.65,3.46,3.78,6.15,4.4,0.012,3.6,1.4,4.33,6.1,0.44,sticking
CV-016,11,60,ball,6,pneumatisch,96960,81.0,310.2,-0.16,3.61,4.01,6.94,4.8,0.013,3.8,2.2,5.97,6.1,0.5,sticking
CV-016,12,66,ball,6,pneumatisch,34848,33.0,321.1,0.13,4.34,4.46,6.6,5.0,0.017,2.7,2.3,6.65,6.1,0.54,sticking
CV-016,13,72,ball,6,pneumatisch,121032,149.0,357.8,0.18,3.98,4.64,6.67,5.6,0.014,2.8,1.4,5.5,5.9,0.41,sticking
CV-016,14,78,ball,6,pneumatisch,102726,98.0,318.5,-0.83,4.16,4.79,8.16,4.9,0.016,1.6,2.5,6.75,6.0,0.42,sticking
CV-016,15,84,ball,6,pneumatisch,122808,179.0,321.3,0.2,4.49,5.05,7.85,4.9,0.016,1.0,1.4,6.3,6.0,0.34,sticking
