batch_id,tijdstip_uur,temp_setpoint_C,temp_actueel_C,pH_setpoint,pH_actueel,biomassa_gL,glucose_gL,voedingssnelheid_gLh,voedingsstrategie,opgeloste_O2_pct,product_gL
FERM-008,90,37,37.6,7.0,6.94,14.89,14.31,4.08,exponentieel,49.1,1.318
FERM-008,92,37,36.9,7.0,6.97,15.23,13.65,4.34,exponentieel,48.0,1.367
FERM-008,94,37,37.2,7.0,6.86,15.84,13.77,4.6,exponentieel,43.7,1.452
FERM-008,96,37,36.6,7.0,6.8,17.13,12.31,4.89,exponentieel,45.3,1.588
FERM-008,98,37,37.0,7.0,6.88,17.65,12.71,5.19,exponentieel,46.4,1.696
FERM-008,100,37,37.0,7.0,6.9,18.93,12.6,5.51,exponentieel,40.8,1.861
FERM-008,102,37,36.9,7.0,6.82,20.08,11.83,5.85,exponentieel,37.7,1.974
FERM-008,104,37,36.9,7.0,6.84,20.28,11.85,6.21,exponentieel,39.7,2.045
FERM-008,106,37,36.7,7.0,6.9,21.49,11.32,6.6,exponentieel,34.8,2.201
FERM-008,108,37,37.2,7.0,6.97,22.33,10.73,7.01,exponentieel,36.9,2.374
FERM-008,110,37,37.2,7.0,6.99,23.6,10.27,7.44,exponentieel,38.9,2.515
FERM-008,112,37,37.2,7.0,6.92,24.5,9.61,7.9,exponentieel,35.5,2.657
FERM-008,114,37,37.4,7.0,6.96,25.6,9.09,8.39,exponentieel,33.7,2.81
FERM-008,116,37,37.2,7.0,7.01,25.97,9.73,8.91,exponentieel,21.5,2.933
FERM-008,118,37,37.1,7.0,6.94,26.66,9.17,9.46,exponentieel,31.8,3.086
FERM-008,120,37,37.3,7.0,6.94,28.1,8.82,10.0,exponentieel,24.0,3.302
FERM-008,122,37,37.4,7.0,6.99,29.19,8.78,10.0,exponentieel,16.8,3.451
FERM-008,124,37,36.7,7.0,6.95,29.73,8.47,10.0,exponentieel,15.6,3.667
FERM-008,126,37,36.7,7.0,7.02,31.13,7.06,10.0,exponentieel,11.1,3.827
FERM-008,128,37,37.0,7.0,6.97,31.16,8.16,10.0,exponentieel,14.7,3.901
FERM-008,130,37,36.9,7.0,6.98,32.7,6.65,10.0,exponentieel,16.3,4.129
FERM-008,132,37,37.0,7.0,7.0,33.24,6.56,10.0,exponentieel,15.8,4.314
FERM-008,134,37,36.8,7.0,6.94,34.45,6.02,10.0,exponentieel,9.0,4.537
FERM-008,136,37,37.0,7.0,7.08,34.2,6.23,10.0,exponentieel,6.3,4.595
FERM-008,138,37,36.6,7.0,7.1,35.39,5.28,10.0,exponentieel,8.6,4.808
FERM-008,140,37,36.9,7.0,7.14,35.91,5.01,10.0,exponentieel,10.0,4.942
FERM-008,142,37,37.2,7.0,7.07,37.24,5.44,10.0,exponentieel,5.0,5.193
FERM-008,144,37,36.9,7.0,6.99,37.24,4.26,10.0,exponentieel,9.2,5.235
FERM-008,146,37,37.1,7.0,7.03,38.36,3.17,10.0,exponentieel,5.9,5.506
FERM-008,148,37,37.1,7.0,7.1,39.14,4.5,10.0,exponentieel,5.0,5.658
FERM-008,150,37,36.9,7.0,7.12,39.83,3.65,10.0,exponentieel,5.0,5.862
FERM-008,152,37,37.1,7.0,7.05,39.69,4.21,10.0,exponentieel,5.0,5.926
FERM-008,154,37,36.8,7.0,7.14,41.5,2.68,10.0,exponentieel,5.0,6.291
FERM-008,156,37,36.9,7.0,7.04,41.74,3.01,10.0,exponentieel,5.0,6.408
FERM-008,158,37,37.4,7.0,7.15,42.07,2.99,10.0,exponentieel,5.0,6.53
FERM-008,160,37,37.0,7.0,7.11,42.81,2.58,10.0,exponentieel,5.0,6.761
FERM-008,162,37,37.0,7.0,7.06,42.64,3.19,10.0,exponentieel,5.0,6.769
FERM-008,164,37,36.9,7.0,7.03,43.43,1.74,10.0,exponentieel,5.0,7.029
FERM-008,166,37,36.9,7.0,7.04,44.16,1.97,10.0,exponentieel,5.0,7.195
FERM-008,168,37,37.0,7.0,7.06,44.15,2.47,10.0,exponentieel,5.0,7.316
FERM-008,170,37,37.2,7.0,7.15,44.28,1.38,10.0,exponentieel,5.0,7.413
FERM-008,172,37,37.5,7.0,7.02,44.76,1.15,10.0,exponentieel,5.0,7.568
FERM-008,174,37,37.0,7.0,7.07,45.63,1.21,10.0,exponentieel,5.0,7.813
FERM-008,176,37,37.0,7.0,7.1,45.38,1.52,10.0,exponentieel,5.0,7.876
FERM-008,178,37,37.4,7.0,6.98,45.2,1.18,10.0,exponentieel,5.0,7.893
FERM-008,180,37,37.0,7.0,6.94,45.89,0.9,10.0,exponentieel,5.0,8.126
FERM-008,182,37,36.8,7.0,7.1,46.27,1.55,10.0,exponentieel,5.0,8.304
FERM-008,184,37,37.1,7.0,6.99,46.44,1.23,10.0,exponentieel,5.0,8.447
FERM-008,186,37,36.9,7.0,7.03,46.55,2.06,10.0,exponentieel,5.0,8.512
FERM-008,188,37,37.1,7.0,6.96,47.16,1.01,10.0,exponentieel,5.0,8.754
FERM-008,190,37,36.8,7.0,6.91,46.71,2.13,10.0,exponentieel,5.0,8.729
FERM-008,192,37,37.1,7.0,6.97,47.22,1.21,10.0,exponentieel,5.0,8.939
FERM-008,194,37,36.9,7.0,6.97,47.59,0.16,10.0,exponentieel,5.0,9.076
FERM-008,196,37,36.5,7.0,7.0,47.56,1.2,10.0,exponentieel,5.0,9.204
FERM-008,198,37,36.9,7.0,7.0,47.69,0.73,10.0,exponentieel,5.0,9.284
FERM-009,0,33,32.7,7.2,7.19,1.82,22.25,0.0,constant,80.3,0.009
FERM-009,2,33,33.4,7.2,7.16,1.86,23.35,0.0,constant,78.4,0.0
FERM-009,4,33,33.0,7.2,7.23,1.72,22.72,0.0,constant,82.3,0.0
FERM-009,6,33,33.3,7.2,7.21,2.13,22.12,0.0,constant,80.9,0.01
FERM-009,8,33,32.9,7.2,7.33,1.65,23.09,0.0,constant,78.9,0.0
FERM-009,10,33,32.9,7.2,7.2,2.16,22.29,0.0,constant,80.0,0.027
FERM-009,12,33,33.1,7.2,7.29,2.35,23.8,0.0,constant,77.9,0.031
FERM-009,14,33,33.2,7.2,7.23,2.17,22.42,0.0,constant,84.4,0.0
FERM-009,16,33,32.7,7.2,7.23,2.11,22.76,0.0,constant,85.5,0.017
FERM-009,18,33,33.2,7.2,7.25,2.46,23.02,0.0,constant,78.5,0.037
FERM-009,20,33,32.7,7.2,7.29,3.03,22.4,0.0,constant,83.4,0.054
FERM-009,22,33,33.3,7.2,7.25,2.82,22.58,2.0,constant,75.3,0.039
FERM-009,24,33,32.8,7.2,7.29,3.28,23.22,2.0,constant,70.6,0.077
FERM-009,26,33,32.9,7.2,7.36,3.15,21.79,2.0,constant,71.9,0.084
FERM-009,28,33,32.6,7.2,7.28,3.85,21.23,2.0,constant,73.5,0.09
FERM-009,30,33,33.0,7.2,7.3,3.44,22.05,2.0,constant,69.1,0.087
FERM-009,32,33,33.2,7.2,7.34,3.62,22.25,2.0,constant,75.3,0.125
FERM-009,34,33,32.7,7.2,7.22,4.07,22.72,2.0,constant,73.0,0.121
FERM-009,36,33,32.8,7.2,7.28,3.81,22.48,2.0,constant,69.8,0.11
FERM-009,38,33,32.9,7.2,7.28,4.5,21.12,2.0,constant,72.7,0.168
FERM-009,40,33,32.9,7.2,7.28,4.81,22.34,2.0,constant,64.5,0.19
FERM-009,42,33,33.0,7.2,7.32,4.89,21.15,2.0,constant,64.9,0.204
FERM-009,44,33,33.1,7.2,7.33,5.55,22.02,2.0,constant,70.9,0.245
FERM-009,46,33,33.0,7.2,7.3,5.48,21.48,2.0,constant,68.6,0.216
FERM-009,48,33,33.1,7.2,7.21,6.15,20.84,2.0,constant,73.1,0.263
FERM-009,50,33,33.0,7.2,7.22,6.46,21.16,2.0,constant,67.4,0.297
FERM-009,52,33,33.2,7.2,7.17,6.31,21.59,2.0,constant,70.7,0.292
FERM-009,54,33,32.6,7.2,7.29,6.61,20.49,2.0,constant,69.0,0.352
FERM-009,56,33,33.2,7.2,7.15,7.14,20.64,2.0,constant,68.2,0.383
FERM-009,58,33,32.9,7.2,7.21,7.37,20.98,2.0,constant,62.9,0.391
FERM-009,60,33,33.2,7.2,7.26,8.26,18.87,2.0,constant,64.1,0.478
FERM-009,62,33,33.0,7.2,7.17,8.15,20.64,2.0,constant,63.5,0.463
FERM-009,64,33,32.8,7.2,7.16,8.96,19.73,2.0,constant,58.6,0.559
FERM-009,66,33,33.1,7.2,7.26,8.99,20.78,2.0,constant,65.5,0.592
FERM-009,68,33,32.9,7.2,7.16,9.7,19.29,2.0,constant,59.9,0.649
FERM-009,70,33,33.1,7.2,7.06,10.32,19.46,2.0,constant,59.8,0.708
FERM-009,72,33,32.7,7.2,7.18,10.33,19.7,2.0,constant,58.4,0.699
FERM-009,74,33,32.8,7.2,7.17,11.23,19.25,2.0,constant,51.5,0.809
FERM-009,76,33,32.9,7.2,7.22,11.34,19.19,2.0,constant,62.1,0.811
FERM-009,78,33,32.7,7.2,7.2,12.42,18.79,2.0,constant,55.1,0.92
FERM-009,80,33,33.0,7.2,7.18,12.46,18.93,2.0,constant,61.0,0.974
FERM-009,82,33,33.3,7.2,7.14,13.25,19.11,2.0,constant,50.9,1.023
FERM-009,84,33,33.3,7.2,7.13,14.03,18.08,2.0,constant,48.6,1.159
FERM-009,86,33,32.9,7.2,7.08,14.5,16.6,2.0,constant,48.4,1.267
FERM-009,88,33,33.1,7.2,7.09,14.56,17.91,2.0,constant,50.9,1.243
FERM-009,90,33,33.2,7.2,7.12,15.69,16.57,2.0,constant,48.9,1.379
FERM-009,92,33,33.1,7.2,7.11,16.5,17.79,2.0,constant,52.1,1.493
FERM-009,94,33,32.9,7.2,7.0,16.76,16.68,2.0,constant,45.7,1.508
FERM-009,96,33,33.1,7.2,7.12,17.44,17.07,2.0,constant,38.9,1.642
FERM-009,98,33,32.8,7.2,7.06,18.62,16.04,2.0,constant,43.2,1.788
FERM-009,100,33,33.1,7.2,7.14,18.6,16.34,2.0,constant,42.1,1.814
FERM-009,102,33,32.7,7.2,7.14,20.02,15.74,2.0,constant,37.6,1.995
FERM-009,104,33,32.9,7.2,7.06,20.34,15.73,2.0,constant,36.8,2.079
FERM-009,106,33,32.7,7.2,6.93,21.72,14.33,2.0,constant,39.0,2.271
FERM-009,108,33,32.9,7.2,7.22,21.72,14.61,2.0,constant,35.6,2.312
FERM-009,110,33,32.7,7.2,7.1,22.3,13.94,2.0,constant,33.7,2.385
FERM-009,112,33,32.9,7.2,7.14,22.9,14.8,2.0,constant,34.4,2.523
FERM-009,114,33,32.8,7.2,7.19,24.23,13.69,2.0,constant,33.9,2.729
FERM-009,116,33,33.3,7.2,7.15,24.48,13.36,2.0,constant,31.8,2.8
FERM-009,118,33,32.9,7.2,7.07,24.88,14.27,2.0,constant,30.1,2.922
FERM-009,120,33,32.6,7.2,7.22,26.46,12.83,2.0,constant,28.3,3.164
FERM-009,122,33,32.9,7.2,7.13,26.74,12.48,2.0,constant,28.0,3.254
FERM-009,124,33,32.9,7.2,7.2,28.16,12.87,2.0,constant,24.0,3.504
FERM-009,126,33,32.8,7.2,7.18,27.96,10.97,2.0,constant,28.8,3.457
FERM-009,128,33,32.8,7.2,7.19,28.53,12.84,2.0,constant,23.3,3.598
FERM-009,130,33,33.1,7.2,7.22,29.66,12.51,2.0,constant,19.5,3.792
FERM-009,132,33,33.2,7.2,7.15,30.35,12.1,2.0,constant,21.7,3.962
FERM-009,134,33,33.3,7.2,7.3,31.7,10.56,2.0,constant,15.0,4.226
FERM-009,136,33,33.1,7.2,7.17,31.78,11.34,2.0,constant,17.6,4.306
FERM-009,138,33,33.3,7.2,7.24,32.14,11.49,2.0,constant,16.4,4.406
FERM-009,140,33,33.3,7.2,7.37,32.99,10.53,2.0,constant,18.3,4.584
FERM-009,142,33,33.2,7.2,7.23,34.37,10.01,2.0,constant,16.7,4.888
FERM-009,144,33,32.9,7.2,7.38,34.67,10.0,2.0,constant,9.0,4.989
FERM-009,146,33,33.1,7.2,7.33,35.08,9.89,2.0,constant,10.9,5.083
FERM-009,148,33,32.7,7.2,7.29,36.07,10.06,2.0,constant,9.7,5.311
FERM-009,150,33,32.8,7.2,7.3,36.25,9.87,2.0,constant,11.1,5.422
FERM-009,152,33,33.3,7.2,7.29,36.62,9.14,2.0,constant,7.9,5.522
FERM-009,154,33,33.0,7.2,7.38,37.73,8.68,2.0,constant,5.0,5.826
FERM-009,156,33,32.9,7.2,7.2,37.67,9.13,2.0,constant,7.2,5.836
FERM-009,158,33,33.0,7.2,7.29,38.52,8.78,2.0,constant,5.0,6.089
FERM-009,160,33,32.8,7.2,7.36,39.16,8.33,2.0,constant,5.0,6.272
FERM-009,162,33,33.3,7.2,7.28,39.84,7.75,2.0,constant,5.0,6.42
FERM-009,164,33,32.8,7.2,7.28,40.09,8.65,2.0,constant,5.0,6.566
FERM-009,166,33,32.9,7.2,7.28,40.99,7.19,2.0,constant,5.0,6.773
FERM-009,168,33,32.8,7.2,7.27,40.74,7.05,2.0,constant,5.0,6.807
FERM-009,170,33,33.0,7.2,7.23,41.45,7.04,2.0,constant,5.0,7.051
FERM-009,172,33,33.1,7.2,7.26,42.29,7.29,2.0,constant,5.0,7.247
FERM-009,174,33,32.8,7.2,7.28,41.73,8.04,2.0,constant,5.0,7.273
FERM-009,176,33,32.8,7.2,7.22,42.21,6.54,2.0,constant,5.0,7.392
FERM-009,178,33,33.3,7.2,7.37,43.36,6.4,2.0,constant,5.0,7.741
FERM-009,180,33,33.2,7.2,7.28,43.04,7.33,2.0,constant,5.0,7.746
FERM-009,182,33,32.9,7.2,7.19,43.79,7.02,2.0,constant,5.0,7.97
FERM-009,184,33,32.9,7.2,7.25,43.71,6.15,2.0,constant,5.0,8.059
FERM-009,186,33,33.0,7.2,7.21,44.32,6.24,2.0,constant,5.0,8.226
FERM-009,188,33,32.7,7.2,7.2,44.62,5.33,2.0,constant,5.0,8.38
FERM-009,190,33,32.6,7.2,7.22,45.04,5.35,2.0,constant,5.0,8.593
FERM-009,192,33,32.9,7.2,7.16,45.04,5.94,2.0,constant,5.0,8.67
FERM-009,194,33,32.9,7.2,7.25,45.07,5.77,2.0,constant,5.0,8.749
FERM-009,196,33,33.0,7.2,7.25,46.12,5.96,2.0,constant,5.0,9.032
FERM-009,198,33,33.0,7.2,7.18,46.09,5.06,2.0,constant,5.0,9.147
FERM-010,0,30,29.9,6.8,6.87,1.3,21.02,0.0,constant,82.7,0.0
FERM-010,2,30,30.2,6.8,6.8,1.55,20.48,0.0,constant,86.5,0.0
FERM-010,4,30,30.0,6.8,6.89,1.53,20.53,0.0,constant,79.4,0.0
FERM-010,6,30,29.9,6.8,6.87,1.71,20.25,0.0,constant,82.0,0.019
FERM-010,8,30,29.8,6.8,6.83,1.39,21.48,0.0,constant,77.6,0.017
FERM-010,10,30,30.0,6.8,6.85,1.99,20.56,0.0,constant,80.5,0.002
FERM-010,12,30,29.8,6.8,6.77,1.73,20.85,0.0,constant,80.7,0.0
FERM-010,14,30,29.9,6.8,6.85,1.63,21.83,0.0,constant,83.1,0.006
FERM-010,16,30,29.7,6.8,6.81,1.79,20.16,0.0,constant,82.7,0.0
FERM-010,18,30,30.0,6.8,6.94,1.93,20.85,0.0,constant,77.8,0.048
FERM-010,20,30,30.0,6.8,6.95,1.16,21.44,0.0,constant,80.2,0.028
FERM-010,22,30,30.0,6.8,6.94,1.77,21.23,2.0,constant,82.6,0.051
FERM-010,24,30,30.0,6.8,6.89,2.47,20.58,2.0,constant,77.9,0.022
FERM-010,26,30,29.7,6.8,6.86,1.94,21.23,2.0,constant,77.5,0.018
FERM-010,28,30,29.7,6.8,6.92,2.32,20.06,2.0,constant,70.0,0.024
FERM-010,30,30,30.2,6.8,6.9,2.86,20.19,2.0,constant,72.6,0.095
FERM-010,32,30,30.1,6.8,6.92,2.64,21.09,2.0,constant,73.4,0.06
FERM-010,34,30,30.1,6.8,6.9,2.58,20.46,2.0,constant,78.2,0.085
FERM-010,36,30,30.1,6.8,6.92,2.75,20.35,2.0,constant,69.7,0.055
FERM-010,38,30,30.2,6.8,6.9,2.84,20.59,2.0,constant,69.8,0.087
FERM-010,40,30,30.4,6.8,6.92,2.85,20.54,2.0,constant,71.8,0.114
FERM-010,42,30,30.2,6.8,6.85,3.19,20.44,2.0,constant,77.3,0.108
FERM-010,44,30,29.9,6.8,6.87,3.12,20.56,2.0,constant,72.5,0.155
FERM-010,46,30,30.3,6.8,6.82,3.15,19.96,2.0,constant,73.6,0.121
FERM-010,48,30,30.3,6.8,6.77,3.88,19.36,2.0,constant,68.9,0.166
FERM-010,50,30,30.0,6.8,6.84,3.64,20.39,2.0,constant,69.7,0.137
FERM-010,52,30,30.4,6.8,6.85,3.82,20.03,2.0,constant,72.5,0.199
FERM-010,54,30,30.0,6.8,6.83,3.92,20.65,2.0,constant,71.0,0.197
FERM-010,56,30,30.2,6.8,6.88,4.13,20.08,2.0,constant,72.2,0.221
FERM-010,58,30,29.8,6.8,6.79,4.01,19.92,2.0,constant,73.3,0.213
FERM-010,60,30,30.2,6.8,6.82,4.34,19.56,2.0,constant,73.3,0.22
FERM-010,62,30,30.0,6.8,6.76,4.99,19.23,2.0,constant,66.8,0.26
FERM-010,64,30,29.9,6.8,6.85,4.79,20.48,2.0,constant,77.5,0.262
FERM-010,66,30,30.1,6.8,6.72,4.83,19.58,2.0,constant,67.3,0.315
FERM-010,68,30,30.1,6.8,6.8,5.01,19.75,2.0,constant,64.8,0.292
FERM-010,70,30,29.9,6.8,6.72,4.94,19.75,2.0,constant,74.5,0.319
FERM-010,72,30,30.0,6.8,6.74,5.23,19.66,2.0,constant,73.1,0.363
FERM-010,74,30,30.0,6.8,6.75,5.34,20.51,2.0,constant,69.8,0.351
FERM-010,76,30,30.1,6.8,6.71,5.49,19.67,2.0,constant,71.4,0.395
FERM-010,78,30,29.8,6.8,6.75,5.82,19.63,2.0,constant,66.9,0.421
FERM-010,80,30,29.8,6.8,6.65,6.28,18.88,2.0,constant,70.0,0.45
FERM-010,82,30,30.2,6.8,6.75,6.42,19.06,2.0,constant,76.3,0.491
FERM-010,84,30,30.0,6.8,6.72,6.88,18.83,2.0,constant,66.9,0.512
FERM-010,86,30,30.0,6.8,6.7,6.93,19.35,2.0,constant,67.1,0.528
FERM-010,88,30,30.0,6.8,6.82,7.29,18.11,2.0,constant,67.6,0.591
FERM-010,90,30,30.0,6.8,6.73,7.24,18.57,2.0,constant,62.2,0.614
FERM-010,92,30,30.0,6.8,6.68,7.78,18.12,2.0,constant,63.4,0.668
FERM-010,94,30,30.4,6.8,6.77,8.46,17.98,2.0,constant,58.4,0.745
FERM-010,96,30,30.0,6.8,6.74,8.43,18.6,2.0,constant,60.7,0.715
FERM-010,98,30,29.9,6.8,6.78,8.85,17.8,2.0,constant,61.5,0.802
FERM-010,100,30,30.2,6.8,6.76,9.25,17.45,2.0,constant,64.0,0.846
FERM-010,102,30,30.1,6.8,6.82,8.67,17.68,2.0,constant,66.9,0.79
FERM-010,104,30,29.8,6.8,6.65,9.54,17.42,2.0,constant,60.8,0.916
FERM-010,106,30,30.2,6.8,6.74,9.94,17.6,2.0,constant,60.2,0.94
FERM-010,108,30,29.7,6.8,6.72,9.84,17.17,2.0,constant,55.7,0.978
FERM-010,110,30,30.2,6.8,6.77,10.01,17.67,2.0,constant,57.3,1.004
FERM-010,112,30,30.4,6.8,6.78,11.04,16.38,2.0,constant,60.3,1.119
FERM-010,114,30,30.2,6.8,6.71,11.06,17.39,2.0,constant,57.0,1.126
FERM-010,116,30,30.1,6.8,6.73,11.33,16.37,2.0,constant,57.4,1.229
FERM-010,118,30,30.2,6.8,6.71,11.67,16.91,2.0,constant,59.9,1.258
FERM-010,120,30,30.3,6.8,6.79,12.3,16.86,2.0,constant,53.2,1.455
FERM-010,122,30,30.1,6.8,6.73,12.64,16.7,2.0,constant,59.1,1.454
FERM-010,124,30,29.8,6.8,6.71,12.82,16.31,2.0,constant,58.1,1.464
FERM-010,126,30,29.9,6.8,6.83,13.91,15.82,2.0,constant,54.0,1.665
FERM-010,128,30,30.2,6.8,6.78,13.75,16.29,2.0,constant,49.5,1.652
FERM-010,130,30,30.2,6.8,6.78,14.37,15.59,2.0,constant,50.4,1.768
FERM-010,132,30,30.1,6.8,6.84,14.74,15.87,2.0,constant,46.2,1.819
FERM-010,134,30,30.1,6.8,6.82,14.49,14.77,2.0,constant,49.6,1.848
FERM-010,136,30,30.3,6.8,6.83,15.17,15.9,2.0,constant,48.5,1.919
FERM-010,138,30,30.3,6.8,6.78,15.7,14.77,2.0,constant,47.9,2.064
FERM-010,140,30,30.0,6.8,6.83,16.71,15.67,2.0,constant,45.1,2.223
FERM-010,142,30,30.1,6.8,6.89,17.24,14.15,2.0,constant,51.3,2.328
FERM-010,144,30,29.9,6.8,6.86,17.15,14.28,2.0,constant,43.9,2.317
FERM-010,146,30,29.8,6.8,6.89,18.04,14.59,2.0,constant,43.1,2.477
FERM-010,148,30,29.9,6.8,6.93,18.09,14.25,2.0,constant,47.0,2.505
FERM-010,150,30,30.0,6.8,6.89,18.86,13.59,2.0,constant,38.8,2.667
FERM-010,152,30,29.9,6.8,6.85,19.87,12.83,2.0,constant,35.8,2.875
FERM-010,154,30,29.9,6.8,6.95,20.32,13.1,2.0,constant,36.3,2.943
FERM-010,156,30,30.2,6.8,6.85,20.1,13.61,2.0,constant,45.2,2.939
FERM-010,158,30,30.4,6.8,6.83,21.16,12.61,2.0,constant,39.3,3.18
FERM-010,160,30,30.0,6.8,6.93,21.47,13.53,2.0,constant,39.7,3.261
FERM-010,162,30,30.1,6.8,6.85,22.22,13.37,2.0,constant,34.9,3.393
FERM-010,164,30,30.2,6.8,6.99,22.28,12.47,2.0,constant,37.2,3.439
FERM-010,166,30,30.3,6.8,6.96,22.98,12.03,2.0,constant,33.1,3.616
FERM-010,168,30,30.1,6.8,6.93,23.09,11.97,2.0,constant,38.4,3.67
FERM-010,170,30,30.1,6.8,6.94,24.26,12.34,2.0,constant,32.7,3.901
FERM-010,172,30,29.9,6.8,6.89,24.42,12.66,2.0,constant,30.7,4.023
FERM-010,174,30,29.9,6.8,6.89,24.62,11.79,2.0,constant,34.0,4.031
FERM-010,176,30,29.4,6.8,6.85,25.15,10.78,2.0,constant,34.0,4.215
FERM-010,178,30,30.1,6.8,6.83,25.84,11.56,2.0,constant,26.3,4.369
FERM-010,180,30,30.1,6.8,6.81,26.89,11.01,2.0,constant,19.5,4.624
FERM-010,182,30,30.2,6.8,6.81,26.87,11.05,2.0,constant,32.4,4.662
FERM-010,184,30,29.9,6.8,6.83,27.86,10.37,2.0,constant,21.5,4.873
FERM-010,186,30,29.9,6.8,6.83,27.81,9.74,2.0,constant,24.2,4.955
FERM-010,188,30,30.1,6.8,6.8,28.52,9.78,2.0,constant,18.4,5.14
FERM-010,190,30,29.3,6.8,6.78,28.42,10.05,2.0,constant,20.2,5.119
FERM-010,192,30,29.9,6.8,6.72,29.45,10.25,2.0,constant,21.1,5.414
FERM-010,194,30,29.5,6.8,6.76,30.06,9.44,2.0,constant,19.0,5.545
FERM-010,196,30,30.0,6.8,6.68,30.34,10.16,2.0,constant,20.2,5.647
FERM-010,198,30,29.9,6.8,6.69,31.15,8.87,2.0,constant,16.6,5.907
FERM-011,0,33,33.3,7.0,6.95,0.68,21.32,0.0,exponentieel,81.5,0.0
FERM-011,2,33,33.0,7.0,7.03,1.38,20.48,0.0,exponentieel,85.5,0.002
FERM-011,4,33,33.1,7.0,7.04,0.78,21.46,0.0,exponentieel,80.1,0.0
FERM-011,6,33,33.2,7.0,6.95,0.8,21.5,0.0,exponentieel,88.3,0.039
FERM-011,8,33,33.2,7.0,7.0,0.91,21.42,0.0,exponentieel,82.5,0.0
FERM-011,10,33,33.0,7.0,7.07,1.28,21.14,0.0,exponentieel,81.9,0.032
FERM-011,12,33,33.0,7.0,7.12,1.19,20.84,0.0,exponentieel,78.1,0.0
FERM-011,14,33,32.4,7.0,7.01,1.01,20.47,0.0,exponentieel,84.7,0.015
FERM-011,16,33,32.8,7.0,7.07,1.64,21.73,0.0,exponentieel,80.0,0.004
FERM-011,18,33,33.0,7.0,7.01,0.44,21.02,0.0,exponentieel,89.8,0.005
FERM-011,20,33,33.3,7.0,7.13,1.36,21.09,0.0,exponentieel,85.0,0.002
FERM-011,22,33,33.1,7.0,7.08,1.2,21.15,0.53,exponentieel,79.4,0.0
FERM-011,24,33,32.9,7.0,7.17,1.32,21.26,0.56,exponentieel,79.6,0.013
FERM-011,26,33,32.8,7.0,7.01,2.02,20.59,0.6,exponentieel,74.3,0.0
FERM-011,28,33,32.7,7.0,7.15,1.97,20.9,0.64,exponentieel,75.3,0.024
FERM-011,30,33,32.8,7.0,7.04,1.82,21.3,0.67,exponentieel,79.3,0.06
FERM-011,32,33,33.2,7.0,7.14,1.73,20.68,0.72,exponentieel,74.1,0.039
FERM-011,34,33,33.1,7.0,7.12,1.93,21.47,0.76,exponentieel,73.0,0.076
FERM-011,36,33,33.0,7.0,7.12,2.15,20.56,0.81,exponentieel,75.0,0.064
FERM-011,38,33,33.3,7.0,7.22,2.51,20.6,0.86,exponentieel,68.9,0.099
FERM-011,40,33,33.2,7.0,7.1,2.46,21.2,0.91,exponentieel,79.8,0.081
FERM-011,42,33,33.0,7.0,7.05,3.03,20.89,0.97,exponentieel,74.9,0.076
FERM-011,44,33,33.0,7.0,7.03,2.8,20.82,1.03,exponentieel,76.1,0.077
FERM-011,46,33,33.1,7.0,7.06,2.73,19.82,1.09,exponentieel,78.4,0.102
FERM-011,48,33,32.9,7.0,7.14,2.85,20.19,1.16,exponentieel,74.2,0.123
FERM-011,50,33,33.2,7.0,7.06,3.09,20.26,1.23,exponentieel,73.8,0.139
FERM-011,52,33,32.9,7.0,6.99,3.59,19.86,1.31,exponentieel,63.8,0.137
FERM-011,54,33,33.0,7.0,7.08,3.79,20.17,1.39,exponentieel,75.4,0.186
FERM-011,56,33,32.6,7.0,6.89,4.55,19.59,1.47,exponentieel,70.8,0.275
FERM-011,58,33,33.1,7.0,6.91,4.09,20.14,1.56,exponentieel,73.1,0.198
FERM-011,60,33,33.0,7.0,7.05,4.35,19.56,1.66,exponentieel,67.9,0.231
FERM-011,62,33,32.9,7.0,6.94,5.25,19.39,1.76,exponentieel,69.4,0.338
FERM-011,64,33,33.1,7.0,6.96,5.12,19.73,1.87,exponentieel,72.1,0.289
FERM-011,66,33,33.2,7.0,6.99,4.99,19.24,1.99,exponentieel,67.8,0.271
FERM-011,68,33,33.0,7.0,7.06,5.75,18.71,2.11,exponentieel,67.5,0.383
FERM-011,70,33,32.9,7.0,6.87,6.01,19.49,2.24,exponentieel,68.3,0.398
FERM-011,72,33,33.1,7.0,6.92,6.4,18.88,2.38,exponentieel,73.6,0.436
FERM-011,74,33,32.6,7.0,6.94,6.41,19.42,2.53,exponentieel,68.8,0.408
FERM-011,76,33,33.2,7.0,6.97,6.95,18.82,2.68,exponentieel,69.5,0.512
FERM-011,78,33,32.6,7.0,6.93,7.89,17.94,2.85,exponentieel,64.3,0.567
FERM-011,80,33,33.3,7.0,6.92,8.34,18.09,3.02,exponentieel,59.3,0.606
FERM-011,82,33,33.1,7.0,7.02,7.91,18.21,3.21,exponentieel,64.9,0.583
FERM-011,84,33,33.0,7.0,6.91,8.78,18.07,3.41,exponentieel,61.2,0.662
FERM-011,86,33,32.8,7.0,6.88,9.56,17.24,3.62,exponentieel,62.2,0.763
FERM-011,88,33,33.1,7.0,6.85,9.84,17.12,3.85,exponentieel,58.5,0.812
FERM-011,90,33,33.2,7.0,6.87,11.01,18.27,4.08,exponentieel,58.4,0.91
FERM-011,92,33,33.0,7.0,6.91,11.36,18.01,4.34,exponentieel,56.8,0.952
